nu,[0]Aceticacid-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0132atm-L=15cm
646.941939,0.6054156694044217
647.072941,0.6076112457231606
647.203944,0.6046956532524087
647.334947,0.5996554732130654
647.465949,0.5965036013463166
647.596952,0.5949249594271261
647.727955,0.5969272692875941
647.858957,0.5958418496889374
647.98996,0.59938568895613
648.120962,0.5856107261440282
648.251965,0.5739976366531809
648.382968,0.5774635242805014
648.51397,0.5758028218898934
648.644973,0.5654575797185135
648.775976,0.5552871009387282
648.906978,0.5450814750432657
649.037981,0.5400573183306747
649.168983,0.523300191320595
649.299986,0.5107372545380405
649.430989,0.5132665387638616
649.561991,0.5205080110392111
649.692994,0.5220927629952734
649.823996,0.5172442908103997
649.954999,0.507808942290265
650.086002,0.4972014515007416
650.217004,0.47693741602671164
650.348007,0.45311016192768
650.47901,0.42306476623059475
650.610012,0.3689404610973325
650.741015,0.24492579300755302
650.872017,0.2019369013364539
651.00302,0.23351709326301054
651.134023,0.21838406504967992
651.265025,0.1896073356068698
651.396028,0.16966998386901389
651.527031,0.15307917619065992
651.658033,0.14363211576281434
651.789036,0.14849559269520143
651.920038,0.16314759452480232
652.051041,0.18219094382034842
652.182044,0.1982552375303018
652.313046,0.2107674259730094
652.444049,0.23676196728480312
652.575052,0.2608264592229571
652.706054,0.29449301333262756
652.837057,0.32267811520366874
652.968059,0.34064990521839517
653.099062,0.35904771085738457
653.230065,0.3799369352131421
653.361067,0.397575669294284
653.49207,0.40055267420930796
653.623072,0.404970926853183
653.754075,0.40877516210445397
653.885078,0.4170413088913884
654.01608,0.4219788857354959
654.147083,0.4171497537289181
654.278086,0.4135611051428295
654.409088,0.40052063127710563
654.540091,0.39738885263506957
654.671093,0.39111251431321403
654.802096,0.38332196624750353
654.933099,0.3658616582345677
655.064101,0.3498327835320461
655.195104,0.3342386567502572
655.326107,0.331177762809756
655.457109,0.32251681647410974
655.588112,0.32507479001616607
655.719114,0.3233241172207592
655.850117,0.32686762714391493
655.98112,0.331210882241981
656.112122,0.3206516331987858
656.243125,0.3123908971142128
656.374127,0.30080291383557384
656.50513,0.2964134525853191
656.636133,0.2992427984989624
656.767135,0.2912713418641669
656.898138,0.2789842361532105
657.029141,0.2575606635558132
657.160143,0.24248874064801101
657.291146,0.23555755511325036
657.422148,0.22654764567495292
657.553151,0.21250282427502207
657.684154,0.1987514956883574
657.815156,0.188567357821551
657.946159,0.18155439013574037
658.077162,0.17149520018967637
658.208164,0.169585170082293
658.339167,0.15848425945951466
658.470169,0.15715856738184122
658.601172,0.16050984479605584
658.732175,0.17710721417257289
658.863177,0.20523492096976037
658.99418,0.23114732527432297
659.125183,0.24338761087286376
659.256185,0.26612211409453806
659.387188,0.274830701995568
659.51819,0.2872506785580538
659.649193,0.3044951864509472
659.780196,0.3056544694020645
659.911198,0.3359140349892361
660.042201,0.38349066502366147
660.173203,0.42307745836396277
660.304206,0.44832359367287555
660.435209,0.4643949051691086
660.566211,0.4847024894889952
660.697214,0.5018168833700165
660.828217,0.5196446845001619
660.959219,0.5241748327624304
661.090222,0.5257286888398799
661.221224,0.5284378909853636
661.352227,0.5379444375946745
661.48323,0.5523021551202246
661.614232,0.5487896840676261
661.745235,0.5482740641439335
661.876238,0.5503284484478218
662.00724,0.5411006354322015
662.138243,0.5390914804136852
662.269245,0.5412846409274101
662.400248,0.5351062252102872
662.531251,0.5328315212503598
662.662253,0.534961766032347
662.793256,0.5342186857380088
662.924258,0.5493112819872736
663.055261,0.5555259257357833
663.186264,0.5693727287493862
663.317266,0.571511884893143
663.448269,0.5693955041140405
663.579272,0.5782378440814399
663.710274,0.5899131242253293
663.841277,0.586132151690246
663.972279,0.5799287661308936
664.103282,0.5831563189572929
664.234285,0.5916914377484586
664.365287,0.5940510622085909
664.49629,0.6001593954282641
664.627293,0.5945681115165484
664.758295,0.5840492310288475
664.889298,0.5939263245834361
665.0203,0.6058820189914125
665.151303,0.6039040205792591
665.282306,0.6032521563071016
665.413308,0.5922123553838201
665.544311,0.6026672854237209
665.675314,0.6137362520762816
665.806316,0.6120752784689224
665.937319,0.6150941090726921
666.068321,0.6087485417930707
666.199324,0.6016556543922111
666.330327,0.6113045492794084
666.461329,0.6123875164748653
666.592332,0.6082678203550237
666.723334,0.610620271451329
666.854337,0.6093149412718727
666.98534,0.6167139357179103
667.116342,0.6144547437268645
667.247345,0.6084503280759196
667.378348,0.6106263776845746
667.50935,0.621754474314768
667.640353,0.6309680825814781
667.771355,0.628964791000656
667.902358,0.6172754008272926
668.033361,0.615623317533516
668.164363,0.6075565631717972
668.295366,0.6153586564131953
668.426369,0.6178003079719284
668.557371,0.618232919583908
668.688374,0.6156848829434884
668.819376,0.6122466835424841
668.950379,0.6124548828067579
669.081382,0.6148296754630914
669.212384,0.6109256579273115
669.343387,0.6151494700337146
669.474389,0.6141598762237378
669.605392,0.6106080591680232
669.736395,0.6155925371371556
669.867397,0.6222022987337195
669.9984,0.6205370290312338
670.129403,0.6144485992101498
670.260405,0.6103638647864883
670.391408,0.612681533041104
670.52241,0.6048770891624102
670.653413,0.6001713987362054
670.784416,0.6006997820216405
670.915418,0.6044417344047334
671.046421,0.6142397221975227
671.177424,0.6139756558953016
671.308426,0.6150695058003979
671.439429,0.6116959094128315
671.570431,0.6078968901298277
671.701434,0.614620668906562
671.832437,0.6084016539966627
671.963439,0.6092966620978235
672.094442,0.6029445761469926
672.225445,0.602203410228814
672.356447,0.6097172218711071
672.48745,0.6213815335236048
672.618452,0.6234728869825101
672.749455,0.6182391019440157
672.880458,0.6134049239668012
673.01146,0.6134969416065467
673.142463,0.6203508958438986
673.273465,0.6243463603129497
673.404468,0.6192414609807688
673.535471,0.6216550015569106
673.666473,0.6297514885729549
673.797476,0.6349493798745406
673.928479,0.6350763824503497
674.059481,0.6295940703789059
674.190484,0.6267296572433804
674.321486,0.628179076185971
674.452489,0.6273127869378956
674.583492,0.6312962713060937
674.714494,0.6349303316788687
674.845497,0.639256178260186
674.9765,0.6303374298778028
675.107502,0.6372648071383642
675.238505,0.6422484862134885
675.369507,0.64564206997491
675.50051,0.6391986477930524
675.631513,0.6332119998712515
675.762515,0.6360933179937588
675.893518,0.6368507196067513
676.02452,0.6430582293371564
676.155523,0.6428910559310134
676.286526,0.6495535488523583
676.417528,0.6498914045326254
676.548531,0.6609480733049579
676.679534,0.656718378522315
676.810536,0.6537240228465868
676.941539,0.6518765991993775
677.072541,0.6553472704182668
677.203544,0.6596472872954514
677.334547,0.6535540766946037
677.465549,0.6504700653485261
677.596552,0.6553538239237384
677.727555,0.6658838653489498
677.858557,0.6711450469638219
677.98956,0.6659437975937418
678.120562,0.6657640170398584
678.251565,0.6605846518147112
678.382568,0.6664301140498952
678.51357,0.6642544467316998
678.644573,0.671789655571533
678.775576,0.6747722853929533
678.906578,0.6756500597937047
679.037581,0.6762516560175303
679.168583,0.6760082492372133
679.299586,0.6856074811013533
679.430589,0.6858474857180966
679.561591,0.6849564632767356
679.692594,0.6810633174423728
679.823596,0.6823585678437402
679.954599,0.685264763047456
680.085602,0.6843539667264154
680.216604,0.6906652606578475
680.347607,0.6919649326567665
680.47861,0.6844497829887389
680.609612,0.6830139466003402
680.740615,0.6856829020723517
