nu,[0]2-2-2-Trifluoroethanol-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
519.575392,0.94721706382189
519.710394,0.9161758103758579
519.845397,0.9308994590166453
519.9804,0.9462135456928099
520.115402,0.9540635457035812
520.250405,0.9476765755204231
520.385408,0.9259185566368519
520.52041,0.9189045728945295
520.655413,0.9362263545096949
520.790416,0.9254547876238151
520.925419,0.9205518056411919
521.060421,0.9192345188579555
521.195424,0.9282241819438869
521.330427,0.9301001597295427
521.465429,0.9338915135645502
521.600432,0.939149124827849
521.735435,0.9464349855699572
521.870437,0.9373214430726731
522.00544,0.9605790493036781
522.140443,0.9198524520569289
522.275446,0.930907837149478
522.410448,0.9433225577104405
522.545451,0.9351194535932933
522.680454,0.9527535625562972
522.815456,0.943853797840496
522.950459,0.9324851989778004
523.085462,0.9249070805268385
523.220464,0.9514596498775902
523.355467,0.9572765053029718
523.49047,0.9252946977937258
523.625473,0.9369915639868367
523.760475,0.954730669254546
523.895478,0.923834810350367
524.030481,0.9223910620124748
524.165483,0.9575733070215052
524.300486,0.9171621461012797
524.435489,0.9354842213052751
524.570491,0.927444801016871
524.705494,0.9546084715497013
524.840497,0.9245908163895484
524.9755,0.9227997717754747
525.110502,0.9415583097337297
525.245505,0.9281851973469275
525.380508,0.9620546703938047
525.51551,0.9707114720566122
525.650513,0.9293796113543127
525.785516,0.9288286526201897
525.920518,0.9417984377177285
526.055521,0.9503765542764181
526.190524,0.9298202417112393
526.325527,0.9173621092443204
526.460529,0.923640825409325
526.595532,0.9414472124080522
526.730535,0.915134710456923
526.865537,0.9299039292988783
527.00054,0.9144870243898423
527.135543,0.935262537815357
527.270545,0.9369137969144039
527.405548,0.9291565870115793
527.540551,0.9136150197809083
527.675554,0.9481277769477913
527.810556,0.9212913056106232
527.945559,0.9303876050869198
528.080562,0.9086266456824986
528.215564,0.9102891342424047
528.350567,0.9270201285554224
528.48557,0.9188430083505809
528.620572,0.9133711171330793
528.755575,0.9101817264617477
528.890578,0.9272713850539788
529.025581,0.9198423337356071
529.160583,0.9015497969346843
529.295586,0.9091747127754669
529.430589,0.9211660185127759
529.565591,0.9041138375723072
529.700594,0.9173648613347762
529.835597,0.9127639272531971
529.970599,0.909728568807591
530.105602,0.8962911272285669
530.240605,0.91363786044191
530.375608,0.8993526969821601
530.51061,0.8933739756943287
530.645613,0.916096106547522
530.780616,0.9038245674299753
530.915618,0.9016038915453224
531.050621,0.8778934921952932
531.185624,0.9005856545601217
531.320626,0.8889004762145315
531.455629,0.9040686330105521
531.590632,0.9103237258867429
531.725635,0.8974929623887759
531.860637,0.8961566936422536
531.99564,0.9145528698260057
532.130643,0.8985166877785018
532.265645,0.8937582091081409
532.400648,0.8844582219673343
532.535651,0.8903149521821122
532.670653,0.8982741210207874
532.805656,0.9130816243759743
532.940659,0.8795015081718721
533.075662,0.8862554957736426
533.210664,0.8911344188349803
533.345667,0.8841045094257718
533.48067,0.8873817552766808
533.615672,0.8797390056397939
533.750675,0.8889982606449602
533.885678,0.894393002761688
534.02068,0.8861225674191524
534.155683,0.8750187187466781
534.290686,0.8716825234310425
534.425689,0.8873462607163657
534.560691,0.8941873160259342
534.695694,0.8714472009196846
534.830697,0.8639762491203176
534.965699,0.8752024919731284
535.100702,0.8652731859534473
535.235705,0.8671615390558567
535.370707,0.8687498975771047
535.50571,0.8667627364795157
535.640713,0.8619569082476223
535.775716,0.86992350194354
535.910718,0.8588165002635956
536.045721,0.8317112114809696
536.180724,0.8463350141069349
536.315726,0.8642181963411014
536.450729,0.8519137412010364
536.585732,0.8502286208131711
536.720734,0.8478937040879159
536.855737,0.8499735904833893
536.99074,0.8521097038963587
537.125743,0.8453876495143382
537.260745,0.8453200212075453
537.395748,0.8571177259346489
537.530751,0.8537814767181707
537.665753,0.8513346367748393
537.800756,0.8356378111703093
537.935759,0.8446693753220289
538.070761,0.8442555887141192
538.205764,0.8356963078644517
538.340767,0.8274554583061474
538.47577,0.8402968976584314
538.610772,0.8396837047657775
538.745775,0.8405406190966529
538.880778,0.8238473673739806
539.01578,0.8267606875657337
539.150783,0.8321854220086748
539.285786,0.8348109391064571
539.420788,0.8388024995894517
539.555791,0.8400616474636513
539.690794,0.8356879509431577
539.825797,0.8384335076738069
539.960799,0.8413563390573983
540.095802,0.8454637378267172
540.230805,0.8343852940762214
540.365807,0.8466312832059403
540.50081,0.8403977393365302
540.635813,0.8471140005987551
540.770815,0.8444582343719168
540.905818,0.8426530260122334
541.040821,0.8390961318469555
541.175824,0.8472580222203479
541.310826,0.8463011613834297
541.445829,0.849149515841436
541.580832,0.8494807487388308
541.715834,0.8490306432304952
541.850837,0.8579152161952602
541.98584,0.8550631099178415
542.120842,0.8535168454803492
542.255845,0.8604670119282627
542.390848,0.8603121418048448
542.525851,0.8493618297585303
542.660853,0.8598992910688819
542.795856,0.8546955118198319
542.930859,0.8580524936117518
543.065861,0.8665287421313248
543.200864,0.8562353491789748
543.335867,0.8590741838642821
543.470869,0.8585245522874744
543.605872,0.8539864088634568
543.740875,0.8634752881885416
543.875878,0.8558501299526707
544.01088,0.8569548890367165
544.145883,0.8485298628957147
544.280886,0.8575892703467395
544.415888,0.8525273399637482
544.550891,0.8418444672775516
544.685894,0.845945789528962
544.820896,0.8485383482367703
544.955899,0.8421981162148864
545.090902,0.8362647746105882
545.225905,0.8346356472155375
545.360907,0.8316862605188915
545.49591,0.8262399923687764
545.630913,0.8153074480549307
545.765915,0.8174300055489084
545.900918,0.8069770901699344
546.035921,0.8108680001103545
546.170923,0.7955194352604296
546.305926,0.7960685330877242
546.440929,0.7968968750252817
546.575932,0.7911402656056211
546.710934,0.7935013799101366
546.845937,0.7906024730951858
546.98094,0.778271378556851
547.115942,0.7807736436688911
547.250945,0.7765222364778562
547.385948,0.776040941907974
547.52095,0.7835738226429054
547.655953,0.7764445881366902
547.790956,0.7672903472721192
547.925959,0.7671369045474488
548.060961,0.7660866465791961
548.195964,0.7660483432044595
548.330967,0.7681041062562943
548.465969,0.7756530184259723
548.600972,0.7726415892115537
548.735975,0.7792915821502165
548.870977,0.7740413368775215
549.00598,0.777975691617076
549.140983,0.775924544496712
549.275986,0.774893250814851
549.410988,0.7832291259997651
549.545991,0.7861796109491653
549.680994,0.7856294777905701
549.815996,0.7890859726531363
549.950999,0.8017888380384713
550.086002,0.8058319959112307
550.221004,0.8007632048710424
550.356007,0.8047529041896312
550.49101,0.8082612043435418
550.626013,0.8045758780243017
550.761015,0.8066543638834267
550.896018,0.8116873905129643
551.031021,0.8072918726136873
551.166023,0.8159109988527445
551.301026,0.8142563795318941
551.436029,0.8161068409925859
551.571031,0.81867344393111
551.706034,0.8146391699789827
551.841037,0.8152503785310236
551.97604,0.8140609814495143
552.111042,0.8181332977259704
552.246045,0.8182151151465459
552.381048,0.8154460621029603
552.51605,0.8244325067046977
552.651053,0.8187716906390663
552.786056,0.8209853613143987
552.921058,0.8190828830043139
553.056061,0.8219135991282766
553.191064,0.8230897763413069
553.326067,0.8259508589727432
553.461069,0.82477059333547
553.596072,0.8217574503790431
553.731075,0.8156499491032991
553.866077,0.8244407510709866
554.00108,0.821617763486201
554.136083,0.8245891637629208
554.271085,0.8268433677684316
554.406088,0.8260251978952521
554.541091,0.8251995855723193
554.676094,0.8227935173516417
554.811096,0.8286727122923403
554.946099,0.8269260562395631
555.081102,0.8330263538840145
555.216104,0.8224068952617947
555.351107,0.8317278458715426
555.48611,0.8298087719313444
555.621112,0.8291368989713634
555.756115,0.8363065888946672
555.891118,0.8325100376191878
556.026121,0.8416508653151569
556.161123,0.834844332211879
556.296126,0.8423328786941916
556.431129,0.8362647746105882
556.566131,0.8367248467448634
556.701134,0.8407255583754288
556.836137,0.8364571376296479
556.971139,0.841440478898226
557.106142,0.839969245764617
557.241145,0.8418192123223595
557.376148,0.841785540227313
557.51115,0.8444835684989579
557.646153,0.8464535093033801
557.781156,0.8503731719652091
557.916158,0.845607478879791
558.051161,0.8504241958862293
558.186164,0.8492259427370205
558.321166,0.8533973614860567
558.456169,0.855790222540358
558.591172,0.8571862980955736
558.726175,0.8558929235289989
558.861177,0.8609403989543221
558.99618,0.8599938851934809
559.131183,0.862965988026832
559.266185,0.8616811261644697
559.401188,0.8633285098660605
559.536191,0.8658098216686199
559.671193,0.8644861455119428
559.806196,0.8703411654556966
559.941199,0.8681246227767891
560.076202,0.8725633675310992
560.211204,0.8759204523400671
560.346207,0.8752199961980095
560.48121,0.8844582219673343
560.616212,0.8794047683267623
560.751215,0.8808834100488212
560.886218,0.8869381753032771
561.02122,0.8854582246532663
561.156223,0.8870534847610189
561.291226,0.8892916784822534
561.426229,0.8923561096559139
561.561231,0.891499858856788
561.696234,0.8914820290379095
561.831237,0.896040200844276
561.966239,0.8961477321201249
562.101242,0.8995055999370299
562.236245,0.9007027383054931
562.371247,0.9052419707726221
562.50625,0.9062663786350137
562.641253,0.9038787985309379
562.776256,0.9092092620709848
562.911258,0.912079610958445
563.046261,0.9104875989055318
563.181264,0.9143699775418785
563.316266,0.9143681488037522
563.451269,0.9140070447077288
563.586272,0.9167430987601219
563.721274,0.9165524360251917
563.856277,0.9206751678482311
563.99128,0.9208630047411838
564.126283,0.9216497576429059
564.261285,0.9266753412020236
564.396288,0.9226641301789253
564.531291,0.9258435602711581
564.666293,0.9260305995606651
564.801296,0.9291370749281297
564.936299,0.9315438643808256
565.071301,0.9357508723043095
565.206304,0.9336720748439222
565.341307,0.9335740444227507
565.47631,0.9333892150606657
565.611312,0.936572822353462
565.746315,0.9370646521792301
565.881318,0.9415639591005361
566.01632,0.9404799019564554
566.151323,0.9423504933387302
566.286326,0.9426172162678594
566.421328,0.9446838100657289
566.556331,0.9488732983319945
566.691334,0.9470513153391363
566.826337,0.9474226322281047
566.961339,0.9484587312901196
567.096342,0.948984323002716
567.231345,0.9518212732486326
567.366347,0.9510097158809769
567.50135,0.9561485413686186
567.636353,0.955429787950666
567.771355,0.953479837446556
567.906358,0.9557231499243257
568.041361,0.9568027706918362
568.176364,0.955335205083588
568.311366,0.9556705865965847
568.446369,0.9563244888869057
568.581372,0.9588793693182339
568.716374,0.9562374673179584
568.851377,0.9633928562093348
568.98638,0.9605857733805575
569.121382,0.9618959444684387
569.256385,0.9594280052123909
569.391388,0.9634506615148493
569.526391,0.9627398972309315
569.661393,0.9640337255241438
569.796396,0.9651304552427583
569.931399,0.9649461329291482
570.066401,0.9643625170803218
570.201404,0.9667058674146479
570.336407,0.9671932099718332
570.471409,0.9673750593886176
570.606412,0.9670568453431595
570.741415,0.967424396774739
570.876418,0.9646518692360992
571.01142,0.9690142125157662
571.146423,0.9695996738916625
571.281426,0.9707240913877745
571.416428,0.969000646411754
571.551431,0.97041836145398
571.686434,0.9715019528769128
571.821436,0.9726334395475499
571.956439,0.9743341152741469
572.091442,0.9717322261260468
572.226445,0.9734176981135705
572.361447,0.9741977180460373
572.49645,0.9742376609713015
572.631453,0.9752943071945792
572.766455,0.9771901690251565
572.901458,0.9747931347330377
573.036461,0.976674348804433
573.171463,0.9763325725966768
573.306466,0.9763267146188152
573.441469,0.9807938345146052
573.576472,0.9787324136619843
573.711474,0.9777160387823726
573.846477,0.9807751996087816
573.98148,0.9813098677764099
574.116482,0.9800046131820269
574.251485,0.9791690256757192
574.386488,0.9834121195005069
574.52149,0.978529837019762
574.656493,0.9806388813303758
574.791496,0.9829018610340119
574.926499,0.9829225021898249
575.061501,0.9801281015428912
575.196504,0.9823761491788192
575.331507,0.9810979277353187
575.466509,0.9829795133482596
575.601512,0.983612756037116
575.736515,0.9814119293097664
575.871517,0.9818153725146122
576.00652,0.983849835278222
576.141523,0.9831859607222783
576.276526,0.9845988299591982
576.411528,0.9841410979342108
576.546531,0.9817093421801217
576.681534,0.9832321715483782
576.816536,0.9837111222309474
576.951539,0.9847002488616678
577.086542,0.9843044789167142
577.221544,0.9836639052302973
577.356547,0.9837632603020723
577.49155,0.9855356288237461
577.626553,0.9853119376259146
577.761555,0.9853927365175092
577.896558,0.9856440437056259
578.031561,0.9875669371978242
578.166563,0.9849622139676796
578.301566,0.9857307841979976
578.436569,0.9882723117797428
578.571571,0.988963355617361
578.706574,0.9865117922174333
578.841577,0.9879620429885935
578.97658,0.9871611305856072
579.111582,0.984651999731587
579.246585,0.9877476784846547
579.381588,0.9885609294309088
579.51659,0.9875481736042722
579.651593,0.9864891027071427
579.786596,0.9877674336357753
579.921598,0.9887299878039204
580.056601,0.987756568253765
580.191604,0.9877121202082821
580.326607,0.9875689123336737
580.461609,0.9882515582791079
580.596612,0.9900062725148373
580.731615,0.9892501965804195
580.866617,0.9866686600630591
581.00162,0.9891631463933848
581.136623,0.9881843594579308
581.271625,0.986162628848551
581.406628,0.9872687370132848
581.541631,0.9901994415816346
581.676634,0.9900528039031246
581.811636,0.9912388049185085
581.946639,0.9901952827527135
582.081642,0.990999053250732
582.216644,0.9913823466896341
582.351647,0.9926498454831691
582.48665,0.9911000411995068
582.621652,0.9901967680467516
582.756655,0.991812104920571
582.891658,0.9894757713397851
583.026661,0.9913624201047284
583.161663,0.9918640772365316
583.296666,0.9917496227261708
583.431669,0.990011222558575
583.566671,0.9896083699770549
583.701674,0.9942589432139162
583.836677,0.991323955989037
583.971679,0.9926430954871699
584.106682,0.9932114470417237
584.241685,0.9915405839391623
584.376688,0.9907281511435787
584.51169,0.9913184045904274
584.646693,0.991435486207543
584.781696,0.9940538487501525
584.916698,0.9924598704839311
585.051701,0.9901433978792928
585.186704,0.9929892904901572
585.321706,0.9912833125400379
585.456709,0.9931318939909579
585.591712,0.9925503869516074
585.726715,0.9938725498631016
585.861717,0.992617485625675
585.99672,0.9928592174130756
586.131723,0.9940976874915195
586.266725,0.9902831169696836
586.401728,0.9935426389447898
586.536731,0.9931162026309949
586.671733,0.9932807756202664
586.806736,0.9943637436294158
586.941739,0.9933147464036898
587.076742,0.9929978302347763
587.211744,0.9929978302347763
587.346747,0.991813295095811
587.48175,0.9923764081184651
587.616752,0.9933950094777837
587.751755,0.9927731402504247
587.886758,0.9926072617182262
588.02176,0.9931858225169479
588.156763,0.9942473104523324
588.291766,0.9949007455652296
588.426769,0.9948548816980293
588.561771,0.9927440524235541
588.696774,0.9926915376522089
588.831777,0.9947881291750396
588.966779,0.9899112364744788
589.101782,0.9959485294419234
589.236785,0.9951756746209293
589.371787,0.9924297994054345
589.50679,0.9914396502453295
589.641793,0.9951459193131021
589.776796,0.9942405495936082
589.911798,0.9944783009310558
590.046801,0.9929390465032419
590.181804,0.9941169731737274
590.316806,0.9936607781877992
590.451809,0.9929060814741206
590.586812,0.9943132312342652
590.721814,0.9934462699827824
590.856817,0.9942621248476251
590.99182,0.9941744347954017
591.126823,0.994483472231666
591.261825,0.9952519079973062
591.396828,0.9944683561977702
591.531831,0.994964520746993
591.666833,0.9931462945078242
591.801836,0.9944892402525322
591.936839,0.9951682108313589
592.071841,0.995698079882121
592.206844,0.9932707435350948
592.341847,0.9953887645433278
592.47685,0.9953958318286449
592.611852,0.9945164896310299
592.746855,0.9958365911182657
592.881858,0.9947639561172045
593.01686,0.9925931667951841
593.151863,0.9942953337571807
593.286866,0.9946420055319081
593.421868,0.9968200667318923
593.556871,0.9930801531671412
593.691874,0.9942782320245154
593.826877,0.9945984411661324
593.961879,0.9938916323992507
594.096882,0.9956647245551498
594.231885,0.993675583843696
594.366887,0.9951442275664774
594.50189,0.9953101319369577
594.636893,0.9930150092458373
594.771895,0.9958652716250873
594.906898,0.9947307315559234
595.041901,0.9960713374665627
595.176904,0.9945027653981704
595.311906,0.9963184934238168
595.446909,0.9948494100112271
595.581912,0.9941166749386802
595.716914,0.9957266568270908
595.851917,0.9958308152827872
595.98692,0.9957624040557298
596.121922,0.9951117863934527
596.256925,0.9963500772206589
596.391928,0.9941087220370923
596.526931,0.9946326559409993
596.661933,0.9947206848262707
596.796936,0.9945227551046508
596.931939,0.9966283966627275
597.066941,0.9947829562902173
597.201944,0.9960445435079652
597.336947,0.996179516687837
597.471949,0.9951977677661389
597.606952,0.9952366807596026
597.741955,0.994858960611406
597.876958,0.9962850176848334
598.01196,0.9970876491457566
598.146963,0.9968335238936288
598.281966,0.9963131133184787
598.416968,0.9961701526443911
598.551971,0.9957081364835135
598.686974,0.9930816427884881
598.821976,0.9948078261749969
598.956979,0.9946122661805482
599.091982,0.9960075909408754
599.226985,0.9959586881687331
599.361987,0.9956962876271902
599.49699,0.9939492797856879
599.631993,0.9974462663398965
599.766995,0.9962479565715165
599.901998,0.9956617375654566
600.037001,0.9946202231105054
600.172003,0.9958201599500698
600.307006,0.9964929640664744
600.442009,0.9959806990989615
600.577012,0.9962043218666257
600.712014,0.9952934108671986
600.847017,0.994593468186359
600.98202,0.9960181486772953
601.117022,0.9963605389513938
601.252025,0.9964273969866194
601.387028,0.9956343572441547
601.52203,0.995599908891354
601.657033,0.9968353181955866
601.792036,0.9966780299927409
601.927039,0.9964367634481733
602.062041,0.9951108907932479
602.197044,0.9954829327745407
602.332047,0.9962363005386126
602.467049,0.9959080947524578
602.602052,0.9956242018255036
602.737055,0.9952116011112523
602.872057,0.9944752180531014
603.00706,0.9951668175968389
603.142063,0.9942244430271684
603.277066,0.9946299704364536
603.412068,0.9951135775962803
603.547071,0.9931906891394013
603.682074,0.9953356122024813
603.817076,0.9958525246311914
603.952079,0.9953272514184541
604.087082,0.9943697098297761
604.222084,0.9937561742014406
604.357087,0.9940188586705055
604.49209,0.9959907585548226
604.627093,0.9951016363049969
604.762095,0.9965251513090349
604.897098,0.9960069933365001
605.032101,0.9941661831818371
605.167103,0.994103552685178
605.302106,0.9956654215207009
605.437109,0.9937857885766838
605.572111,0.9952494198706464
605.707114,0.9937566710796519
605.842117,0.9961486356014789
605.97712,0.9950800428337792
606.112122,0.993291701768892
606.247125,0.9953666671580368
606.382128,0.9941963068735591
606.51713,0.9957526456319864
606.652133,0.994164890766639
606.787136,0.9949038297623214
606.922138,0.9936036443356674
607.057141,0.9953857783815134
607.192144,0.9947753959684787
607.327147,0.996520567303882
607.462149,0.993455409730509
607.597152,0.9953922484101004
607.732155,0.9937381873774688
607.867157,0.9949389504873891
608.00216,0.9948884088724722
608.137163,0.9947729090330976
608.272165,0.994504953306661
608.407168,0.9942922514464236
608.542171,0.9935190922632762
608.677174,0.9949048246666485
608.812176,0.9937023140764215
608.947179,0.9944556270842774
609.082182,0.9939761167785399
609.217184,0.9912042112878792
609.352187,0.9932664724800804
609.48719,0.9934502437758099
609.622192,0.9936843282273091
609.757195,0.9950204393243564
609.892198,0.9927961728544558
610.027201,0.9942634173892275
610.162203,0.9933756384639669
610.297206,0.994948999421536
610.432209,0.9931179902417685
610.567211,0.9939411294350102
610.702214,0.9938806996514246
610.837217,0.9936147727588029
610.972219,0.9934129900901792
611.107222,0.9939074354018395
611.242225,0.9935301203864062
611.377228,0.9939975868945388
611.51223,0.9949104956403114
611.647233,0.994861646734226
611.782236,0.9937599504820775
611.917238,0.992858323840182
612.052241,0.9932145260019819
612.187244,0.9921667411355265
612.322246,0.9939864541839089
612.457249,0.9913867087815561
612.592252,0.992804710938256
612.727255,0.9922392711752441
612.862257,0.9952332969606404
612.99726,0.9933141504150207
613.132263,0.9944599032526676
613.267265,0.9930537375863956
613.402268,0.9927450451681029
613.537271,0.9922447285062432
613.672273,0.9921532477596022
613.807276,0.9934412034197252
613.942279,0.9926145077776849
614.077282,0.990878753268024
614.212284,0.9917395069316096
614.347287,0.992062469890583
614.48229,0.9912238373255597
614.617292,0.9910794265330432
614.752295,0.9920367758053527
614.887298,0.9909923144800817
615.0223,0.9906562268906877
615.157303,0.9909398923732227
615.292306,0.9913513169078013
615.427309,0.9904834715094251
615.562311,0.9910037109572278
615.697314,0.9907000148636232
615.832317,0.9906114502411921
615.967319,0.9901243873085557
616.102322,0.9892482180820048
616.237325,0.9928158304132875
616.372327,0.9911882530285417
616.50733,0.991444508311518
616.642333,0.992815532568583
616.777336,0.9909933054728917
616.912338,0.9903781887122833
617.047341,0.9896152972598903
617.182344,0.9887695377944271
617.317346,0.9910255132786936
617.452349,0.989702387237952
617.587352,0.9888031565302274
617.722354,0.9878751061540872
617.857357,0.9893649562591554
617.99236,0.9884403323540896
618.127363,0.9908442712874003
618.262365,0.9910008370506332
618.397368,0.9898280874229239
618.532371,0.9887645939590978
618.667373,0.9885530209751072
618.802376,0.9876726125136329
618.937379,0.9890098379874022
619.072381,0.9887171343976263
619.207384,0.9878128719827965
619.342387,0.9878227501609071
619.47739,0.9887883245941193
619.612392,0.9875254602574838
619.747395,0.9897033769408341
619.882398,0.9867890409826736
620.0174,0.9863411404391842
620.152403,0.986527576532383
620.287406,0.9872499790854824
620.422408,0.9865650652925732
620.557411,0.9863085917186065
620.692414,0.9858441497565751
620.827417,0.984608675996728
620.962419,0.987079199611951
621.097422,0.9853700727452037
621.232425,0.9848607680841935
621.367427,0.9850094932886446
621.50243,0.9846884325295797
621.637433,0.9847967542147414
621.772435,0.9845397558016432
621.907438,0.9837445689776947
622.042441,0.9840043118284525
622.177444,0.9842405012048828
622.312446,0.9844176804407525
622.447449,0.9838508191285492
622.582452,0.9828428886915378
622.717454,0.984206053390181
622.852457,0.9835596423823716
622.98746,0.9839472412334298
623.122462,0.9834524402239756
623.257465,0.9818094816400497
623.392468,0.9827092311475948
623.527471,0.9821276394508832
623.662473,0.9818143906997305
623.797476,0.9821826401386973
623.932479,0.981714250739104
624.067481,0.9804564994604881
624.202484,0.9817486113391868
624.337487,0.9800800764425401
624.472489,0.9796822446968136
624.607492,0.9790760090366403
624.742495,0.9797939348389262
624.877498,0.9802565067345498
625.0125,0.979144546756065
625.147503,0.9792179853509846
625.282506,0.9789653796982944
625.417508,0.9782314309287132
625.552511,0.9773133027437151
625.687514,0.9787833090707638
625.822516,0.9780944881146039
625.957519,0.9776671542025581
626.092522,0.9787236051098999
626.227525,0.9776055631119831
626.362527,0.9773563054750889
626.49753,0.9763843195943078
626.632533,0.9770856152707964
626.767535,0.9766548155127905
626.902538,0.9763696739393566
627.037541,0.9766899757190289
627.172543,0.9757332883961793
627.307546,0.9771618309211593
627.442549,0.9739639386483561
627.577552,0.9743516534460649
627.712554,0.9741889503060297
627.847557,0.9736055858598907
627.98256,0.9736659512775226
628.117562,0.9730284088973588
628.252565,0.9727842094150426
628.387568,0.973824671762949
628.52257,0.9717263957501812
628.657573,0.9728960860319076
628.792576,0.9712319128713129
628.927579,0.9717953907735738
629.062581,0.9704804702165721
629.197584,0.9704717359316446
629.332587,0.9697790664246301
629.467589,0.9707182670606992
629.602592,0.9701476524967898
629.737595,0.9694222533858117
629.872597,0.9695618602417516
630.0076,0.9692167576514114
630.142603,0.9674611596003058
630.277606,0.9672386691209836
630.412608,0.9673170186262945
630.547611,0.9667870741181446
630.682614,0.9668460499284097
630.817616,0.9662477574141407
630.952619,0.9662844755265622
631.087622,0.965315778080588
631.222624,0.9664651876195397
631.357627,0.9641176001067558
631.49263,0.9641156718734839
631.627633,0.9630017980998817
631.762635,0.9635980807433444
631.897638,0.9623645018778634
632.032641,0.9622432515895554
632.167643,0.9617997596833112
632.302646,0.9598368086115531
632.437649,0.9605002850510137
632.572651,0.9591728313026391
632.707654,0.9588323853802532
632.842657,0.9600777578883839
632.97766,0.9583482972681724
633.112662,0.9588343030469416
633.247665,0.95710133973064
633.382668,0.9581508978517731
633.51767,0.955367687032751
633.652673,0.9554097241357898
633.787676,0.9546161084480212
633.922678,0.9544891529483256
634.057681,0.9519583453809372
634.192684,0.9514330093803623
634.327687,0.951790815455216
634.462689,0.9492434310895403
634.597692,0.9486996704058396
634.732695,0.9465958931942646
