nu,[0]HFC-227ea-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
525.680514,0.8535765937506978
525.800516,0.8438926368512151
525.920518,0.8299830500720142
526.040521,0.8615260375201568
526.160523,0.8502881388997366
526.280526,0.8596671496008017
526.400528,0.8671355245999038
526.52053,0.8644861455119428
526.640533,0.8558586884967629
526.760535,0.8571777262754517
526.880538,0.8482074828039111
527.00054,0.8604756166414055
527.120542,0.8747125157837611
527.240545,0.8467582874234993
527.360547,0.8466312832059403
527.48055,0.8644169893865838
527.600552,0.8586275814153729
527.720554,0.8655674288551302
527.840557,0.8576064223036653
527.960559,0.853363226274306
528.080562,0.8431924965610429
528.200564,0.8578894791248323
528.320566,0.8437238752005725
528.440569,0.8549605085008595
528.560571,0.866502746658995
528.680574,0.852254574859704
528.800576,0.8518370724144754
528.920578,0.8472580222203479
529.040581,0.8492684050957074
529.160583,0.8436648165963837
529.280586,0.8466990164178891
529.400588,0.8468090944449401
529.52059,0.8526722819312602
529.640593,0.8566721405793958
529.760595,0.844171167376385
529.880598,0.8543024422973161
530.0006,0.8552512444960683
530.120602,0.8461573024143533
530.240605,0.853414429603967
530.360607,0.8398684555026619
530.48061,0.8444835684989579
530.600612,0.8520585788478916
530.720614,0.8503391577186199
530.840617,0.8414068219522135
530.960619,0.8358968990483184
531.080622,0.8418444672775516
531.200624,0.8432683873007655
531.320626,0.8454806472705676
531.440629,0.8459373301133639
531.560631,0.8409441754395933
531.680634,0.8425350628462059
531.800636,0.8368587334309918
531.920638,0.8502031143371457
532.040641,0.8530987246740273
532.160643,0.8490561145318597
532.280646,0.8556447505679942
532.400648,0.8476902340163199
532.52065,0.8555591903710185
532.640653,0.8514197744953319
532.760655,0.8517689281744881
532.880658,0.8412553823542348
533.00066,0.8449819608156482
533.120662,0.8483262401643249
533.240665,0.8434117551125253
533.360667,0.847410542390751
533.48067,0.8443400184944092
533.600672,0.842880573046724
533.720674,0.8403977393365302
533.840677,0.8362313246886067
533.960679,0.8415835359391426
534.080682,0.8312788340788669
534.200684,0.8170132225347809
534.320686,0.8314284777365263
534.440689,0.8257691697703142
534.560691,0.8228922584980742
534.680694,0.8147124908036684
534.800696,0.8033859864617768
534.920698,0.8046000156627052
535.040701,0.8067753711133245
535.160703,0.8060495999253467
535.280706,0.7963551693510674
535.400708,0.801973270680161
535.52071,0.8252986154642626
535.640713,0.8279769194879052
535.760715,0.8292944499490369
535.880718,0.8412385574148377
536.00072,0.8511643868730421
536.120722,0.8695321244342095
536.240725,0.8735848641300938
536.360727,0.8771475997761143
536.48073,0.8782886331668317
536.600732,0.8816060306790288
536.720734,0.8869115675571362
536.840737,0.8839719036950364
536.960739,0.8852634452703603
537.080742,0.8882784636109915
537.200744,0.8856264776994837
537.320746,0.8807160580998505
537.440749,0.8792728675043222
537.560751,0.8785082327739305
537.680754,0.8766039368171857
537.800756,0.8737858117569349
537.920758,0.8733315612501888
538.040761,0.8671962262111574
538.160763,0.8689323542128722
538.280766,0.8672309147539721
538.400768,0.860088489724006
538.52077,0.8540461900043927
538.640773,0.8562610366247599
538.760775,0.8540803525352391
538.880778,0.8541828483271677
539.00078,0.8485383482367703
539.120782,0.8465381588867191
539.240785,0.846792158432412
539.360787,0.8520244971863755
539.48079,0.8487165600014804
539.600792,0.8434707960017902
539.720794,0.8487674845228008
539.840797,0.8385844392886259
539.960799,0.8452523983108008
540.080802,0.8519733772501578
540.200804,0.8435804543329075
540.320806,0.8435467117895895
540.440809,0.8442893596130812
540.560811,0.8450833647350596
540.680814,0.8452777562631174
540.800816,0.8454383742950373
540.920818,0.8526722819312602
541.040821,0.8521267462608596
541.160823,0.8480039374344596
541.280826,0.8526296493829862
541.400828,0.8555934134230898
541.52083,0.8526381757221116
541.640833,0.8608457007189355
541.760835,0.8604153854563565
541.880838,0.8591343211619336
542.00084,0.8662341724386856
542.120842,0.8662861480482846
542.240845,0.868254851237096
542.360847,0.868576164971429
542.48085,0.8737945496587419
542.600852,0.8800733699871395
542.720854,0.8776213873911365
542.840857,0.8821704391301026
542.960859,0.8827881746196908
543.080862,0.8858744878330378
543.200864,0.8877722891601564
543.320866,0.8881185878767892
543.440869,0.8946882011576558
543.560871,0.8930077674421157
543.680874,0.8976186201993518
543.800876,0.9021540376966821
543.920878,0.9041138375723072
544.040881,0.9014686611041273
544.160883,0.905124296965385
544.280886,0.9023344865485051
544.400888,0.9076104611272742
544.52089,0.9128670754047374
544.640893,0.9171630632638843
544.760895,0.9144897678550307
544.880898,0.916075036579377
545.0009,0.9127219410782328
545.120902,0.914800747239601
545.240905,0.9213834393477943
545.360907,0.91856188540403
545.48091,0.9220940999039721
545.600912,0.9196482674778991
545.720914,0.92198529921955
545.840917,0.9242423113490974
545.960919,0.926477980374022
546.080922,0.9252919219137962
546.200924,0.9245307199396389
546.320926,0.9252586120041892
546.440929,0.923920730982977
546.560931,0.9257463518008636
546.680934,0.9291835329433168
546.800936,0.9292969002496009
546.920938,0.9284609092917367
547.040941,0.9294074931608783
547.160943,0.9266957282837871
547.280946,0.9279541080046053
547.400948,0.928745061803097
547.52095,0.9307384273398771
547.640953,0.9275486806517359
547.760955,0.9297644541703796
547.880958,0.9301522467969119
548.00096,0.9263223451470441
548.120962,0.9308342983351645
548.240965,0.9314907678938201
548.360967,0.9278093584545151
548.48097,0.9282297513056866
548.600972,0.9272695305130632
548.720974,0.9271443575758073
548.840977,0.9272463490645697
548.960979,0.92556214660588
549.080982,0.9280645411140975
549.200984,0.925420546430139
549.320986,0.930398769805169
549.440989,0.9258824465172949
549.560991,0.9282575986159334
549.680994,0.9297151779601397
549.800996,0.9316435449071274
549.920998,0.9336954169375682
550.041001,0.9311340752407201
550.161003,0.9298797521110214
550.281006,0.9316677679541933
550.401008,0.93630125561406
550.52101,0.9359071557492888
550.641013,0.9316649729550819
550.761015,0.9380781667741783
550.881018,0.9341586447353664
551.00102,0.9379937435382713
551.121022,0.9396686179204801
551.241025,0.9409784884182335
551.361027,0.9415696085012389
551.48103,0.9436659896222631
551.601032,0.9441577676999215
551.721034,0.9451591055489849
551.841037,0.9455221163391266
551.961039,0.9452536261854928
552.081042,0.949156104710955
552.201044,0.9494019679799941
552.321046,0.9495491366903115
552.441049,0.9499746300069352
552.561051,0.949086818844276
552.681054,0.9500297301333638
552.801056,0.9476614128165167
552.921058,0.9482007855974132
553.041061,0.9462116532676109
553.161063,0.9451241353090329
553.281066,0.9422082091569621
553.401068,0.9400530209902787
553.52107,0.9359820313167315
553.641073,0.9308315058364584
553.761075,0.9281007363370032
553.881078,0.9262343487041524
554.00108,0.9238191052920843
554.121082,0.923947525072688
554.241085,0.9246222530117252
554.361087,0.9214765037748429
554.48109,0.9234893607344007
554.601092,0.9222573250046503
554.721094,0.9264983631137994
554.841097,0.9235807907068224
554.961099,0.9275802178430073
555.081102,0.9285918315097463
555.201104,0.9291900372508124
555.321106,0.9286893387710965
555.441109,0.9292718095720198
555.561111,0.9323266899676218
555.681114,0.9316472714887601
555.801116,0.929893700411915
555.921118,0.9296259295870459
556.041121,0.9335684429952885
556.161123,0.9325364870741539
556.281126,0.9338233419723535
556.401128,0.9326968971448013
556.52113,0.9324730767490084
556.641133,0.9333630805285292
556.761135,0.9318243012876414
556.881138,0.933429351659844
557.00114,0.933574977997262
557.121142,0.9317320552480682
557.241145,0.9317879608485343
557.361147,0.9349960259718212
557.48115,0.9324171300428213
557.601152,0.9331950902936088
557.721154,0.9338364155906562
557.841157,0.9355300611551862
557.961159,0.9358453879153703
558.081162,0.9340400141206884
558.201164,0.9352466384873588
558.321166,0.9354842213052751
558.441169,0.935336426474408
558.561171,0.9350343615947609
558.681174,0.9366852178357384
558.801176,0.9352288689700384
558.921178,0.9376101825407349
559.041181,0.9369259768729333
559.161183,0.9382348389097888
559.281186,0.9385895587167166
559.401188,0.9393228834881225
559.52119,0.9370693375142043
559.641193,0.937842738701777
559.761195,0.9397278189082205
559.881198,0.9396751956238274
560.0012,0.9409944851885088
560.121202,0.9413323628541036
560.241205,0.939190448298451
560.361207,0.9411563501599497
560.48121,0.9422817042635483
560.601212,0.9433084079781981
560.721214,0.9447357691041429
560.841217,0.946478522580637
560.961219,0.9459732379725764
561.081222,0.9474188425451552
561.201224,0.9483468197627373
561.321226,0.9504231238685232
561.441229,0.9493649420252538
561.561231,0.9507615347341805
561.681234,0.950713997845876
561.801236,0.9520192726646938
561.921238,0.9526068498048353
562.041241,0.9552501840338284
562.161243,0.954540696754255
562.281246,0.9572200276552659
562.401248,0.9557575565770391
562.52125,0.956671697690957
562.641253,0.9585006867620818
562.761255,0.9584268850506034
562.881258,0.95988000223979
563.00126,0.9609076235215287
563.121262,0.9614381909528514
563.241265,0.9609672016410896
563.361267,0.9621662752085245
563.48127,0.9644985017819264
563.601272,0.9646509045847123
563.721274,0.965855540450062
563.841277,0.9661907504781744
563.961279,0.9673044435867904
564.081282,0.9675056638372369
564.201284,0.9677669256352286
564.321286,0.96831580507468
564.441289,0.9686315274870914
564.561291,0.9698537422877286
564.681294,0.973471237559288
564.801296,0.9698954468952896
564.921298,0.9712843608106896
565.041301,0.9742629914797819
565.161303,0.9742483776445138
565.281306,0.9743448330083624
565.401308,0.9757947615297317
565.52131,0.9749247406894289
565.641313,0.975130471513553
565.761315,0.9782754523335792
565.881318,0.9763442886578442
566.00132,0.9785053740796246
566.121322,0.9790554486563353
566.241325,0.9792816365886753
566.361327,0.9790730718130191
566.48133,0.979398178037508
566.601332,0.9803878699075882
566.721334,0.9789448216411811
566.841337,0.9806839917564488
566.961339,0.9822209460086223
567.081342,0.9822327327306947
567.201344,0.9819930971806343
567.321346,0.9829559221230351
567.441349,0.9825549579090707
567.561351,0.9830561887406022
567.681354,0.9824272340667721
567.801356,0.9828959636405379
567.921358,0.9839846319390155
568.041361,0.9843851951933076
568.161363,0.9849464546983305
568.281366,0.98476918029166
568.401368,0.9848952388143107
568.52137,0.9851917369019175
568.641373,0.9862878794556599
568.761375,0.9856795275299043
568.881378,0.9872480045874987
569.00138,0.9876913784715468
569.121382,0.9864476710349002
569.241385,0.9867614112763438
569.361387,0.987053535886391
569.48139,0.9874040020957022
569.601392,0.9880885102238264
569.721394,0.9873487090198054
569.841397,0.9882495817779678
569.961399,0.9887547063625962
570.081402,0.9880568918973951
570.201404,0.9881794185484858
570.321406,0.9881576788404154
570.441409,0.9886736318007769
570.561411,0.9894322353636447
570.681414,0.9884769053229824
570.801416,0.9895390998156405
570.921418,0.988642983393244
571.041421,0.9893006496269868
571.161423,0.988736908938059
571.281426,0.988790302172746
571.401428,0.988986102036123
571.52143,0.9894411402938351
571.641433,0.9893511052467251
571.761435,0.9895123826206292
571.881438,0.9897993828246074
572.00144,0.9893906800824265
572.121442,0.9903539247438947
572.241445,0.989429267071391
572.361447,0.9892412933687147
572.48145,0.9887794255392437
572.601452,0.9896113388066181
572.721454,0.9907270613432119
572.841457,0.9909711074714677
572.961459,0.990448012835859
573.081462,0.9910575239197416
573.201464,0.9913729286020765
573.321466,0.9899389543771488
573.441469,0.9910301711095518
573.561471,0.9902174633754692
573.681474,0.989946873920462
573.801476,0.9904624734824089
573.921478,0.9914938834774634
574.041481,0.9902719268336863
574.161483,0.9906447353451068
574.281486,0.9906444381517308
574.401488,0.9906424568648358
574.52149,0.9910967705747674
574.641493,0.9916278433499067
574.761495,0.9905967893002198
574.881498,0.9911867662472773
575.0015,0.9923486219680456
575.121502,0.9911137184744483
575.241505,0.9922882890059707
575.361507,0.9916763351370611
575.48151,0.9916480727642504
575.601512,0.9920013607246194
575.721514,0.9913241542538481
575.841517,0.9918774674919584
575.961519,0.9919647565497598
576.081522,0.9910279908455737
576.201524,0.9925343077655806
576.321526,0.9922579254488918
576.441529,0.9919462069822513
576.561531,0.9921025500239798
576.681534,0.9909244338314785
576.801536,0.9921566210863793
576.921538,0.9916337931348161
577.041541,0.9922254791452296
577.161543,0.9924555036701079
577.281546,0.9919842984479509
577.401548,0.991392855398205
577.52155,0.992318851955939
577.641553,0.9914242830498468
577.761555,0.9917549781885933
577.881558,0.9925754987940607
578.00156,0.9924978824248947
578.121562,0.9918813358216247
578.241565,0.9912889628710227
578.361567,0.9923527898410105
578.48157,0.9926239376603007
578.601572,0.9935846666872977
578.721574,0.9917337548591505
578.841577,0.9926218531522203
578.961579,0.9927828694748723
579.081582,0.9911818103258359
579.201584,0.9936152695663135
579.321586,0.9926203642205572
579.441589,0.992796272134078
579.561591,0.9913074010172064
579.681594,0.9910344325484497
579.801596,0.9929632745115572
579.921598,0.9934832268714197
580.041601,0.9929025070186613
580.161603,0.9924328759425813
580.281606,0.9924939124413049
580.401608,0.9939651831013907
580.52161,0.9929632745115572
580.641613,0.9923289736598496
580.761615,0.9927584473166771
580.881618,0.9920238794110939
581.00162,0.9922275628209237
581.121622,0.9923745226050809
581.241625,0.9930818414048365
581.361627,0.9924401207290192
581.48163,0.9924816055930933
581.601632,0.9940089185316195
581.721634,0.9924550074424802
581.841637,0.9922332185341505
581.961639,0.9925404614973653
582.081642,0.9931178909299744
582.201644,0.993497036384249
582.321646,0.9932930923782479
582.441649,0.9924226539366026
582.561651,0.9928431332240357
582.681654,0.9932150226093691
582.801656,0.9932260473573072
582.921658,0.9928978403878449
583.041661,0.9932023095384435
583.161663,0.9933007407645055
583.281666,0.9936632623428499
583.401668,0.9931851272871154
583.52167,0.9924764447021625
583.641673,0.9925259705124119
583.761675,0.9930345718342103
583.881678,0.9922721148386796
584.00168,0.9947319252335175
584.121682,0.9925303376362897
584.241685,0.9933133557640182
584.361687,0.9933478243354895
584.48169,0.993369380217158
584.601692,0.9934104072197628
584.721694,0.9940900329687957
584.841697,0.9926157981773838
584.961699,0.9938699657978313
585.081702,0.99307608154686
585.201704,0.9941159790572512
585.321706,0.9931586095982295
585.441709,0.9937650186707488
585.561711,0.9933117664639205
585.681714,0.9933625259920816
585.801716,0.9933227922857214
585.921718,0.9944159490963379
586.041721,0.9938069564394174
586.161723,0.9925847297891236
586.281726,0.9941502766501588
586.401728,0.9936219268109214
586.52173,0.9931975421787994
586.641733,0.9936951594455168
586.761735,0.9937142385757373
586.881738,0.9940964945750103
587.00174,0.993472795352303
587.121742,0.9940199520918515
587.241745,0.9947915114604287
587.361747,0.9941650895996371
587.48175,0.9941716511108813
587.601752,0.9935584363983385
587.721754,0.994387509206886
587.841757,0.9942887714296336
587.961759,0.9936385204356555
588.081762,0.9937634286479909
588.201764,0.9941048450206366
588.321766,0.9939650837048774
588.441769,0.99377445948327
588.561771,0.9924821018340201
588.681774,0.9935772148302421
588.801776,0.9935728431001146
588.921778,0.9935187942075931
589.041781,0.9944673617299112
589.161783,0.9945103236479087
589.281786,0.993867182965823
589.401788,0.994234882438627
589.52179,0.9940665727208498
589.641793,0.993779925257828
589.761795,0.9934299775975526
589.881798,0.993976713164389
590.0018,0.9942628208313561
590.121802,0.9944270866173377
590.241805,0.99422046613735
590.361807,0.9939245307567479
590.48181,0.993750708557513
590.601812,0.9936630636102173
590.721814,0.9929882975013632
590.841817,0.9946073925923842
590.961819,0.9939615054370169
591.081822,0.9948693071983985
591.201824,0.9941060379471663
591.321826,0.9941653878492087
591.441829,0.9936369306152947
591.561831,0.9940144849971494
591.681834,0.9938332926727166
591.801836,0.9938303111773108
591.921838,0.9939340724780434
592.041841,0.9939111128661537
592.161843,0.9931927748420385
592.281846,0.9943502203744607
592.401848,0.9938540640055932
592.52185,0.99444458868808
592.641853,0.9945678080058975
592.761855,0.9936362350696867
592.881858,0.993516707820316
593.00186,0.9939267173931209
593.121862,0.9945364796133701
593.241865,0.9942948366096381
593.361867,0.9935531705525801
593.48187,0.9935426389447898
593.601872,0.9938380630839704
593.721874,0.9934593835600956
593.841877,0.9936293790033182
593.961879,0.9932246568418144
594.081882,0.9952920174573987
594.201884,0.9941650895996371
594.321886,0.9941617094440787
594.441889,0.994088044790718
594.561891,0.9928053066212612
594.681894,0.9936727021886813
594.801896,0.9936546175100726
594.921898,0.9932126388961753
595.041901,0.9942760446148111
595.161903,0.9933489170186972
595.281906,0.9941549491674394
595.401908,0.9933879563982548
595.52191,0.9939152873015941
595.641913,0.9931846306946759
595.761915,0.9933606386050753
595.881918,0.9936551143375055
596.00192,0.9939926169190292
596.121922,0.993338387575983
596.241925,0.992812951251554
596.361927,0.9940390374581505
596.48193,0.9929781690723838
596.601932,0.9937869811203456
596.721934,0.9932333972572523
596.841937,0.9930643633182353
596.961939,0.9934043474347611
597.081942,0.9936352414339484
597.201944,0.9933842808696159
597.321946,0.9927840608150305
597.441949,0.9931415274170516
597.561951,0.9925900897611364
597.681954,0.9928889043474937
597.801956,0.9925909830926192
597.921958,0.9930855158144474
598.041961,0.9928919823078679
598.161963,0.9926049787241498
598.281966,0.9926569925877862
598.401968,0.9932598176170085
598.52197,0.992130527710374
598.641973,0.9921976972207623
598.761975,0.9922217086955727
598.881978,0.9920857836325608
599.00198,0.992235996791052
599.121982,0.9929719133296242
599.241985,0.99124465324471
599.361987,0.9926758532498211
599.48199,0.9916568984713724
599.601992,0.9920444145179355
599.721994,0.9916679059240366
599.841997,0.9919541425836496
599.961999,0.9917398044535063
600.082002,0.9907956220280291
600.202004,0.9911914248360263
600.322006,0.991076750622204
600.442009,0.9911792332564792
600.562011,0.9913989029130679
600.682014,0.9910398832528181
600.802016,0.9901945896162583
600.922018,0.9917193748239604
601.042021,0.9897805768149914
601.162023,0.9910401805648277
601.282026,0.9907213151429201
601.402028,0.9907254761811818
601.52203,0.9905766803895031
601.642033,0.9908018640601103
601.762035,0.9902343962388686
601.882038,0.9904881267926811
602.00204,0.9895480057076153
602.122042,0.9903220358609318
602.242045,0.9904113669373374
602.362047,0.9894985295442443
602.48205,0.9891908433492393
602.602052,0.9901510220128095
602.722054,0.9900280528924159
602.842057,0.9895895675966486
602.962059,0.9897677097511289
603.082062,0.9894866556331334
603.202064,0.9886162903930494
603.322066,0.9893323077543021
603.442069,0.9895569116797435
603.562071,0.9895123826206292
603.682074,0.9899320248287217
603.802076,0.9901198327468496
603.922078,0.9903291662052591
604.042081,0.9891829298541466
604.162083,0.9891285262891163
604.282086,0.9896519137032889
604.402088,0.9898637218754875
604.52209,0.9898152197414276
604.642093,0.9886597904668213
604.762095,0.9896152972598903
604.882098,0.9877279237286333
605.0021,0.9891176459351693
605.122102,0.9892017245083624
605.242105,0.9880825817105506
605.362107,0.988575757956064
605.48211,0.9883513767272409
605.602112,0.9888605087765052
605.722114,0.9879314166399716
605.842117,0.9895054560581938
605.962119,0.988629142488363
606.082122,0.9888278769181442
606.202124,0.9886024498618678
606.322126,0.987828677115189
606.442129,0.9888763306712205
606.562131,0.9890266512975607
606.682134,0.9881151889737639
606.802136,0.9888802861844542
606.922138,0.9876963169407853
607.042141,0.9877417520163633
607.162143,0.9884245174352916
607.282146,0.9884096911787272
607.402148,0.9868107505803799
607.52215,0.9876785385670862
607.642153,0.9877437275018428
607.762155,0.9870495876801438
607.882158,0.9868206187372265
608.00216,0.9868600923514429
608.122162,0.9874691729104538
608.242165,0.9871946946346327
608.362167,0.9877862013953076
608.48217,0.986921279573953
608.602172,0.9867426629876388
608.722174,0.9860709199885961
608.842177,0.9863677720095005
608.962179,0.986199117540855
609.082182,0.9853818972570235
609.202184,0.9856322160480675
609.322186,0.9850942077477369
609.442189,0.9860571150923508
609.562191,0.9851956776767467
609.682194,0.9856499575876297
609.802196,0.9857909156098231
609.922198,0.9856607997967952
610.042201,0.9845653541680713
610.162203,0.9852597174770665
610.282206,0.9850557898227892
610.402208,0.985251835430855
610.52221,0.9855967339269718
610.642213,0.9850764762115818
610.762215,0.9855238024671584
610.882218,0.985625316646703
611.00222,0.9846411686191612
611.122222,0.9849247861146825
611.242225,0.9856105323778357
611.362227,0.9868521975022836
611.48223,0.9853217907945566
611.602232,0.9858264047215853
611.722234,0.9860157015632071
611.842237,0.9849060727215241
611.962239,0.9856115179888608
612.082242,0.9866578067674917
612.202244,0.9862543462378264
612.322246,0.985378941115766
612.442249,0.9863154959029131
612.562251,0.9861744628711011
612.682254,0.985394707304953
612.802256,0.9869953014457066
612.922258,0.9853454388013106
613.042261,0.9866765534439131
613.162263,0.9871739637637202
613.282266,0.9861537534248308
613.402268,0.987251953587415
613.52227,0.986644980299376
613.642273,0.9861527672715704
613.762275,0.987411901359316
613.882278,0.9858668244327773
614.00228,0.9861823522983618
614.122282,0.9874336246601013
614.242285,0.9862208141601029
614.362287,0.9874355995293255
614.48229,0.9870239247244841
614.602292,0.9872657752115165
614.722294,0.9865058731644372
614.842297,0.9859042880839106
614.962299,0.9878513974360453
615.082302,0.9877476784846547
615.202304,0.9875955770542789
615.322306,0.9873190890028373
615.442309,0.9866104483293785
615.562311,0.9873783299253873
615.682314,0.9873131651060749
615.802316,0.9879007912407519
615.922318,0.9869025282477792
616.042321,0.9878385554513517
616.162323,0.9876775508890415
616.282326,0.9872884825854801
616.402328,0.9875837259784608
616.52233,0.9880628202565316
616.642333,0.9871660664035996
616.762335,0.9879729106308383
616.882338,0.9880964149635271
617.00234,0.9878020061009671
617.122342,0.988681541221469
617.242345,0.9887210892740737
617.362347,0.9881734894897617
617.48235,0.9887487738521556
617.602352,0.9893649562591554
617.722354,0.98802132248954
617.842357,0.9883830044773375
617.962359,0.9875442234194781
618.082362,0.9869341096339828
618.202364,0.9883019603938232
618.322366,0.9879047428518202
618.442369,0.9882644056328732
618.562371,0.9880242865579536
618.682374,0.9878000304989306
618.802376,0.9892581106136482
618.922378,0.9889336871617216
619.042381,0.9891285262891163
619.162383,0.9890919292106938
619.282386,0.9891047874893522
619.402388,0.9883918999644075
619.52239,0.9896529033556974
619.642393,0.9898171993738467
619.762395,0.9896014427427104
619.882398,0.9883928883568016
