nu,[0]N-N-Diethylaniline-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
558.568171,0.8924453497288088
558.687174,0.9262584311102887
558.806176,0.9116282432737389
558.925179,0.9170355864579339
559.044181,0.9165276894434994
559.163183,0.9156656425444095
559.282186,0.9220599830534413
559.401188,0.9234671972557059
559.52019,0.9271119080911614
559.639193,0.9171731521130688
559.758195,0.9346464028417084
559.877198,0.9093456536894111
559.9962,0.9289364029932944
560.115202,0.9249320533551444
560.234205,0.9111452083203735
560.353207,0.9361729911283587
560.472209,0.9206392622168494
560.591212,0.9283522857199524
560.710214,0.9016850395471668
560.829217,0.9491020043548614
560.948219,0.930652803343326
561.067221,0.9025600983704449
561.186224,0.9143836931944088
561.305226,0.9310670360007444
561.424228,0.9213751469341561
561.543231,0.9105240191378877
561.662233,0.9320321212778961
561.781236,0.9093401976318571
561.900238,0.9312774809302619
562.01924,0.9238819271271623
562.138243,0.9279336932387924
562.257245,0.9184323773087234
562.376248,0.9146671960799759
562.49525,0.9348959867492361
562.614252,0.9204606755234487
562.733255,0.9149105299160987
562.852257,0.9164085485881951
562.971259,0.9293573065112994
563.090262,0.9193917214011146
563.209264,0.9245362671406001
563.328267,0.914218204723099
563.447269,0.9429311600696185
563.566271,0.9236371308534125
563.685274,0.9184351326099882
563.804276,0.9144083818874209
563.923278,0.9277731745951251
564.042281,0.921494933489215
564.161283,0.9123259057016979
564.280286,0.929362882671867
564.399288,0.9177337161438821
564.51829,0.926263988677548
564.637293,0.9268736709455665
564.756295,0.9217161188144297
564.875298,0.9186234311121103
564.9943,0.9094547817154044
565.113302,0.9250920804423187
565.232305,0.9303950482175329
565.351307,0.9358556822712563
565.470309,0.9322437165845849
565.589312,0.9205177458544931
565.708314,0.930581145836318
565.827317,0.9267068486992489
565.946319,0.9343847384836325
566.065321,0.921085880555217
566.184324,0.9315867163841756
566.303326,0.9271721723237537
566.422328,0.9325532728819931
566.541331,0.9352550557449828
566.660333,0.9308268516905644
566.779336,0.9240861275963782
566.898338,0.9244419692506259
567.01734,0.9344286555983853
567.136343,0.9389641306727804
567.255345,0.9310493458951169
567.374347,0.9271795897308018
567.49335,0.9272825123773633
567.612352,0.9221088535275992
567.731355,0.9249542519908075
567.850357,0.9406115783598624
567.969359,0.936557837308185
568.088362,0.9295952524375454
568.207364,0.92170229317634
568.326367,0.937726453412015
568.445369,0.9305839375839431
568.564371,0.92325297771637
568.683374,0.9185049363325745
568.802376,0.9258111563136212
568.921378,0.9282343924660461
569.040381,0.9341147403108259
569.159383,0.9316183908709958
569.278386,0.9287051266240519
569.397388,0.9237987814953305
569.51639,0.93415210564774
569.635393,0.926693874894184
569.754395,0.9275310573942249
569.873397,0.9290051468306065
569.9924,0.9371892900662057
570.111402,0.9363564990178055
570.230405,0.9360016871457747
570.349407,0.9284850495892008
570.468409,0.9298425576648308
570.587412,0.9375014260675576
570.706414,0.9408881588192355
570.825417,0.9363302814028813
570.944419,0.9505096163081417
571.063421,0.9298732429755385
571.182424,0.9446715292560235
571.301426,0.9324805365634615
571.420428,0.9349791961948222
571.539431,0.9350698935756049
571.658433,0.9280385556707442
571.777436,0.9391669688307381
571.896438,0.93816165944639
572.01544,0.945982697752255
572.134443,0.9491750880228818
572.253445,0.9427529629205265
572.372447,0.931247680527681
572.49145,0.9359174507846246
572.610452,0.9435329420977973
572.729455,0.9392064146717859
572.848457,0.939335094764981
572.967459,0.9417202716913329
573.086462,0.9490820734220454
573.205464,0.9471858061745378
573.324466,0.9440227627922214
573.443469,0.9411911735891351
573.562471,0.953376867184606
573.681474,0.9459997255940646
573.800476,0.9539614663655329
573.919478,0.9442314148780047
574.038481,0.945726371174984
574.157483,0.9325821824815489
574.276486,0.9477618702504252
574.395488,0.940660491433666
574.51449,0.9506407956863611
574.633493,0.94059464750383
574.752495,0.9505704508702706
574.871497,0.9337663804858362
574.9905,0.9553772407573898
575.109502,0.944246522701505
575.228505,0.9551432020043222
575.347507,0.9519421622266229
575.466509,0.9467909120345136
575.585512,0.9520221287267959
575.704514,0.9497134229013063
575.823516,0.9459344538648992
575.942519,0.9392937649300744
576.061521,0.9559420355871102
576.180524,0.9624299448890282
576.299526,0.9534569542050573
576.418528,0.9492491265672133
576.537531,0.9584805584590077
576.656533,0.9528964863096941
576.775536,0.9497580604811576
576.894538,0.954274417047607
577.01354,0.9589752620497224
577.132543,0.9592006477180829
577.251545,0.9474624248142968
577.370547,0.9529469911618352
577.48955,0.9525611257734302
577.608552,0.963292668562137
577.727555,0.9613497427079654
577.846557,0.9600940793489999
577.965559,0.9537020241324248
578.084562,0.9594385589784938
578.203564,0.9607548513550979
578.322566,0.9558244619476601
578.441569,0.9574210649692527
578.560571,0.9620046448516196
578.679574,0.9604484194360052
578.798576,0.9603591018863281
578.917578,0.9696394282932517
579.036581,0.9607231469681283
579.155583,0.9490915642902339
579.274585,0.9603302915454288
579.393588,0.9616285745620154
579.51259,0.9699177547471075
579.631593,0.972025733575731
579.750595,0.9589090950394291
579.869597,0.9635682096658454
579.9886,0.9611853659565751
580.107602,0.9639373269715994
580.226605,0.9681676640895779
580.345607,0.961291102162215
580.464609,0.9598041747148397
580.583612,0.9581125725823695
580.702614,0.9614372295151412
580.821616,0.9668663539086493
580.940619,0.965199947137214
581.059621,0.976909755687885
581.178624,0.9634304292633968
581.297626,0.9703727528628019
581.416628,0.9635026892553074
581.535631,0.9704503857883066
581.654633,0.9704203022926436
581.773635,0.9707260328378987
581.892638,0.9717400000149513
582.01164,0.9715767614073758
582.130643,0.9690897985721603
582.249645,0.9660236139360694
582.368647,0.9675559754398468
582.48765,0.960279395388737
582.606652,0.9657348160529377
582.725655,0.9624886549063038
582.844657,0.969871199812207
582.963659,0.9704620312628087
583.082662,0.9640886770126013
583.201664,0.9692458345902928
583.320666,0.9782881699971241
583.439669,0.9662207028556987
583.558671,0.9693078683087645
583.677674,0.975349900554485
583.796676,0.9725177030547016
583.915678,0.9686344333860326
584.034681,0.9764780569883117
584.153683,0.971730282663538
584.272685,0.9785817004754935
584.391688,0.9695560428880423
584.51069,0.9668586190087576
584.629693,0.9761939432142872
584.748695,0.9724360149985914
584.867697,0.9755206017229987
584.9867,0.9746917615185241
585.105702,0.9723757258346449
585.224704,0.9717477739660472
585.343707,0.9752211628644863
585.462709,0.9796479564182976
585.581712,0.9664332947945827
585.700714,0.9772048269876263
585.819716,0.973415751280121
585.938719,0.9777395042488879
586.057721,0.9710289466122357
586.176724,0.9756298661490853
586.295726,0.9827053003185319
586.414728,0.9723475273474758
586.533731,0.9759147916671019
586.652733,0.977646623407894
586.771735,0.9820137192522062
586.890738,0.9819862232530129
587.00974,0.9745748055246418
587.128743,0.9748837947101916
587.247745,0.9795274671299014
587.366747,0.9700011712608745
587.48575,0.9799908932134823
587.604752,0.9776896408056998
587.723754,0.9830394769274444
587.842757,0.9769146402488749
587.961759,0.9797762987068248
588.080762,0.9689434770601281
588.199764,0.976443880854403
588.318766,0.974997862787025
588.437769,0.9808987850696528
588.556771,0.9797488653545297
588.675774,0.9769713029412115
588.794776,0.9806369200545744
588.913778,0.9785944221202902
589.032781,0.9844531201151587
589.151783,0.9788596571464077
589.270785,0.975538161251865
589.389788,0.9787568822781822
589.50879,0.9776632435417627
589.627793,0.9810263102006658
589.746795,0.984058433553937
589.865797,0.986271112704227
589.9848,0.9775214926486372
590.103802,0.9765044222517799
590.222804,0.9798105914773995
590.341807,0.9862208141601029
590.460809,0.9784427517396198
590.579812,0.9814138921355878
590.698814,0.9823545371412706
590.817816,0.9850932226540218
590.936819,0.9764673157887616
591.055821,0.9786492249423937
591.174823,0.9871719894177671
591.293826,0.9831780952660544
591.412828,0.9804221840835295
591.531831,0.9786179086682586
591.650833,0.9833324663448237
591.769835,0.9800330337279051
591.888838,0.9838193364060633
592.00784,0.9845594467936685
592.126843,0.9858687961683978
592.245845,0.9863470585037809
592.364847,0.9883474233296408
592.48385,0.9818055544099776
592.602852,0.9859023162773063
592.721854,0.9753762353573182
592.840857,0.9831014103653737
592.959859,0.9854301821529594
593.078862,0.9839846319390155
593.197864,0.9798968186033874
593.316866,0.9813569717805503
593.435869,0.9893303290916653
593.554871,0.9815984152919426
593.673873,0.988023298534161
593.792876,0.984405867499465
593.911878,0.9827593505964184
594.030881,0.9774344971071506
594.149883,0.9846224606146841
594.268885,0.9840358004702466
594.387888,0.9884956865626047
594.50689,0.9813206622443249
594.625893,0.9884166100707815
594.744895,0.9834465395270364
594.863897,0.9841440503619333
594.9829,0.9862208141601029
595.101902,0.9836639052302973
595.220904,0.9879067186632816
595.339907,0.9850764762115818
595.458909,0.9873832668293793
595.577912,0.9805114065618423
595.696914,0.9899864725873869
595.815916,0.9791572757179109
595.934919,0.985854008247365
596.053921,0.9891948001205263
596.172923,0.9901878563159421
596.291926,0.9821669253421738
596.410928,0.9871334904609144
596.529931,0.988201158734835
596.648933,0.9831023934672756
596.767935,0.9887823918819698
596.886938,0.9918391817606325
597.00594,0.9866716200734793
597.124942,0.9855632242076867
597.243945,0.984986838330832
597.362947,0.9870555099954369
597.48195,0.9913650967868762
597.600952,0.9873388355820825
597.719954,0.991158815174581
597.838957,0.9923685683758079
597.957959,0.9869706268716039
598.076962,0.985395692700153
598.195964,0.985390765734007
598.314966,0.9938736431235078
598.433969,0.9825628183801758
598.552971,0.994028997714573
598.671973,0.9921495767993768
598.790976,0.9922940442947372
598.909978,0.9909265147749746
599.028981,0.9904314724921569
599.147983,0.9868857510474057
599.266985,0.9871611305856072
599.385988,0.9816151026068443
599.50499,0.9818035908008323
599.623992,0.9918005007868277
599.742995,0.9875047224405662
599.861997,0.9855849068371273
599.981,0.9930143141355742
600.100002,0.9918626886277955
600.219004,0.9883118434628424
600.338007,0.986921279573953
600.457009,0.9863796084937835
600.576012,0.9915095492045812
600.695014,0.9854134299822567
600.814016,0.9918269822137242
600.933019,0.9925617020905149
601.052021,0.9879353683735417
601.171023,0.987409926537488
601.290026,0.9937149341759477
601.409028,0.986275057796568
601.528031,0.9872035794268659
601.647033,0.9875037349363375
601.766035,0.9896816037060479
601.885038,0.9921596967766719
602.00404,0.9883088785317594
602.123042,0.9867268752313334
602.242045,0.9931804593279868
602.361047,0.9919035542123923
602.48005,0.9861014886609277
602.599052,0.9866933270878973
602.718054,0.9909872604321657
602.837057,0.990831093146227
602.956059,0.9858471072934607
603.075062,0.9912974879927615
603.194064,0.9956804561820773
603.313066,0.9888961083956105
603.432069,0.9888535867771708
603.551071,0.991105888707
603.670073,0.9940295941321505
603.789076,0.9892165626455158
603.908078,0.9948844293267959
604.027081,0.9875580491353858
604.146083,0.9908004769384716
604.265085,0.9919824136795744
604.384088,0.9832095574684955
604.50309,0.9936174555223112
604.622092,0.9901786476116989
604.741095,0.9893046068374997
604.860097,0.9906781206352269
604.9791,0.9908605212666988
605.098102,0.9875057099457824
605.217104,0.9926949128091747
605.336107,0.9891156677018555
605.455109,0.9901543885320073
605.574111,0.9898726306890739
605.693114,0.991559125921449
605.812116,0.9887754704294518
605.931119,0.9884175984878858
606.050121,0.989836995915799
606.169123,0.9902897518887943
606.288126,0.9937437523268999
606.407128,0.9890840165069109
606.526131,0.9938688725414702
606.645133,0.9962034252831394
606.764135,0.9913971183966487
606.883138,0.9854774839369365
607.00214,0.9915671575828972
607.121142,0.992396255845104
607.240145,0.9946312634562556
607.359147,0.9879077065704943
607.47815,0.9927865427782849
607.597152,0.9889495102273004
607.716154,0.9923712477745598
607.835157,0.9915234304354384
607.954159,0.9915717188023129
608.073161,0.9977519307012919
608.192164,0.9909880532222911
608.311166,0.9885915752947296
608.430169,0.9930508577347325
608.549171,0.9929236560672974
608.668173,0.9883899231825842
608.787176,0.9902798490407897
608.906178,0.9914793086245016
609.025181,0.9917879050004511
609.144183,0.9932026074991811
609.263185,0.9943312284666249
609.382188,0.9960425514208703
609.50119,0.991645494482613
609.620192,0.9935816859377687
609.739195,0.993594304505308
609.858197,0.9952569837949803
609.9772,0.9912692364169405
610.096202,0.9950990490441061
610.215204,0.9955676519768708
610.334207,0.9963248698825794
610.453209,0.9874434990457197
610.572211,0.9926242354475265
610.691214,0.9929603949222364
610.810216,0.9926324742628718
610.929219,0.9935001162298356
611.048221,0.9960362763725628
611.167223,0.9930382460689234
611.286226,0.9930132218204294
611.405228,0.9988824249526576
611.52423,0.9897103048887205
611.643233,0.997621333521335
611.762235,0.9946542397038162
611.881238,0.9958555121932466
612.00024,0.9954771589902746
612.119242,0.9940731335818805
612.238245,0.9902457839999048
612.357247,0.9923300652223209
612.47625,0.9937198033910547
612.595252,0.99003597314852
612.714254,0.9923245081895155
612.833257,0.9954950777404047
612.952259,0.9982012197478695
613.071261,0.9996838699796285
613.190264,0.9994937581836514
613.309266,0.9916732609451872
613.428269,0.9955302193368945
613.547271,0.9960854817799791
613.666273,0.9953829913052359
613.785276,0.994432158208412
613.904278,0.993376631840102
614.02328,0.9929213723455147
614.142283,0.9922859075169348
614.261285,0.9993668305364383
614.380288,0.9966755383007806
614.49929,0.9927662901393899
614.618292,0.9957756477837744
614.737295,0.9958380848742727
614.856297,0.9939322833983232
614.9753,0.9970681064193527
615.094302,0.9967717221310217
615.213304,0.9991184088300383
615.332307,0.998548654222434
615.451309,0.9947283442050324
615.570311,0.9974386857770785
615.689314,0.9961790185982031
615.808316,0.9967970404543053
615.927319,0.9970162602258317
616.046321,0.9967917574439908
616.165323,0.9968402027006128
616.284326,0.9988095091970935
616.403328,0.991921607021359
616.52233,0.9985688251089746
616.641333,0.9956685080882918
616.760335,0.9988683408097592
616.879338,1.000767204150665
616.99834,0.9986942532301294
617.117342,0.9922594138368963
617.236345,0.9978393375987875
617.355347,1.0000643640712779
617.474349,1.0018717495403768
617.593352,1.0020076125609192
617.712354,0.9948283194272959
617.831357,0.9989414606484599
617.950359,0.9943588712590093
618.069361,1.000696732605481
618.188364,0.998182154286648
618.307366,1.001170985068264
618.426369,0.9958376865391184
618.545371,1.000631209128692
618.664373,0.9992492119824719
618.783376,0.9992778908463955
618.902378,0.9994813845275182
619.02138,1.0000375977067761
619.140383,0.9974174405593338
619.259385,0.9998228456936776
619.378388,0.9966329811638964
619.49739,0.9997802541476575
619.616392,0.9999271376545896
619.735395,0.9947657466939369
619.854397,0.9975176860493615
619.973399,1.0001689142644081
620.092402,0.9994259148499747
620.211404,0.994617637101287
620.330407,0.9995233836176908
620.449409,1.0012375651525343
620.568411,0.9990389021506764
620.687414,1.0004602358760468
620.806416,1.000467789379342
620.925419,0.9994647133170625
621.044421,0.9964420445770146
621.163423,1.002035268352674
621.282426,0.9986992467138792
621.401428,0.9985149038483059
621.52043,0.9958711472475229
621.639433,0.9992798894041757
621.758435,0.9968817718037752
621.877438,1.006761456125696
621.99644,1.0021979118748925
622.115442,0.9983607450485172
622.234445,1.002370204504071
622.353447,1.0023628872282861
622.472449,1.0054670902917362
622.591452,0.9956737851453689
622.710454,1.0020677348213225
622.829457,1.0008383312033338
622.948459,1.0001057655927859
623.067461,1.0006738969665985
623.186464,1.0021593279980296
623.305466,0.99985788009999
623.424468,0.9992587548580134
623.543471,1.0020744486976374
623.662473,0.9994626144433684
623.781476,1.000459805678238
623.900478,1.003074316046304
624.01948,1.0048962476372731
624.138483,1.0000701844628141
624.257485,1.0003356163065547
624.376488,1.0010949990742024
624.49549,1.002700339366136
624.614492,0.9997961707759995
624.733495,1.0025173632512798
624.852497,1.003657371921836
624.971499,1.0028361141838338
625.090502,0.9970570390247956
625.209504,1.000230516564861
625.328507,1.0008324562995725
625.447509,1.0027168840582288
625.566511,1.0026891091852241
625.685514,1.0005067383485193
625.804516,1.0039158469723404
625.923518,0.9999282825718178
626.042521,1.000945016246735
626.161523,1.004594221222078
626.280526,1.004286761989998
626.399528,1.004356763216823
626.51853,1.0050657879345717
626.637533,0.999328395627244
626.756535,0.9998368533098689
626.875538,0.9987441891911795
626.99454,0.9991963131294345
627.113542,1.003537442031845
627.232545,1.0005746850682253
627.351547,1.0034204363876658
627.470549,1.0033638450709437
627.589552,1.006268062600536
627.708554,0.999389346524772
627.827557,1.0049836774139578
627.946559,0.9984368230358245
628.065561,0.9996512108410862
628.184564,1.0051824828465594
628.303566,1.0027878789268088
628.422568,1.0014365308233149
628.541571,0.999392274739847
628.660573,0.9993060209149517
628.779576,1.0016593752419454
628.898578,1.0029926691200528
629.01758,1.0007392330982061
629.136583,0.9986751783520583
629.255585,1.0019132278894038
629.374587,1.002059317487703
629.49359,0.9972320378908458
629.612592,1.0029732112510137
629.731595,0.9999758162924306
629.850597,1.0030375038944122
629.969599,1.0010044040762716
630.088602,1.0011136196143555
630.207604,1.0001642034799159
630.326607,1.0024942053676633
630.445609,1.0025366117694396
630.564611,1.003207934443989
630.683614,1.003468300684036
630.802616,1.0007316975601523
630.921618,1.0009251076483536
631.040621,1.0049969432860542
631.159623,1.0020284545360163
631.278626,1.0029467331077497
631.397628,1.0068424030007892
631.51663,0.9981235627138709
631.635633,1.0002275758914652
631.754635,0.9958211557707276
631.873637,0.9999701624451487
631.99264,1.0018355826230352
632.111642,0.9992017887402336
632.230645,1.005291048417142
632.349647,0.9999416227040206
632.468649,1.0028537642547637
632.587652,1.0018047265622763
632.706654,1.0019516019008896
632.825657,1.0011083137262322
632.944659,1.0005209656554945
633.063661,0.9968945319721192
633.182664,0.9996667455416071
633.301666,1.002760302639314
633.420668,0.9994826438748561
633.539671,0.9991678264486267
633.658673,1.0015533051306187
633.777676,1.0020556098750872
633.896678,0.9998006498728778
634.01568,1.0002686760869561
634.134683,1.0026522109049387
634.253685,1.0041016889947636
634.372687,1.001034935176193
634.49169,1.0041227753516384
634.610692,1.0018447995527933
634.729695,1.002129965159887
634.848697,0.9993997901980112
634.967699,0.9993833402128484
635.086702,1.0008869931459592
635.205704,1.0002968540524464
635.324706,0.9979117833644466
635.443709,1.0012302561449866
635.562711,1.0019550085421274
635.681714,1.00109199579371
635.800716,0.998656103838314
635.919718,1.0029880553643864
636.038721,1.0031917829262647
636.157723,0.9981518100103931
636.276726,1.0021749618054898
636.395728,1.0101329945937505
636.51473,1.001012612346039
636.633733,0.9981556029944778
636.752735,0.9972183759055115
636.871737,1.002274081810616
636.99074,1.0027191903097143
637.109742,1.0012612947640234
637.228745,1.0002708666777556
637.347747,1.0026029818899653
637.466749,0.9982876677166427
637.585752,1.0031738259540657
637.704754,1.0036172264298744
637.823756,1.0048794660100646
637.942759,0.9991420682340857
638.061761,1.00214038736572
638.180764,1.0027431555847466
638.299766,1.002490696644085
638.418768,1.0035588176070094
638.537771,0.9996404446555215
638.656773,1.0035463735548245
638.775776,1.0005421569139619
638.894778,1.0011424521017864
639.01378,1.001175990935704
639.132783,1.00364904160022
639.251785,1.0004490908110972
639.370787,1.0012587916139153
639.48979,1.0027301200084555
639.608792,0.9977797683684921
639.727795,0.9987037408706013
639.846797,1.002427341234109
639.965799,1.0018816681197942
640.084802,0.9994395970844037
640.203804,1.0006029817204318
640.322806,1.001577042225234
640.441809,1.0014859028612952
640.560811,1.0006520124677796
640.679814,1.0005934160016507
640.798816,1.0001333788941738
640.917818,1.0018269668740725
641.036821,0.9998790173189949
641.155823,1.004806012005876
641.274825,1.0033330422737252
641.393828,1.0004433682586642
641.51283,0.9998527308451668
641.631833,1.0035431622115671
641.750835,1.0018146444781628
641.869837,1.000724832564254
641.98884,0.9971477753437867
642.107842,1.0024244341990347
642.226845,1.000500875396211
642.345847,0.997405571362413
642.464849,1.0007062792978476
642.583852,1.003638001521483
642.702854,1.0037781191664794
642.821856,0.9988542568654458
642.940859,1.0023752163676232
643.059861,1.000420188254363
643.178864,0.9999808911825758
643.297866,1.0015369799447957
643.416868,1.00031141848067
643.535871,1.000826261165842
643.654873,1.0003316149720922
643.773875,1.000710102003136
643.892878,1.0001351391304698
644.01188,1.0013545165299718
644.130883,0.9974826737930499
644.249885,0.9999906010441705
644.368887,1.002343040639601
644.48789,1.00251656123771
644.606892,0.9945486130324351
644.725895,0.9986531078744965
644.844897,1.0000782220591857
644.963899,0.9976943620757612
645.082902,1.000584520765722
645.201904,0.9973498179492962
645.320906,0.9990086617007998
645.439909,0.9969491632893557
645.558911,1.0024917993844578
645.677914,0.9918225190023465
645.796916,1.0011216285553481
645.915918,0.9965865391490816
646.034921,0.998726411702832
646.153923,0.9987423914532569
646.272925,0.9975630741366479
646.391928,0.9957964597122969
646.51093,1.001379650843771
646.629933,0.9999847501162806
646.748935,0.998724913614338
646.867937,0.9987353004074508
646.98694,0.9972361265505829
647.105942,1.0022092367752822
647.224944,0.9960428502336806
647.343947,1.0020205385424936
647.462949,1.0003723292973523
647.581952,0.9967473015229832
647.700954,0.9975424247947348
647.819956,1.0023925576088677
647.938959,0.9978705704588461
648.057961,0.9962499490694221
648.176964,0.9921665427021981
648.295966,0.9977145157054261
648.414968,0.9950821325040633
648.533971,0.997007187419145
648.652973,0.9964328773523738
648.771975,0.9963483834269674
648.890978,0.9980953162167359
649.00998,0.995185427390329
649.128983,0.9968740958436848
649.247985,0.9959946429263554
649.366987,0.9981111860584286
649.48599,0.9943643402478409
649.604992,1.0005929056991387
649.723994,0.9991888991202971
649.842997,0.9952669364145813
649.961999,0.9909267129602973
650.081002,0.9985485543675736
650.200004,0.9969973170968477
650.319006,0.9943320239319259
650.438009,0.9964954553019986
650.557011,0.9943626498298994
650.676014,0.9960291049371901
650.795016,0.9936729009232416
650.914018,0.9924365479510155
651.033021,0.9939669722403305
651.152023,0.9936297764551493
651.271025,0.9927587451442559
651.390028,0.9942260337875498
651.50903,0.9959687474022827
651.628033,0.9942177817457154
651.747035,0.9930295073708084
651.866037,0.992990879274293
651.98504,0.9969984137944996
652.104042,0.9952219513657251
652.223044,0.9926874676252481
652.342047,0.9962563250894995
652.461049,0.9967892654677122
652.580052,0.9916306199117553
652.699054,0.9928700396375264
652.818056,0.9966207226536181
652.937059,0.9964619736171959
653.056061,0.9905769775625518
653.175064,0.9922666573570561
653.294066,0.9910505865413549
653.413068,0.9894391614135334
653.532071,0.9940176658485907
653.651073,0.9948191670488581
653.770075,0.9935211786555606
653.889078,0.9906915939492859
654.00808,0.9941815928771013
654.127083,0.9933732543652954
654.246085,0.9921426317766467
654.365087,0.9911064833707116
654.48409,0.9961745358027058
654.603092,0.9940504689728124
654.722094,0.993770683147499
654.841097,0.9912283969656986
654.960099,0.990044883512375
655.079102,0.9936687275058219
655.198104,0.9904318686648251
655.317106,0.9903244126366699
655.436109,0.9932233656505998
655.555111,0.9945635313735178
655.674113,0.9909158128264056
655.793116,0.9944271860600514
655.912118,0.9932134334666042
656.031121,0.9920383630654638
656.150123,0.9873279749146249
656.269125,0.9904836696061391
656.388128,0.9900914167154217
656.50713,0.989301638928131
656.626133,0.9859959814463777
656.745135,0.9895519639075545
656.864137,0.9911124300274519
656.98314,0.9898112604884671
657.102142,0.9886795638603639
657.221144,0.9899142062126428
657.340147,0.9893600094467412
657.459149,0.9852449386921456
657.578152,0.9856065899435911
657.697154,0.9873556204849586
657.816156,0.987114735102772
657.935159,0.9886143131624459
658.054161,0.9871265805506658
658.173163,0.9880707247907117
658.292166,0.985938795337867
658.411168,0.9837248942830628
658.530171,0.9893422011268465
658.649173,0.9885045830638179
658.768175,0.9891849082219847
658.887178,0.9902533098964615
659.00618,0.9888021677275654
659.125183,0.9880559038409973
659.244185,0.9851375528464631
659.363187,0.9855444986843198
659.48219,0.9867742392580721
659.601192,0.9879422839453248
659.720194,0.9847416071406379
659.839197,0.9874987974300066
659.958199,0.9868206187372265
660.077202,0.9829657517314042
660.196204,0.9861843246650387
660.315206,0.9834229370933181
660.434209,0.9857682426795038
660.553211,0.9847071417875352
660.672213,0.9843950390944789
660.791216,0.9820608570420282
660.910218,0.9863283180877039
661.029221,0.9820471082862711
661.148223,0.9814187992173162
661.267225,0.9856203885324402
661.386228,0.9829490414556625
661.50523,0.9810998899331363
661.624232,0.9834494898710805
661.743235,0.9826473224161779
661.862237,0.9814138921355878
661.98124,0.9819881872274233
662.100242,0.9817250496552561
662.219244,0.9821011223626003
662.338247,0.9787999485284531
662.457249,0.9823427489575541
662.576252,0.98278785103084
662.695254,0.9809586217205414
662.814256,0.9796851837479563
662.933259,0.9802074951345132
663.052261,0.9817662829732352
663.171263,0.980291796604006
663.290266,0.9779086678153495
663.409268,0.9768511428609461
663.528271,0.9777463484493722
663.647273,0.9775205151276334
663.766275,0.977850972905965
663.885278,0.9821079970945183
664.00428,0.9796146489540095
664.123282,0.975703041133074
664.242285,0.9803319893916133
664.361287,0.9745202308636373
664.48029,0.9781815423979042
664.599292,0.9724622711254526
664.718294,0.977538110655265
664.837297,0.9749617885334797
664.956299,0.9770318770397715
665.075302,0.9725342359961832
665.194304,0.9773836718347695
665.313306,0.9744432468063093
665.432309,0.9749656883884336
665.551311,0.9739405637943279
665.670313,0.9761646578352736
665.789316,0.9744841742821462
665.908318,0.9705435534973207
666.027321,0.9735948762573492
666.146323,0.9749276654680382
666.265325,0.972360167947495
666.384328,0.9718634188318822
666.50333,0.9724058699493772
666.622332,0.9712639640532793
666.741335,0.9697393062979948
666.860337,0.9699701317200294
666.97934,0.9707658334211514
667.098342,0.9718993784436277
667.217344,0.9691140261199677
667.336347,0.9671641946107667
667.455349,0.9718157986910624
667.574351,0.9690772004866666
667.693354,0.9663472860587916
667.812356,0.9708910702912672
667.931359,0.9674108529279913
668.050361,0.9654924470326929
668.169363,0.9709279648529305
668.288366,0.9681415239155413
668.407368,0.9668953603343607
668.526371,0.9656015538436262
668.645373,0.9647464097516939
668.764375,0.9660738484700807
668.883378,0.965831394363378
669.00238,0.9616958909182797
669.121382,0.962750487428047
