nu,[0]Chlorobenzene-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
620.383542,0.9973816339159508
620.502744,0.9939502737354647
620.621946,0.996651219714334
620.741148,0.9971422910461042
620.86035,0.9960721343239514
620.979552,0.9936389178911432
621.098754,0.9983855047020129
621.217956,0.9936840301220553
621.337158,0.9932810736045439
621.45636,0.9963853486376929
621.575562,0.9963596422273122
621.694764,0.9975535973324585
621.813966,0.9942450236861481
621.933168,0.9965320273563013
622.05237,0.9983936914967173
622.171572,0.9955443559663789
622.290774,0.9960842864781182
622.409976,0.9971842716202421
622.529178,0.9964390552553649
622.64838,0.9963627309469907
622.767582,0.9948470223755083
622.886784,0.9953772181006286
623.005986,0.9968135874225162
623.125188,0.9975938993118852
623.24439,0.994529816241279
623.363592,0.9963061391510951
623.482794,0.9969479669510776
623.601996,0.9955495328104897
623.721198,0.9959528120298076
623.8404,0.9964178313295236
623.959602,0.9961126752848214
624.078804,0.9965720887490296
624.198006,0.9956814518630314
624.317208,0.9957022618228386
624.43641,0.9958999283395632
624.555612,0.9948674169485106
624.674814,0.9935873493695193
624.794016,0.9941423234797583
624.913218,0.9961650721895678
625.03242,0.9942389588100015
625.151622,0.9958249398983094
625.270824,0.9967680340824728
625.390026,0.9951282058733885
625.509228,0.9929050885685355
625.62843,0.9950249169264079
625.747632,0.9970546460907735
625.866834,0.9960648630239112
625.986036,0.998875632575262
626.105238,0.9954418201783981
626.22444,0.996607667007666
626.343642,0.9946665734928578
626.462844,0.9942322974312932
626.582046,0.9942811154355692
626.701248,0.9954466978552673
626.82045,0.9945943633208831
626.939652,0.9973268791672805
627.058854,0.9972194728463283
627.178056,0.995827628629277
627.297258,0.9968534607634747
627.41646,0.9969919333258715
627.535662,0.9930914743454178
627.654864,0.9947012879620366
627.774066,0.9950744704011422
627.893268,0.9951651258146871
628.01247,0.9968705071033995
628.131672,0.995348452114696
628.250874,0.9964192263154639
628.370076,0.9953961304474392
628.489278,0.9972971592691099
628.60848,0.9978375414895964
628.727682,0.9947175017251723
628.846884,0.9974855664969983
628.966086,0.9955801962083142
629.085288,0.9948942787314007
629.20449,0.9934893864865211
629.323692,0.9986769759689972
629.442894,0.9959101861616527
629.562096,0.9930348697446265
629.681298,0.9955427630966837
629.8005,0.9953396930868572
629.919702,0.9933696782280168
630.038904,0.9950644201997446
630.158106,0.9939368554973426
630.277308,0.9955558047923031
630.39651,0.9944299704600705
630.515712,0.9959830894555077
630.634914,0.9965907248213359
630.754116,0.9970118733639377
630.873318,0.99525947194055
630.99252,0.9958191641304077
631.111722,0.9955462475024521
631.230924,0.995782817394249
631.350126,0.9956398332481785
631.469328,0.9951651258146871
631.58853,0.9954676024554198
631.707732,0.9963022535647292
631.826934,0.9948923884340668
631.946136,0.9908703308344167
632.065338,0.9935087597184459
632.18454,0.9935655900448337
632.303742,0.997212990940821
632.422944,0.995701166550953
632.542146,0.9958976377723622
632.661348,0.9976360984263312
632.78055,0.9952611638830904
632.899752,0.9957380081756813
633.018954,0.9950961632610482
633.138156,0.997387717962474
633.257358,0.9951877163194442
633.37656,0.9942673944508512
633.495762,0.994869705146201
633.614964,0.9969992113935497
633.734166,0.994725558969568
633.853368,0.994844037838918
633.97257,0.9955676519768708
634.091772,0.9965918210717362
634.210974,0.9936285841001329
634.330176,0.9935824808034355
634.449378,0.9939871499746703
634.56858,0.9934319644594947
634.687782,0.9958928574751735
634.806984,0.9981265570890506
634.926186,0.9926370403827556
635.045388,0.9948470223755083
635.16459,0.9946900479009891
635.283792,0.994922434637893
635.402994,0.9965863398317937
635.522196,0.9930848206548296
635.641398,0.9942646105060443
635.7606,0.9921714043301683
635.879802,0.9936076187581936
635.999004,0.9965093066850942
636.118206,0.9947578880755796
636.237408,0.9962398869957501
636.35661,0.9941792068441416
636.475812,0.9940318804028463
636.595014,0.9968103976241401
636.714216,0.9955581941291018
636.833418,0.9936138785059099
636.95262,0.9940745252852417
637.071822,0.9924064775791811
637.191024,0.9918856009205388
637.310226,0.9928306234793687
637.429428,0.9939717432932478
637.54863,0.993535485463542
637.667832,0.9963096262286845
637.787034,0.9927006704563661
637.906236,0.9945009752948037
638.025438,0.9949774553698376
638.14464,0.9933326262300429
638.263842,0.994550204311489
638.383044,0.9918383882896045
638.502246,0.9929127339671523
638.621448,0.9960376708243258
638.74065,0.9914397493892995
638.859852,0.9901753800275532
638.979054,0.9927723460322302
639.098256,0.9909357304344147
639.217458,0.9936235166072761
639.33666,0.9942621248476251
639.455862,0.9941705575226667
639.575064,0.99335527447211
639.694266,0.9951858254645796
639.813468,0.9923667821139925
639.93267,0.9916423212221078
640.051872,0.9916694925939554
640.171074,0.9933245802683567
640.290276,0.9935829775948001
640.409478,0.9926595734993221
640.52868,0.9950615345171103
640.647882,0.9945360817988579
640.767084,0.9931277228457626
640.886286,0.9938208698342011
641.005488,0.9930855158144474
641.12469,0.9939229404787709
641.243892,0.9943786591974367
641.363094,0.9918325364603765
641.482296,0.9913783811681783
641.601498,0.9920048327354579
641.7207,0.9914783171456888
641.839902,0.9937046989648372
641.959104,0.9930325857670528
642.078306,0.9910061884696021
642.197508,0.9903873002335325
642.31671,0.9906566231532576
642.435912,0.9924131267248555
642.555114,0.9928099728171679
642.674316,0.9892907566699554
642.793518,0.9904575211824223
642.91272,0.9935429370076262
643.031922,0.9926462719501578
643.151124,0.991867945513976
643.270326,0.991331589212886
643.389528,0.9910678309715869
643.50873,0.9918193451753639
643.627932,0.9931819490997932
643.747134,0.9904425653867689
643.866336,0.9914679066780138
643.985538,0.9892234871856902
644.10474,0.9907512353784307
644.223942,0.9898637218754875
644.343144,0.9914105023480885
644.462346,0.9918233124606791
644.581548,0.989100831078115
644.70075,0.9903514488621777
644.819952,0.9909513873426449
644.939154,0.9891127003593035
645.058356,0.9886716544554908
645.177558,0.9897271301069175
645.29676,0.9892215087406943
645.415962,0.9874968224343867
645.535164,0.9914310247578934
645.654366,0.9905220020658811
645.773568,0.989100831078115
645.89277,0.9880331788165477
646.011972,0.9908521980732776
646.131174,0.9887339427317815
646.250376,0.9896835830712346
646.369578,0.9872430683598163
646.48878,0.9892907566699554
646.607982,0.9907441019952161
646.727184,0.9899577633959672
646.846386,0.9894342142300943
646.965588,0.9873013174191799
647.08479,0.9905033804272864
647.203992,0.9911730879642834
647.323194,0.9898498638803874
647.442396,0.9886874733285127
647.561598,0.9883810277133053
647.6808,0.9873121777934035
647.800002,0.9904559364516561
647.919204,0.990525072688847
648.038406,0.9898657016049109
648.157608,0.9905818314016337
648.27681,0.9879165977798637
648.396012,0.9882831828349631
648.515214,0.9920592952957588
648.634416,0.9878237379841512
648.753618,0.9885470896747753
648.87282,0.9907019962656344
648.992022,0.9873832668293793
649.111224,0.9877723724852906
649.230426,0.9892590998722534
649.349628,0.9885411584100311
649.46883,0.9866943137817177
649.588032,0.9864674001856117
649.707234,0.9874109139479083
649.826436,0.9889069863126313
649.945638,0.9906748514028231
650.06484,0.9885629065547448
650.184042,0.9891047874893522
650.303244,0.987754592742604
650.422446,0.9861044469698312
650.541648,0.9864782513866953
650.66085,0.9863746766080708
650.780052,0.9887299878039204
650.899254,0.9881823830911882
651.018456,0.9848154655308284
651.137658,0.9845683078685644
651.25686,0.9846933559840509
651.376062,0.986147836520061
651.495264,0.9811872117091017
651.614466,0.986606501895478
651.733668,0.9826659928926729
651.85287,0.9837622765393039
651.972072,0.9838390129895567
652.091274,0.9828065241774039
652.210476,0.9810459309230763
652.329678,0.9833226330693268
652.44888,0.9834494898710805
652.568082,0.9831633477052324
652.687284,0.9835232513488417
652.806486,0.9802280797080484
652.925688,0.978671734133422
653.04489,0.9839078841309277
653.164092,0.9818831201125809
653.283294,0.9780974224024697
653.402496,0.9798282282267764
653.521698,0.9819744394890365
653.6409,0.9801859308068287
653.760102,0.9806428038937463
653.879304,0.9820088091958851
653.998506,0.9826915425406321
654.117708,0.9783576309230276
654.23691,0.9782950180382822
654.356112,0.9762417778894447
654.475314,0.9777531926977663
654.594516,0.9804241449298585
654.713718,0.9796842040632624
654.83292,0.9809390027442974
654.952122,0.9760387407162416
655.071324,0.9815375580767877
655.190526,0.9791621715165291
655.309728,0.9791230058129876
655.42893,0.9782255615577358
655.548132,0.9778529286098665
655.667334,0.9757986647165842
655.786536,0.9784672131141792
655.905738,0.9759186953340759
656.02494,0.9756640137919808
656.144142,0.9745309506451354
656.263344,0.9754181774371868
656.382546,0.9744822253157466
656.501748,0.9764907512855654
656.62095,0.9771237223528753
656.740152,0.9720646153827049
656.859354,0.9786590114835757
656.978556,0.9763970126729673
657.097758,0.9741236818328775
657.21696,0.9756688921242456
657.336162,0.9740145860899878
657.455364,0.973695161694215
657.574566,0.9749647134232327
657.693768,0.9759206471734184
657.81297,0.972945704997568
657.932172,0.9716146536399644
658.051374,0.973085819267073
658.170576,0.9712688203852403
658.289778,0.9707105013456255
658.40898,0.9722016861567364
658.528182,0.9685569457309093
658.647384,0.969269096769468
658.766586,0.9690239027063422
658.885788,0.9666749333218388
659.00499,0.968891155525061
659.124192,0.9640607188463632
659.243394,0.9674969563254463
659.362596,0.964382768905824
659.481798,0.9573569199067834
659.601,0.958218928980597
659.720202,0.9544729267706483
659.839404,0.9509079632852386
659.958606,0.9552664234249915
660.077808,0.9586022932199256
660.19701,0.9610565757466737
660.316212,0.9600508760875099
660.435414,0.9616891590706048
660.554616,0.9595834451395295
660.673818,0.9550371869928417
660.79302,0.957562773773061
660.912222,0.9608787967252271
661.031424,0.959338782556824
661.150626,0.9570908116738075
661.269828,0.9576652384716183
661.38903,0.9531061465984684
661.508232,0.9539624203274762
661.627434,0.9527545153103361
661.746636,0.9503375896364733
661.865838,0.952779287249768
661.98504,0.9545216061312268
662.104242,0.9551326954868861
662.223444,0.9498967352810019
662.342646,0.9443503955319031
662.461848,0.9452895465057696
662.58105,0.9464671649065123
662.700252,0.946226792775179
662.819454,0.9433376509921099
662.938656,0.9409737835375537
663.057858,0.9385135360414204
663.17706,0.9386064534808258
663.296262,0.9375408019543403
663.415464,0.9343454951487319
663.534666,0.9331092402944623
663.653868,0.930643496861825
663.77307,0.9265900909922028
663.892272,0.9270711160646365
664.011474,0.9249635015795752
664.130676,0.9249320533551444
664.249878,0.9190562046583337
664.36908,0.9132606059139697
664.488282,0.9115762819447842
664.607484,0.9095830238804865
664.726686,0.8863618528144303
664.845888,0.8562011004499868
664.96509,0.8297755802443053
665.084292,0.844171167376385
665.203494,0.8679944138492863
665.322696,0.8784116021831053
665.441898,0.8900122965527428
665.5611,0.8954579639612138
665.680302,0.8945808450150142
665.799504,0.8927666878921101
665.918706,0.8923739569565795
666.037908,0.8924810482567638
666.15711,0.8941157839019752
666.276312,0.8950640491246901
666.395514,0.8941694324584499
666.514716,0.8902526323166802
666.633918,0.8914820290379095
666.75312,0.8855290641447804
666.872322,0.8853431225658591
666.991524,0.8831501919797724
667.110726,0.8813415885381295
667.229928,0.8769897274170931
667.34913,0.8799941669480309
667.468332,0.878402818111004
667.587534,0.8714210578958044
667.706736,0.8736460172109157
667.825938,0.8705239562928085
667.94514,0.8695408197989306
668.064342,0.8671268532880144
668.183544,0.8636566370400242
668.302746,0.8604239896532321
668.421948,0.859778913594752
668.54115,0.8553624343850389
668.660352,0.8525017645271827
668.779554,0.8520159769840048
668.898756,0.8509431128993181
669.017958,0.8478173970884144
669.13716,0.8424086920648246
669.256362,0.8411207922605527
669.375564,0.8438504432742208
669.494766,0.8364153158183204
669.613968,0.8343519193319577
669.73317,0.8344937712153125
669.852372,0.8300577519080529
669.971574,0.8319690819243823
670.090776,0.826273042629472
670.209978,0.8242923650909326
670.32918,0.8208211806607484
670.448382,0.8206980667174258
670.567584,0.8164170205225413
670.686786,0.8151688575692864
670.805988,0.8118497442258971
670.92519,0.8121583057516797
671.044392,0.8107058427266114
671.163594,0.8069286729970538
671.282796,0.8009874499612538
671.401998,0.7999468428174998
671.5212,0.80087531956757
671.640402,0.7943747116724461
671.759604,0.7994110579407886
671.878806,0.7944700423575735
671.998008,0.7917734310505148
672.11721,0.790468082098318
672.236412,0.788920281997007
672.355614,0.7857080446666276
672.474816,0.7830020224848265
672.594018,0.7817424034940017
672.71322,0.7780068112671296
672.832422,0.7740877807510365
672.951624,0.7742039026270722
673.070826,0.7753195593268934
673.190028,0.7704966284704018
673.30923,0.7723403177435161
673.428432,0.7691263643685705
673.547634,0.7685266797117831
673.666836,0.7652214575924025
673.786038,0.7596480842352782
673.90524,0.7578422715642804
674.024442,0.7560331912473578
674.143644,0.7584867113432154
674.262846,0.7528419251346256
674.382048,0.7545528174327681
674.50125,0.7507819616984458
674.620452,0.7507068872560607
674.739654,0.748607847998077
674.858856,0.7467760036960553
674.978058,0.7432297965870909
675.09726,0.7470000701054451
675.216462,0.7459177049081996
675.335664,0.7429994310586506
675.454866,0.7397374152594679
675.574068,0.737919897681125
675.69327,0.7341587449335406
675.812472,0.7337844194347403
675.931674,0.733131641830566
676.050876,0.7362099078736688
676.170078,0.738584324536274
676.28928,0.7388798173607135
676.408482,0.7340045877841718
676.527684,0.7331609676827523
676.646886,0.7296356346961786
676.766088,0.7381929785601142
676.88529,0.7362467192893402
677.004492,0.7317473316127365
677.123694,0.7274791064538295
677.242896,0.7283671725738866
677.362098,0.7306066957027514
677.4813,0.7283161886562644
677.600502,0.7283890239168324
677.719704,0.7226791003191805
677.838906,0.7278429369571024
677.958108,0.7283089055307935
678.07731,0.7260691650726534
678.196512,0.7255610945025484
678.315714,0.723923177971804
678.434916,0.7262724929034416
678.554118,0.7258223435185706
678.67332,0.7240679770868274
678.792522,0.7189453014674481
678.911724,0.7186002905319924
679.030926,0.7264904073368433
679.150128,0.7230549911744988
679.26933,0.7215381689138382
679.388532,0.7148804164472857
679.507734,0.7160179804331495
679.626936,0.7178389777910654
679.746138,0.7176236583972521
679.86534,0.7147088657342474
679.984542,0.7051321830899597
680.103744,0.7124468258573255
680.222946,0.7180687230212349
680.342148,0.7165981899504319
680.46135,0.712104933441658
680.580552,0.7081636981057673
680.699754,0.7114002984094429
680.818956,0.7083265944886975
680.938158,0.7021417305247812
681.05736,0.6936068344322338
681.176562,0.6844018731807925
681.295764,0.6897817746758592
681.414966,0.6901681606476522
681.534168,0.7101280308944219
681.65337,0.7148017839263445
681.772572,0.7182051690405703
681.891774,0.719578251790035
682.010976,0.7182267155188371
682.130178,0.7200245286376719
682.24938,0.7077460047555397
682.368582,0.7096169227331959
682.487784,0.7054213465594872
682.606986,0.7109096015134378
682.726188,0.7082486828485225
682.84539,0.701159419879942
682.964592,0.6947661255844189
683.083794,0.6909277633292462
683.202996,0.6914392390968035
683.322198,0.688369170451809
683.4414,0.6837451626540272
683.560602,0.6752988130946684
683.679804,0.6783241553918157
683.799006,0.6723878145062342
683.918208,0.6667500772896734
684.03741,0.643199717710761
684.156612,0.6107179785111175
684.275814,0.5666462883431278
684.395016,0.5144998578478025
684.514218,0.44594930470648314
684.63342,0.3710791117086706
684.752622,0.28060704632311656
684.871824,0.21586544612690595
684.991026,0.13448535104975948
685.110228,0.11675237967331965
685.22943,0.0696480901365634
685.348632,0.0826285513657697
685.467834,0.07211451048119506
685.587036,0.3410930380691242
685.706238,0.5706495531712545
685.82544,0.6557340393934418
685.944642,0.6990590936848392
686.063844,0.7221084092825685
686.183046,0.7373076782722507
686.302248,0.7471569565926719
686.42145,0.7480466026054091
686.540652,0.756040751617072
686.659854,0.7572286678673593
686.779056,0.7578119584796835
686.898258,0.7596480842352782
687.01746,0.7575467707047834
687.136662,0.7537232656707078
687.255864,0.750676859581128
687.375066,0.7546131840727962
687.494268,0.7526763181285345
687.61347,0.7481887449630005
687.732672,0.7448294596713652
687.851874,0.7423458791643284
687.971076,0.7433784574119953
688.090278,0.7377649507726067
688.20948,0.7367770078081868
688.328682,0.7314254336095809
688.447884,0.7285055754845359
688.567086,0.7268319380817296
688.686288,0.7266357199490876
688.80549,0.7242128051645697
688.924692,0.7198949358862146
689.043894,0.7133308078769732
689.163096,0.7171501830467627
689.282298,0.7149948064648747
689.4015,0.7191394429067591
689.520702,0.717537548724928
689.639904,0.7153094734013686
689.759106,0.7182626277524113
689.878308,0.7182410801967937
689.99751,0.7122972277322484
690.116712,0.7118842151253978
690.235914,0.7122544911806938
690.355116,0.7132452133158044
690.474318,0.7117062663161444
690.59352,0.7122972277322484
690.712722,0.7051251318033853
690.831924,0.7084257671538505
690.951126,0.7083195112581688
691.070328,0.7054495639776942
691.18953,0.699919465390199
691.308732,0.6941341759908118
691.427934,0.6927888610668016
691.547136,0.6873786322050611
691.666338,0.6782427613769072
691.78554,0.6651584473603457
691.904742,0.6419980581405137
692.023944,0.629512228469596
692.143146,0.6192724238278825
692.262348,0.5970705490251039
692.38155,0.6044356900176113
692.500752,0.6227563052759347
692.619954,0.6682653191139342
692.739156,0.6869388506255665
692.858358,0.6858063361034543
692.97756,0.6849838620832391
693.096762,0.691515301596465
693.215964,0.6915567937593131
693.335166,0.6910244999875204
693.454368,0.6876948991116871
693.57357,0.6855252131397975
693.692772,0.6850044119073475
693.811974,0.6820583961165116
693.931176,0.6821948214378123
694.050378,0.6815061525045141
694.16958,0.6733971530426448
694.288782,0.6761907961072258
694.407984,0.6779105038335785
694.527186,0.6712725766376805
694.646388,0.6682385890357746
694.76559,0.6634976281309914
694.884792,0.6605053864125127
695.003994,0.6565870479801025
695.123196,0.6558979933966865
695.242398,0.6504765700817032
695.3616,0.64670825875422
695.480802,0.6371692245861641
695.600004,0.6387641404617888
695.719206,0.6374241432563337
695.838408,0.6336744133915575
695.95761,0.6343337775914379
696.076812,0.6297955727200822
696.196014,0.6275763136451442
696.315216,0.626322415334131
696.434418,0.6186843943834569
696.55362,0.6149034594510977
696.672822,0.6132822552492885
696.792024,0.6078300251495549
696.911226,0.6040006529529355
697.030428,0.600291445020181
697.14963,0.5949487569014495
697.268832,0.5885873117941345
697.388034,0.5840667527686031
697.507236,0.5778101063592959
697.626438,0.571026306191168
697.74564,0.5669580295226824
697.864842,0.5628174210355648
697.984044,0.5567327258992489
698.103246,0.5584501061028861
698.222448,0.557674399696251
698.34165,0.5533691275768301
698.460852,0.551650822938746
698.580054,0.5493881909502537
698.699256,0.5451523402411593
698.818458,0.541539104502902
698.93766,0.5386442201236387
699.056862,0.5360810053209989
699.176064,0.5339249462466177
699.295266,0.5305611812800298
699.414468,0.5283903337152842
699.53367,0.5262283684044908
699.652872,0.5243583260633518
699.772074,0.5208881206103831
699.891276,0.5212476574395457
700.010478,0.5173787918103827
700.12968,0.5178239289528757
700.248882,0.5152258143264125
700.368084,0.5159527951256336
700.487286,0.5151691426038385
700.606488,0.5136670428403817
700.72569,0.5170632869861331
700.844892,0.5169495455750102
700.964094,0.5152824922832189
701.083296,0.5193693457885806
701.202498,0.521143418332316
701.3217,0.5247937241391903
701.440902,0.5262546804807076
701.560104,0.5323788068881581
701.679306,0.5339409642352737
701.798508,0.5376432730435662
701.91771,0.5371434972314098
702.036912,0.5372670544443077
702.156114,0.5452613816129813
702.275316,0.5448416919503956
702.394518,0.5474686933621936
702.51372,0.549596998133667
702.632922,0.5502293982418872
702.752124,0.5601167695141693
702.871326,0.5692645582074508
702.990528,0.5681498924026944
703.10973,0.5794765980617834
703.228932,0.5881577998474592
703.348134,0.5998234002542537
703.467336,0.5942174197949845
703.586538,0.581764239552515
703.70574,0.5755667911225323
703.824942,0.597189975077116
703.944144,0.6098025882576766
704.063346,0.6072528608221259
704.182548,0.5677069082728903
704.30175,0.5485592407967921
704.420952,0.5810549199531958
704.540154,0.5675252711257365
704.659356,0.5159682739416684
704.778558,0.4466544615351179
704.89776,0.5567661308649419
705.016962,0.6043269013846788
705.136164,0.6305139490697023
705.255366,0.6209156720933358
705.374568,0.5752618215473135
705.49377,0.5168720089585654
705.612972,0.5862493898440087
705.732174,0.6083955700105427
705.851376,0.5974050021706984
705.970578,0.5283269306794965
706.08978,0.4458601237639334
706.208982,0.4331548472554315
706.328184,0.46742330368540685
706.447386,0.3364855745196729
706.566588,0.25105079244093276
706.68579,0.21731660055476673
706.804992,0.4933087663851402
706.924194,0.6084381591910473
707.043396,0.647232304653748
707.162598,0.6636104323158578
707.2818,0.6660370362519586
707.401002,0.6589220742197437
707.520204,0.6547380807738697
707.639406,0.6413050745162371
707.758608,0.6287006812553647
707.87781,0.6180474775257324
707.997012,0.6029747241294933
708.116214,0.5907513958937562
708.235416,0.5847680535682491
708.354618,0.5713747384989942
708.47382,0.5567828340994151
708.593022,0.5553093128670014
708.712224,0.5427860779129728
708.831426,0.518025919670797
708.950628,0.5022536540262347
709.06983,0.5010296490038076
709.189032,0.5006740442076559
709.308234,0.5005088490317705
709.427436,0.4846007126531443
709.546638,0.44862407112934394
709.66584,0.44518738302413474
709.785042,0.46768513404112777
709.904244,0.46867767825041595
710.023446,0.4677552920729548
710.142648,0.46234680931446714
710.26185,0.4591584139653068
710.381052,0.45595552824600666
710.500254,0.4511524364609343
710.619456,0.4485074440330298
710.738658,0.44816222622703633
710.85786,0.44742784253525114
710.977062,0.4436275144804918
711.096264,0.4432018364247494
711.215466,0.44167984143971223
711.334668,0.443215132679285
711.45387,0.44283855988261894
711.573072,0.4447513130979351
711.692274,0.4425994916145241
711.811476,0.4500304643291455
711.930678,0.4524988759199719
712.04988,0.45720198748082913
712.169082,0.4607682840434134
712.288284,0.46327242824348547
712.407486,0.4686870518977171
712.526688,0.47273514238342573
712.64589,0.47843735318197106
712.765092,0.4833230540231956
712.884294,0.4909367393087397
713.003496,0.49645124385829126
713.122698,0.5013604377204189
713.2419,0.5086322594836424
713.361102,0.5159940730003366
713.480304,0.5259705796673712
713.599506,0.5329487570805034
713.718708,0.540397661638108
713.83791,0.5454904394920461
713.957112,0.5552648898989144
714.076314,0.5640626229773915
714.195516,0.5730971674169497
714.314718,0.5795577304646476
714.43392,0.589482644788756
714.553122,0.5994875931848666
714.672324,0.6085172612932673
714.791526,0.613693292042255
714.910728,0.6245774112080451
715.02993,0.6350382790105173
715.149132,0.641433348358097
715.268334,0.6540640477372767
715.387536,0.6630068215070225
715.506738,0.6689406080497466
715.62594,0.6779782982736274
715.745142,0.6868083446424087
715.864344,0.694335504093013
715.983546,0.7024156192045069
716.102748,0.7117489699732202
716.22195,0.7171501830467627
716.341152,0.7237711700658188
716.460354,0.7322084776774105
716.579556,0.7392049960144098
716.698758,0.7483234310584788
716.81796,0.7531431221400645
716.937162,0.7563810465159094
717.056364,0.7627614073054819
717.175566,0.7697265169618617
717.294768,0.7735693156431394
717.41397,0.7762272140857992
717.533172,0.7823680476410881
717.652374,0.7877141568865459
717.771576,0.7916942576661449
717.890778,0.7931999066693143
718.00998,0.796753446496732
718.129182,0.7967932851650152
718.248384,0.8015964318070135
718.367586,0.8010355106500577
718.486788,0.8030325743840925
718.60599,0.8050507178563122
718.725192,0.8072515090291547
718.844394,0.8048011908124668
718.963596,0.8089646975664998
719.082798,0.8100980412985926
