nu,[0]Guaiacol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
530.633613,0.6200718007418764
530.768215,0.5728278750369302
530.902818,0.5934573080729296
531.037421,0.5593331546952132
531.172023,0.5496629537306997
531.306626,0.5832321342066418
531.441229,0.5491190566799693
531.575832,0.618876216276573
531.710434,0.5207527073035172
531.845037,0.6147743432822852
531.97964,0.6108951124080595
532.114242,0.5908222903148437
532.248845,0.571214775968014
532.383448,0.6036443976733351
532.51805,0.6244087980708168
532.652653,0.6217047359463842
532.787256,0.5882754431713689
532.921858,0.5493772032963116
533.056461,0.6439913401115179
533.191064,0.6368188778668211
533.325667,0.5980146661486833
533.460269,0.6162762242295164
533.594872,0.607781400692547
533.729475,0.6032219944533389
533.864077,0.6164303125458108
533.99868,0.6433412372152321
534.133283,0.642903913880711
534.267885,0.6156540994689346
534.402488,0.6591197804964684
534.537091,0.6128040816021598
534.671693,0.6310942888181974
534.806296,0.6072892970868522
534.940899,0.6294241029265422
535.075502,0.6142458646254567
535.210104,0.6377620675942989
535.344707,0.5697657315025808
535.47931,0.652378737479189
535.613912,0.5856810036477313
535.748515,0.6160728866280702
535.883118,0.6342069235217495
536.01772,0.6049920267280741
536.152323,0.6218664001931716
536.286926,0.6027155007351416
536.421528,0.5881048680274404
536.556131,0.642010898230077
536.690734,0.6307535898992226
536.825337,0.6308103602769423
536.959939,0.6566133119872983
537.094542,0.5525396961145799
537.229145,0.6227313955219221
537.363747,0.6064093657104954
537.49835,0.6506522224676303
537.632953,0.620878418270636
537.767555,0.6195697459429189
537.902158,0.6384001486492472
538.036761,0.6653247577601196
538.171363,0.612987950405582
538.305966,0.6546987976675284
538.440569,0.6469152385120164
538.575172,0.649332738185689
538.709774,0.6578883782269028
538.844377,0.6570731022134938
538.97898,0.6569088544697639
539.113582,0.6848468790095865
539.248185,0.6206363228991764
539.382788,0.6927126584833032
539.51739,0.6770433334960853
539.651993,0.6825291788111834
539.786596,0.67487350882733
539.921198,0.6802057180634645
540.055801,0.697850766956751
540.190404,0.7112935963675346
540.325007,0.68282272946694
540.459609,0.708588723819594
540.594212,0.730124654374724
540.728815,0.6765831005262519
540.863417,0.705731800246776
540.99802,0.7714912104886067
541.132623,0.7192473219139184
541.267225,0.7233587380531714
541.401828,0.7495441929017195
541.536431,0.7098724308140749
541.671033,0.7322157997987978
541.805636,0.7249373801968692
541.940239,0.7165910240043621
542.074841,0.7665694332283673
542.209444,0.7296283383763132
542.344047,0.73896109861101
542.47865,0.7258949293821552
542.613252,0.7444422490358265
542.747855,0.7528569821236976
542.882458,0.7862346454481167
543.01706,0.7474633537520005
543.151663,0.7653132896771284
543.286266,0.7449113954183125
543.420868,0.7782480307657129
543.555471,0.8046322003070203
543.690074,0.7743510153438368
543.824676,0.7787384815008552
543.959279,0.780453592090044
544.093882,0.7988596545668504
544.228485,0.7990274327103979
544.363087,0.8007872281275356
544.49769,0.8075583228935279
544.632293,0.8073403115791985
544.766895,0.7886994152408366
544.901498,0.792288251079081
545.036101,0.8034341910670882
545.170703,0.796857031177635
545.305306,0.7940887882455488
545.439909,0.8084875491675546
545.574511,0.8159681146216928
545.709114,0.8301407618336708
545.843717,0.8187635029630983
545.97832,0.8150628925056808
546.112922,0.8103249005089636
546.247525,0.8686543403441154
546.382128,0.8345271516337651
546.51673,0.8275961376914684
546.651333,0.84086008522663
546.785936,0.8222177634268792
546.920538,0.8458273654083098
547.055141,0.8531669753019899
547.189744,0.8183624071231524
547.324346,0.8301739681282656
547.458949,0.8325932927856387
547.593552,0.8364153158183204
547.728155,0.8482244471232099
547.862757,0.8338347814712743
547.99736,0.8715866436269509
548.131963,0.8467159505675584
548.266565,0.8318942080763828
548.401168,0.8600970906519078
548.535771,0.8536022014326237
548.670373,0.8426951597168678
548.804976,0.8513431501637739
548.939579,0.8487420218802068
549.074181,0.8545074994893462
549.208784,0.851828554086343
549.343387,0.8616121944316826
549.47799,0.8473596992835161
549.612592,0.8418528857643167
549.747195,0.8537644012593915
549.881798,0.8486571519215874
550.0164,0.8543793329771516
550.151003,0.8757890741258284
550.285606,0.8281094063936931
550.420208,0.8584558730704966
550.554811,0.8646677066657542
550.689414,0.8560726799167001
550.824016,0.8911611532685598
550.958619,0.8755351321177028
551.093222,0.8658964069799802
551.227825,0.8585674795882623
551.362427,0.8484874374632146
551.49703,0.8802846129440773
551.631633,0.8951804150146953
551.766235,0.888536101721159
551.900838,0.8793607991875836
552.035441,0.8940174365749481
552.170043,0.8715953595369667
552.304646,0.8953326086213378
552.439249,0.8834328452633193
552.573851,0.8741703621089814
552.708454,0.877112514573832
552.843057,0.8911878885041844
552.97766,0.8922758012199787
553.112262,0.9009549703830616
553.246865,0.8693060754694955
553.381468,0.8844582219673343
553.51607,0.8923204161254031
553.650673,0.891250273839841
553.785276,0.8962552763005011
553.919878,0.8952878431100538
554.054481,0.8869647838476624
554.189084,0.8981124462301714
554.323686,0.8986245162506141
554.458289,0.8618448611327704
554.592892,0.8854936436906284
554.727495,0.8890782740889692
554.862097,0.8796422396713994
554.9967,0.8960581218275021
555.131303,0.8807953261120866
555.265905,0.913189374364775
555.400508,0.9025420473489884
555.535111,0.9053315941640133
555.669713,0.9141459843376687
555.804316,0.9018293206956784
555.938919,0.9100461194874754
556.073521,0.9067803773765726
556.208124,0.9018203024475628
556.342727,0.9093547471914154
556.47733,0.910910163178754
556.611932,0.9083322983361426
556.746535,0.9062328473993359
556.881138,0.8967214502388968
557.01574,0.9078727984564581
557.150343,0.906518355711465
557.284946,0.9055824057513979
557.419548,0.9129446724039726
557.554151,0.9047831294195522
557.688754,0.8986964090875893
557.823356,0.9085548670127845
557.957959,0.8960491612910867
558.092562,0.9043489377317724
558.227165,0.9162005474566871
558.361767,0.9146178053849484
558.49637,0.922993580076707
558.630973,0.9273993573350005
558.765575,0.9241951761931753
558.900178,0.9095002555913276
559.034781,0.9291658786239074
559.169383,0.9098732271500649
559.303986,0.9214636031940943
559.438589,0.9204339825509085
559.573191,0.9180503888988609
559.707794,0.9105668147724768
559.842397,0.9216313248320818
559.977,0.9140664570965165
560.111602,0.9210729854431552
560.246205,0.9204671187707287
560.380808,0.9192620963071809
560.51541,0.9202959278078905
560.650013,0.9158268138801589
560.784616,0.9320479659586374
560.919218,0.9286039032820222
561.053821,0.927638657237553
561.188424,0.9261056110771549
561.323026,0.9133035301711598
561.457629,0.9086884343951975
561.592232,0.9322092242051843
561.726835,0.9295366897813848
561.861437,0.9284544100881189
561.99604,0.9210453536680706
562.130643,0.9171859926270818
562.265245,0.9209468070875642
562.399848,0.9251836690918459
562.534451,0.9285361176712876
562.669053,0.922270236697582
562.803656,0.9184342141753149
562.938259,0.9230175782217634
563.072861,0.9062020360063209
563.207464,0.9341240815049349
563.342067,0.921057327335497
563.47667,0.9300434253502154
563.611272,0.9358032758204433
563.745875,0.9232843688512586
563.880478,0.9256824775062779
564.01508,0.9210112756204326
564.149683,0.9268458651525271
564.284286,0.9356460740754219
564.418888,0.9332818814727334
564.553491,0.9217612840107898
564.688094,0.9254242481197281
564.822696,0.923086807136182
564.957299,0.9296789197752384
565.091902,0.9320088207661219
565.226505,0.9360578489318402
565.361107,0.926263988677548
565.49571,0.924307934882811
565.630313,0.9333976156014037
565.764915,0.9313110075230504
565.899518,0.9297254048833452
566.034121,0.9346351871521685
566.168723,0.9255954674429293
566.303326,0.9276015524333645
566.437929,0.9367807646007599
566.572531,0.9302787561049142
566.707134,0.9300387751447142
566.841737,0.9366945847347512
566.97634,0.932505713877841
567.110942,0.9288862417818976
567.245545,0.9245824951096467
567.380148,0.9235974153106761
567.51475,0.9303969090094901
567.649353,0.9330737828170274
567.783956,0.9347847407460814
567.918558,0.9404046665737542
568.053161,0.9306090636894588
568.187764,0.9329077104645639
568.322366,0.936269421912545
568.456969,0.932012548808861
568.591572,0.9313277712720591
568.726175,0.9307356351287833
568.860777,0.933990511311776
568.99538,0.9235226069498155
569.129983,0.9360353838130483
569.264585,0.9279810190639459
569.399188,0.9324684143952805
569.533791,0.9316295703587631
569.668393,0.9267087021147997
569.802996,0.9290841156242132
569.937599,0.9315317543893037
570.072201,0.9314367429960194
570.206804,0.9326297453856992
570.341407,0.9297049511494296
570.47601,0.9166358460919705
570.610612,0.9243541514349594
570.745215,0.9158442147549304
570.879818,0.9319957727339676
571.01442,0.924113850596049
571.149023,0.9264427748796763
571.283626,0.9184617676150396
571.418228,0.920364952590873
571.552831,0.9232335896074139
571.687434,0.9258370793889193
571.822036,0.9224611663971206
571.956639,0.9269747056819927
572.091242,0.9184626860772664
572.225845,0.926688314747615
572.360447,0.9176740653910032
572.49505,0.9211743090442498
572.629653,0.9212351085550086
572.764255,0.9201882594830567
572.898858,0.9189799261589485
573.033461,0.91879614855209
573.168063,0.9095020745936578
573.302666,0.9080135296466043
573.437269,0.9091692577435554
573.571871,0.9185820939878026
573.706474,0.9150221558097894
573.841077,0.915796592093963
573.97568,0.9123395906929206
574.110282,0.9129337171336356
574.244885,0.9114823944230344
574.379488,0.9078119730166365
574.51409,0.9084385794323708
574.648693,0.9102745697327731
574.783296,0.9068084880039837
574.917898,0.9004325680115718
575.052501,0.90796813010512
575.187104,0.9032101756410057
575.321706,0.9050582253033514
575.456309,0.9052102878580994
575.590912,0.9047650339379192
575.725515,0.9044032002958969
575.860117,0.9070270551858801
575.99472,0.9041228787558888
576.129323,0.9037522643567424
576.263925,0.8988222353924974
576.398528,0.9056177241539266
576.533131,0.9051532614063164
576.667733,0.8953236553400181
576.802336,0.8990110078823476
576.936939,0.9015317661190543
577.071541,0.9024788716168504
577.206144,0.8976724789323096
577.340747,0.895914763996942
577.47535,0.9027586834356427
577.609952,0.8976186201993518
577.744555,0.8985616147360552
577.879158,0.9010630914666429
578.01376,0.9019285273772224
578.148363,0.8963807608228948
578.282966,0.8967483522859327
578.417568,0.8998384785877594
578.552171,0.891847611609121
578.686774,0.8987772954042368
578.821376,0.9006396913204819
578.955979,0.9001714804263781
579.090582,0.901333450945977
579.225185,0.8966586819342964
579.359787,0.8925345987261573
579.49439,0.8990649501610727
579.628993,0.899424648075924
579.763595,0.899037978617143
579.898198,0.8971878666507782
580.032801,0.8918119384181252
580.167403,0.8966676485659488
580.302006,0.901081112908686
580.436609,0.9001174717578287
580.571211,0.8981124462301714
580.705814,0.8957624714322974
580.840417,0.8951356571129014
580.97502,0.8935437328761322
581.109622,0.8982112440330362
581.244225,0.8984987176244483
581.378828,0.8992178041948248
581.51343,0.8936599011121779
581.648033,0.8967931908245012
581.782636,0.8926327829320494
581.917238,0.8974121916568983
582.051841,0.8901725131851866
582.186444,0.8940621385643173
582.321046,0.8924275010003021
582.455649,0.890751313408451
582.590252,0.8950192970410453
582.724854,0.8914374560507916
582.859457,0.8958251769999669
582.99406,0.8969815371702484
583.128663,0.8972686171924967
583.263265,0.8993526969821601
583.397868,0.895959560855054
583.532471,0.8963000901846538
583.667073,0.8970891814132342
583.801676,0.8968290632695782
583.936279,0.9000184642814465
584.070881,0.8988132472150845
584.205484,0.8974391144264876
584.340087,0.8978879461822891
584.474689,0.8999014694859163
584.609292,0.8973762958871523
584.743895,0.9011622138583357
584.878498,0.8968380316050525
585.0131,0.8958878869571797
585.147703,0.8976814557019827
585.282306,0.8986155300503826
585.416908,0.9011802372828466
585.551511,0.9035444252383552
585.686114,0.9015227508464696
585.820716,0.9025510728145891
585.955319,0.8983370024100819
586.089922,0.9014145746070722
586.224524,0.8988402120169708
586.359127,0.9056467043847808
586.49373,0.9008828968684099
586.628333,0.9001624787565823
586.762935,0.8991458696479094
586.897538,0.9018924509576605
587.032141,0.9016940564426467
587.166743,0.9034360064125863
587.301346,0.9049315260209657
587.435949,0.9030295516688768
587.570551,0.901639956422277
587.705154,0.9002434970254378
587.839757,0.909312008522664
587.974359,0.9042494648197323
588.108962,0.910463016072231
588.243565,0.9100989036931328
588.378168,0.9049794886628436
588.51277,0.9059102859250108
588.647373,0.9054429567987572
588.781976,0.9071032486585968
588.916578,0.9107626076846367
589.051181,0.9132943971815232
589.185784,0.9125102141491761
589.320386,0.9136013156583928
589.454989,0.9106232716651382
589.589592,0.9116118341130429
589.724194,0.9140353793652997
589.858797,0.9196795360505561
589.9934,0.9173786219109004
590.128003,0.9173455968749658
590.262605,0.9149260835273125
590.397208,0.9176915013638869
590.531811,0.9185839311538276
590.666413,0.9207405381057651
590.801016,0.9241646782555796
590.935619,0.9226336827650145
591.070221,0.9225820167254423
591.204824,0.9256158307672088
591.339427,0.9238477441282481
591.474029,0.9293164156894176
591.608632,0.929541337476453
591.743235,0.9289661294338106
591.877838,0.9274689148951765
592.01244,0.927775957918824
592.147043,0.9278956487372872
592.281646,0.9351867846178398
592.416248,0.934623036973712
592.550851,0.9347071568323765
592.685454,0.9343660509757384
592.820056,0.9339522184858206
592.954659,0.9390073240162307
593.089262,0.9377423948972252
593.223864,0.9402175446643536
593.358467,0.9406633134193733
593.49307,0.9410537697085185
593.627673,0.9410980002751049
593.762275,0.9398123982179342
593.896878,0.9449096164791262
594.031481,0.9461454207700467
594.166083,0.9455353537414171
594.300686,0.9444892252437801
594.435289,0.9457216425549497
594.569891,0.9476528839021815
594.704494,0.948823009379852
594.839097,0.9488524233490568
594.973699,0.9496782841547299
595.108302,0.9507377659929227
595.242905,0.947254006007747
595.377508,0.950196950080791
595.51211,0.947343052069411
595.646713,0.9543221319613222
595.781316,0.9501389898346415
595.915918,0.9550467374124636
596.050521,0.9551326954868861
596.185124,0.9550257266153602
596.319726,0.9538431824774563
596.454329,0.9542686914182815
596.588932,0.9570563570247747
596.723534,0.958877451561413
596.858137,0.957178868079014
596.99274,0.9571980118478126
597.127343,0.9577025881442326
597.261945,0.9575263870790092
597.396548,0.9624511185807255
597.531151,0.9619228779319505
597.665753,0.9604657076631486
597.800356,0.9613314772363765
597.934959,0.9602515476900643
598.069561,0.9635258135973405
598.204164,0.9655011365038187
598.338767,0.9646576571646784
598.473369,0.966807376859879
598.607972,0.965153618651644
598.742575,0.9648409595327132
598.877178,0.9623240834175781
599.01178,0.9659598584815028
599.146383,0.9677417640222644
599.280986,0.9711746118788495
599.415588,0.9676614447891448
599.550191,0.9696927599284143
599.684794,0.96831580507468
599.819396,0.9694726646536693
599.953999,0.9681986459505358
600.088602,0.9694901153186887
600.223204,0.9695201699781083
600.357807,0.9708308769109233
600.49241,0.9715476145417387
600.627013,0.9700865351199001
600.761615,0.9710541936930582
600.896218,0.9732785093349751
601.030821,0.973279482613971
601.165423,0.9734186715317553
601.300026,0.9710367148748816
601.434629,0.9708949538633155
601.569231,0.9740515993475067
601.703834,0.9725984253739851
601.838437,0.9748876942531695
601.973039,0.9758035437221052
602.107642,0.9715903635772505
602.242245,0.9747629166142443
602.376848,0.9736279790458862
602.51145,0.9738665471241486
602.646053,0.9788518263004738
602.780656,0.9782040408321103
602.915258,0.9763765085509952
603.049861,0.9733320411250992
603.184464,0.9773152573722752
603.319066,0.979595056856952
603.453669,0.9760963287007728
603.588272,0.9789585269646212
603.722874,0.977813815274994
603.857477,0.9741762859319943
603.99208,0.9777854590855177
604.126683,0.980181029889427
604.261285,0.9774032197036843
604.395888,0.9832380709591056
604.530491,0.9765737565270974
604.665093,0.9825726440574879
604.799696,0.9782245833326633
604.934299,0.9835153831943035
605.068901,0.982100140261969
605.203504,0.9817751189095436
605.338107,0.9835389878467549
605.472709,0.9814747416832167
605.607312,0.979082862592691
605.741915,0.9814266505991155
605.876518,0.9812038920334832
606.01112,0.9842483751603882
606.145723,0.9832538028940961
606.280326,0.9831446677790858
606.414928,0.9831033765701606
606.549531,0.980147704300949
606.684134,0.9831092752081159
606.818736,0.986275057796568
606.953339,0.9851099693811537
607.087942,0.9851483894191454
607.222544,0.9842670760571742
607.357147,0.9820608570420282
607.49175,0.9839275624853933
607.626353,0.9853562776607511
607.760955,0.9877476784846547
607.895558,0.9825638009434855
608.030161,0.986291824615068
608.164763,0.9864013090838759
608.299366,0.9837209593913554
608.433969,0.9888941306053715
608.568571,0.9890800601787576
608.703174,0.9871986434213088
608.837777,0.9868146978312767
608.972379,0.9860728921324082
609.106982,0.9856263022725126
609.241585,0.9859920374703398
609.376188,0.9888783084258596
609.51079,0.9923256989796397
609.645393,0.9871788996458788
609.779996,0.9870387301943957
609.914598,0.9862316626487252
610.049201,0.9864338608641772
610.183804,0.987529410367225
610.318406,0.9899458839740831
610.453009,0.9888970972922133
610.587612,0.9872104898761085
610.722214,0.9877457029912733
610.856817,0.9873664814565192
610.99142,0.9853129229383448
611.126023,0.9908410015067002
611.260625,0.9920009639241545
611.395228,0.9884729514232689
611.529831,0.9908660701011547
611.664433,0.989695459345489
611.799036,0.9853720434873199
611.933639,0.9910566319683713
612.068241,0.9908791496196045
612.202844,0.993441501452131
612.337447,0.9872312215140773
612.472049,0.987675575535915
612.606652,0.9865601324795787
612.741255,0.9893619881687388
612.875858,0.9916429162076791
613.01046,0.9912339478602641
613.145063,0.9887566838739865
613.279666,0.9900682488473357
613.414268,0.9890899510288136
613.548871,0.9907956220280291
613.683474,0.9912644783360252
613.818076,0.9939604120799622
613.952679,0.993351599064394
614.087282,0.9864506303823524
614.221884,0.9901982533430177
614.356487,0.9932440249114608
614.49109,0.9901851828123392
614.625693,0.994104447378778
614.760295,0.9933786185953525
614.894898,0.9924706883554767
615.029501,0.990514573178724
615.164103,0.9917480359280438
615.298706,0.9913986054934416
615.433309,0.9925048299343878
615.567911,0.993554064750836
615.702514,0.993413288114121
615.837117,0.9901445860520832
615.971719,0.9938010929956717
616.106322,0.9960341846985786
616.240925,0.9939110134750474
616.375528,0.9936158657356542
616.51013,0.9954706884097706
616.644733,0.9933827907943121
616.779336,0.9926559006656949
616.913938,0.9929607921064739
617.048541,0.9953316308679951
617.183144,0.9927790969071362
617.317746,0.9949476064939119
617.452349,0.9949431292397565
617.586952,0.9925568385500902
617.721554,0.9919783465600159
617.856157,0.9927596386275286
617.99076,0.9948412522795117
618.125363,0.9956835427962757
618.259965,0.9947541080027871
618.394568,0.9941224408321159
618.529171,0.9911813147350546
618.663773,0.9964345712897051
618.798376,0.9951714948918733
618.932979,0.9930659522224878
619.067581,0.9966944753159094
619.202184,0.9950251159314112
619.336787,0.9908965892461061
619.471389,0.9926211583171662
619.605992,0.9942933451685018
619.740595,0.9972857901462984
619.875198,0.9957836140208215
620.0098,0.9939256240743332
620.144403,0.9977858548436429
620.279006,0.9936502454393741
620.413608,0.9944675606234035
620.548211,0.9992125701856999
620.682814,0.9957271546905437
620.817416,0.9963612364040151
620.952019,0.9962202612632903
621.086622,0.9953210804086255
621.221224,0.9961264217345905
621.355827,0.9967888667520858
621.49043,0.9972614566698884
621.625033,0.9966106568351518
621.759635,0.9973767467579182
621.894238,0.9967899632204422
622.028841,0.9939622012103142
622.163443,0.9958798113641928
622.298046,1.0
622.432649,0.9961274178615104
622.567251,0.9961227360736487
622.701854,0.9957021622526173
622.836457,0.9963911276894742
622.971059,0.994455726529845
623.105662,0.9989637372914161
623.240265,0.9987048394453205
623.374867,0.993828621667218
623.50947,0.994937060105179
623.644073,0.9964662584128947
623.778676,0.9944709418188576
623.913278,0.9973639804172645
624.047881,0.9982047134582526
624.182484,0.9978486175477789
624.317086,0.9959261208521085
624.451689,0.9960694449328195
624.586292,0.996252539322657
624.720894,0.9940875477468198
624.855497,0.9989773232906278
624.9901,0.9992524695402127
625.124702,0.9971073916766602
625.259305,0.9970033987990311
625.393908,0.9975662663435927
625.528511,0.9960565957198574
625.663113,0.9978501143218278
625.797716,0.9980628786460722
625.932319,0.9986098671310943
626.066921,0.995833703196339
626.201524,0.9978070081279896
626.336127,0.9986410242449972
626.470729,0.994947109020233
626.605332,1.0
626.739935,0.9999432476104778
626.874537,0.9980534968991073
627.00914,0.996385248999163
627.143743,0.9959608792802573
627.278346,0.9982388526432296
627.412948,0.997455941615605
627.547551,0.9990471942079763
627.682154,0.9981902395948432
627.816756,0.9948874139845608
627.951359,0.9987766489047957
628.085962,0.9999186073125645
628.220564,0.9997076427447137
628.355167,0.9983307946754236
628.48977,0.997746443080764
628.624372,0.9987876355083599
628.758975,0.9944983895956294
628.893578,0.9968680149302469
629.028181,0.9975534975771038
629.162783,0.9978847403215524
629.297386,0.9996953964010991
629.431989,0.9985222928859337
629.566591,0.9973141134649278
629.701194,0.9980936194561406
629.835797,0.9966505220587244
629.970399,0.9992476431624405
630.105002,0.9998767975900403
630.239605,0.9986574020920929
630.374207,0.9998489214135192
630.50881,0.994569996057482
630.643413,0.9980225577202632
630.778016,0.9996624869703418
630.912618,0.9986942532301294
631.047221,0.9991639396933416
631.181824,0.9979688655509901
631.316426,0.9968319289612665
631.451029,0.9986092679653538
631.585632,1.0
631.720234,0.9994664523871767
631.854837,0.9980308413418691
631.98944,0.9997137809684845
632.124042,0.997171108874731
632.258645,0.9958887743228284
632.393248,0.9985815070135834
632.527851,1.0
632.662453,0.9997254077073665
632.797056,0.9972318384444582
632.931659,0.9992926702756947
633.066261,0.9991734118123876
633.200864,0.9982773854066191
633.335467,0.9997925115287108
633.470069,0.9997082025811505
633.604672,0.9988029170760868
633.739275,0.9999028237219204
633.873877,0.9987515799255252
634.00848,0.996140168374062
634.143083,0.9997475718653441
634.277686,1.0
634.412288,0.9997928014685813
634.546891,0.9977467424047418
634.681494,0.9990998254004606
634.816096,0.9993513104900735
634.950699,0.9980880301475217
635.085302,1.0
635.219904,1.0
635.354507,0.9980992087960597
635.48911,0.9971657241652819
635.623712,0.9986808708167985
635.758315,0.997939725285566
635.892918,0.9994880510905859
636.027521,0.9996238907468248
636.162123,0.9999056804483686
636.296726,0.9986102665751211
636.431329,0.9967266690673884
636.565931,1.0
636.700534,0.9968022238123924
636.835137,1.0
636.969739,1.0
637.104342,0.998460086884824
637.238945,0.9978034160292261
637.373547,0.9988970087425233
637.50815,0.9997589190646801
637.642753,1.0
637.777356,1.0
637.911958,1.0
638.046561,0.9975700571026073
638.181164,0.9996547296195415
638.315766,1.0
638.450369,0.999230736035353
638.584972,1.0
638.719574,1.0
638.854177,0.9988675417154063
638.98878,0.9976539562723202
639.123382,1.0
639.257985,1.0
639.392588,1.0
639.527191,1.0
639.661793,1.0
639.796396,0.9984320305505758
639.930999,0.9991390608209865
640.065601,0.9999415047109161
640.200204,1.0
640.334807,1.0
640.469409,1.0
640.604012,1.0
640.738615,0.9995264721497179
640.873217,1.0
641.00782,1.0
641.142423,1.0
641.277026,1.0
641.411628,1.0
641.546231,0.9982379542286665
641.680834,1.0
641.815436,1.0
641.950039,1.0
642.084642,0.9995011444698166
642.219244,1.0
642.353847,1.0
642.48845,0.9967374337735436
642.623052,1.0
642.757655,1.0
642.892258,1.0
643.026861,1.0
643.161463,1.0
643.296066,0.999500114984168
643.430669,0.9995810277933778
643.565271,0.9999884620665624
643.699874,1.0
643.834477,1.0
643.969079,1.0
644.103682,1.0
644.238285,0.9997916617054372
644.372887,1.0
644.50749,1.0
644.642093,1.0
644.776696,1.0
644.911298,1.0
645.045901,0.9999557449792823
645.180504,0.9992719751387922
645.315106,1.0
645.449709,1.0
645.584312,0.9995092404618756
645.718914,0.9998715982442111
645.853517,0.9999393258407513
645.98812,0.9998316741683827
646.122722,0.9997220986217435
646.257325,1.0
646.391928,1.0
646.526531,1.0
646.661133,0.9999500152492793
646.795736,1.0
646.930339,0.9992383202254214
647.064941,1.0
647.199544,1.0
647.334147,0.9996513008096992
647.468749,0.9983727254493401
647.603352,0.9998795172586286
647.737955,0.9999536280752109
647.872557,1.0
648.00716,1.0
648.141763,1.0
648.276366,1.0
648.410968,0.9997099420749362
648.545571,1.0
648.680174,0.9998695385108403
648.814776,1.0
648.949379,1.0
649.083982,0.9992165770361401
649.218584,0.999897645238606
649.353187,0.9999652246046781
649.48779,1.0
649.622392,1.0
649.756995,1.0
649.891598,1.0
650.026201,0.9996153340029429
650.160803,1.0
650.295406,1.0
650.430009,1.0
650.564611,1.0
650.699214,1.0
650.833817,1.0
650.968419,0.9995090305649572
651.103022,1.0
651.237625,1.0
651.372227,1.0
651.50683,1.0
651.641433,1.0
651.776036,0.9996023090999983
651.910638,0.9986848655482712
652.045241,1.0
652.179844,1.0
652.314446,1.0
652.449049,0.9992402487572405
652.583652,1.0
652.718254,0.9981715736118902
652.852857,0.9992498015396808
652.98746,1.0
653.122062,1.0
653.256665,1.0
653.391268,1.0
653.525871,0.9997081226044974
653.660473,0.9979568899964569
653.795076,1.0
653.929679,1.0
654.064281,1.0
654.198884,1.0
654.333487,1.0
654.468089,0.9986665897824554
654.602692,0.999930300429128
654.737295,1.0
654.871897,1.0
655.0065,0.999720908953154
655.141103,1.0
655.275706,0.997841532847745
655.410308,0.9988181988776236
655.544911,1.0
655.679514,1.0
655.814116,0.9987881349023024
655.948719,0.9995778691223207
656.083322,1.0
656.217924,0.9970854555553414
656.352527,1.0
656.48713,1.0
656.621732,1.0
656.756335,0.999621141784905
656.890938,0.9984429135190209
657.025541,0.9999877780746883
657.160143,0.9981596954408396
657.294746,1.0
657.429349,1.0
657.563951,0.9995771594222855
657.698554,1.0
657.833157,0.9997337254573604
657.967759,0.9988810265182416
658.102362,1.0
658.236965,1.0
658.371567,1.0
658.50617,0.9968485761934841
658.640773,0.9988726359528592
658.775376,1.0
658.909978,0.9990018285049234
659.044581,1.0
659.179184,1.0
659.313786,1.0
659.448389,0.9989105938342207
659.582992,0.9990394316414348
659.717594,1.0
659.852197,1.0
659.9868,1.0
660.121402,1.0
