nu,[0](Z)-HFC-1234ze-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1227.476904,0.8034984683734316
1227.537169,0.8034984683734316
1227.597434,0.8015964318070135
1227.657699,0.7996829039116847
1227.717964,0.7996829039116847
1227.778229,0.7977898995256795
1227.838494,0.7959093353014159
1227.898759,0.7996829039116847
1227.959024,0.8054211263739536
1228.019289,0.8073322382164496
1228.079554,0.8015964318070135
1228.139819,0.7977898995256795
1228.200084,0.8034984683734316
1228.260349,0.8092721625662253
1228.320614,0.8054211263739536
1228.380879,0.8015964318070135
1228.441144,0.8092721625662253
1228.501409,0.8169805426594814
1228.561674,0.8111843003049264
1228.621939,0.7977898995256795
1228.682204,0.7940014432829028
1228.742469,0.8015964318070135
1228.802734,0.8034984683734316
1228.862999,0.7996829039116847
1228.923264,0.7977898995256795
1228.983529,0.8015964318070135
1229.043794,0.8054211263739536
1229.104059,0.8054211263739536
1229.164324,0.8073322382164496
1229.224589,0.8092721625662253
1229.284854,0.8073322382164496
1229.345119,0.8015964318070135
1229.405384,0.8015964318070135
1229.465648,0.8073322382164496
1229.525913,0.8092721625662253
1229.586178,0.8092721625662253
1229.646443,0.8092721625662253
1229.706708,0.8111843003049264
1229.766973,0.8111843003049264
1229.827238,0.8073322382164496
1229.887503,0.8073322382164496
1229.947768,0.8092721625662253
1230.008033,0.8092721625662253
1230.068298,0.8092721625662253
1230.128563,0.8111843003049264
1230.188828,0.8092721625662253
1230.249093,0.8034984683734316
1230.309358,0.7996829039116847
1230.369623,0.8015964318070135
1230.429888,0.8073322382164496
1230.490153,0.8092721625662253
1230.550418,0.8073322382164496
1230.610683,0.8054211263739536
1230.670948,0.8034984683734316
1230.731213,0.8015964318070135
1230.791478,0.8054211263739536
1230.851743,0.8092721625662253
1230.912008,0.8092721625662253
1230.972273,0.8073322382164496
1231.032538,0.8073322382164496
1231.092803,0.8092721625662253
1231.153068,0.8034984683734316
1231.213333,0.7977898995256795
1231.273598,0.7996829039116847
1231.333863,0.8111843003049264
1231.394128,0.8169805426594814
1231.454393,0.8092721625662253
1231.514658,0.7977898995256795
1231.574923,0.7940014432829028
1231.635188,0.7977898995256795
1231.695453,0.7977898995256795
1231.755717,0.7959093353014159
1231.815982,0.7977898995256795
1231.876247,0.7977898995256795
1231.936512,0.7977898995256795
1231.996777,0.7996829039116847
1232.057042,0.7977898995256795
1232.117307,0.7940014432829028
1232.177572,0.7883682310399861
1232.237837,0.7883682310399861
1232.298102,0.7959093353014159
1232.358367,0.8034984683734316
1232.418632,0.8054211263739536
1232.478897,0.8034984683734316
1232.539162,0.7959093353014159
1232.599427,0.7864784159706845
1232.659692,0.7827671571096488
1232.719957,0.7921298092735738
1232.780222,0.7996829039116847
1232.840487,0.7940014432829028
1232.900752,0.7846166691662343
1232.961017,0.7864784159706845
1233.021282,0.7996829039116847
1233.081547,0.8015964318070135
1233.141812,0.7921298092735738
1233.202077,0.7883682310399861
1233.262342,0.7902309772411954
1233.322607,0.7883682310399861
1233.382872,0.7808907684995842
1233.443137,0.7827671571096488
1233.503402,0.7940014432829028
1233.563667,0.7977898995256795
1233.623932,0.7902309772411954
1233.684197,0.7827671571096488
1233.744462,0.7827671571096488
1233.804727,0.7827671571096488
1233.864992,0.7790500392008415
1233.925257,0.7790500392008415
1233.985522,0.7846166691662343
1234.045786,0.7864784159706845
1234.106051,0.7790500392008415
1234.166316,0.7753505727295305
1234.226581,0.7808907684995842
1234.286846,0.7883682310399861
1234.347111,0.7864784159706845
1234.407376,0.7827671571096488
1234.467641,0.7846166691662343
1234.527906,0.7827671571096488
1234.588171,0.7790500392008415
1234.648436,0.7753505727295305
1234.708701,0.7790500392008415
1234.768966,0.7808907684995842
1234.829231,0.7808907684995842
1234.889496,0.7827671571096488
1234.949761,0.7846166691662343
1235.010026,0.7808907684995842
1235.070291,0.7716686738745262
1235.130556,0.7698419845992622
1235.190821,0.7716686738745262
1235.251086,0.7716686738745262
1235.311351,0.766186244316964
1235.371616,0.766186244316964
1235.431881,0.7716686738745262
1235.492146,0.773515167686245
1235.552411,0.7716686738745262
1235.612676,0.7698419845992622
1235.672941,0.7753505727295305
1235.733206,0.7771825609770174
1235.793471,0.773515167686245
1235.853736,0.7716686738745262
1235.914001,0.7716686738745262
1235.974266,0.7680042592126795
1236.034531,0.7625478640088931
1236.094796,0.7625478640088931
1236.155061,0.766186244316964
1236.215326,0.7680042592126795
1236.27559,0.7643496021827525
1236.335855,0.7625478640088931
1236.39612,0.7625478640088931
1236.456385,0.7625478640088931
1236.51665,0.7625478640088931
1236.576915,0.766186244316964
1236.63718,0.7698419845992622
1236.697445,0.766186244316964
1236.75771,0.7607503729235882
1236.817975,0.7625478640088931
1236.87824,0.7643496021827525
1236.938505,0.7571378058790437
1236.99877,0.7481887449630005
1237.059035,0.7499565555971617
1237.1193,0.7607503729235882
1237.179565,0.766186244316964
1237.23983,0.7625478640088931
1237.300095,0.7589267612379279
1237.36036,0.7571378058790437
1237.420625,0.7553228539584155
1237.48089,0.7499565555971617
1237.541155,0.7499565555971617
1237.60142,0.7535348584061794
1237.661685,0.7535348584061794
1237.72195,0.7517360605143121
1237.782215,0.7499565555971617
1237.84248,0.7499565555971617
1237.902745,0.7481887449630005
1237.96301,0.7499565555971617
1238.023275,0.7571378058790437
1238.08354,0.7589267612379279
1238.143805,0.7517360605143121
1238.20407,0.7410997850994281
1238.264335,0.7428508460314368
1238.3246,0.7517360605143121
1238.384865,0.7571378058790437
1238.44513,0.7517360605143121
1238.505395,0.7463952450358817
1238.565659,0.7410997850994281
1238.625924,0.7393454583071478
1238.686189,0.7393454583071478
1238.746454,0.7410997850994281
1238.806719,0.7428508460314368
1238.866984,0.7375731568197001
1238.927249,0.7340706511698801
1238.987514,0.7375731568197001
1239.047779,0.7410997850994281
1239.108044,0.7375731568197001
1239.168309,0.7358345365484773
1239.228574,0.7375731568197001
1239.288839,0.7375731568197001
1239.349104,0.7323402870658815
1239.409369,0.7254014886190487
1239.469634,0.7271372716112768
1239.529899,0.73058477783065
1239.590164,0.7271372716112768
1239.650429,0.7236843227363549
1239.710694,0.7271372716112768
1239.770959,0.73058477783065
1239.831224,0.7271372716112768
1239.891489,0.721956782437995
1239.951754,0.721956782437995
1240.012019,0.7254014886190487
1240.072284,0.721956782437995
1240.132549,0.7185212488474062
1240.192814,0.7202477708423034
1240.253079,0.7236843227363549
1240.313344,0.721956782437995
1240.373609,0.7168275380649572
1240.433874,0.7151378197270172
1240.494139,0.7168275380649572
1240.554404,0.7185212488474062
1240.614669,0.7168275380649572
1240.674934,0.7168275380649572
1240.735199,0.7185212488474062
1240.795464,0.7202477708423034
1240.855728,0.7168275380649572
1240.915993,0.7117418525191078
1240.976258,0.7051110294417734
1241.036523,0.7017416237796373
1241.096788,0.7051110294417734
1241.157053,0.7100357202507275
1241.217318,0.7100357202507275
1241.277583,0.7051110294417734
1241.337848,0.7017416237796373
1241.398113,0.7034278263103683
1241.458378,0.7034278263103683
1241.518643,0.7017416237796373
1241.578908,0.7017416237796373
1241.639173,0.7017416237796373
1241.699438,0.698381335130006
1241.759703,0.6950440876233542
1241.819968,0.698381335130006
1241.880233,0.7034278263103683
1241.940498,0.698381335130006
1242.000763,0.6900577425756299
1242.061028,0.6884104738411254
1242.121293,0.6933779819396093
1242.181558,0.6917158701149575
1242.241823,0.6818333539797881
1242.302088,0.6802057180634645
1242.362353,0.6851140213817768
1242.422618,0.6867602697409249
1242.482883,0.6785751817663261
1242.543148,0.6755622309949272
1242.603413,0.6802057180634645
1242.663678,0.683471719281286
1242.723943,0.6769485540641108
1242.784208,0.6707156515549527
1242.844473,0.6723273023260176
1242.904738,0.6739428257042026
1242.965003,0.6707156515549527
1243.025268,0.6675106057966674
1243.085533,0.6691078641078951
1243.145797,0.6707156515549527
1243.206062,0.6659105012362779
1243.266327,0.6627217898599704
1243.326592,0.6643142323222168
1243.386857,0.6643142323222168
1243.447122,0.6595549431394718
1243.507387,0.6579739092754701
1243.567652,0.6595549431394718
1243.627917,0.6611397760417695
1243.688182,0.654823202257147
1243.748447,0.6501319088428561
1243.808712,0.6472452494292885
1243.868977,0.6456937234066178
1243.929242,0.6410678355305849
1243.989507,0.6410678355305849
1244.049772,0.6456937234066178
1244.110037,0.6456937234066178
1244.170302,0.6410678355305849
1244.230567,0.6395311175245433
1244.290832,0.6410678355305849
1244.351097,0.6379980832195069
1244.411362,0.6334273285550097
1244.471627,0.6319089257786425
1244.531892,0.6349493798745406
1244.592157,0.6334273285550097
1244.652422,0.6288830308923481
1244.712687,0.6273817951398404
1244.772952,0.630394162799435
1244.833217,0.6273817951398404
1244.893482,0.6230989154529986
1244.953747,0.6216052711460289
1245.014012,0.6230989154529986
1245.074277,0.6216052711460289
1245.134542,0.6127244222495216
1245.194807,0.6097964902622841
1245.255072,0.6127244222495216
1245.315337,0.6127244222495216
1245.375601,0.6068764807382988
1245.435866,0.6039704536752761
1245.496131,0.6054217235913866
1245.556396,0.6039704536752761
1245.616661,0.5984154702293766
1245.676926,0.5941223526133946
1245.737191,0.5955499587017219
1245.797456,0.5969809951594579
1245.857721,0.5926981686714611
1245.917986,0.5870413609805346
1245.978251,0.5842361566892873
1246.038516,0.5828356711680914
1246.098781,0.5814385427819729
1246.159046,0.5814385427819729
1246.219311,0.5800447634834683
1246.279576,0.574508721949023
1246.339841,0.5733321854309914
1246.400106,0.5758891987912825
1246.460371,0.5786601118165905
1246.520636,0.5719578380624858
1246.580901,0.5637862999967916
1246.641166,0.5624348352831587
1246.701431,0.5664989794591433
1246.761696,0.5664989794591433
1246.821961,0.5624348352831587
1246.882226,0.5584054318813906
1246.942491,0.5584054318813906
1247.002756,0.5570668657667246
1247.063021,0.5557370657016157
1247.123286,0.5544048959870308
1247.183551,0.5517501290241545
1247.243816,0.5466699722781557
1247.304081,0.5427535117252934
1247.364346,0.5427535117252934
1247.424611,0.5427535117252934
1247.484876,0.538865109533124
1247.545141,0.5324426961782655
1247.605406,0.528807927006551
1247.66567,0.5275403097309223
1247.725935,0.5250141837966161
1247.7862,0.5225053792399968
1247.846465,0.5237608981702401
1247.90673,0.5250141837966161
1247.966995,0.5212528699421826
1248.02726,0.5187568514033072
1248.087525,0.5175185029443259
1248.14779,0.5150403664158817
1248.208055,0.5089019060311919
1248.26832,0.5078597257236234
1248.328585,0.5101247374163699
1248.38885,0.5078597257236234
1248.449115,0.4994039458431386
1248.50938,0.4922689822461028
1248.569645,0.4934518466730309
1248.62991,0.4982068135065424
1248.690175,0.49701752099292856
1248.75044,0.4899166521493986
1248.810705,0.48657219093934956
1248.87097,0.4842422407767335
1248.931235,0.48077302583864523
1248.9915,0.47618444990926423
1249.051765,0.47504297754422675
1249.11203,0.47618444990926423
1249.172295,0.47276823500162074
1249.23256,0.46825605809751875
1249.292825,0.46617694808971566
1249.35309,0.46394466051505473
1249.413355,0.4606208617813395
1249.47362,0.45732087545234074
1249.533885,0.45513099516742184
1249.59415,0.4540399905082932
1249.654415,0.45187033941651267
1249.71468,0.44970655901473444
1249.774945,0.4466365957139753
1249.83521,0.4413133992658562
1249.895475,0.43605364683620135
1249.955739,0.43605364683620135
1250.016004,0.4371014324283818
1250.076269,0.43396994431943864
1250.136534,0.4279153000773825
1250.196799,0.4258704870269656
1250.257064,0.4279153000773825
1250.317329,0.4268938036846276
1250.377594,0.42079478950093385
1250.437859,0.4177801256680869
1250.498124,0.4167786556112573
1250.558389,0.41294122850881765
1250.618654,0.40606582580411926
1250.678919,0.40412542147694896
1250.739184,0.40606582580411926
1250.799449,0.4031566834160716
1250.859714,0.3965829715103083
1250.919979,0.39279791914822904
1250.980244,0.39468393458183665
1251.040509,0.39279791914822904
1251.100774,0.3853358451052264
1251.161039,0.38165432058398313
1251.221304,0.38349066502366147
1251.281569,0.38349066502366147
1251.341834,0.37904892216520975
1251.402099,0.3754312176210101
1251.462364,0.3745312630761517
1251.522629,0.37095667580484193
1251.582894,0.3656422070815564
1251.643159,0.36316427459215833
1251.703424,0.36316427459215833
1251.763689,0.35969457874337096
1251.823954,0.3528543194521681
1251.884219,0.35200848449343414
1251.944484,0.35625803260154915
1252.004749,0.35455209157892154
1252.065014,0.3462826257246518
1252.125279,0.340513672504667
1252.185544,0.33969741958595956
1252.245808,0.33888312332532816
1252.306073,0.33497479124614576
1252.366338,0.33257163449510546
1252.426603,0.33257163449510546
1252.486868,0.3286046245448707
1252.547133,0.3216793619139712
1252.607398,0.3186060157046644
1252.667663,0.3201390008009476
1252.727928,0.3193715884621897
1252.788193,0.31332947697140645
1252.848458,0.3089425319887078
1252.908723,0.31033590612314144
1252.968988,0.3118290992691532
1253.029253,0.30672613436466517
1253.089518,0.2987345179024321
1253.149783,0.2959987641013708
1253.210048,0.2974229735372224
1253.270313,0.29945234178950697
1253.330578,0.2974229735372224
1253.390843,0.2917669242710291
1253.451108,0.2856465704528902
1253.511373,0.28223929614052334
1253.571638,0.28021447132488353
1253.631903,0.27687199265067797
1253.692168,0.2730227920279987
1253.752433,0.27171542282250544
1253.812698,0.2730227920279987
1253.872963,0.2730227920279987
1253.933228,0.2684743232392366
1253.993493,0.2640016304256913
1254.053758,0.2633687862294703
1254.114023,0.2628162921002657
1254.174288,0.2584378602011675
1254.234553,0.25476849727400896
1254.294818,0.25476849727400896
1254.355083,0.2541577860271889
1254.415348,0.24939931308755448
1254.475613,0.24524440359047078
1254.535877,0.24465652276103175
1254.596142,0.2440700511538402
1254.656407,0.24067687807091295
1254.716672,0.23723596505914782
1254.776937,0.23609996101769037
1254.837202,0.2344061463484453
1254.897467,0.23004047667479355
1254.957732,0.22729648781563824
1255.017997,0.2267516303353886
1255.078262,0.22566583051408473
1255.138527,0.22252852129397815
1255.198792,0.2204024688692522
1255.259057,0.22146294382360387
1255.319322,0.2204024688692522
1255.379587,0.21517578075241336
1255.439852,0.21165451073608427
1255.500117,0.21114714898794906
1255.560382,0.21064100344797576
1255.620647,0.20665593879807562
1255.680912,0.20425215387704013
1255.741177,0.20376253648362366
1255.801442,0.2032740927629807
1255.861707,0.2003679204860709
1255.921972,0.19893045255298641
1255.982237,0.1998876140751445
1256.042502,0.19893045255298641
1256.102767,0.19522549576151466
1256.163032,0.1924343927940075
1256.223297,0.1924343927940075
1256.283562,0.19013898010152055
1256.343827,0.18570423598109218
1256.404092,0.1834891025315539
1256.464357,0.1848149915423845
1256.524622,0.1843719674043
1256.584887,0.18050442252243923
1256.645152,0.17792378402855116
1256.705417,0.17835131394090015
1256.765681,0.17749727895769007
1256.825946,0.17417408350504887
1256.886211,0.17251001262367574
1256.946476,0.1733400511831387
1257.006741,0.17209648502499056
1257.067006,0.16884063451336623
1257.127271,0.167629347809757
1257.187536,0.16924633868646805
1257.247801,0.16843590286278604
1257.308066,0.16528235915923126
1257.368331,0.16331082372032243
1257.428596,0.16409660002863
1257.488861,0.1629193477025235
1257.549126,0.15911946606361901
1257.609391,0.1583575227533888
1257.669656,0.15988507549338632
1257.729921,0.15873803724273722
1257.790186,0.15497367735510315
1257.850451,0.1535544579429456
1257.910716,0.15429329112214263
1257.970981,0.1528191626652523
1258.031246,0.14848074387838514
1258.091511,0.14712098551399563
1258.151776,0.14848074387838514
1258.212041,0.14812481737572492
1258.272306,0.14571538174616724
1258.332571,0.1450176238723773
1258.392836,0.14641649690879854
1258.453101,0.14466999889192014
1258.513366,0.14094296133318504
1258.573631,0.13961034315923018
1258.633896,0.14128163068104085
1258.694161,0.14060510381717622
1258.754426,0.1382764965724442
1258.814691,0.13794503089858245
1258.874956,0.1386087587193085
1258.935221,0.1363404789697372
1258.995486,0.1318355455735691
1259.05575,0.13121737235439182
1259.116015,0.13310726127970318
1259.17628,0.1324698773707188
1259.236545,0.1284519981100418
1259.29681,0.12691978579312646
1259.357075,0.12783690592134303
1259.41734,0.12691978579312646
1259.477605,0.12366240086386915
1259.53787,0.12218732023818188
1259.598135,0.12277522922811615
1259.6584,0.121602226449511
1259.718665,0.11933746010046652
1259.77893,0.1187660128625336
1259.839195,0.11933746010046652
1259.89946,0.11791396861006025
1259.959725,0.11487622897450857
1260.01999,0.1137900722126612
1260.080255,0.11406349636370929
1260.14052,0.11216323650154283
1260.200785,0.109273649176234
1260.26105,0.10848970448967489
1260.321315,0.1090117068747052
1260.38158,0.1074531865730193
1260.441845,0.1049469809169168
1260.50211,0.10469541016836843
1260.562375,0.1057053259455741
1260.62264,0.10394431041900201
1260.682905,0.10176388520892647
1260.74317,0.10245823775142189
1260.803435,0.10444444246567205
1260.8637,0.10369514319426633
1260.923965,0.10200841184802201
1260.98423,0.10245823775142189
1261.044495,0.10419407636325309
1261.10476,0.10369514319426633
1261.165025,0.10270443283795552
1261.22529,0.10344657325384218
1261.285555,0.10444444246567205
1261.345819,0.10245823775142189
1261.406084,0.09982865626068621
1261.466349,0.10055001636586886
1261.526614,0.10200841184802201
1261.586879,0.10079162622100035
1261.647144,0.09820481816584996
1261.707409,0.09796940920600002
1261.767674,0.0986378713842011
1261.827939,0.09680080196224382
1261.888204,0.09473232461696224
1261.948469,0.09495995524353215
1262.008734,0.09587596060469325
1262.068999,0.09427869903116752
1262.129264,0.09185904466872889
1262.189529,0.09185904466872889
1262.249794,0.09252281650144971
1262.310059,0.09141917777939751
1262.370324,0.08949254081712074
1262.430589,0.08949254081712074
1262.490854,0.08949254081712074
1262.551119,0.08737902619542039
1262.611384,0.08574307107422638
1262.671649,0.08657016827098667
1262.731914,0.08758022925048617
1262.792179,0.08574307107422638
1262.852444,0.08334222128960761
1262.912709,0.08334222128960761
1262.972974,0.083910879641545
1263.033239,0.0825459641149116
1263.093504,0.08097619956644128
1263.153769,0.0813658196645253
1263.214034,0.08156133215286016
1263.274299,0.07985043153620716
1263.334564,0.07833192753725812
1263.394829,0.07908753515512398
1263.455094,0.07965902028589804
1263.515359,0.07795683522680134
1263.575624,0.07631391386327184
1263.635888,0.07702694371184089
1263.696153,0.07758353904527676
1263.756418,0.07613098007835012
1263.816683,0.0750500541037646
1263.876948,0.07577400402284548
1263.937213,0.07613098007835012
1263.997478,0.07469067703902561
1264.057743,0.0737997451967673
1264.118008,0.07487014994525974
1264.178273,0.07559236446784365
1264.238538,0.07397707729864236
1264.298803,0.07329227972415775
1264.359068,0.07451163435129769
1264.419333,0.07523039055078856
1264.479598,0.0737997451967673
1264.539863,0.0727664704948632
1264.600128,0.07397707729864236
1264.660393,0.07487014994525974
1264.720658,0.07364492834644212
1264.780923,0.07294131975924047
1264.841188,0.07415483550868725
1264.901453,0.07487014994525974
1264.961718,0.07329227972415775
1265.021983,0.0720712547529225
1265.082248,0.07224443349569508
1265.142513,0.07241802836660428
1265.202778,0.07138981977387143
1265.263043,0.0712186896447116
1265.323308,0.07224443349569508
1265.383573,0.07241802836660428
1265.443838,0.07087765906259255
1265.504103,0.07039028658376137
1265.564368,0.07155420533027457
1265.624633,0.07172614166413845
1265.684898,0.07005322280838244
1265.745163,0.0692176078517769
1265.805428,0.07022155245790376
1265.865692,0.07039028658376137
1265.925957,0.06905168478026154
1265.986222,0.06888615944664139
1266.046487,0.0698852966656182
1266.106752,0.0698852966656182
1266.167017,0.0683919603503106
1266.227282,0.06806446555692301
1266.287547,0.06905168478026154
1266.347812,0.06888615944664139
1266.408077,0.06760319728069417
1266.468342,0.06744114414876433
1266.528607,0.06872103089749011
1266.588872,0.06888615944664139
1266.649137,0.06760319728069417
1266.709402,0.06760319728069417
1266.769667,0.06872103089749011
1266.829932,0.06822801645683511
1266.890197,0.06647695052829765
1266.950462,0.06631759714757623
1267.010727,0.06776563980722727
1267.070992,0.06776563980722727
1267.131257,0.06631759714757623
1267.191522,0.06615862575639771
1267.251787,0.06744114414876433
1267.312052,0.06727947947801122
1267.372317,0.06568399437433287
1267.432582,0.06552654180649313
1267.492847,0.06663668681643793
1267.553112,0.06663668681643793
1267.613377,0.06536946667171532
1267.673642,0.06552654180649313
1267.733907,0.06647695052829765
1267.794172,0.06600003543908646
1267.854437,0.06430615044372295
1267.914702,0.06430615044372295
1267.974967,0.06552654180649313
1268.035232,0.06536946667171532
1268.095497,0.06415200073629877
1268.155761,0.06446067055475149
1268.216026,0.06552654180649313
1268.276291,0.06508247286774503
1268.336556,0.06353908821648634
1268.396821,0.06353908821648634
1268.457086,0.06430615044372295
1268.517351,0.06369176516726191
1268.577616,0.06249929514396092
1268.637881,0.06278117572774895
1268.698146,0.06384480898278092
1268.758411,0.06323483139359502
1268.818676,0.0617599612928966
1268.878941,0.062050916319686664
1268.939206,0.06338677725103455
1268.999471,0.06338677725103455
1269.059736,0.062200017368544025
1269.120001,0.062200017368544025
1269.180266,0.06249929514396092
1269.240531,0.06161191511227254
1269.300796,0.0604402503174684
1269.361061,0.06102327074095887
1269.421326,0.06190836321106845
1269.481591,0.06131688655472636
1269.541856,0.06058548112548916
1269.602121,0.0617599612928966
1269.662386,0.06308324976895911
1269.722651,0.06190836321106845
1269.782916,0.0604402503174684
1269.843181,0.060876990497686995
1269.903446,0.062200017368544025
1269.963711,0.06161191511227254
1270.023976,0.0604402503174684
1270.084241,0.06102327074095887
1270.144506,0.062200017368544025
1270.204771,0.061464223816449906
1270.265036,0.0604402503174684
1270.325301,0.06102327074095887
1270.385566,0.0617599612928966
1270.44583,0.06102327074095887
1270.506095,0.06015083227492905
1270.56636,0.06116990247843893
1270.626625,0.06190836321106845
1270.68689,0.060731060906048726
1270.747155,0.05959402271243696
1270.80742,0.06029536764545656
1270.867685,0.06131688655472636
1270.92795,0.06058548112548916
1270.988215,0.05959402271243696
1271.04848,0.06058548112548916
1271.108745,0.061464223816449906
1271.16901,0.0604402503174684
1271.229275,0.05945116855149023
1271.28954,0.06029536764545656
1271.349805,0.06116990247843893
1271.41007,0.06029536764545656
1271.470335,0.05945116855149023
1271.5306,0.0604402503174684
1271.590865,0.061464223816449906
1271.65113,0.06058548112548916
1271.711395,0.05945116855149023
1271.77166,0.06015083227492905
1271.831925,0.06102327074095887
1271.89219,0.06029536764545656
1271.952455,0.05945116855149023
1272.01272,0.0604402503174684
1272.072985,0.06131688655472636
1272.13325,0.060731060906048726
1272.193515,0.06000664337336179
1272.25378,0.060731060906048726
1272.314045,0.06131688655472636
1272.37431,0.0604402503174684
1272.434575,0.06029536764545656
1272.49484,0.06131688655472636
1272.555105,0.06161191511227254
1272.61537,0.06015083227492905
1272.675635,0.05930865682943872
1272.735899,0.06058548112548916
1272.796164,0.061464223816449906
1272.856429,0.060731060906048726
1272.916694,0.06015083227492905
1272.976959,0.06102327074095887
1273.037224,0.06131688655472636
1273.097489,0.06000664337336179
1273.157754,0.05945116855149023
1273.218019,0.0604402503174684
1273.278284,0.060731060906048726
1273.338549,0.05973722013511926
1273.398814,0.05959402271243696
1273.459079,0.06102327074095887
1273.519344,0.06131688655472636
1273.579609,0.06000664337336179
1273.639874,0.05959402271243696
1273.700139,0.060731060906048726
1273.760404,0.060876990497686995
1273.820669,0.05945116855149023
1273.880934,0.05888316809781038
1273.941199,0.06000664337336179
1274.001464,0.06029536764545656
1274.061729,0.05902465742051749
1274.121994,0.05874201794231429
1274.182259,0.06000664337336179
1274.242524,0.05988076164435472
1274.302789,0.058186611131330244
1274.363054,0.05776917211497852
1274.423319,0.05916648672541456
1274.483584,0.05959402271243696
1274.543849,0.05832059435857937
1274.604114,0.05776917211497852
1274.664379,0.05888316809781038
1274.724644,0.05888316809781038
1274.784909,0.05737193686502711
1274.845174,0.056960342437623955
1274.905439,0.058047130708073574
1274.965703,0.058186611131330244
1275.025968,0.056687587928433876
1275.086233,0.05614599090947066
1275.146498,0.05737193686502711
1275.206763,0.05763069234409793
1275.267028,0.05628090311754521
1275.327293,0.05560956834476926
1275.387558,0.05628090311754521
1275.447823,0.05628090311754521
1275.508088,0.05534328201517496
1275.568353,0.05510030651241461
1275.628618,0.055743191592554905
1275.688883,0.05560956834476926
1275.749148,0.05470500908395111
1275.809413,0.05534328201517496
1275.869678,0.056960342437623955
1275.929943,0.056960342437623955
1275.990208,0.05601140210245895
1276.050473,0.05655170084712901
1276.110738,0.05832059435857937
1276.171003,0.058601206141003954
1276.231268,0.05790798463645024
1276.291533,0.05888316809781038
1276.351798,0.06116990247843893
1276.412063,0.06190836321106845
1276.472328,0.06131688655472636
1276.532593,0.06263068157122736
1276.592858,0.06536946667171532
1276.653123,0.06663668681643793
1276.713388,0.06663668681643793
1276.773653,0.06790130670852071
1276.833918,0.07055942615786436
1276.894183,0.07138981977387143
1276.954448,0.071047969735401
1277.014713,0.07224443349569508
1277.074978,0.07487014994525974
1277.135243,0.07631391386327184
1277.195508,0.07649728721654843
1277.255772,0.07795683522680134
1277.316037,0.08039526480434246
1277.376302,0.0813658196645253
1277.436567,0.0813658196645253
1277.496832,0.08294313719548456
1277.557097,0.08512793809857644
1277.617362,0.08553753444625935
1277.677627,0.08533249051472727
1277.737892,0.08716956798294626
1277.798157,0.08949254081712074
1277.858422,0.08949254081712074
1277.918687,0.08842504809353872
1277.978952,0.08992313761862102
1278.039217,0.09274513794006527
1278.099482,0.093405971602893
1278.159747,0.09296799359093173
1278.220012,0.09408092150229062
1278.280277,0.09587596060469325
1278.340542,0.09564613420124278
1278.400807,0.09541685871978979
1278.461072,0.09796940920600002
1278.521337,0.10079162622100035
1278.581602,0.1010338166361776
1278.641867,0.10030898567910958
1278.702132,0.10176388520892647
1278.762397,0.10369514319426633
1278.822662,0.10369514319426633
1278.882927,0.10319859916596594
1278.943192,0.10519915616036546
1279.003457,0.10720632823980793
1279.063722,0.10694934155940249
1279.123987,0.10646915076200102
1279.184252,0.10848970448967489
1279.244517,0.11059283223453995
1279.304782,0.11032772768988083
1279.365047,0.109273649176234
1279.425312,0.11109162141354169
1279.485577,0.11297372606547221
1279.545841,0.1124327515578469
1279.606106,0.11216323650154283
1279.666371,0.11487622897450857
1279.726636,0.11763131440611482
1279.786901,0.11706803704412637
1279.847166,0.11570632257408225
1279.907431,0.11706803704412637
1279.967696,0.11933746010046652
1280.027961,0.11905139361332186
1280.088226,0.11819730199879083
1280.148491,0.11991165687875927
1280.208756,0.12218732023818188
1280.269021,0.12218732023818188
1280.329286,0.12189442228774175
1280.389551,0.1239595470587461
1280.449816,0.126009245215029
1280.510081,0.12545602251854746
1280.570346,0.12455598318617699
1280.630611,0.12570718564298797
1280.690876,0.12753046522306125
1280.751141,0.1272247591006118
1280.811406,0.1272247591006118
1280.871671,0.12907004983845932
1280.931936,0.1303150889427234
1280.992201,0.12938018997737108
1281.052466,0.12876065314339152
1281.112731,0.13121737235439182
1281.172996,0.13278818689504915
1281.233261,0.13121737235439182
1281.293526,0.1303150889427234
1281.353791,0.13215233087324832
1281.414056,0.1343912442452489
1281.474321,0.13406909199639203
1281.534586,0.13342710236255015
1281.594851,0.1343912442452489
1281.655116,0.13503787288483457
1281.715381,0.13406909199639203
1281.775646,0.13406909199639203
1281.83591,0.13601365416684916
1281.896175,0.13794503089858245
1281.95644,0.1376143597884801
1282.016705,0.1382764965724442
1282.07697,0.14060510381717622
1282.137235,0.14128163068104085
1282.1975,0.139275680091967
1282.257765,0.1382764965724442
1282.31803,0.13994581038245596
1282.378295,0.14094296133318504
1282.43856,0.14026805618695412
1282.498825,0.14060510381717622
1282.55909,0.1429443336048731
1282.619355,0.14328781201474702
1282.67962,0.14162111381148001
1282.739885,0.14162111381148001
1282.80015,0.14363211576281434
1282.860415,0.14397724683226554
1282.92068,0.14225984489070156
1282.980945,0.14260167855475597
1283.04121,0.14571538174616724
1283.101475,0.14712098551399563
1283.16174,0.1450176238723773
1283.222005,0.14466999889192014
1283.28227,0.14641649690879854
1283.342535,0.14712098551399563
1283.4028,0.14536608415474894
1283.463065,0.14536608415474894
1283.52333,0.14883752563054062
