nu,[0]Valericacid-HITRAN(x-sec)-X=0.01-T=340.1K-P=1.0atm-L=15cm
535.529111,0.6324462767073461
535.660713,0.702324311109165
535.792316,0.6804846595869753
535.923918,0.7158318399575473
536.055521,0.7196142316021122
536.187124,0.7273990881532068
536.318726,0.7934140995588538
536.450329,0.6781071263885827
536.581932,0.6811450499443179
536.713534,0.7022681274116542
536.845137,0.5947584037573684
536.97674,0.6630598641744215
537.108342,0.7065509241350664
537.239945,0.7222889589526574
537.371547,0.7142158867142117
537.50315,0.5976738949180057
537.634753,0.6978856603674268
537.766355,0.6870281584810327
537.897958,0.7211630666010566
538.029561,0.7113718429666192
538.161163,0.6448935593938092
538.292766,0.7074841871730199
538.424368,0.7399223727320035
538.555971,0.6831915533143286
538.687574,0.6839434775054605
538.819176,0.6532992403010197
538.950779,0.7260546438345649
539.082382,0.7047656096721018
539.213984,0.7308843790036041
539.345587,0.6862385302220521
539.47719,0.690043941558789
539.608792,0.686849554379367
539.740395,0.6989891912706497
539.871997,0.6917712095981164
540.0036,0.6991989194856901
540.135203,0.6563441557101908
540.266805,0.6483335353525403
540.398408,0.7362614443709763
540.530011,0.6508799906025924
540.661613,0.7234166090670254
540.793216,0.6468505502226336
540.924818,0.6135951089703834
541.056421,0.6558192903597556
541.188024,0.6587046658096118
541.319626,0.6748465144268685
541.451229,0.6477697304674707
541.582832,0.683847732120943
541.714434,0.6551637988697652
541.846037,0.6242839287985461
541.97764,0.6836357721794739
542.109242,0.6674505325454826
542.240845,0.7001224714696209
542.372447,0.6633848431212066
542.50405,0.7024577654060326
542.635653,0.686375791653782
542.767255,0.6763260477911648
542.898858,0.6522026189971346
543.030461,0.6647195876247313
543.162063,0.662741671811894
543.293666,0.6693019335271921
543.425269,0.7004165846670862
543.556871,0.6577436587034242
543.688474,0.660327074031436
543.820076,0.6155802254095305
543.951679,0.7202549733560243
544.083282,0.6143748698020975
544.214884,0.6276516273215118
544.346487,0.6756433033268892
544.47809,0.6276579038691678
544.609692,0.7005706932670374
544.741295,0.6816901840088253
544.872897,0.6544369705173824
545.0045,0.6847647023148056
545.136103,0.6473941329576066
545.267705,0.6726097391005653
545.399308,0.6707693109534244
545.530911,0.6652981453020619
545.662513,0.6558520821440614
545.794116,0.6469540545907979
545.925719,0.6519222321584565
546.057321,0.6337694716827598
546.188924,0.6433283705191551
546.320526,0.6346002537340991
546.452129,0.6202082315448777
546.583732,0.6530836871199514
546.715334,0.6499498973911725
546.846937,0.6949676369785782
546.97854,0.648067773088033
547.110142,0.6400365467256356
547.241745,0.6548035578557467
547.373347,0.6509320630847122
547.50495,0.6811109935432378
547.636553,0.6586980787958888
547.768155,0.6349811281372343
547.899758,0.6636568866720033
548.031361,0.6213691060172098
548.162963,0.6235664149299782
548.294566,0.624602394804162
548.426169,0.6117203777385712
548.557771,0.6605780460012222
548.689374,0.6787109103750878
548.820976,0.644667886143144
548.952579,0.5967183813008735
549.084182,0.6505221050353137
549.215784,0.6344923808604184
549.347387,0.644803280615156
549.47899,0.6485864347435035
549.610592,0.6599639939968808
549.742195,0.6743810309421843
549.873797,0.6564885673091404
550.0054,0.6677242433707111
550.137003,0.6277834480039366
550.268605,0.6397805833030427
550.400208,0.6009581384705656
550.531811,0.665624221275349
550.663413,0.6360678747699069
550.795016,0.6447839368068962
550.926619,0.6491444589934176
551.058221,0.6114635091261056
551.189824,0.6285183844921088
551.321426,0.6461070996558879
551.453029,0.658177912806259
551.584632,0.6112984362644808
551.716234,0.6277206727979487
551.847837,0.6518896368617377
551.97944,0.6246648581667585
552.111042,0.6435857533404954
552.242645,0.6425439884774568
552.374247,0.6109317672144371
552.50585,0.6461070996558879
552.637453,0.6419531198493024
552.769055,0.6378386036344807
552.900658,0.6300034395552212
553.032261,0.6025768921105753
553.163863,0.650489579743201
553.295466,0.6018542335219149
553.427069,0.6426275246256908
553.558671,0.6344099022121348
553.690274,0.6139081222875696
553.821876,0.6220903123990199
553.953479,0.624783555765725
554.085082,0.6529857319137075
554.216684,0.6368570881457901
554.348287,0.6023660271018658
554.47989,0.641824742063539
554.611492,0.6166461009159638
554.743095,0.6336237214661902
554.874697,0.6135153467908713
555.0063,0.6284618203829277
555.137903,0.6495535488523583
555.269505,0.6132025337381166
555.401108,0.6250585210181814
555.532711,0.6269051661175042
555.664313,0.6230926844949989
555.795916,0.6280094907304675
555.927519,0.6121793401112511
556.059121,0.621400175249235
556.190724,0.639595073834058
556.322326,0.6174729605634293
556.453929,0.6346383308916265
556.585532,0.6181463730335661
556.717134,0.6459649717286088
556.848737,0.6372138279929861
556.98034,0.6188019555863503
557.111942,0.6308419015834822
557.243545,0.6165721078235282
557.375148,0.6383873807739534
557.50675,0.6094672890498694
557.638353,0.6441394751546206
557.769955,0.6198486150694409
557.901558,0.6208411666830985
558.033161,0.6329207893348692
558.164763,0.6123568978645132
558.296366,0.6375133888834377
558.427969,0.6457518384568625
558.559571,0.6322059927790351
558.691174,0.6389046840319162
558.822776,0.6200780014908875
558.954379,0.6064942689647841
559.085982,0.6213193984770565
559.217584,0.6322186370253328
559.349187,0.6265729944127394
559.48079,0.6302617939244655
559.612392,0.6274445364563679
559.743995,0.636933515581922
559.875598,0.6189566754144197
560.0072,0.6190866699652068
560.138803,0.628066014128148
560.270405,0.6295311141197334
560.402008,0.6491704252910998
560.533611,0.6349747783577018
560.665213,0.6279780910409298
560.796816,0.6286692470071646
560.928419,0.6304950339349585
561.060021,0.6237348005930509
561.191624,0.636226911617377
561.323226,0.6428010574832214
561.454829,0.6365451046148061
561.586432,0.6289522118306281
561.718034,0.6465013452193499
561.849637,0.6285623823189294
561.98124,0.6325727786124564
562.112842,0.6279780910409298
562.244445,0.620878418270636
562.376048,0.630684210820253
562.50765,0.6272186970767709
562.639253,0.6296633295358314
562.770855,0.631946841451648
562.902458,0.6459391336465048
563.034061,0.6225881837709348
563.165663,0.6357181336264143
563.297266,0.6457195516721159
563.428869,0.6317446508146108
563.560471,0.6272876949282616
563.692074,0.6390133070608975
563.823676,0.6317130643717378
563.955279,0.6421906864507577
564.086882,0.6405039439839882
564.218484,0.6412601847321817
564.350087,0.6443778508572132
564.48169,0.6250460199727719
564.613292,0.6405551863491743
564.744895,0.6472776125008299
564.876498,0.6404463012229928
565.0081,0.6432833391093365
565.139703,0.64003014639217
565.271305,0.6431932857457439
565.402908,0.6547708184963448
565.534511,0.6582963954936861
565.666113,0.6470252234510184
565.797716,0.6421136281919716
565.929319,0.6460037307896728
566.060921,0.633230996516196
566.192524,0.653992104648968
566.324126,0.6497419466978928
566.455729,0.6465401364637888
566.587332,0.6484826692154082
566.718934,0.6435857533404954
566.850537,0.6430903830524595
566.98214,0.6405359699818307
567.113742,0.6524831264280788
567.245345,0.6435085276837266
567.376948,0.6442940871813587
567.50855,0.6461006386171966
567.640153,0.6485345499041454
567.771755,0.6578489061083846
567.903358,0.6449322541682044
568.034961,0.6480029695509549
568.166563,0.6540902108224445
568.298166,0.6622911606662112
568.429769,0.6636369772640458
568.561371,0.6472064158793409
568.692974,0.6510687731720167
568.824576,0.6551572472645345
568.956179,0.6535017944597855
569.087782,0.6540313453524563
569.219384,0.6390324777476682
569.350987,0.6644803316418472
569.48259,0.6612984686303686
569.614192,0.6571979579638351
569.745795,0.6497614392486806
569.877398,0.6612984686303686
570.009,0.6527441718842607
570.140603,0.6537240228465868
570.272205,0.662364016700893
570.403808,0.652594057988487
570.535411,0.6552424232429975
570.667013,0.6616821329940842
570.798616,0.6591461458149911
570.930219,0.6589747900942882
571.061821,0.652124359378526
571.193424,0.6627284171110053
571.325027,0.6601884199050821
571.456629,0.6581647493796375
571.588232,0.659812219732971
571.719834,0.6668034194295137
571.851437,0.668780081567763
571.98304,0.660234634711975
572.114642,0.6648060067882463
572.246245,0.6607366037584322
572.377848,0.6646597655538785
572.50945,0.6732624870790815
572.641053,0.6620858822262068
572.772655,0.6657573594329761
572.904258,0.6641415330736882
573.035861,0.6614770433233974
573.167463,0.6682051779416072
573.299066,0.6698710820245342
573.430669,0.673168236928555
573.562271,0.6629405241397954
573.693874,0.6740439247102942
573.825477,0.664619887164309
573.957079,0.6724214347374582
574.088682,0.6747655377038378
574.220284,0.6653713321232464
574.351887,0.6650653316959638
574.48349,0.6809543560287276
574.615092,0.6798589015929694
574.746695,0.6735251106573114
574.878298,0.6767048964456506
575.0099,0.6765492722169404
575.141503,0.6792269267283495
575.273105,0.6817651740534432
575.404708,0.6835742477286195
575.536311,0.675508188178189
575.667913,0.6790639318261054
575.799516,0.6782698916299638
575.931119,0.6735924665361149
576.062721,0.6869525895399677
576.194324,0.6707357733263244
576.325927,0.6850934682694335
576.457529,0.6768131778913665
576.589132,0.6759609303159483
576.720734,0.6801172970676055
576.852337,0.6795530339126421
576.98394,0.6782020680320371
577.115542,0.6748262693351136
577.247145,0.6797297406723427
577.378748,0.6797977170451719
577.51035,0.6750624998673125
577.641953,0.6744821956839916
577.773555,0.675143512227941
577.905158,0.6796889581113914
578.036761,0.6780867834799362
578.168363,0.672744274501477
578.299966,0.6760826142346292
578.431569,0.6812949183402247
578.563171,0.675717628178047
578.694774,0.6795938083178968
578.826377,0.6764545619487035
578.957979,0.6772871129738169
579.089582,0.6857720466438928
579.221184,0.6809884045977361
579.352787,0.6787176975181273
579.48439,0.6736463560889911
579.615992,0.6829115021918729
579.747595,0.673161505279844
579.879198,0.6814448197108057
580.0108,0.6728788368121599
580.142403,0.6754744136131513
580.274005,0.6801445023035892
580.405608,0.6781139074937521
580.537211,0.6792744742773653
580.668813,0.6735924665361149
580.800416,0.6782834571634512
580.932019,0.6794579031472033
581.063621,0.6739360863096426
581.195224,0.6737137240929442
581.326827,0.6750692505260644
581.458429,0.676535741366805
581.590032,0.6736733024821591
581.721634,0.6767116635284504
581.853237,0.6763869198746687
581.98484,0.6767387325363681
582.116442,0.6756635729300315
582.248045,0.6746238518184587
582.379648,0.6731278480460179
582.51125,0.6697706088979033
582.642853,0.6709571526571027
582.774455,0.670836391238478
582.906058,0.6747452950413482
583.037661,0.67196434359044
583.169263,0.6710578037786467
583.300866,0.6707156515549527
583.432469,0.6669167856466722
583.564071,0.671306141105617
583.695674,0.6694425016923736
583.827277,0.6719845028231347
583.958879,0.6696031871742664
584.090482,0.6610340021397407
584.222084,0.6677976970773617
584.353687,0.6664701010563364
584.48529,0.6674972557180526
584.616892,0.6611001088452348
584.748495,0.6639356811071387
584.880098,0.663670159942469
585.0117,0.6648990861445996
585.143303,0.6649788788224019
585.274905,0.6657440444189381
585.406508,0.6666367394105268
585.538111,0.6668300920997408
585.669713,0.6629206362223915
585.801316,0.6609811215348219
585.932919,0.6598518096538407
586.064521,0.65825031635879
586.196124,0.6647461769400189
586.327727,0.6588627739016183
586.459329,0.6567446477828376
586.590932,0.6595021808545402
586.722534,0.650834430597869
586.854137,0.6544173377027606
586.98574,0.6529269658423482
587.117342,0.6562063379088673
587.248945,0.6554586889245426
587.380548,0.6536978744086451
587.51215,0.6557930581127897
587.643753,0.6529465539451436
587.775356,0.6548035578557467
587.906958,0.6534037765421441
588.038561,0.6536128992084798
588.170163,0.6559307891162426
588.301766,0.6475365753349442
588.433369,0.6566527099679452
588.564971,0.6534495164073787
588.696574,0.6508669731329555
588.828177,0.6498914045326254
588.959779,0.647303504123159
589.091382,0.6506261968992464
589.222984,0.6469152385120164
589.354587,0.649319751660791
589.48619,0.6474459265599597
589.617792,0.6476337131063953
589.749395,0.648858898259429
589.880998,0.6413114875990475
590.0126,0.6430389378796496
590.144203,0.6428910559310134
590.275806,0.6376919176251825
590.407408,0.6443842946679408
590.539011,0.6478863395134541
590.670613,0.6444745147844552
590.802216,0.6335350203544076
590.933819,0.6392050398114903
591.065421,0.6336237214661902
591.197024,0.6301294528440411
591.328627,0.6275449356139193
591.460229,0.6323830352418014
591.591832,0.6285623823189294
591.723434,0.626140808167996
591.855037,0.6232048512729151
591.98664,0.6311258443215193
592.118242,0.62582781601847
592.249845,0.6223391982978408
592.381448,0.6261909014363535
592.51305,0.6227438502743797
592.644653,0.6272814220826767
592.776256,0.6204191381957019
592.907858,0.6233357380343114
593.039461,0.6252460667049332
593.171063,0.6239531459814724
593.302666,0.6233295047080978
593.434269,0.6237098517000084
593.565871,0.6191176250725763
593.697474,0.6221463030466772
593.829077,0.6191052428438975
593.960679,0.6184926319459115
594.092282,0.6211765114480451
594.223884,0.6221089753883353
594.355487,0.6199911966471597
594.48709,0.6190619069936709
594.618692,0.6233669056003958
594.750295,0.6211765114480451
594.881898,0.6184617080874172
595.0135,0.6177199991520785
595.145103,0.6196007252046912
595.276706,0.6194024846927992
595.408308,0.6188452732393416
595.539911,0.6195325728733656
595.671513,0.6152663595371721
595.803116,0.6186101567104804
595.934719,0.6180598385988932
596.066321,0.6136871551400191
596.197924,0.6139940754412703
596.329527,0.6158572988478128
596.461129,0.6159681631390923
596.592732,0.6138283194189711
596.724334,0.6140370565308717
596.855937,0.6158326650485382
596.98754,0.6128960091087908
597.119142,0.608919015249943
597.250745,0.6156171613311217
597.382348,0.6094977631761687
597.51395,0.6092905691616672
597.645553,0.6124365094358756
597.777156,0.6106385903342544
597.908758,0.6118916834260151
598.040361,0.6107973770091146
598.171963,0.6097416110477621
598.303566,0.6077145484154136
598.435169,0.6100526585797753
598.566771,0.6093575948106181
598.698374,0.6086815831362671
598.829977,0.6096318674349951
598.961579,0.60874245433809
599.093182,0.6099611575437376
599.224784,0.6064700096792144
599.356387,0.6084077380436228
599.48799,0.6100953637605397
599.619592,0.6058759602015166
599.751195,0.6065852499285305
599.882798,0.6091199916842632
600.0144,0.6088398609231033
600.146003,0.6103699684556544
600.277606,0.6087120179762886
600.409208,0.6080975292071976
600.540811,0.6080610444499989
600.672413,0.6093271276925619
600.804016,0.6078361034801979
600.935619,0.6103394507201814
601.067221,0.6089920899161653
601.198824,0.6123324040784776
601.330427,0.6106874433755768
601.462029,0.6071132087247436
601.593632,0.6090408112321852
601.725235,0.6111456307568989
601.856837,0.6090225402819138
601.98844,0.6094794785175447
602.120042,0.6098757689590218
602.251645,0.6093941573631724
602.383248,0.6084503280759196
602.51485,0.6123936403806495
602.646453,0.6098513744161576
602.778056,0.6113106623554665
602.909658,0.6098452759329059
603.041261,0.60975990357048
603.172863,0.6110111935067721
603.304466,0.6073803973137615
603.436069,0.6083590673714322
603.567671,0.6073925450431846
603.699274,0.6114818533065408
603.830877,0.6099367595853983
603.962479,0.6096928336699995
604.094082,0.6122221941649333
604.225685,0.6105103696939227
604.357287,0.6123385274331351
604.48889,0.6071496366100927
604.620492,0.6110234138528453
604.752095,0.6072103546096032
604.883698,0.6106752297488459
605.0153,0.6100526585797753
605.146903,0.6101441733419978
605.278506,0.6105164748281452
605.410108,0.6133558535357273
605.541711,0.6106508032281897
605.673313,0.6107912690658842
605.804916,0.6071071376230119
605.936519,0.6063002218479099
606.068121,0.609101718358614
606.199724,0.6066883781866719
606.331327,0.6072346435095622
606.462929,0.6124977561491038
606.594532,0.6075261861030716
606.726135,0.6097660012000039
606.857737,0.6108584598009041
606.98934,0.6090408112321852
607.120942,0.6091382655581206
607.252545,0.6104859497675367
607.384148,0.6076051696410838
607.51575,0.6087972436244614
607.647353,0.6092418278658122
607.778956,0.607817868670617
607.910558,0.6080975292071976
608.042161,0.607459361897999
608.173763,0.6098696702318259
608.305366,0.6116714420658051
608.436969,0.6070889246820786
608.568571,0.6086024596735959
608.700174,0.607915127310088
608.831777,0.6061122979088526
608.963379,0.6082009145746701
609.094982,0.6101807830906798
609.226585,0.6077145484154136
609.358187,0.6048287009308323
609.48979,0.6095282388262124
609.621392,0.60732573553782
609.752995,0.606415429834473
609.884598,0.6039583743869958
610.0162,0.6069978681727853
610.147803,0.606560987003795
610.279406,0.6058517256478028
610.411008,0.6056397146479153
610.542611,0.6062820331140868
610.674213,0.6040670966790982
610.805816,0.607076783025002
610.937419,0.6083529838111763
611.069021,0.6037228765460488
611.200624,0.6066277123821939
611.332227,0.6059426102228227
611.463829,0.6040006529529355
611.595432,0.6029023715038421
611.727035,0.6027335824713883
611.858637,0.6050404280262384
611.99024,0.5993377400189965
612.121842,0.6048166044777786
612.253445,0.6035719646916802
612.385048,0.6017880331973121
612.51665,0.6010663206715963
612.648253,0.5997634209132453
612.779856,0.6027335824713883
612.911458,0.6016616709788379
613.043061,0.6006697477834017
613.174663,0.6006337086797187
613.306266,0.5978592025466287
613.437869,0.597518519904954
613.569471,0.5967601530495587
613.701074,0.5964558829669695
613.832677,0.5973034519523425
613.964279,0.5962113861802194
614.095882,0.5937066124925836
614.227485,0.5959669896166047
614.359087,0.5956392978957993
614.49069,0.594253073909785
614.622292,0.594128293866627
614.753895,0.5926033445506056
614.885498,0.5936472447997685
615.0171,0.5921353727815978
615.148703,0.5918689718085606
615.280306,0.5908400152494259
615.411908,0.5911118641769002
615.543511,0.5909286478989958
615.675114,0.5883754584977698
615.806716,0.5883989939868165
615.938319,0.5870354905962768
616.069921,0.5851307221771127
616.201524,0.5854819059550168
616.333127,0.5851950900967229
616.464729,0.5847329685375965
616.596332,0.5824045323124779
616.727935,0.581880604036486
616.859537,0.5790479440007811
616.99114,0.5820959396946196
617.122742,0.5822414818715574
617.254345,0.5796098930076687
617.385948,0.5771921801949447
617.51755,0.5771921801949447
617.649153,0.5748822740095574
617.780756,0.5770594412590626
617.912358,0.5749800123036586
618.043961,0.5730799747598184
618.175564,0.5707922333938321
618.307166,0.5718491763964391
618.438769,0.5692531730301388
618.570371,0.5681896642871623
618.701974,0.5690596598504133
618.833577,0.5687353882704784
618.965179,0.5678034266511264
619.096782,0.5643955181193584
619.228385,0.5682464860946341
619.359987,0.5633185515102689
619.49159,0.5641359558849144
619.623192,0.5635270179382386
619.754795,0.5600439590669141
619.886398,0.5589752960032045
620.018,0.5612437364432349
620.149603,0.5594786002225332
620.281206,0.5593890908074416
620.412808,0.5565768625578833
620.544411,0.557674399696251
620.676014,0.5569053397980497
620.807616,0.5551593995917302
620.939219,0.5538563067364887
621.070821,0.5536403448921584
621.202424,0.5534410702395869
621.334027,0.5535351632192043
621.465629,0.5501633746755914
621.597232,0.5482356863026836
621.728835,0.5461454209297014
621.860437,0.546680905786936
621.99204,0.5450542216508539
622.123642,0.5444658808526888
622.255245,0.5445094398654943
622.386848,0.5399547171876091
622.51845,0.5411655714045338
622.650053,0.5395660897139132
622.781656,0.5405003469486148
622.913258,0.5421405466475373
623.044861,0.5386603796926347
623.176464,0.5367676283528032
623.308066,0.5375948873263822
623.439669,0.5358398231386654
623.571271,0.5364027504380743
623.702874,0.5339730016542408
623.834477,0.5317456529092961
623.966079,0.5327089840927856
624.097682,0.5316021009633953
624.229285,0.5314745317680799
624.360887,0.5308477616876672
624.49249,0.5303702136310083
624.624092,0.5306248524419768
624.755695,0.5289084100582699
624.887298,0.5293634669373314
625.0189,0.5279625108366319
625.150503,0.5268391474952241
625.282106,0.5254711448857701
625.413708,0.525271503784925
625.545311,0.5252032229277849
625.676914,0.5215500687716694
625.808516,0.522406112648566
625.940119,0.520981888910987
626.071721,0.5216543892171205
626.203324,0.5190993439353364
626.334927,0.5202166081534524
626.466529,0.51750815267777
626.598132,0.5172391183933538
626.729735,0.5175857847229295
626.861337,0.5182124425739867
626.99294,0.515545353378165
627.124542,0.5171770534231193
627.256145,0.5160611565901656
627.387748,0.5140113150774055
627.51935,0.5145718928702351
627.650953,0.5130510120813524
627.782556,0.5146233526324674
627.914158,0.5130048395680593
628.045761,0.5127689116094486
628.177364,0.5122820124571359
628.308966,0.5124254715039532
628.440569,0.5123793552867787
628.572171,0.5105074744778895
628.703774,0.5116676427377433
628.835377,0.5099615236159974
628.966979,0.5117904577092075
629.098582,0.5101808542238535
629.230185,0.5084898623875108
629.361787,0.5084593539110309
629.49339,0.5103186216522599
629.624992,0.5108700634886358
629.756595,0.5098085581048866
629.888198,0.5085712272745101
630.0198,0.5096097715331268
630.151403,0.5079562282389596
630.283006,0.5097524822477237
630.414608,0.5079054351558321
630.546211,0.5052055009030789
630.677814,0.5062877983202071
630.809416,0.5072050090604805
630.941019,0.5080324273879887
631.072621,0.5079714671543892
631.204224,0.50727602273259
631.335827,0.506627124806761
631.467429,0.5081492882847759
631.599032,0.5086119146001634
631.730635,0.5102726950430396
631.862237,0.5109109347285427
631.99384,0.5131177130483918
632.125443,0.512543342917092
632.257045,0.5127689116094486
632.388648,0.5142323874700468
632.52025,0.5150403664158817
632.651853,0.5169547150963134
632.783456,0.5161798643070454
632.915058,0.5195667436431973
633.046661,0.5176116646591586
633.178264,0.5187412889312033
633.309866,0.5191252995514182
633.441469,0.5201229775909882
633.573071,0.5214301260497937
633.704674,0.5237137618105727
633.836277,0.5239075717550713
633.967879,0.5253345401474854
634.099482,0.5256182974067297
634.231085,0.5262073196907319
634.362687,0.529241727340526
634.49429,0.5305505701625158
634.625893,0.5293687605984689
634.757495,0.5303702136310083
634.889098,0.533018044922536
635.0207,0.536338385969967
635.152303,0.5344591382443472
635.283906,0.5359362829879564
635.415508,0.5357433806505848
635.547111,0.5384772662945809
635.678714,0.5400519177844941
635.810316,0.5411439252146043
635.941919,0.5428946459850007
636.073521,0.5448253469448133
636.205124,0.5470582457792553
636.336727,0.5483727623580522
636.468329,0.5499708511880306
636.599932,0.5524954947069707
636.731535,0.5518439345193299
636.863137,0.5530925121726555
636.99474,0.5545656967218466
637.126343,0.5565100773415694
637.257945,0.5577524795776726
637.389548,0.5605426200617105
637.52115,0.561052946009056
637.652753,0.5620187874617287
637.784356,0.5653275394303846
637.915958,0.5659044677040035
638.047561,0.5688775898920081
638.179164,0.5693157943232801
638.310766,0.5723697959929492
638.442369,0.5732117983131406
638.573971,0.5748017961247794
638.705574,0.5753538708025052
638.837177,0.5789205674650336
638.968779,0.5800621650873956
639.100382,0.5838156580541451
639.231985,0.5817235174810355
639.363587,0.5861380130410696
639.49519,0.588657946509548
639.626793,0.591165066638751
639.758395,0.5917446923742781
639.889998,0.593825365690006
640.0216,0.5962292727901026
640.153203,0.5974707203353699
640.284806,0.6000753789941918
640.416408,0.6033426509174739
640.548011,0.6058153756347753
640.679614,0.6064457513639967
640.811216,0.6084016539966627
640.942819,0.6091504484452601
641.074421,0.612148731909457
641.206024,0.6137608020173602
641.337627,0.6153278892495602
641.469229,0.6187153293765445
641.600832,0.6206239102968448
641.732435,0.6234978263967744
641.864037,0.6242776859904722
641.99564,0.6257151771493891
642.127243,0.6295437048679229
642.258845,0.6334336628599667
642.390448,0.6358707242886317
642.52205,0.6367360967935848
642.653653,0.6380746475832632
642.785256,0.6397166084435086
642.916858,0.641285835652586
643.048461,0.645093507387559
643.180064,0.6478928184092436
643.311666,0.6508930083325813
643.443269,0.6508149058578236
643.574871,0.6542406688729461
643.706474,0.6554324711013456
643.838077,0.6579673295692758
643.969679,0.6595153710300586
644.101282,0.6608753730154835
644.232885,0.6622911606662112
644.364487,0.6663035043565275
644.49609,0.6708833514294523
644.627693,0.6719173077326629
644.759295,0.6729797762079471
644.890898,0.6756027659448232
645.0225,0.6768876314358044
645.154103,0.6805867399417486
645.285706,0.679668567748505
645.417308,0.6846893823402256
645.548911,0.6868838977156622
645.680514,0.6896369357118007
645.812116,0.6889683122189799
645.943719,0.6944604957326599
646.075322,0.6955238335371207
646.206924,0.6966445288267441
646.338527,0.6994087106286339
646.470129,0.6991919275314552
646.601732,0.7020223765759651
646.733335,0.7055130572956086
646.864937,0.7075761660958528
646.99654,0.7081070472759822
647.128143,0.711450098173303
647.259745,0.714315883937994
647.391348,0.7161755217177506
647.52295,0.7169422396469295
647.654553,0.7212135497826093
647.786156,0.7234166090670254
647.917758,0.7236047218389835
648.049361,0.7245170384272518
648.180964,0.727930283350216
648.312566,0.7311329219423707
648.444169,0.7289865478677828
648.575772,0.7367622724153851
648.707374,0.7354887755764928
648.838977,0.7387542184679705
648.970579,0.7392123881013303
649.102182,0.7429102764763055
649.233785,0.7432000679898033
649.365387,0.7442040656275128
649.49699,0.7460370612892407
649.628593,0.7496791229997863
649.760195,0.7492968841262542
649.891798,0.7552926416485074
650.0234,0.7548320536307292
650.155003,0.7575619217917079
650.286606,0.7592911335256752
650.418208,0.7599444047668777
650.549811,0.7628682013779153
650.681414,0.7649383780260426
650.813016,0.763852936375208
650.944619,0.7662168923796939
651.076222,0.7682116483589417
651.207824,0.770319434623927
651.339427,0.772510251305426
651.471029,0.7735306381443027
651.602632,0.775598724614988
651.734235,0.7768484443160276
651.865837,0.7778278902772408
