nu,[0]Benzylalcohol-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
612.635412,0.9662535549180777
612.754614,0.9718371788738147
612.873816,0.9674640619881381
612.993018,0.9741003031450589
613.11222,0.971404807538973
613.231422,0.9756220611413762
613.350624,0.9765532486935433
613.469826,0.9687419577756318
613.589028,0.9757664638919651
613.70823,0.9708036940269319
613.827432,0.9729311109214489
613.946634,0.9726956900796767
614.065836,0.9782059972421484
614.185038,0.9741587509166632
614.30424,0.9783556742097225
614.423442,0.9759801801486333
614.542644,0.9792179853509846
614.661846,0.9752757767787821
614.781048,0.9785807218942824
614.90025,0.9777150610668227
615.019452,0.9795137538413548
615.138654,0.9760348365690871
615.257856,0.9774384068529585
615.377058,0.9805045430060189
615.49626,0.9777424374718005
615.615462,0.97908873710749
615.734664,0.9759538290395109
615.853866,0.9849917632773361
615.973068,0.9755449900428944
616.09227,0.9812451034623826
616.211472,0.9838695124716988
616.330674,0.9869360835041758
616.449876,0.9778587957450395
616.569078,0.978850847449137
616.68828,0.981322624887612
616.807482,0.9807801034970394
616.926684,0.9822612178929767
617.045886,0.9811283422425009
617.165088,0.9859959814463777
617.28429,0.9836776766213702
617.403492,0.9869953014457066
617.522694,0.97890860135286
617.641896,0.9860728921324082
617.761098,0.983371800430154
617.8803,0.9813569717805503
617.999502,0.9831466340703877
618.118704,0.9853050404664913
618.237906,0.9832567526599295
618.357108,0.9800418540649001
618.47631,0.9868482501013883
618.595512,0.9840722104684448
618.714714,0.9839659364086167
618.833916,0.9852902610017306
618.953118,0.9888130446112331
619.07232,0.9818860657663597
619.191522,0.9853740142333777
619.310724,0.983710138520317
619.429926,0.9883296332361322
619.549128,0.9823663254664461
619.66833,0.9865917029089423
619.787532,0.9851129247154948
619.906734,0.9863401540985369
620.025936,0.9848578135063212
620.145138,0.9833767173014484
620.26434,0.9866430070113886
620.383542,0.9853582483752771
620.502744,0.9845200652034338
620.621946,0.9799262159489035
620.741148,0.9876034778504985
620.86035,0.9820215753933846
620.979552,0.9813873943182223
621.098754,0.9783214323603611
621.217956,0.9846195067517329
621.337158,0.9827426438294662
621.45636,0.98533854140738
621.575562,0.9869666789969922
621.694764,0.9843792888998553
621.813966,0.9885124911321147
621.933168,0.9795881997155541
622.05237,0.9900191426800359
622.171572,0.9833786840568497
622.290774,0.9912950097521392
622.409976,0.9848046326202887
622.529178,0.9928873157265176
622.64838,0.9859506266743989
622.767582,0.9860669757128048
622.886784,0.986931148836095
623.005986,0.9890464320283933
623.125188,0.984778043254166
623.24439,0.9855967339269718
623.363592,0.9905822276344456
623.482794,0.9872539280932967
623.601996,0.9906058037720181
623.721198,0.9862188417204469
623.8404,0.9882614408441035
623.959602,0.9836304612260709
624.078804,0.9901581511258327
624.198006,0.9842149112845219
624.317208,0.9888852305982462
624.43641,0.9864368201701986
624.555612,0.9878257136336028
624.674814,0.9904368208365489
624.794016,0.9901226050862625
624.913218,0.9897607814014099
625.03242,0.9856065899435911
625.151622,0.9911607974941937
625.270824,0.9873970902918788
625.390026,0.9865443476437381
625.509228,0.9862740715220033
625.62843,0.9894817082122238
625.747632,0.9851690777525499
625.866834,0.9887636051949982
625.986036,0.9840682741874756
626.105238,0.9904553421782726
626.22444,0.9877595315279147
626.343642,0.9868127242038547
626.462844,0.9869972754382834
626.582046,0.9839442893961338
626.701248,0.9890167610804989
626.82045,0.9853060257720244
626.939652,0.9904659401071326
627.058854,0.9852065148888056
627.178056,0.9903927473786633
627.297258,0.9813697295041084
627.41646,0.9950194443044146
627.535662,0.9850695807003826
627.654864,0.988477893800382
627.774066,0.98718186118702
627.893268,0.9905837135089014
628.01247,0.9889267646501403
628.131672,0.987562986937976
628.250874,0.992957018862633
628.370076,0.9908553688053846
628.489278,0.9886232107313033
628.60848,0.9863805948738852
628.727682,0.9926953098872192
628.846884,0.9888298545758757
628.966086,0.9885233648293223
629.085288,0.9878444825004655
629.20449,0.9921705113763062
629.323692,0.9865926895011384
629.442894,0.9920516564685945
629.562096,0.9921411435638152
629.681298,0.9914521424636235
629.8005,0.9873062539381083
629.919702,0.9884887671170168
630.038904,0.9913130514854961
630.158106,0.9887942573418651
630.277308,0.9896400379515791
630.39651,0.9890998419777784
630.515712,0.9929112445991684
630.634914,0.9854213133212298
630.754116,0.9912961001772498
630.873318,0.9912016341602801
630.99252,0.9934862073255709
631.111722,0.9901446850665467
631.230924,0.9925129685073615
631.350126,0.9939292022130204
631.469328,0.9932344898145902
631.58853,0.9909748731688308
631.707732,0.9919486868508687
631.826934,0.9935542634616688
631.946136,0.9891601789083968
632.065338,0.9930568160577538
632.18454,0.9859792196571687
632.303742,0.9932023095384435
632.422944,0.9873852415978877
632.542146,0.9906446362806383
632.661348,0.9925602132490783
632.78055,0.9931656610493903
632.899752,0.9944448870215014
633.018954,0.9907780851007215
633.138156,0.9923076388162663
633.257358,0.9911407762482997
633.37656,0.9936785648749191
633.495762,0.9902896528598241
633.614964,0.9964688492285346
633.734166,0.9885431354943249
633.853368,0.9961164605201793
633.97257,0.9927282679186078
634.091772,0.9960583886233433
634.210974,0.9950021311167088
634.330176,0.9954563537350674
634.449378,0.9945588569359054
634.56858,0.9953779148649251
634.687782,0.9945630340918765
634.806984,0.9922767785285791
634.926186,0.9973508152996129
635.045388,0.9931182881772103
635.16459,0.9935182974483202
635.283792,0.9930028945366244
635.402994,0.998391694711331
635.522196,0.9912029227232421
635.641398,0.9963021539345089
635.7606,0.9928516717116969
635.879802,0.9970725932359269
635.999004,0.9951602495175175
636.118206,0.9932978601965341
636.237408,0.9991455852203558
636.35661,0.995413649573503
636.475812,0.9943014984073604
636.595014,0.9937438517012802
636.714216,1.000910694430579
636.833418,0.9918197419031812
636.95262,0.9967758089034604
637.071822,0.9914974528618687
637.191024,1.0007005252532846
637.310226,0.9936477613168656
637.429428,0.9941238326045072
637.54863,0.9958007416462799
637.667832,0.9987467859294472
637.787034,0.997955492857789
637.906236,0.9929863115267542
638.025438,0.9963291540887309
638.14464,0.9930936591490647
638.263842,0.9969281278839346
638.383044,0.9943595673104628
638.502246,0.9998864164510998
638.621448,0.9968977220397256
638.74065,0.9955291242542555
638.859852,0.9953083403803327
638.979054,1.0005728240010419
639.098256,0.9981983249685297
639.217458,0.999376734310802
639.33666,0.9978922244851703
639.455862,0.9960708394310185
639.575064,0.9957211803455386
639.694266,0.9954169344439666
639.813468,0.9995226639611137
639.93267,0.9964708421682261
640.051872,1.0003690980999471
640.171074,0.995389660393619
640.290276,1.0010478486101482
640.409478,0.9964223152198532
640.52868,0.9975458164447448
640.647882,0.9978435285328064
640.767084,0.99987252812523
640.886286,0.9985754156849692
641.005488,0.9954620278524549
641.12469,1.0014570604826252
641.243892,0.9971802828911331
641.363094,0.9997773447913509
641.482296,0.997365177254759
641.601498,1.002451399779
641.7207,0.9953691555778152
641.839902,0.9985624342889445
641.959104,0.9969406892574824
642.078306,1.0023541667091016
642.197508,0.9961616852340802
642.31671,0.9990718809691488
642.435912,0.9993514803798108
642.555114,1.0013678346336068
642.674316,0.9994171599173073
642.793518,0.9999576208980195
642.91272,1.003022358142454
643.031922,0.9982299683569762
643.151124,0.9999321393026412
643.270326,0.9953901580885737
643.389528,1.0018408923656938
643.50873,0.9979219621165485
643.627932,0.9979405236376655
643.747134,0.9976268204537584
643.866336,1.0041725810764677
643.985538,0.9964509129506756
644.10474,0.9991188584334235
644.223942,1.0000172171482133
644.343144,0.9998708883356284
644.462346,0.9997545301326591
644.581548,0.9973497182143195
644.70075,1.0047681315332746
644.819952,1.0032759542477896
644.939154,1.0052572712053756
645.058356,0.9973668727770015
645.177558,1.003820579878958
645.29676,0.9989652357381458
645.415962,1.0013420998109506
645.535164,1.0004056322465191
645.654366,1.001322774094918
645.773568,1.0008538743433095
645.89277,0.9997900120505564
646.011972,1.0033325406073297
646.131174,0.9999942676164302
646.250376,1.00135812141272
646.369578,0.9987437896935837
646.48878,1.002411803730736
646.607982,0.9998990650942704
646.727184,1.0041005844835131
646.846386,0.9984880441586568
646.965588,1.0053014029682668
647.08479,0.9980600840739244
647.203992,1.0003997498786958
647.323194,1.0018121399446822
647.442396,1.002672765485946
647.561598,0.9990852985946094
647.6808,1.000520775556529
647.800002,1.002651208253229
647.919204,1.0004249902827915
648.038406,1.0033124741571826
648.157608,1.0032043229019258
648.27681,1.0074142504493402
648.396012,0.9981827531961203
648.515214,1.0032529794914993
648.634416,0.9976482696609763
648.753618,1.0020942899681495
648.87282,1.0031287844604693
648.992022,1.0006293079312008
649.111224,1.002757795741691
649.230426,1.002630754377211
649.349628,0.9990129474571514
649.46883,1.0009908906080327
649.588032,1.0011610735245742
649.707234,1.0025506473802535
649.826436,1.0031853625193992
649.945638,1.0004892596484773
650.06484,1.0056107818054532
650.184042,0.9991461047761951
650.303244,1.0023713071119023
650.422446,0.9966442431802139
650.541648,1.0038144565920966
650.66085,1.0006148089175744
650.780052,1.0001031753222074
650.899254,1.0021685479062588
651.018456,1.0037986968288426
651.137658,1.0016874220971064
651.25686,0.9991405495392962
651.376062,1.0022786922819962
651.495264,0.9980172682147244
651.614466,1.0020230435969713
651.733668,0.9962760511600236
651.85287,1.0041296034097262
651.972072,0.9981242614006094
652.091274,0.9979858311659118
652.210476,1.0009011257700784
652.329678,1.002959972092004
652.44888,1.0005968380369852
652.568082,1.0027951993050443
652.687284,1.0030218566314004
652.806486,1.004559061039642
652.925688,0.9960440454858179
653.04489,1.0003257230362317
653.164092,1.004918958549102
653.283294,1.0002649350891033
653.402496,1.00303569842853
653.521698,1.0019862700260704
653.6409,1.0058758957480196
653.760102,0.9999795452092021
653.879304,1.0018047265622763
653.998506,1.002867704018968
654.117708,0.9992077639847963
654.23691,0.9958198612040666
654.356112,0.9984285360445843
654.475314,1.0021163362850374
654.594516,0.99948830096263
654.713718,1.001213035132682
654.83292,0.998098510126858
654.952122,1.0010644661423602
655.071324,1.0003193309752842
655.190526,1.0030913684546219
655.309728,0.9978567001543155
655.42893,1.0040018862471562
655.548132,0.9996289588527985
655.667334,1.0008384012620195
655.786536,0.9997600787856988
655.905738,0.9995470426161841
656.02494,1.0019280563149067
656.144142,0.998722416805175
656.263344,1.0041704723162617
656.382546,1.0005712130800921
656.501748,0.9987223169329383
656.62095,0.9975446193904833
656.740152,1.0032813719525704
656.859354,0.9990669455662473
656.978556,0.9980390252283221
657.097758,0.9988767313390622
657.21696,1.0020261498732213
657.336162,0.997562874624053
657.455364,0.9976772018803116
657.574566,1.001299243286215
657.693768,0.9995636452304463
657.81297,0.9982116010945378
657.932172,0.9973346583472767
658.051374,1.0039664456061028
658.170576,0.9999038456231285
658.289778,1.0009034078272467
658.40898,0.9961050052467514
658.528182,1.0018234604858245
658.647384,0.9947942968805603
658.766586,1.0011735881162092
658.885788,0.9980968133608331
659.00499,1.0005451085176784
659.124192,0.9973159086319476
659.243394,0.9992362717889646
659.362596,1.0023836363548044
659.481798,0.9968088027287799
659.601,1.0015426887218515
659.720202,0.9958911644587549
659.839404,1.0005306407400114
659.958606,0.9950705896182751
660.077808,0.9985044194968583
660.19701,0.993909423218698
660.316212,0.9970904409950828
660.435414,0.9942828057149021
660.554616,0.9958077122758685
660.673818,0.9954530687345203
660.79302,0.9980411211124758
660.912222,0.9963046446930072
661.031424,0.9942563581440245
661.150626,0.9993535390459808
661.269828,0.9973144126592067
661.38903,0.9976445783692075
661.508232,0.9923561638462317
661.627434,1.0007647222510763
661.746636,0.9918207337234191
661.865838,0.99633294014671
661.98504,0.992490637216798
662.104242,0.9981681798343094
662.223444,0.995274201889736
662.342646,0.9928549481276197
662.461848,0.9935806923565796
662.58105,0.9947265536956243
662.700252,0.9921537438363501
662.819454,0.9918939327945804
662.938656,0.9969395926233273
663.057858,0.9929869073187199
663.17706,0.9918236100077175
663.296262,0.9894609293145306
663.415464,0.995464616057092
663.534666,0.9906013460559311
663.653868,0.9919141676372041
663.77307,0.9907371668107753
663.892272,0.9936144746744159
664.011474,0.9895588907955459
664.130676,0.9911489036359871
664.249878,0.9894193728281916
664.36908,0.9902585582529122
664.488282,0.9911597072179161
664.607484,0.9878178110595042
664.726686,0.9913164219556009
664.845888,0.9883088785317594
664.96509,0.9895776925930876
665.084292,0.9848115262768448
665.203494,0.9928969467801907
665.322696,0.9853503655408214
665.441898,0.9889742342741054
665.5611,0.98717297659025
665.680302,0.9887141682506724
665.799504,0.9872470173399878
665.918706,0.9862987286820045
666.037908,0.9853700727452037
666.15711,0.9856016619229614
666.276312,0.9881685486346664
666.395514,0.9825716614853351
666.514716,0.9879393201229186
666.633918,0.985655871505117
666.75312,0.9885619179923325
666.872322,0.9808144314013966
666.991524,0.9871512590236592
667.110726,0.9813579531380127
667.229928,0.9814786675900353
667.34913,0.9811381535749799
667.468332,0.9825038663796507
667.587534,0.9810763438183324
667.706736,0.9792150477014351
667.825938,0.9821453179074989
667.94514,0.9806565329891042
668.064342,0.9807369501218667
668.183544,0.9779781017956415
668.302746,0.9815385396148365
668.421948,0.9770523949246264
668.54115,0.9805388612655901
668.660352,0.9751636265132163
668.779554,0.9790838416760431
668.898756,0.9749364398565121
669.017958,0.9765591080306135
669.13716,0.9764048238803135
669.256362,0.9736182428147769
669.375564,0.9738188288324472
669.494766,0.9720510065733515
669.613968,0.9710425411126495
669.73317,0.9734186715317553
669.852372,0.9724661609823168
669.971574,0.9692216037473149
670.090776,0.9747531690338161
670.209978,0.9703329683955216
670.32918,0.9724865829861277
670.448382,0.9675404946680862
670.567584,0.9711182853848446
670.686786,0.9673595815114907
670.805988,0.9691847740261417
670.92519,0.966324094002232
671.044392,0.9682693270315182
671.163594,0.9635855540497184
671.282796,0.9600758377347882
671.401998,0.964127241330963
671.5212,0.9632156082311064
671.640402,0.9626349643010819
671.759604,0.9573818115102903
671.878806,0.965568723948907
671.998008,0.9547774522035123
672.11721,0.958430718765811
672.236412,0.9572104555028502
672.355614,0.9574900017676254
672.474816,0.9535046282446086
672.594018,0.9534931862577217
672.71322,0.9549206795631263
672.832422,0.9518812398777763
672.951624,0.9507463226713215
673.070826,0.9494000691779569
673.190028,0.9513178929509117
673.30923,0.9467729231780796
673.428432,0.9470778331472135
673.547634,0.9440180426902077
673.666836,0.9449285148604389
673.786038,0.9407564436972745
673.90524,0.9426747176718268
674.024442,0.9395690183258523
674.143644,0.9408044234993777
674.262846,0.9341670522010025
674.382048,0.9359595680175405
674.50125,0.9357808168113328
674.620452,0.9348483082697234
674.739654,0.9320461018645695
674.858856,0.9306490807395579
674.978058,0.9315522483133326
675.09726,0.9253206064079829
675.216462,0.9272111143727686
675.335664,0.9216829376314172
675.454866,0.9240916721297774
675.574068,0.9192188920039636
675.69327,0.9158744381127
675.812472,0.9168549482408502
675.931674,0.9171593946189686
676.050876,0.9132085515429963
676.170078,0.9117239692648093
676.28928,0.9091747127754669
676.408482,0.9089410848967518
676.527684,0.9023886282419327
676.646886,0.9011532022812552
676.766088,0.9064095800354507
676.88529,0.8970263873683525
677.004492,0.8975468135820388
677.123694,0.8952430798369895
677.242896,0.8907602209661228
677.362098,0.8885983014252438
677.4813,0.8855556304151968
677.600502,0.8837774512667749
677.719704,0.885750474085906
677.838906,0.8780954309205613
677.958108,0.877393235491447
678.07731,0.8759905287792744
678.196512,0.8714994893203761
678.315714,0.8678642244516579
678.434916,0.8620862114813594
678.554118,0.8686543403441154
678.67332,0.8570834419112966
678.792522,0.8583871993476365
678.911724,0.8530134190669113
679.030926,0.854199932154972
679.150128,0.8489202764208733
679.26933,0.8430744578744253
679.388532,0.8465804868528537
679.507734,0.8393395050125946
679.626936,0.8361811523143117
679.746138,0.8291534818751713
679.86534,0.8258352339464277
679.984542,0.8249603123887919
680.103744,0.8223246586841659
680.222946,0.8135970989091716
680.342148,0.814989540146261
680.46135,0.8077521601505628
680.580552,0.8073887534511349
680.699754,0.8032895859275492
680.818956,0.8036993681019446
680.938158,0.7969207822901396
681.05736,0.798731847246978
681.176562,0.7974469236139891
681.295764,0.7945177119901896
681.414966,0.7923437131978079
681.534168,0.7909899632343335
681.65337,0.7890938635523173
681.772572,0.7877850543510038
681.891774,0.786014530564913
682.010976,0.7794864294006455
682.130178,0.781015721018479
682.24938,0.7748855019210874
682.368582,0.7758391974909887
682.487784,0.7713369276753046
682.606986,0.7694648544312455
682.726188,0.7651066829820746
682.84539,0.7643801767783277
682.964592,0.7622429058589856
683.083794,0.7586839435272376
683.202996,0.7541982609358783
683.322198,0.7530075685782659
683.4414,0.7519992141846981
683.560602,0.7473811373050752
683.679804,0.7457685362845776
683.799006,0.7425983196756993
683.918208,0.7413518018667846
684.03741,0.7359375605951091
684.156612,0.734930016462413
684.275814,0.7330290105850644
684.395016,0.7310890552830671
684.514218,0.7257279927468463
684.63342,0.7237422197980253
684.752622,0.7207088769538591
684.871824,0.7182769931486199
684.991026,0.7159893402867389
685.110228,0.7106750400497086
685.22943,0.7115354773077294
685.348632,0.7059082552527943
685.467834,0.7058800194873033
685.587036,0.7018679486408141
685.706238,0.7009350847611138
685.82544,0.6949954362400389
685.944642,0.6952804427912479
686.063844,0.6913493578381293
686.183046,0.6891957092804637
686.302248,0.6868838977156622
686.42145,0.6841008025969787
686.540652,0.6827681058335572
686.659854,0.6806207701294933
686.779056,0.6799132924807033
686.898258,0.6721525199501063
687.01746,0.6752245343106361
687.136662,0.6703736737844035
687.255864,0.6701189801832145
687.375066,0.6659637762073473
687.494268,0.6677242433707111
687.61347,0.6588825400813265
687.732672,0.6619270006810205
687.851874,0.6584148995099165
687.971076,0.6584675748088611
688.090278,0.6532600435225168
688.20948,0.6511664408128824
688.328682,0.6516354494731242
688.447884,0.6473488169543782
688.567086,0.6445067393158009
688.686288,0.6417605627983495
688.80549,0.6438883097397496
688.924692,0.6375070137814244
689.043894,0.6380618862179256
689.163096,0.6342703473852419
689.282298,0.6355465129001758
689.4015,0.6313341502187281
689.520702,0.6297388936691329
689.639904,0.6276516273215118
689.759106,0.6286126693209682
689.878308,0.623379373063182
689.99751,0.6221027543296868
690.116712,0.6226255401826422
690.235914,0.6196812785348208
690.355116,0.6170223697878611
690.474318,0.6125100062267271
690.59352,0.6135153467908713
690.712722,0.6101197680631729
690.831924,0.6074775859522153
690.951126,0.604580771992356
691.070328,0.605560986602445
691.18953,0.5985710784798322
691.308732,0.5971660879558585
691.427934,0.5963485305700411
691.547136,0.5941758260313975
691.666338,0.590402955370241
691.78554,0.5873290817332426
691.904742,0.5861204291644379
692.023944,0.581386215667878
692.143146,0.5799113685288749
692.262348,0.5756473761141072
692.38155,0.577030589008312
692.500752,0.5698512027724911
692.619954,0.5688320815051765
692.739156,0.563853958412215
692.858358,0.5623167363685693
692.97756,0.5549151831874588
693.096762,0.5528547335184958
693.215964,0.54825761616873
693.335166,0.5443842170954958
693.454368,0.537320783836177
693.57357,0.5326077790005961
693.692772,0.5321286476409488
693.811974,0.5270288437315962
693.931176,0.5238866158713216
694.050378,0.5187205396946336
694.16958,0.516732472354436
694.288782,0.5066777900524617
694.407984,0.5020176502740685
694.527186,0.4953652052805466
694.646388,0.48943676901143646
694.76559,0.4810471445797927
694.884792,0.47655125313681385
695.003994,0.46946102388464267
695.123196,0.4605655905942633
695.242398,0.45256223019729663
695.3616,0.4427101553198145
695.480802,0.4362586402198859
695.600004,0.42532146829192014
695.719206,0.4162538452051754
695.838408,0.40665504833463323
695.95761,0.3988379838774887
696.076812,0.3875579085246681
696.196014,0.37989134551635306
696.315216,0.36983807657891504
696.434418,0.36291014855443376
696.55362,0.35021781132039137
696.672822,0.3418784549398466
696.792024,0.3287360926865641
696.911226,0.3115174260324752
697.030428,0.29358149856915106
697.14963,0.27731534242415656
697.268832,0.2673758319598812
697.388034,0.2750231508362009
697.507236,0.2914753031816046
697.626438,0.2845916309837423
697.74564,0.3261493088040938
697.864842,0.3717402207399951
697.984044,0.41000332891986546
698.103246,0.4342781723879216
698.222448,0.4516760769399893
698.34165,0.46580881373294175
698.460852,0.47644642339281845
698.580054,0.48485277055309817
698.699256,0.49230836533998523
698.818458,0.49793287509908135
698.93766,0.5026556177134924
699.056862,0.5092429845567796
699.176064,0.5090138767668481
699.295266,0.5135540485207877
699.414468,0.515112477114811
699.53367,0.5206225353988573
699.652872,0.5191460649787061
699.772074,0.5215135615446232
699.891276,0.5213571309419235
700.010478,0.5251454537506258
700.12968,0.5250299344583887
700.248882,0.526359941942599
700.368084,0.5281420486100082
700.487286,0.5286968890012782
700.606488,0.5294799397115929
700.72569,0.5293899357723936
700.844892,0.5317243835085705
700.964094,0.530200522314705
701.083296,0.5320594754130477
701.202498,0.5319637133263198
701.3217,0.5348761789969273
701.440902,0.5328528349374807
701.560104,0.5345179319831503
701.679306,0.533844863511036
701.798508,0.5364671226303811
701.91771,0.5341919754714841
702.036912,0.5356255300708808
702.156114,0.5365797925560617
702.275316,0.5373530240504039
702.394518,0.5351329811904416
702.51372,0.5340584441697245
702.632922,0.5376594025836994
702.752124,0.5344110390863998
702.871326,0.5365958901913016
702.990528,0.534240054912819
703.10973,0.537218702585274
703.228932,0.5343950069957097
703.348134,0.5370468201031107
703.467336,0.535636242688608
703.586538,0.5380358959228032
703.70574,0.5384718815488417
703.824942,0.538698087238962
703.944144,0.5409275109302609
704.063346,0.5410952244529021
704.182548,0.5416690894855567
704.30175,0.5437204733166707
704.420952,0.54592154720437
704.540154,0.5461891143110877
704.659356,0.5508019344832997
704.778558,0.5500918580855626
704.89776,0.5543882640896308
705.016962,0.5546377949487037
705.136164,0.5574123543138824
705.255366,0.5578807774016596
705.374568,0.5603912939842336
705.49377,0.5614121348226618
705.612972,0.5621312024603462
705.732174,0.5656724944300155
705.851376,0.5656668377333548
705.970578,0.5678488527422779
706.08978,0.568002192632472
706.208982,0.5718148664751633
706.328184,0.57059249106909
706.447386,0.5741124476612296
706.566588,0.5743938316940417
706.68579,0.5791174339233732
706.804992,0.578799006910171
706.924194,0.5809561490125715
707.043396,0.5814734301411502
707.162598,0.5851073174163239
707.2818,0.5854350692760326
707.401002,0.5871646526115086
707.520204,0.5884342989855951
707.639406,0.588787465504347
707.758608,0.5909050112258164
707.87781,0.5903970513702074
707.997012,0.5963962403608528
708.116214,0.5920287980065146
708.235416,0.5973034519523425
708.354618,0.5977396426625063
708.47382,0.6029264880810306
708.593022,0.5995235635195569
708.712224,0.6050162268931433
708.831426,0.6044356900176113
708.950628,0.6087850678013476
709.06983,0.6084138221514237
709.189032,0.610846242753879
709.308234,0.6153340425592192
709.427436,0.6142520071148154
709.546638,0.6170285400424101
709.66584,0.6173618254329897
709.785042,0.6223454217209409
709.904244,0.6221151965091948
710.023446,0.6279404134858053
710.142648,0.6287635544670984
710.26185,0.6332753242374042
710.381052,0.6323703877075723
710.500254,0.63744964073201
710.619456,0.6392242162503299
710.738658,0.6417926516287035
710.85786,0.6437852958515221
710.977062,0.6467017917039678
711.096264,0.6496444927151195
711.215466,0.6521113170217624
711.334668,0.6553800386009855
711.45387,0.6554652435442049
711.573072,0.6605450179246308
711.692274,0.659614305755632
711.811476,0.664952280199225
711.930678,0.6659304788509778
712.04988,0.6700519716356794
712.169082,0.6706351705057256
712.288284,0.6736665657828178
712.407486,0.6753528391607299
712.526688,0.6783784234949422
712.64589,0.6802533341302718
712.765092,0.6817856273154622
712.884294,0.6854703733163685
713.003496,0.6867327998795362
713.122698,0.6890441029017352
713.2419,0.6881695723355037
713.361102,0.6946271862536981
713.480304,0.6935860265393209
713.599506,0.6976205141974501
713.718708,0.6987515753426145
713.83791,0.7036811059154334
713.957112,0.7009911618109467
714.076314,0.7066357153333327
714.195516,0.7073497779467378
714.314718,0.710532919254252
714.43392,0.7106110821742517
714.553122,0.710532919254252
714.672324,0.7160179804331495
714.791526,0.7147374546606515
714.910728,0.719470323147117
715.02993,0.7170928133269383
715.149132,0.7227441443651473
715.268334,0.7206151908895811
715.387536,0.7240028139012769
715.506738,0.7222167336680867
715.62594,0.7274791064538295
715.745142,0.7255828616618891
715.864344,0.7269118939924132
715.983546,0.7281122886707707
716.102748,0.7292198608911933
716.22195,0.7319302913146495
716.341152,0.7308112942200039
716.460354,0.7328164629928853
716.579556,0.7324428218833405
716.698758,0.7371749748338295
716.81796,0.732779823085741
716.937162,0.738156069833912
717.056364,0.7355623281316169
717.175566,0.7375584055040775
717.294768,0.7383775498752073
717.41397,0.7412999090569234
717.533172,0.7377428181560745
717.652374,0.7408923062080006
717.771576,0.7402554127281119
717.890778,0.7410108584609212
718.00998,0.7408404455617098
718.129182,0.7405663853011268
718.248384,0.7430737347168774
718.367586,0.7418635111294662
718.486788,0.7435940684267307
718.60599,0.7413518018667846
718.725192,0.7429325641189127
718.844394,0.7395155273197451
718.963596,0.744352921325712
719.082798,0.7405960085489999
