nu,[0]Methylchloride-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
610.030201,1.0000485211771142
610.148203,0.9997974305199683
610.266205,0.9996865391391248
610.384208,0.99999544371038
610.50221,0.999753970270279
610.620212,1.0000545334868964
610.738215,0.9994196784517236
610.856217,0.9997044636794645
610.974219,0.999966810550782
611.092222,1.000169534369327
611.210224,1.0000567766117308
611.328227,0.9998208360517775
611.446229,1.0002998649505084
611.564231,0.9997901120295626
611.682234,0.9998038692361535
611.800236,0.9998255452190054
611.918238,0.9999338191900464
612.036241,0.9999015748440735
612.154243,0.9998477815863985
612.272245,0.9994789457959152
612.390248,0.9998070586155834
612.50825,1.0000166311382959
612.626253,0.9999402267864897
612.744255,1.0000981698183413
612.862257,0.999953269091923
612.98026,0.999734995119998
613.098262,0.9999762032831464
613.216264,0.9999735633494544
613.334267,0.9998686586260336
613.452269,0.999800129976675
613.570271,0.9997301664116329
613.688274,0.9998479915544547
613.806276,1.000245880223588
613.924278,1.0002402788623426
614.042281,0.9998407826764236
614.160283,0.9999637406573858
614.278286,0.9995640250647037
614.396288,1.00004962823144
614.51429,0.999827864816961
614.632293,0.9997647376785211
614.750295,0.9998208560481944
614.868297,0.9999914267367507
614.9863,1.0000452850253359
615.104302,0.9997483516687543
615.222304,0.9997576693668123
615.340307,1.0002047409565693
615.458309,0.9999185573166354
615.576312,0.9997920216305003
615.694314,0.9999471203981755
615.812316,0.9998967153342284
615.930319,0.9999163954950514
616.048321,1.0001358692293878
616.166323,1.0000640550514373
616.284326,0.9998283247378846
616.402328,1.0000841605412996
616.52033,1.000169644387982
616.638333,1.0001301384672758
616.756335,1.0001300484555673
616.874337,1.0001063456542982
616.99234,0.9995097602068158
617.110342,1.0004092537214628
617.228345,1.0002636847587159
617.346347,0.9998837067625829
617.464349,0.999435199559851
617.582352,0.999927570623134
617.700354,1.0000011157006223
617.818356,0.9999789332219077
617.936359,0.9996745429726321
618.054361,0.9997305363118629
618.172363,1.0001172768763953
618.290366,1.0001642334848424
618.408368,0.9998087482909402
618.526371,0.9998357334932203
618.644373,0.9999513531832948
618.762375,0.9997591490092579
618.880378,0.9999931085237463
618.99838,0.9999343991518298
619.116382,0.999944410545151
619.234385,1.0000691303893952
619.352387,1.0000455390368705
619.470389,0.9995977909077722
619.588392,0.9997313260992986
619.706394,0.9997161302986303
619.824396,1.0000731066721624
619.942399,1.0000829684416908
620.060401,1.0002803392877158
620.178404,1.0003110783748457
620.296406,0.9999791542172763
620.414408,0.9998407826764236
620.532411,0.9999861430960078
620.650413,0.9999543400424475
620.768415,0.9999745623235432
620.886418,1.0001427101821294
621.00442,0.99964988130586
621.122422,0.9998061987818827
621.240425,1.0000972267262118
621.358427,0.9998254452364558
621.47643,0.9998010897852605
621.594432,0.9999400427975049
621.712434,1.000010806058385
621.830437,1.0000328145383852
621.948439,0.9999862060951368
622.066441,0.9996768622202622
622.184444,0.9997528605439879
622.302446,0.9996282691090548
622.420448,0.9995003848492355
622.538451,0.9999957472090432
622.656453,0.9997259775510113
622.774455,1.0000051765133982
622.892458,0.9999709954206409
623.01046,0.9999481363449658
623.128463,0.9996711840718108
623.246465,0.9999310923742395
623.364467,0.9994955572740354
623.48247,1.0000599807987762
623.600472,0.9999133667528765
623.718474,0.9997905419394032
623.836477,0.999910095041693
623.954479,0.9996044282591399
624.072481,0.9998871063729652
624.190484,0.9999406887589812
624.308486,1.0000930953331015
624.426489,1.0001085658928501
624.544491,0.9999910440401049
624.662493,0.9998438121985849
624.780496,0.9998923657929769
624.898498,0.9996921773871053
625.0165,1.0001458406337114
625.134503,1.0000064854210302
625.252505,1.000501085501417
625.370507,0.9997767249295894
625.48851,0.9998023595334508
625.606512,0.9996256800751906
625.724514,1.000468369650828
625.842517,0.9999315413434008
625.960519,1.000187817635524
626.078522,0.9999232949419834
626.196524,0.9996676352454065
626.314526,0.9998031793717217
626.432529,1.0000097622476505
626.550531,0.9996214716599362
626.668533,1.0000678533019312
626.786536,1.0001889878559551
626.904538,0.9998681786891926
627.02254,0.999973143360646
627.140543,1.0001351591331726
627.258545,1.00020735149435
627.376548,1.0000377747134466
627.49455,0.9999213870901568
627.612552,1.0000743037603876
627.730555,0.9998070686136541
627.848557,0.9995169567029967
627.966559,1.0000749468083718
628.084562,0.999874297901171
628.202564,1.0000891949776356
628.320566,0.9998276848479615
628.438569,1.000131678668875
628.556571,0.9995848462001972
628.674573,1.0000105940561166
628.792576,0.9997802341520525
628.910578,0.9999825351525122
629.028581,0.9998425323993243
629.146583,1.0001892579070184
629.264585,0.9997788944474364
629.382588,0.9998841367126692
629.50059,1.000219414067746
629.618592,1.0000348386068503
629.736595,0.9999202901769968
629.854597,0.9999350641084263
629.972599,0.9998229856688858
630.090602,1.0000098653486622
630.208604,1.000083248464961
630.326607,1.0001628532591524
630.444609,1.0000276323817672
630.562611,0.9999990710804314
630.680614,0.9998853765697674
630.798616,1.0002467704428175
630.916618,1.000034768604414
631.034621,0.99980956813445
631.152623,0.9998495413200427
631.270625,0.9998702584171673
631.388628,0.9998222258037055
631.50663,1.0000782780635677
631.624632,0.9997189594992822
631.742635,0.9999780762403291
631.860637,1.0000009535304546
631.97864,0.9997268573102587
632.096642,1.0000631049910362
632.214644,0.9999261387278781
632.332647,0.9998219058606443
632.450649,1.000020682213874
632.568651,0.999952599123457
632.686654,0.9996049080693805
632.804656,0.9999973864034154
632.922658,0.9998731680438527
633.040661,0.9998293245667093
633.158663,0.9995214045633505
633.276666,1.0001904481329436
633.394668,0.9995728712454698
633.51267,1.000322962141046
633.630673,0.9998966153445619
633.748675,0.9998247353606418
633.866677,1.0002274858709872
633.98468,0.9999605097797593
634.102682,0.9997255176771674
634.220684,1.0000150601134024
634.338687,1.0001150466173545
634.456689,0.9997825136535851
634.574691,1.0000038790075234
634.692694,1.000112606339618
634.810696,1.0000405578224463
634.928699,0.9999415197100389
635.046701,0.9998549105264959
635.164703,0.99979826035218
635.282706,0.9999771492610822
635.400708,0.9998597998289627
635.51871,0.9999581898740677
635.636713,0.9998808870945055
635.754715,0.9999276856148112
635.872717,1.0000167641405167
635.99072,1.0000293954320372
636.108722,0.9997654475117369
636.226725,0.9998955254578451
636.344727,0.9998658190030754
636.462729,0.9998201761702434
636.580732,0.9998775974917984
636.698734,1.0001202872339292
636.816736,1.0002052210549601
636.934739,0.9998752677797104
637.052741,1.0000488381925456
637.170743,1.000021071221995
637.288746,1.0000754758481585
637.406748,0.9997881524428635
637.52475,1.0001153566530672
637.642753,0.99990816621698
637.760755,0.9999872060818429
637.878758,0.9998619695270824
637.99676,0.9996477820433134
638.114762,0.9998688386024083
638.232765,1.0001371394027483
638.350767,1.000058597716779
638.468769,1.000040269810807
638.586772,0.9997236481921973
638.704774,0.9998154370338401
638.822776,1.0000369316819577
638.940779,1.0000531204108392
639.058781,0.9998838767428274
639.176784,0.9998548305381062
639.294786,0.9998575401483685
639.412788,0.9998037792538094
639.530791,0.9999606107757759
639.648793,0.9994745680877198
639.766795,0.999787472587151
639.884798,0.9998583300361372
640.0028,0.9999276456177046
640.120802,1.0001711846504204
640.238805,1.0000949015028628
640.356807,0.9999693484697677
640.474809,0.9996846297396584
640.592812,1.0000389677592234
640.710814,1.0000317755048307
640.828817,0.9999032696786793
640.946819,1.0000915141871678
641.064821,1.000055678549993
641.182824,0.9998798572177222
641.300826,1.000036006648224
641.418828,0.9999668965479314
641.536831,1.0001007650764593
641.654833,0.9999032256829363
641.772835,1.0001090959505303
641.890838,0.9998658789950263
642.00884,0.9996405046339499
642.126843,0.9999561659607396
642.244845,0.9998307743202809
642.362847,0.9996404446555215
642.48085,1.0000906341070226
642.598852,1.0000610018605378
642.716854,0.9998192963288756
642.834857,0.9999173424163263
642.952859,1.0000483371682032
643.070861,1.0000044888100748
643.188864,1.000097043708436
643.306866,1.000010167051684
643.424868,1.0000615358932554
643.542871,0.9999701754447609
643.660873,0.9999752223069721
643.778876,0.9998510610925005
643.896878,0.9999733483551614
644.01488,0.9998493513486478
644.132883,0.9999633126729964
644.250885,0.9999596738131226
644.368887,1.0000717305725144
644.48689,0.9999709274226156
644.604892,0.9999179793638763
644.722894,0.9998111078423705
644.840897,0.9996257800377636
644.958899,1.0002244751907858
645.076902,0.9998295045360038
645.194904,1.0001268380432644
645.312906,1.0001158367085534
645.430909,1.000000903280408
645.548911,0.9997410235401942
645.666913,0.9998830568383846
645.784916,0.9998121676427065
645.902918,1.0001391996873774
646.02092,1.0002241351145222
646.138923,1.0001168068213855
646.256925,1.0000285604078407
646.374927,1.0000904760927147
646.49293,0.9998534407408577
646.610932,0.9998070186233019
646.728935,1.0000469791034836
646.846937,0.9998532307716572
646.964939,1.0000577966701631
647.082942,1.000169594379501
647.200944,0.9998794172706817
647.318946,0.9999167844626049
647.436949,1.0000529384011878
647.554951,1.000077752022532
647.672953,0.9999428906308021
647.790956,0.9998279248066346
647.908958,0.999862089510526
648.026961,1.0002489109731967
648.144963,0.999698555443543
648.262965,1.0001079958311299
648.380968,1.0000197841957046
648.49897,0.9999918460332438
648.616972,0.999721148886201
648.734975,0.9999327412619703
648.852977,1.0000973167349663
648.970979,0.9999686514913748
649.088982,1.0000780310442636
649.206984,0.9999088721523945
649.324986,1.0001742751841558
649.442989,1.0001365593233755
649.560991,1.0001168368248903
649.678994,1.0000421288873966
649.796996,0.9999445575369902
649.914998,0.9998126175582832
650.033001,1.0000805822465748
650.151003,0.999957101920149
650.269005,0.9999902826472138
650.387008,1.0000004764801136
650.50501,0.9999988750006328
650.623012,0.9998583300361372
650.741015,0.9996985154556016
650.859017,0.9999437855800897
650.97702,1.0000491612083726
651.095022,0.9999585978570924
651.213024,0.9999789292219919
651.331027,1.0001185270237727
651.449029,0.9999906625435944
651.567031,1.0000366426713263
651.685034,1.000047560130947
651.803036,1.0000325195287485
651.921038,0.9999470314028857
652.039041,1.0000755898567693
652.157043,1.000122827542685
652.275046,1.0000918082141161
652.393048,1.0001251478303363
652.51105,0.9998388029936338
652.629053,0.999735554971752
652.747055,0.9999914977361445
652.865057,0.9998024295196184
652.98306,1.0000303314599894
653.101062,1.0000940424217113
653.219064,0.999964864617262
653.337067,1.0000415218620087
653.455069,0.9999120198704786
653.573071,1.0002390585699468
653.691074,0.9998339937805576
653.809076,0.9999458164679806
653.927079,0.9999687344887763
654.045081,0.9998738279603614
654.163083,1.0000627279673167
654.281086,0.9999385488881969
654.399088,0.999739903830875
654.51709,0.9999550160118099
654.635093,1.000128758288637
654.753095,0.9999716444020276
654.871097,0.9999400707958265
654.9891,0.9998538806764684
655.107102,1.000076659938223
655.225105,0.9998606197143347
655.343107,0.9999740023379451
655.461109,0.9999547930218662
655.579112,0.9999903960461183
655.697114,1.0000114370654027
655.815116,0.999955753978884
655.933119,0.9999472493913623
656.051121,1.0001032253273674
656.169123,1.0000134670906804
656.287126,0.9998621694994964
656.405128,0.9999642736382016
656.52313,0.9999365810110691
656.641133,0.9998769375728018
656.759135,0.9997021043797142
656.877138,1.00011488659896
656.99514,0.9999137867165787
657.113142,0.9999353890873749
657.231145,0.9998414425715579
657.349147,0.9997294666007613
657.467149,1.0000631419933717
657.585152,0.9998900160486783
657.703154,0.9998725481226807
657.821156,0.9997802941388684
657.939159,0.9998284047241538
658.057161,1.0000294434334493
658.175164,0.999964898616068
658.293166,1.000202020403374
658.411168,0.9998662189494829
658.529171,0.9998592899005948
658.647173,0.9997976304794745
658.765175,0.9997775947357185
658.883178,0.9999799022019634
659.00118,0.999847601613814
659.119182,1.000133118859529
659.237185,0.9997974405179426
659.355187,0.9998665389067242
659.473189,1.0000896860215507
659.591192,0.999573221096036
659.709194,0.9997623782365244
659.827197,0.9996036785560998
659.945199,1.0000233352722632
660.063201,0.9998775075028187
660.181204,1.000035060614609
660.299206,0.9998390029614144
660.417208,0.9996669954583246
660.535211,0.999470250366912
660.653213,0.9998920858231537
660.771215,0.9998049690210146
660.889218,0.9999649056158223
661.00722,0.9996059376629661
661.125223,0.9997143308112152
661.243225,0.9995960516091292
661.361227,0.999892275802668
661.47923,1.0000547544989729
661.597232,0.9996400447994236
661.715234,0.9998351335919602
661.833237,0.9994312817815476
661.951239,0.9996838199954363
662.069241,0.9997386141672308
662.187244,0.9995741007208575
662.305246,0.9995717617201985
662.423248,0.9997091922927609
662.541251,0.9994361890011884
662.659253,0.9995909636781753
662.777256,0.999483163605966
662.895258,0.9999376119462156
663.01326,0.9995109396290287
663.131263,0.9993774438685353
663.249265,0.9996404846411401
663.367267,0.9997119914824182
663.48527,0.9996129049406326
663.603272,0.9995790186375312
663.721274,0.9995068216524404
663.839277,0.9992373109952276
663.957279,0.9993908356160076
664.075282,0.999739853843881
664.193284,0.9994445143393178
664.311286,0.9994305022254519
664.429289,0.9991598031631939
664.547291,0.9994650931137258
664.665293,0.99964617261168
664.783296,0.9996777319395107
664.901298,0.9998069886290918
665.0193,0.9998214259462448
665.137303,0.998966234703881
665.255305,0.9992834668325834
665.373307,0.9992892327148215
665.49131,0.9994944078548054
665.609312,0.9991162107719568
665.727315,0.9993250878557287
665.845317,0.999656309075262
665.963319,0.9994636538850279
666.081322,0.9992743334234363
666.199324,0.9993433956590372
666.317326,0.9992257498864205
666.435329,0.9987173233338377
666.553331,0.9988888178206344
666.671333,0.9992364816286037
666.789336,0.9991543277824751
666.907338,0.9987115307901607
667.025341,0.998816800533124
667.143343,0.9992913612031541
667.261345,0.9995687430180363
667.379348,0.9992652000977681
667.49735,0.9994886907631434
667.615352,0.9988950109505036
667.733355,0.9983825095499915
667.851357,0.9985010245876034
667.969359,0.9990349359741078
668.087362,0.9987555749398349
668.205364,0.9981203687235806
668.323366,0.9986587003475594
668.441369,0.9991086574819549
668.559371,0.999338109146457
668.677374,0.9992708559548068
668.795376,0.9991099962884529
668.913378,0.9988089099115678
669.031381,0.9983192141053728
669.149383,0.9978201792674262
669.267385,0.9983503621507599
669.385388,0.9981614921299083
669.50339,0.997694960692558
669.621392,0.9985649306981508
669.739395,0.9992516601460402
669.857397,0.9991104558791568
669.9754,0.9992262195226334
670.093402,0.9989211823426343
670.211404,0.9986760771601233
670.329407,0.9979240577548694
670.447409,0.9973496184793527
670.565411,0.997367870144373
670.683414,0.997426517099341
670.801416,0.997297757647585
670.919418,0.9984701713826282
671.037421,0.9986905580682285
671.155423,0.9990708219535163
671.273425,0.999005674669367
671.391428,0.9988422706862806
671.50943,0.9981308490424737
671.627433,0.9970873500195068
671.745435,0.9959252245190031
671.863437,0.9963277592288916
671.98144,0.9965988968987849
672.099442,0.9975431230746765
672.217444,0.9984365235048225
672.335447,0.9986447192236226
672.453449,0.9991769888596048
672.571451,0.9988135044431208
672.689454,0.9982560224991553
672.807456,0.9975375368488287
672.925459,0.9958928574751735
673.043461,0.9945527901453818
673.161463,0.9951286039247504
673.279466,0.9962821284624714
673.397468,0.9980270488318779
673.51547,0.9984431132076236
673.633473,0.9987442890656034
673.751475,0.9987157253873987
673.869477,0.9981139807736622
673.98748,0.9973914083038576
674.105482,0.9962928883675622
674.223484,0.9941110084897824
674.341487,0.992734125032667
674.459489,0.9942976206390782
674.577492,0.9965849446118946
674.695494,0.9979969088701188
674.813496,0.998233661814692
674.931499,0.9984055724523376
675.049501,0.9979618797933814
675.167503,0.9971562511358992
675.285506,0.9965523568170191
675.403508,0.9946107742632678
675.52151,0.991485852409533
675.639513,0.9909354331537402
675.757515,0.9945998336049247
675.875518,0.9971565502828195
675.99352,0.9977629060328937
676.111522,0.9976480701313424
676.229525,0.9978054116380538
676.347527,0.9971575474398684
676.465529,0.9964665573528171
676.583532,0.994924225499887
676.701534,0.9916767318076745
676.819536,0.9880727009341375
676.937539,0.9907550002402783
677.055541,0.9955483381517671
677.173543,0.9969773773499039
677.291546,0.9973477235168777
677.409548,0.9969052984912036
677.527551,0.9967405236643776
677.645553,0.9962545318297282
677.763555,0.995068400465386
677.881558,0.9924128290009621
677.99956,0.9876913784715468
678.117562,0.985665728113115
678.235565,0.9921663442689094
678.353567,0.9956666163199236
678.471569,0.9963015561533959
678.589572,0.9961883827249893
678.707574,0.9963895334649454
678.825577,0.9964633686649355
678.943579,0.9951588562941435
679.061581,0.9927427618571248
679.179584,0.9882367346169115
679.297586,0.9821698718473696
679.415588,0.9866390604472537
679.533591,0.9927669850760362
679.651593,0.9944948094078713
679.769595,0.9956837419330041
679.887598,0.9962039233849767
680.0056,0.9961065990160347
680.123602,0.9944531409483174
680.241605,0.9922792592236263
680.359607,0.98802132248954
680.47761,0.9816003784907363
680.595612,0.9806516297186975
680.713614,0.9883434699478543
680.831617,0.9931705275730525
680.949619,0.9953872714613008
681.067621,0.9957762452493423
681.185624,0.9953039610332696
681.303626,0.9939132000816823
681.421628,0.9915882781882873
681.539631,0.9868472632536317
681.657633,0.9794187456152056
681.775636,0.9768921714705411
681.893638,0.9821708540177325
682.01164,0.9912054998541914
682.129643,0.9943121374903123
682.247645,0.9950731768051714
682.365647,0.9938725498631016
682.48365,0.9925414540383231
682.601652,0.9901572599838977
682.719654,0.9848981935044593
682.837657,0.9775752578092612
682.955659,0.9755791347150742
683.073661,0.9770699820260184
683.191664,0.9868186450979626
683.309666,0.9923619195286735
683.427669,0.993381002706898
683.545671,0.9924529232891529
683.663673,0.9912071849049734
683.781676,0.9882802179898619
683.899678,0.9828084897924179
684.01768,0.9752240885323634
684.135683,0.9750729405129149
684.253685,0.9735306211159591
684.371687,0.9802231785799026
684.48969,0.9893303290916653
684.607692,0.9907543067120209
684.725695,0.990860224008587
684.843697,0.9891680922214813
684.961699,0.9861212108879226
685.079702,0.9797831571649203
685.197704,0.9726246858859855
685.315706,0.9749266905408601
685.433709,0.9716622639244352
685.551711,0.9726451112188543
685.669713,0.9845279413954602
685.787716,0.9878593002788362
685.905718,0.9881339633407104
686.02372,0.9871068382164788
686.141723,0.9832085742594296
686.259725,0.9766264929338201
686.377728,0.9701088473667977
686.49573,0.973848043835535
686.613732,0.9699497625611402
686.731735,0.9644338825470755
686.849737,0.9774990099128588
686.967739,0.9846244298615745
687.085742,0.9862277177299644
687.203744,0.984513173587098
687.321746,0.9803045404801969
687.439749,0.9719917132704147
687.557751,0.9669630453785331
687.675754,0.9729719748862449
687.793756,0.9669930216975703
687.911758,0.9560309423305193
688.029761,0.970193250508002
688.147763,0.9814767046346631
688.265765,0.9835891496142493
688.383768,0.9821109434229292
688.50177,0.9760650941180103
688.619772,0.9654779647546048
688.737775,0.9648882378980408
688.855777,0.9707299157497958
688.973779,0.9637975661920899
689.091782,0.950670266007815
689.209784,0.9617410916873627
689.327787,0.9768804488348194
689.445789,0.9805967147650663
689.563791,0.9777238605419699
689.681794,0.9685027080606173
689.799796,0.9574009593379982
689.917798,0.964921044655841
690.035801,0.9689221605381154
690.153803,0.9603082042027287
690.271805,0.9430301730395158
690.389808,0.9539471570508575
690.50781,0.9735734574056797
690.625813,0.9758103743708185
690.743815,0.9702000418845254
690.861817,0.9580263463310766
690.97982,0.9537630630151926
691.097822,0.96612698399296
691.215824,0.9660748145444122
691.333827,0.954454791957321
691.451829,0.9361046529943785
691.569831,0.9467369464905603
691.687834,0.9664603553056824
691.805836,0.968658649549568
691.923838,0.9607490868432832
692.041841,0.9478528597573957
692.159843,0.954793683558166
692.277846,0.9646335410247023
692.395848,0.9613680085266015
692.51385,0.9484445045158513
692.631853,0.9265298645936675
692.749855,0.9393303981012489
692.867857,0.9606991291896776
692.98586,0.9597417894710256
693.103862,0.946299655043384
693.221864,0.9396761352994929
693.339867,0.9579928159957393
693.457869,0.9634381367376608
693.575872,0.9585428617201416
693.693874,0.9397325175590617
693.811876,0.9135757351796827
693.929879,0.9319584936486449
694.047881,0.9506455489022225
694.165883,0.9451373671395499
694.283886,0.9314740012108986
694.401888,0.9439378045667476
694.51989,0.9601708899477309
694.637893,0.9615862638355774
694.755895,0.9514406208748833
694.873897,0.9264900246660545
694.9919,0.9006486977624273
695.109902,0.924461382735821
695.227905,0.9367742071583588
695.345907,0.9248349405880516
695.463909,0.9284479109299953
695.581912,0.9535341873462478
695.699914,0.9615737632954013
695.817916,0.9569788385993943
695.935919,0.9415545435080231
696.053921,0.9075233347051411
696.171923,0.8821086893606306
696.289926,0.9137767439515765
696.407928,0.915134710456923
696.525931,0.9136543060714081
696.643933,0.943346141069174
696.761935,0.958515064380215
696.879938,0.9590711643709635
696.99794,0.9480528778119672
697.115942,0.9225497269199318
697.233945,0.8776740462541299
697.351947,0.8679423357468141
697.469949,0.8956281171384064
697.587952,0.9012523345856829
697.705954,0.9303866746997799
697.823956,0.9531213964188122
697.941959,0.9583243388602221
698.059961,0.9514168351566842
698.177964,0.9322651584366468
698.295966,0.892829183747592
698.413968,0.8388444407629517
698.531971,0.8575292411988599
698.649973,0.8821527958977529
698.767975,0.9137063858511137
698.885978,0.9455637202275244
699.00398,0.9543469446593169
699.121982,0.9513759251123447
699.239985,0.9359576961002765
699.357987,0.9049206669078083
699.47599,0.8499480916581591
699.593992,0.8129871298519785
699.711994,0.8519052221062199
699.829997,0.8939995564050189
699.947999,0.934806241042371
700.066001,0.9486977730083962
700.184004,0.9477552359405536
700.302006,0.9362244820588583
700.420008,0.9114030989041246
700.538011,0.8644256335996987
700.656013,0.7984443555335824
700.774015,0.802270055692154
700.892018,0.867664638633283
701.01002,0.9224215014197686
701.128023,0.941794670531512
701.246025,0.943832089452793
701.364027,0.9362497604611308
701.48203,0.9150395413959124
701.600032,0.8752287484417326
701.718034,0.8045276049198279
701.836037,0.7517736482570235
701.954039,0.8336096764708196
702.072041,0.9075768801614641
702.190044,0.9333696140929604
702.308046,0.9390317385240423
702.426049,0.934068969809937
702.544051,0.9143617482491125
702.662053,0.8787718247805868
702.780056,0.8117604456655431
702.898058,0.7304532844054038
703.01606,0.7856687602465129
703.134063,0.8861048451450273
703.252065,0.9231412708644672
703.370067,0.9336692738318991
703.48807,0.9294307286386496
703.606072,0.9129172844746215
703.724074,0.8786927388752757
703.842077,0.8161313245650674
703.960079,0.7257570224471462
704.078082,0.7389019840877336
704.196084,0.8642786937322293
704.314086,0.9134670261355128
704.432089,0.9266345683840193
704.550091,0.9238440487446623
704.668093,0.9083359316726026
704.786096,0.8738994112962735
704.904098,0.8142970933687081
705.0221,0.7235613068581356
705.140103,0.7126392124713311
705.258105,0.8344603921320501
705.376108,0.8982022619655063
705.49411,0.9171190404934026
705.612112,0.917097029900559
705.730115,0.9007387671355971
705.848117,0.8642786937322293
705.966119,0.8041656489438165
706.084122,0.7268464748658587
706.202124,0.7024788394551039
706.320126,0.8028318413331733
706.438129,0.8830618813761782
706.556131,0.9093429256565421
706.674133,0.9092429034360429
706.792136,0.8904574139711006
706.910138,0.8527404984424387
707.028141,0.7934934449360125
707.146143,0.7297815764168034
707.264145,0.6938149476979926
707.382148,0.7746220856337407
707.50015,0.8695408197989306
707.618152,0.8993976657412188
707.736155,0.8977083865496145
707.854157,0.8770862015930915
707.972159,0.8384502765116482
708.090162,0.778933190458836
708.208164,0.7408330371942962
708.326167,0.6927680777127214
708.444169,0.747515678018091
708.562171,0.8523398045786049
708.680174,0.8856264776994837
708.798176,0.8828499719547956
708.916178,0.8621551811370274
709.034181,0.820862222745825
709.152183,0.7726956760158146
709.270185,0.7518187560291386
709.388188,0.6904442831327267
709.50619,0.7304240668583825
709.624192,0.8430744578744253
709.742195,0.875570154223425
709.860197,0.8718481588453604
709.9782,0.8468344990988415
710.096202,0.7997308863253775
710.214204,0.7810469622721408
710.332207,0.7577892244619412
710.450209,0.6785073276409123
710.568211,0.7249011342340159
710.686214,0.8321604568204943
710.804216,0.8621379382058346
710.922218,0.8555420793583217
711.040221,0.8237402741774305
711.158223,0.7904601774570204
711.276226,0.7958456651014337
711.394228,0.7499040604756206
711.51223,0.6642278770852269
711.630233,0.719837346594946
711.748235,0.823484954269066
711.866237,0.8490051726932583
711.98424,0.835821671712685
712.102242,0.8024626236127463
712.220244,0.8052278484978967
712.338247,0.8030566657226923
712.456249,0.7319888480801942
712.574251,0.6394863519131313
712.692254,0.726323333757354
712.810256,0.818558837671585
712.928259,0.8343268891498323
713.046261,0.8116224581190536
713.164263,0.8044230231291519
713.282266,0.8247128614145772
713.400268,0.7939299863686168
713.51827,0.7019521778483024
713.636273,0.6286063832257054
713.754275,0.7363866194561001
713.872277,0.809733579190133
713.99028,0.811955291553074
714.108282,0.8002828910566735
714.226285,0.8281673760810561
714.344287,0.8231144694049912
714.462289,0.7668837911349582
714.580292,0.6609018085591114
714.698294,0.6295877744696817
714.816296,0.7547490266713964
714.934299,0.8027756450711722
715.052301,0.7997308863253775
715.170303,0.8306722219703476
715.288306,0.8467159505675584
715.406308,0.8165639888129846
715.52431,0.7356873843568773
715.642313,0.6203136759067571
715.760315,0.6671569189108991
715.878318,0.7734068831428638
715.99632,0.7921298092735738
716.114322,0.8270914579904347
716.232325,0.8560812406863031
716.350327,0.8421812724210006
716.468329,0.7877929322409366
716.586332,0.6807637154999591
716.704334,0.6068097279968857
716.822336,0.7069184261578615
716.940339,0.7722321976676139
717.058341,0.8173237465551714
717.176344,0.85709201278857
717.294346,0.8564066133746593
717.412348,0.8197384114871489
717.530351,0.7383258652556989
717.648353,0.62522730960429
717.766355,0.6255775349516131
717.884358,0.734569988968286
718.00236,0.8024626236127463
718.120362,0.8540888933814685
