nu,[2]Diethylformamide-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
550.139803,0.9210121966321688
550.259405,0.9074198829418473
550.379008,0.9231274238492571
550.49861,0.9120148556049092
550.618212,0.9111935002961405
550.737815,0.9181991251091703
550.857417,0.9111178743741352
550.97702,0.9199518014865237
551.096622,0.916861366247951
551.216224,0.9238440487446623
551.335827,0.9164287097980365
551.455429,0.9285769741593013
551.575032,0.9134798147633989
551.694634,0.924510380487535
551.814236,0.9244724763389753
551.933839,0.9154834432109782
552.053441,0.9261120938391221
552.173043,0.9163608965826313
552.292646,0.9295469147412095
552.412248,0.9253270836748981
552.531851,0.9256889573062996
552.651453,0.9289094642282215
552.771055,0.9230286544991596
552.890658,0.9331446991193069
553.01026,0.9128944618277939
553.129863,0.9132733916519525
553.249465,0.9183028874727708
553.369067,0.9258241177605394
553.48867,0.9289698453057601
553.608272,0.9350474521674571
553.727875,0.9300852782460393
553.847477,0.9361383533684895
553.967079,0.923677771781264
554.086682,0.9301578277271354
554.206284,0.9267077754065609
554.325887,0.9342100248737676
554.445489,0.9275106519354231
554.565091,0.9316463398419546
554.684694,0.9319883167976095
554.804296,0.9323061790060639
554.923898,0.9339774355361483
555.043501,0.9339064559483061
555.163103,0.938236715381343
555.282706,0.9289772770942497
555.402308,0.9414735732990503
555.52191,0.9173630266068883
555.641513,0.9389331453677285
555.761115,0.9324413732033622
555.880718,0.9313380159338887
556.00032,0.9343015819424283
556.119922,0.9300583061640673
556.239525,0.9426313556321484
556.359127,0.9376411241872932
556.47873,0.933885910232279
556.598332,0.9335964504686883
556.717934,0.9398838266744457
556.837537,0.9376411241872932
556.957139,0.9404789614770236
557.076742,0.9371133808080768
557.196344,0.9331577632365431
557.315946,0.9343240054494759
557.435549,0.9395812328024844
557.555151,0.9460943302967804
557.674753,0.9412419992847904
557.794356,0.9380443965680417
557.913958,0.9401883983722388
558.033561,0.9390533365024041
558.153163,0.9375520525114669
558.272765,0.9419971781544657
558.392368,0.9446790866584871
558.51197,0.9408128907772918
558.631573,0.9435470951980768
558.751175,0.9453443748894746
558.870777,0.941463217146703
558.99038,0.9394403061873244
559.109982,0.9419849322707481
559.229585,0.9469528271238171
559.349187,0.9536915334678581
559.468789,0.9459713460279924
559.588392,0.9508024183591657
559.707994,0.9476092928721235
559.827597,0.9533987951047214
559.947199,0.9420037721577917
560.066801,0.9420301486326811
560.186404,0.9489207431830226
560.306006,0.944834026733438
560.425609,0.9472900023439014
560.545211,0.9496896803625168
560.664813,0.951058218613296
560.784416,0.9486569798812153
560.904018,0.9515662193261543
561.02362,0.9509612156222341
561.143223,0.948150532287501
561.262825,0.9453453202343223
561.382428,0.9515024665252021
561.50203,0.950385107703897
561.621632,0.9494769736981514
561.741235,0.9503613483731972
561.860837,0.94967353577518
561.98044,0.9533072732135124
562.100042,0.9525992289805202
562.219644,0.9555024033739015
562.339247,0.9593694818890525
562.458849,0.9539471570508575
562.578452,0.9554441195049717
562.698054,0.9508708785978266
562.817656,0.9548500180473469
562.937259,0.9539662361847893
563.056861,0.9562049557967686
563.176464,0.9543927544120858
563.296066,0.9568065979105733
563.415668,0.9579257588456472
563.535271,0.9555482685900197
563.654873,0.9605540745730692
563.774475,0.9580589197805973
563.894078,0.9561074278652864
564.01368,0.9552979477371129
564.133283,0.9603485379943089
564.252885,0.9575828828024543
564.372487,0.9591373425644265
564.49209,0.9594558290279854
564.611692,0.9654760338006062
564.731295,0.9622769306927419
564.850897,0.9607980862961877
564.970499,0.9611459581644362
565.090102,0.9647242208394431
565.209704,0.9600614367052301
565.329307,0.9603955962255878
565.448909,0.9616218431855533
565.568511,0.961942116581895
565.688114,0.9649963114326904
565.807716,0.9611219298158377
565.927319,0.9661559682372413
566.046921,0.959229424169159
566.166523,0.9595872834809868
566.286126,0.9618074541121664
566.405728,0.9646528338884508
566.525331,0.9632079025370633
566.644933,0.9644589581540033
566.764535,0.9636404799916737
566.884138,0.9654026604102615
567.00374,0.9633967097884668
567.123342,0.9639431106129122
567.242945,0.965855540450062
567.362547,0.9654538281071953
567.48215,0.9657589597251336
567.601752,0.9656353504894487
567.721354,0.9683642220753486
567.840957,0.9693408253365532
567.960559,0.968811709707631
568.080162,0.9677814422479875
568.199764,0.9679033903922823
568.319366,0.9634554787802
568.438969,0.9647396565504619
568.558571,0.9690219646604749
568.678174,0.9660603235308769
568.797776,0.9696277926899259
568.917378,0.9694484281400106
569.036981,0.9689832045570956
569.156583,0.965373698764876
569.276186,0.9674582572211805
569.395788,0.9711911219875868
569.51539,0.9669659462720205
569.634993,0.9724953354047604
569.754595,0.9681909003923506
569.874197,0.9746108654595509
569.9938,0.9650493876894028
570.113402,0.9754864590994378
570.233005,0.971932423584259
570.352607,0.9751753285469466
570.472209,0.9697131236901916
570.591812,0.9742210990718415
570.711414,0.9711823813068221
570.831017,0.9754893855632047
570.950619,0.9718060805816661
571.070221,0.9710396279893959
571.189824,0.9755927929185675
571.309426,0.9719236762318099
571.429029,0.9708978665525462
571.548631,0.9699759515582792
571.668233,0.9718400943897246
571.787836,0.9732220608184564
571.907438,0.9713601239455567
572.027041,0.9723339145773825
572.146643,0.9751714278534338
572.266245,0.9696345801082307
572.385848,0.9743263206324033
572.50545,0.9759850600617338
572.625053,0.9741665442178437
572.744655,0.9748155552329715
572.864257,0.9748331020708867
572.98386,0.9751119442106042
573.103462,0.9718264887236431
573.223064,0.9746537492810683
573.342667,0.9764458337441176
573.462269,0.9728133933790823
573.581872,0.9701874293659625
573.701474,0.9781257876390133
573.821076,0.9788694457919223
573.940679,0.9784466655184543
574.060281,0.9750524641961663
574.179884,0.9760162920833655
574.299486,0.9771931006000609
574.419088,0.9756659651219597
574.538691,0.9744588380229876
574.658293,0.97886553032197
574.777896,0.9791964427922759
574.897498,0.977654444612166
575.0171,0.9752387170034046
575.136703,0.9786991373256207
575.256305,0.9787422010350577
575.375908,0.9783762198946099
575.49551,0.9785014600659563
575.615112,0.9799340553899888
575.734715,0.9766186799531286
575.854317,0.9779389834539417
575.973919,0.9782959963337894
576.093522,0.9791788174149345
576.213124,0.9757801247180851
576.332727,0.9787842878545623
576.452329,0.9799026980019372
576.571931,0.9776730202230814
576.691534,0.9774950999246391
576.811136,0.9796783259756723
576.930739,0.9819980071583951
577.050341,0.9785366867525952
577.169943,0.981055741431438
577.289546,0.9789810432696778
577.409148,0.9810341584425404
577.528751,0.9784779763127209
577.648353,0.976360886651834
577.767955,0.980237882037857
577.887558,0.9789898541387162
578.00716,0.9807340079154296
578.126763,0.9802898360223734
578.246365,0.981397208241235
578.365967,0.979813530913583
578.48557,0.9805614139187537
578.605172,0.982306402948248
578.724774,0.9809929558731457
578.844377,0.980866415943839
578.963979,0.9836343957557848
579.083582,0.9822680937455673
579.203184,0.9814315577446363
579.322786,0.9820628211657063
579.442389,0.9808536647633146
579.561991,0.9835419384681444
579.681594,0.981991133196404
579.801196,0.9814246877477771
579.920798,0.9825077964029763
580.040401,0.9837376827898136
580.160003,0.9816239371825233
580.279606,0.981671056262357
580.399208,0.9840830353222966
580.51881,0.9826433918347495
580.638413,0.9815257796967611
580.758015,0.9821482643478723
580.877618,0.9848587983646271
580.99722,0.9816268820587521
581.116822,0.9840997648760978
581.236425,0.9809390027442974
581.356027,0.9848095566557619
581.47563,0.9817967181997509
581.595232,0.9856696707839128
581.714834,0.9837042362771926
581.834437,0.9856913557552038
581.954039,0.9835429220105746
582.073641,0.9834622747975507
582.193244,0.9852577469596021
582.312846,0.9829736154888731
582.432449,0.9815149829725666
582.552051,0.9835704615979434
582.671653,0.9849415299783689
582.791256,0.9822936330480142
582.910858,0.9845633850393322
583.030461,0.9855129617649553
583.150063,0.9862661813609919
583.269665,0.9828419058491406
583.389268,0.9837622765393039
583.50887,0.9845683078685644
583.628473,0.9849897932957794
583.748075,0.9844127583646556
583.867677,0.9828625457458815
583.98728,0.9859062598944586
584.106882,0.9842818401740457
584.226485,0.9843497579641546
584.346087,0.984206053390181
584.465689,0.9872213492512235
584.585292,0.9852488796797824
584.704894,0.9879195615341028
584.824496,0.9857228983832674
584.944099,0.9871897586734995
585.063701,0.9863263454330404
585.183304,0.9845683078685644
585.302906,0.987993658279811
585.422508,0.9853326293938676
585.542111,0.9875274353103793
585.661713,0.9854094883364201
585.781316,0.9876479210069653
585.900918,0.9848056174254137
586.02052,0.9849297107509246
586.140123,0.9864743054815815
586.259725,0.9865167247887259
586.379328,0.9871048640047766
586.49893,0.9832538028940961
586.618532,0.987477072695436
586.738135,0.9861014886609277
586.857737,0.986353962957356
586.97734,0.9865325091825973
587.096942,0.9883701555817973
587.216544,0.9853375560693312
587.336147,0.9860452824779655
587.455749,0.9875540989110897
587.575352,0.9860955720697455
587.694954,0.986727861958702
587.814556,0.9866982605668664
587.934159,0.9878148476105161
588.053761,0.9863480448513327
588.173363,0.9877338501139548
588.292966,0.9869548354679055
588.412568,0.9885836665937621
588.532171,0.9865374418574748
588.651773,0.987512622509946
588.771375,0.987302304720991
588.890978,0.9902712336435802
589.01058,0.985998939438759
589.130183,0.9875412607912518
589.249785,0.9886785751812944
589.369387,0.9868778559929776
589.48899,0.9884344017298873
589.608592,0.9880371309571673
589.728195,0.9891522656586186
589.847797,0.986313523273894
589.967399,0.9874504111744055
590.087002,0.9891344610780785
590.206604,0.9900003324950223
590.326207,0.9871107866517286
590.445809,0.9882060997529812
590.565411,0.9892116165750677
590.685014,0.9882219111770684
590.804616,0.987993658279811
590.924218,0.9891542439651282
591.043821,0.9891413850435399
591.163423,0.9870634064711027
591.283026,0.9877457029912733
591.402628,0.9884146332395383
591.52223,0.9897627609249522
591.641833,0.9865433610998837
591.761435,0.9895776925930876
591.881038,0.9872282598248553
592.00064,0.9875432358757484
592.120242,0.988299983791879
592.239845,0.9879294407791143
592.359447,0.9893738605838311
592.47905,0.9869370704407529
592.598652,0.9905646944841853
592.718254,0.9874316497948269
592.837857,0.9899429141408859
592.957459,0.9864003226830601
593.077062,0.9890968746827035
593.196664,0.9877595315279147
593.316266,0.9890068709623387
593.435869,0.9861054330747712
593.555471,0.989856792853686
593.675074,0.9878138597961624
593.794676,0.9881250701750596
593.914278,0.9885342386461414
594.033881,0.9876419951372168
594.153483,0.9901981543231974
594.273085,0.9858372488716799
594.392688,0.9896182661102353
594.51229,0.9888535867771708
594.631893,0.9899914225321247
594.751495,0.9865966358797892
594.871097,0.9902968820006762
594.9907,0.9894381719748667
595.110302,0.9883474233296408
595.229905,0.9871236191753663
595.349507,0.9882159818633892
595.469109,0.9915067729817301
595.588712,0.9861113497251196
595.708314,0.9892492073307175
595.827917,0.9877348378482987
595.947519,0.9889870910227195
596.067121,0.9866854335728547
596.186724,0.9891245697829242
596.306326,0.9888703974310362
596.425929,0.9882515582791079
596.545531,0.9877180464987823
596.665133,0.9886597904668213
596.784736,0.9897261403802823
596.904338,0.9867298354163994
597.02394,0.9894223410907625
597.143543,0.9875501487025945
597.263145,0.9882940540097656
597.382748,0.986291824615068
597.50235,0.9883958535399144
597.621952,0.9884106795889126
597.741555,0.989489624097553
597.861157,0.9871552076365925
597.98076,0.9894826976944268
598.100362,0.9891384176238358
598.219964,0.9873279749146249
598.339567,0.9882812062705739
598.459169,0.9877605192879401
598.578772,0.9904754486257985
598.698374,0.9859368234622482
598.817976,0.9884334132959798
598.937579,0.988019346448871
599.057181,0.9884531821619337
599.176784,0.9866814868390138
599.296386,0.9887487738521556
599.415988,0.9877506417321351
599.535591,0.9872539280932967
599.655193,0.9875540989110897
599.774795,0.9876943415501268
599.894398,0.9884680090708676
600.014,0.9861872832224505
600.133603,0.9875491611529396
600.253205,0.9867298354163994
600.372807,0.9890790710991919
600.49241,0.9852951874653517
600.612012,0.9875254602574838
600.731615,0.9882031351391288
600.851217,0.9873980776894629
600.970819,0.9866953004765248
601.090422,0.9879027670443102
601.210024,0.9886706657843306
601.329627,0.9865473072812204
601.449229,0.987346734324362
601.568831,0.9872322087457924
601.688434,0.9883088785317594
601.808036,0.9839128036826472
601.927639,0.9870446524445435
602.047241,0.9876410074957155
602.166843,0.9886973602526805
602.286446,0.9847494851050068
602.406048,0.9866272208495661
602.525651,0.9891888649695311
602.645253,0.9853552923049661
602.764855,0.9853602190937446
602.884458,0.9867416762454693
603.00406,0.9880153943793895
603.123662,0.9848784957375675
603.243265,0.9863598810988882
603.362867,0.9846795703735667
603.48247,0.9875323729599
603.602072,0.9856972699210809
603.721674,0.9872440556033784
603.841277,0.987619279632558
603.960879,0.9859062598944586
604.080482,0.9857238841066587
604.200084,0.9855001501797278
604.319686,0.9860659896463221
604.439289,0.9837799844196521
604.558891,0.9854124445693194
604.678494,0.9855454842293113
604.798096,0.9871946946346327
604.917698,0.9835045645845909
605.037301,0.9860640175163149
605.156903,0.9861005025599321
605.276506,0.9853060257720244
605.396108,0.984893269025803
605.51571,0.9855651953361063
605.635313,0.9863588947395002
605.754915,0.9837081711020074
605.874517,0.9861202247672047
605.99412,0.9842099902222682
606.113722,0.9856213741533215
606.233325,0.9840879557497743
606.352927,0.9852360715275996
606.472529,0.9842857773092807
606.592132,0.9846657849560796
606.711734,0.9838360614769449
606.831337,0.985216367003215
606.950939,0.9844354001184771
607.070541,0.9839305142725083
607.190144,0.9839856159241395
607.309746,0.9838773834592826
607.429349,0.9850419991382667
607.548951,0.9827740920972383
607.668553,0.9857899298194004
607.788156,0.9835891496142493
607.907758,0.9848203896204663
608.027361,0.9828291289874143
608.146963,0.9839747921418952
608.266565,0.9845289259238937
608.386168,0.98380949826189
608.50577,0.9823869553758942
608.625373,0.9836776766213702
608.744975,0.9846726776406987
608.864577,0.9814246877477771
608.98418,0.9843054632216853
609.103782,0.983876399582391
609.223384,0.9845377867241006
609.342987,0.9826355307190593
609.462589,0.9843684607872322
609.582192,0.9837081711020074
609.701794,0.9838419645110229
609.821396,0.981769228276502
609.940999,0.9833708170588452
610.060601,0.9828448543792808
610.180204,0.9818026089977325
610.299806,0.9828212663858328
610.419408,0.9824223219428821
610.539011,0.9832980503107858
610.658613,0.9817014885367988
610.778216,0.9838891900587234
610.897818,0.9826247217876706
611.01742,0.9824989538726001
611.137023,0.9824174098435526
611.256625,0.9825647835077777
611.376228,0.9830099861855
611.49583,0.9808654350779136
611.615432,0.9826335654499632
611.735035,0.9818919571004283
611.854637,0.9829195534267415
611.974239,0.9806173075122994
612.093842,0.982100140261969
612.213444,0.9824596547004338
612.333047,0.9817594106333076
612.452649,0.9811185310081347
612.572251,0.981620992315129
612.691854,0.9822386261447712
612.811456,0.9818291180260457
612.931059,0.9817368304265364
613.050661,0.980182010070947
613.170263,0.9825844349999621
613.289866,0.9800193133614757
613.409468,0.9816690929222077
613.529071,0.9805114065618423
613.648673,0.9827966961613023
613.768275,0.9793932810588603
613.887878,0.9819223962229023
614.00748,0.9807791227174263
614.127083,0.9808105081515175
614.246685,0.98041139949882
614.366287,0.9813245875348244
614.48589,0.9800291136036104
614.605492,0.9806565329891042
614.725095,0.9810675141709716
614.844697,0.9800281335749869
614.964299,0.9809694123247286
615.083902,0.9787461160116918
615.203504,0.9811813246034928
615.323106,0.9797469058587585
615.442709,0.9819096313147235
615.562311,0.9787617760748282
615.681914,0.9808291437282097
615.801516,0.9807124320045914
615.921118,0.9793923016660689
616.040721,0.9807114512926497
616.160323,0.9794559642346883
616.279926,0.9807850074098166
616.399528,0.9786922864556374
616.51913,0.9801682876188634
616.638733,0.9779272482565516
616.758335,0.979569587716574
616.877938,0.9770983174663591
616.99754,0.9804937575153662
617.117142,0.9785454936224068
617.236745,0.9801026185435315
617.356347,0.9785817004754935
617.47595,0.9788948967283736
617.595552,0.9788958756237598
617.715154,0.9776036079028121
617.834757,0.9780886195652808
617.954359,0.9785396223670589
618.073961,0.97908873710749
618.193564,0.9782598000515604
618.313166,0.9795353033809833
618.432769,0.9784212262358629
618.552371,0.9783781766490064
618.671973,0.9771686710779163
618.791576,0.9778441279731119
618.911178,0.9781913242622374
619.030781,0.9768677494715305
619.150383,0.9784838471981914
619.269985,0.9765766862527616
619.389588,0.9788939178339663
619.50919,0.9751285212545603
619.628793,0.9777551482061072
619.748395,0.9766645821097786
619.867997,0.977479460128159
619.9876,0.9755371857141915
620.107202,0.9772145990847566
620.226805,0.9761187791745124
620.346407,0.976037764677989
620.466009,0.9755059690237183
620.585612,0.9762124910754124
620.705214,0.9772233940557257
620.824816,0.9746108654595509
620.944419,0.9763540521495482
621.064021,0.9753694077475674
621.183624,0.9755898661445789
621.303226,0.9727657266906502
621.422828,0.9755762079820602
621.542431,0.9753762353573182
621.662033,0.974843825293987
621.781636,0.9743487303954891
621.901238,0.9748321272382721
622.02084,0.974568958093351
622.140443,0.9730721961609652
622.260045,0.9734537152347132
622.379648,0.974167518384875
622.49925,0.9741772601087674
622.618852,0.972045174284809
622.738455,0.9735861139428933
622.858057,0.9725478515707959
622.97766,0.9742474033966233
623.097262,0.9714397787415222
623.216864,0.973526727001263
623.336467,0.9725459064770379
623.456069,0.971722508852372
623.575672,0.9713863510229671
623.695274,0.9721278016362358
623.814876,0.9716243698350817
623.934479,0.96943970314342
624.054081,0.970307740066313
624.173683,0.9699099954361068
624.293286,0.9705047325316053
624.412888,0.9675850025545145
624.532491,0.9699972912639494
624.652093,0.9692332344763441
624.771695,0.97008459494877
624.891298,0.967121640322405
625.0109,0.9689928944375906
625.130503,0.9687758643375153
625.250105,0.9669862527701097
625.369707,0.9675433972939242
625.48931,0.9671458186656411
625.608912,0.967892743513546
625.728515,0.9641725563762008
625.848117,0.9674592246799214
625.967719,0.9646219654916633
626.087322,0.9666401336506371
626.206924,0.9631616696673393
626.326527,0.9648390298527239
626.446129,0.9640790361740355
626.565731,0.9626320764005208
626.685334,0.9635441207617164
626.804936,0.9626051230797299
626.924538,0.9630287625277288
627.044141,0.9606366857757133
627.163743,0.962539668156853
627.283346,0.960482035718967
627.402948,0.9615026094696415
627.52255,0.9587652694623612
627.642153,0.9604618658080016
627.761755,0.9586291344599114
627.881358,0.9574450007950736
628.00096,0.9569357755205837
628.120562,0.957623102128132
628.240165,0.9567597155359033
628.359767,0.9558607839673281
628.47937,0.9558129921229358
628.598972,0.9549531474181818
628.718574,0.9552587813241725
628.838177,0.9528812400878832
628.957779,0.9539032764908938
629.077382,0.9523563471458802
629.196984,0.9520202246844425
629.316586,0.9500515810684416
629.436189,0.9516737523844414
629.555791,0.9503594476524011
629.675394,0.9491504097914116
629.794996,0.9486569798812153
629.914598,0.9486313664885409
630.034201,0.9482282838189178
630.153803,0.9455362992772435
630.273405,0.9462438250107386
630.393008,0.9446422448925265
630.51261,0.9453717902738676
630.632213,0.9415987976115313
630.751815,0.9430782688047724
630.871417,0.9427661615543975
630.99102,0.9419321825915457
631.110622,0.9403266162255629
631.230225,0.9404949497552687
631.349827,0.9395126458759431
631.469429,0.9369737613162469
631.589032,0.9383052091615585
631.708634,0.9366852178357384
631.828237,0.9368060580228638
631.947839,0.9336272596599027
632.067441,0.9349539520973218
632.187044,0.933657136210234
632.306646,0.9330103359570135
632.426249,0.9303420172111826
632.545851,0.9322716843155964
632.665453,0.9299439160275467
632.785056,0.9291668077902506
632.904658,0.9297040214449434
633.02426,0.9286066890979109
633.143863,0.9276024800353807
633.263465,0.925094855722723
633.383068,0.9261426560424924
633.50267,0.9244650805887477
633.622272,0.9239983435840632
633.741875,0.9225100581345592
633.861477,0.923177274076089
633.98108,0.9213944960154064
634.100682,0.9207156784468431
634.220284,0.919195911818917
634.339887,0.9202167857612558
634.459489,0.919006576963242
634.579092,0.917034669422806
634.698694,0.9179062663017238
634.818296,0.9167559332533458
634.937899,0.9161574870428844
635.057501,0.914819958257008
635.177104,0.9153928148362789
635.296706,0.9138087266973095
635.416308,0.9137776577287773
635.535911,0.9118507077046546
635.655513,0.9131601527723433
635.775116,0.9112618423714586
635.894718,0.9099487497620634
636.01432,0.9100670507889326
636.133923,0.9108136118187695
636.253525,0.9098786864058056
636.373127,0.9082296625854597
636.49273,0.9094093101131182
636.612332,0.9077438896718176
636.731935,0.908852921887492
636.851537,0.9064603403932094
636.971139,0.9073844942564964
637.090742,0.9066924239457773
637.210344,0.9056403648800383
637.329947,0.9057318391762654
637.449549,0.9063923584170359
637.569151,0.9052401602904911
637.688754,0.904294678423304
637.808356,0.905267317902662
637.927959,0.904511735191896
638.047561,0.904755986332818
638.167163,0.9029844013200615
638.286766,0.9044212885407846
638.406368,0.9036167116837935
638.525971,0.9037341894922045
638.645573,0.9025149714937077
638.765175,0.9039601512836246
638.884778,0.9025510728145891
639.00438,0.9023254632487562
639.123982,0.9027045195395696
639.243585,0.9024247245089828
639.363187,0.9026774388101965
639.48279,0.9007387671355971
