nu,[0]3-3-4-4-5-5-6-6-7-7-7-Undecafluoroheptan-1-ol-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
969.362023,0.9366683576535595
969.422288,0.9488429348722659
969.482553,0.9435923865456299
969.542818,0.922909591482459
969.603083,0.9093838470089202
969.663348,0.9127237665239405
969.723613,0.9212037870937856
969.783878,0.9212037870937856
969.844143,0.9144129539407605
969.904408,0.9161061836601181
969.964672,0.9212037870937856
970.024937,0.9212037870937856
970.085202,0.9195020550275679
970.145467,0.9280134989680081
970.205732,0.9366365114707874
970.265997,0.9297319129839577
970.326262,0.9161061836601181
970.386527,0.9127237665239405
970.446792,0.9245871180336795
970.507057,0.934873549514802
970.567322,0.9383380504185977
970.627587,0.9400755825335199
970.687852,0.9400755825335199
970.748117,0.9331456322644726
970.808382,0.9228782130897842
970.868647,0.9194698730188304
970.928912,0.9279819470454289
970.989177,0.9296993729364574
971.049442,0.9194698730188304
971.109707,0.9026503588932329
971.169972,0.8976545256622642
971.230237,0.9059637362086482
971.290502,0.9194386115745953
971.350767,0.9279819470454289
971.411032,0.9296993729364574
971.471297,0.9245547580508514
971.531562,0.9177392225626982
971.591827,0.9160438905576187
971.652092,0.9177392225626982
971.712357,0.921141147366038
971.772622,0.921141147366038
971.832887,0.9160438905576187
971.893152,0.9092910945869792
971.953417,0.9076104611272742
972.013682,0.9143507759739673
972.073947,0.9160438905576187
972.134212,0.9109739291219584
972.194477,0.9076104611272742
972.254741,0.9177392225626982
972.315006,0.9296677636951377
972.375271,0.9279494682456647
972.435536,0.9143507759739673
972.495801,0.9126607907567392
972.556066,0.9228145366899421
972.616331,0.9245233237234642
972.676596,0.9126297608173655
972.736861,0.9076104611272742
972.797126,0.9228145366899421
972.857391,0.9330812474371484
972.917656,0.9211098290994412
972.977921,0.9025871755795521
973.038186,0.9009189329050006
973.098451,0.9109429565349052
973.158716,0.9126297608173655
973.218981,0.9042313800112847
973.279246,0.9059021327691267
973.339511,0.9160118295825195
973.399776,0.9160118295825195
973.460041,0.9059021327691267
973.520306,0.9042313800112847
973.580571,0.9159806857097625
973.640836,0.9262028572716539
973.701101,0.9193760918747022
973.761366,0.9025600983704449
973.821631,0.8925970783348288
973.881896,0.8975647646978211
973.942161,0.9059021327691267
974.002426,0.9109119850009021
974.062691,0.9109119850009021
974.122956,0.9142876879469871
974.183221,0.917676818417329
974.243486,0.9193760918747022
974.303751,0.9142876879469871
974.364016,0.9025239966885485
974.424281,0.8959058048940977
974.484545,0.9025239966885485
974.54481,0.9176456179359139
974.605075,0.9278863698271945
974.66534,0.9210462747138848
974.725605,0.9025239966885485
974.78587,0.8909116630759016
974.846135,0.8975288628252753
974.9064,0.9142566026940492
974.966665,0.9193439142745978
975.02693,0.9041952114794596
975.087195,0.8827440363144267
975.14746,0.8794839183176079
975.207725,0.8925613751657636
975.26799,0.8991908280653429
975.328255,0.895869969378617
975.38852,0.8909116630759016
975.448785,0.8925613751657636
975.50905,0.8958430936826731
975.569315,0.8942141420478033
975.62958,0.8859807991501293
975.689845,0.8876213806985818
975.75011,0.904168086029999
975.810375,0.9244281027250864
975.87064,0.9244281027250864
975.930905,0.9008288455161546
975.99117,0.8859807991501293
976.051435,0.8991638527451328
976.1117,0.9159184011408336
976.171965,0.8958430936826731
976.23223,0.8506793614179112
976.292495,0.8320356421133084
976.35276,0.8617672985856354
976.413025,0.8941873160259342
976.47329,0.8908849361269155
976.533555,0.874590064603334
976.59382,0.8892383225822376
976.654085,0.9192814010139021
976.71435,0.9141944353587793
976.774614,0.8794223565980109
976.834879,0.8681419854428708
976.895144,0.892507823089832
976.955409,0.9108181658982137
977.015674,0.897466038003772
977.075939,0.8826822463945571
977.136204,0.890858209979726
977.196469,0.9074552730073838
977.256734,0.9057780326779877
977.316999,0.8958072606755907
977.377264,0.8941515492486335
977.437529,0.8974391144264876
977.497794,0.8941515492486335
977.558059,0.890858209979726
977.618324,0.8974391144264876
977.678589,0.9007657897039477
977.738854,0.890858209979726
977.799119,0.8777705957093406
977.859384,0.8777705957093406
977.919649,0.8842901908686204
977.979914,0.8777705957093406
978.040179,0.866502746658995
978.100444,0.8649011984665287
978.160709,0.8793959743230491
978.220974,0.8957803868608797
978.281239,0.8957803868608797
978.341504,0.8875326229984709
978.401769,0.8809891224006413
978.462034,0.8842548199684083
978.522299,0.8858922054999706
978.582564,0.8793607991875836
978.642829,0.868081217630788
978.703094,0.8648752518197763
978.763359,0.8777354855877194
978.823624,0.8924453497288088
978.883889,0.8924453497288088
978.944154,0.8761131760384113
979.004419,0.8648752518197763
979.064683,0.8712642162215573
979.124948,0.8826204607998305
979.185213,0.8825939825831818
979.245478,0.8680464950765385
979.305743,0.8553282205719444
979.366008,0.858498796937238
979.426273,0.8712642162215573
979.486538,0.8793344187593163
979.546803,0.8728775468923022
979.607068,0.8632508137965481
979.667333,0.8648493059514117
979.727598,0.8744676305648722
979.787863,0.8793344187593163
979.848128,0.8728513609586865
979.908393,0.8616552761184374
979.968658,0.8537217141065162
980.028923,0.8490221529665143
980.089188,0.8474529139771514
980.149453,0.8537217141065162
980.209718,0.8648147126710438
980.269983,0.8712380786871357
980.330248,0.8696277782287595
980.390513,0.8680204540723032
980.450778,0.8696277782287595
980.511043,0.8696277782287595
980.571308,0.8696277782287595
980.631573,0.8680204540723032
980.691838,0.8664161007166984
980.752103,0.8568520606198605
980.812368,0.847427490771082
980.872633,0.8521097038963587
980.932898,0.8680204540723032
980.993163,0.8728251758106369
981.053428,0.8552683496920095
981.113693,0.839624928963621
981.173958,0.8411796727768049
981.234223,0.8568520606198605
981.294488,0.8647887686188265
981.354752,0.8584387041247253
981.415017,0.8473935943493842
981.475282,0.8411796727768049
981.535547,0.8427035867105999
981.595812,0.8489627234958623
981.656077,0.8552683496920095
981.716342,0.8568263554436215
981.776607,0.8568263554436215
981.836872,0.8600024851753326
981.897137,0.8600024851753326
981.957402,0.8489627234958623
982.017667,0.8318692516244892
982.077932,0.8272899837624922
982.138197,0.838047916952942
982.198462,0.847368172922877
982.258727,0.847368172922877
982.318992,0.8411460262628286
982.379257,0.8411460262628286
982.439522,0.8411460262628286
982.499787,0.8395997405935794
982.560052,0.8395661572756266
982.620317,0.8395661572756266
982.680582,0.8349528690298069
982.740847,0.8287970225222183
982.801112,0.8303317161677992
982.861377,0.8318692516244892
982.921642,0.824209939975748
982.981907,0.8136296434440144
983.042172,0.824209939975748
983.102437,0.845801990967966
983.162702,0.8442387037711949
983.222967,0.8151117977463737
983.283232,0.7972475868012254
983.343497,0.8121014566600185
983.403762,0.8302985035634091
983.464027,0.827232075490442
983.524292,0.82268656114669
983.584556,0.8442133769899853
983.644821,0.8759642494576029
983.705086,0.8792113205577652
983.765351,0.8536022014326237
983.825616,0.8333762984358575
983.885881,0.8333762984358575
983.946146,0.8348944243745616
984.006411,0.8241769722375081
984.066676,0.8106004578172245
984.126941,0.801652545521197
984.187206,0.7957422118895751
984.247471,0.7928351186199302
984.307736,0.7942714496721041
984.368001,0.7972156975355429
984.428266,0.7972156975355429
984.488531,0.7986919116530138
984.548796,0.8046241540252487
984.609061,0.8120770939817608
984.669326,0.8105761401682565
984.729591,0.801652545521197
984.789856,0.7972156975355429
984.850121,0.800170859294332
984.910386,0.7986919116530138
984.970651,0.792803405849445
985.030916,0.7942714496721041
985.091181,0.8075825500066196
985.151446,0.8195908718520467
985.211711,0.8180760303995094
985.271976,0.8075825500066196
985.332241,0.8001468545286263
985.392506,0.798667951255072
985.452771,0.798667951255072
985.513036,0.7927796221040274
985.573301,0.7840519484882745
985.633566,0.779720310409863
985.693831,0.7782791613095502
985.754096,0.7768406758704267
985.814361,0.7711132723978614
985.874625,0.7668684536125112
985.93489,0.7711132723978614
985.995155,0.779720310409863
986.05542,0.7840284272826398
986.115685,0.7782791613095502
986.17595,0.7682654250564893
986.236215,0.764013362335983
986.29648,0.7725411523334947
986.356745,0.785480222369504
986.41701,0.7869347057631959
986.477275,0.7739407180440934
986.53754,0.7597848331974779
986.597805,0.764013362335983
986.65807,0.7796891222212146
986.718335,0.7869110980761401
986.7786,0.7768096028648562
986.838865,0.7626012442276596
986.89913,0.7541831771214983
986.959395,0.7527892280442858
987.01966,0.7541831771214983
987.079925,0.7569788236335291
987.14019,0.7597848331974779
987.200455,0.7569788236335291
987.26072,0.7486228203047596
987.320985,0.74585803387868
987.38125,0.7513978553889411
987.441515,0.7555797073913706
987.50178,0.7527892280442858
987.562045,0.75000905439349
987.62231,0.7527892280442858
987.682575,0.75000905439349
987.74284,0.7403590557407355
987.803105,0.7362908954177682
987.86337,0.74585803387868
987.923635,0.7569561146094571
987.9839,0.7569561146094571
988.044165,0.7513753137914051
988.10443,0.7527666447061963
988.164694,0.7583577795617991
988.224959,0.7527666447061963
988.285224,0.7417299877149308
988.345489,0.7389906576461311
988.405754,0.7444571380296966
988.466019,0.7444571380296966
988.526284,0.7362614443709763
988.586549,0.7335423105264938
988.646814,0.7403368453022215
988.707079,0.7430811654913785
988.767344,0.7335423105264938
988.827609,0.724111422468801
988.887874,0.7214371606409342
988.948139,0.7214371606409342
989.008404,0.7214371606409342
989.068669,0.7187727752990641
989.128934,0.7174442749065234
989.189199,0.7161182299677138
989.249464,0.7121761474956456
989.309729,0.7108598395830198
989.369994,0.7121761474956456
989.430259,0.7134734883061159
989.490524,0.7161182299677138
989.550789,0.72010373569213
989.611054,0.72010373569213
989.671319,0.7094750135400416
989.731584,0.6952804427912479
989.791849,0.6914807266957649
989.852114,0.6991010384887918
989.912379,0.7068053282577494
989.972644,0.7068053282577494
990.032909,0.7043921828658205
990.093174,0.7043921828658205
990.153439,0.7017416237796373
990.213704,0.6979065972512896
990.273969,0.6952804427912479
990.334234,0.6926641702943158
990.394499,0.6888787521599214
990.454763,0.6837109762505617
990.515028,0.6837109762505617
990.575293,0.6877017760950631
990.635558,0.6874679972358488
990.695823,0.6788059365542176
990.756088,0.6700318703780507
990.816353,0.6675106057966674
990.876618,0.6711786050551154
990.936883,0.6711786050551154
990.997148,0.6663634743705297
991.057413,0.6627217898599704
991.117678,0.6613646017838342
991.177943,0.6638626521988805
991.238208,0.6675106057966674
991.298473,0.6711786050551154
991.358738,0.6711786050551154
991.419003,0.6675106057966674
991.479268,0.6649988284880101
991.539533,0.6649988284880101
991.599798,0.6638626521988805
991.660063,0.660234634711975
991.720328,0.6566264443848616
991.780593,0.6566264443848616
991.840858,0.6577502361728985
991.901123,0.6541556231140867
991.961388,0.6492418379655069
992.021653,0.6481325831057886
992.081918,0.6505806546594605
992.142183,0.6516940993027796
992.202448,0.6467988042484824
992.262713,0.63625236120283
992.322978,0.6293171099237076
992.383243,0.6327752342927936
992.443508,0.6432640408986379
992.503773,0.6481325831057886
992.564038,0.6408435010489736
992.624303,0.6280220510458848
992.684568,0.6188390848175513
992.744832,0.6188390848175513
992.805097,0.6235227668086352
992.865362,0.6280220510458848
992.925627,0.6314730590111831
992.985892,0.6314730590111831
993.046157,0.6235227668086352
993.106422,0.6141967269218211
993.166687,0.6131473479934759
993.226952,0.6222458544190621
993.287217,0.626949051015086
993.347482,0.6165166188308663
993.407747,0.5996434802235315
993.468012,0.5963664212943177
993.528277,0.6052159151947756
993.588542,0.6141967269218211
993.648807,0.6108401343219937
993.709072,0.6029385467313784
993.769337,0.5973870802894627
993.829602,0.59534750613465
993.889867,0.5918867281440585
993.950132,0.5918867281440585
994.010397,0.590875466713874
994.070662,0.5844348307552389
994.130927,0.5737221839015364
994.191192,0.5705867851727089
994.251457,0.5790537345091736
994.311722,0.586442884067448
994.371987,0.5854350692760326
994.432252,0.5822356594858507
994.492517,0.5844348307552389
994.552782,0.5886520599595156
994.613047,0.5844348307552389
994.673312,0.5715633232774759
994.733577,0.5610922210898884
994.793842,0.5601279719615837
994.854107,0.5663064025460576
994.914372,0.5725472581349178
994.974636,0.5705867851727089
995.034901,0.5601279719615837
995.095166,0.5528879057976652
995.155431,0.5580258452617887
995.215696,0.5672756149348309
995.275961,0.5641754467839917
995.336226,0.5517501290241545
995.396491,0.5457359654290102
995.456756,0.5517501290241545
995.517021,0.5580258452617887
995.577286,0.5528879057976652
995.637551,0.5466699722781557
995.697816,0.5487348078430763
995.758081,0.5559260484291975
995.818346,0.5549762272149694
995.878611,0.5466699722781557
995.938876,0.5397873571674243
995.999141,0.5368374126803721
996.059406,0.5328048803403256
996.119671,0.5278991591365095
996.179936,0.5250141837966161
996.240201,0.5259179852391697
996.300466,0.528807927006551
996.360731,0.5307999875389843
996.420996,0.5269972229496052
996.481261,0.5201801942653826
996.541526,0.5173374031626059
996.601791,0.5250141837966161
996.662056,0.5318945625384859
996.722321,0.5269972229496052
996.782586,0.5143352442328742
996.842851,0.5078597257236234
996.903116,0.5097728727548211
996.963381,0.5115243958532765
997.023646,0.5068146115258436
997.083911,0.502148191832807
997.144176,0.5012902521722411
997.204441,0.49752473750078474
997.264705,0.4912608645062329
997.32497,0.49024990876726876
997.385235,0.49752473750078474
997.4455,0.502148191832807
997.505765,0.49855069483327613
997.56603,0.4912608645062329
997.626295,0.4857408634803943
997.68656,0.48308145290149773
997.746825,0.48391306798443884
997.80709,0.48757068703959633
997.867355,0.4884100302495389
997.92762,0.48225608950386156
997.987885,0.4768372696850799
998.04815,0.48225608950386156
998.108415,0.4884100302495389
998.16868,0.48308145290149773
998.228945,0.4742313481934948
998.28921,0.4760225747166372
998.349475,0.48391306798443884
998.40974,0.4768372696850799
998.470005,0.46046427730920253
998.53027,0.45794783442054204
998.590535,0.47244686188106416
998.6508,0.47863833907439046
998.711065,0.46474333199171136
998.77133,0.4512517009156453
998.831595,0.4537313482650033
998.89186,0.46125234482909844
998.952125,0.45951669724051214
999.01239,0.4527976237540198
999.072655,0.4520240014529802
999.13292,0.4545078926267413
999.193185,0.4545078926267413
999.25345,0.4520240014529802
999.313715,0.44863304370049195
999.37398,0.4413133992658562
999.434245,0.43635462767896765
999.49451,0.4429802908975343
999.554774,0.4537313482650033
999.615039,0.4510983014167266
999.675304,0.43396994431943864
999.735569,0.4236871287613419
999.795834,0.4299742309988195
999.856099,0.43635462767896765
999.916364,0.4308565822734168
999.976629,0.42296324286999004
1000.036894,0.4244122535565289
1000.097159,0.427624416584926
1000.157424,0.427624416584926
1000.217689,0.4283562799020856
1000.277954,0.43159829328353927
1000.338219,0.4260153076106589
1000.398484,0.40983936038419094
1000.458749,0.4008171262338546
1000.519014,0.4091391339421695
1000.579279,0.4205045412433427
1000.639544,0.4197860929261956
1000.699809,0.4113873709392594
1000.760074,0.40983936038419094
1000.820339,0.4113873709392594
1000.880604,0.40759958328365503
1000.940869,0.39930889047871804
1001.001134,0.3971266625245844
1001.061399,0.402331058769472
1001.121664,0.40606582580411926
1001.181929,0.4045418851030188
1001.242194,0.39862665575293343
1001.302459,0.39279791914822904
1001.362724,0.39065127373178676
1001.422989,0.39347017820765556
1001.483254,0.39563231362446233
1001.543519,0.3964481562198929
1001.603784,0.39862665575293343
1001.664049,0.402331058769472
1001.724314,0.4001323146287885
1001.784579,0.3885163597587135
1001.844843,0.3791816125074229
1001.905108,0.3849391535160073
1001.965373,0.39563231362446233
1002.025638,0.39279791914822904
1002.085903,0.3806100190919768
1002.146168,0.37646130973903347
1002.206433,0.3820476270522442
1002.266698,0.38270148738575926
1002.326963,0.3750447225459935
1002.387228,0.37095667580484193
1002.447493,0.37440394409215955
1002.507758,0.37646130973903347
1002.568023,0.3736372021857441
1002.628288,0.3736372021857441
1002.688553,0.37852998069791527
1002.748818,0.37646130973903347
1002.809083,0.36615446466811247
1002.869348,0.3608113620572547
1002.929613,0.3681738624771993
1002.989878,0.37788324754536
1003.050143,0.37788324754536
1003.110408,0.37223124183399764
1003.170673,0.3695608020124405
1003.230938,0.3681738624771993
1003.291203,0.36476571799218266
1003.351468,0.3608113620572547
1003.411733,0.3608113620572547
1003.471998,0.364146143059503
1003.532263,0.3654228875597436
1003.592528,0.3628012918391912
1003.652793,0.35811539933933095
1003.713058,0.3548003649285613
1003.773323,0.3561511712217771
1003.833588,0.3608113620572547
1003.893853,0.3614252630407402
1003.954118,0.3561511712217771
1004.014383,0.35155117078191017
1004.074647,0.3522549766947849
1004.134912,0.3541977167043111
1004.195177,0.3541977167043111
1004.255442,0.35554622857763796
1004.315707,0.3587247132883214
1004.375972,0.356757143143049
1004.436237,0.34902909272864
1004.496502,0.344486629707504
1004.556767,0.34962294681923584
1004.617032,0.3541977167043111
1004.677297,0.35021781132039137
1004.737562,0.3457981692472993
1004.797827,0.35155117078191017
1004.858092,0.35811539933933095
1004.918357,0.3548003649285613
1004.978622,0.34697588400329366
1005.038887,0.34510726404430936
1005.099152,0.34697588400329366
1005.159417,0.34510726404430936
1005.219682,0.34263141549362935
1005.279947,0.34697588400329366
1005.340212,0.3528543194521681
1005.400477,0.35091894784584543
1005.460742,0.34321438428304124
1005.521007,0.34003728691088575
1005.581272,0.3419126444947898
1005.641537,0.3419126444947898
1005.701802,0.34003728691088575
1005.762067,0.3406158419310661
1005.822332,0.3419126444947898
1005.882597,0.34003728691088575
1005.942862,0.33635100720512223
1006.003127,0.3369232902201088
1006.063392,0.34003728691088575
1006.123657,0.3419126444947898
1006.183922,0.34321438428304124
1006.244187,0.3463865260966457
1006.304452,0.3456944453558867
1006.364716,0.3394597145987012
1006.424981,0.33380442880579964
1006.485246,0.3374965469436387
1006.545511,0.344486629707504
1006.605776,0.34697588400329366
1006.666041,0.34321438428304124
1006.726306,0.3393578919584813
1006.786571,0.3393578919584813
1006.846836,0.34133188678306947
1006.907101,0.34379834496226247
1006.967366,0.3463865260966457
1007.027631,0.34697588400329366
1007.087896,0.3463865260966457
1007.148161,0.34770529897736335
1007.208426,0.3508136879512653
1007.268691,0.35021781132039137
1007.328956,0.3482969007046156
1007.389221,0.34962294681923584
1007.449486,0.35405606594966904
1007.509751,0.3554040385261131
1007.570016,0.35155117078191017
1007.630281,0.35155117078191017
1007.690546,0.3561511712217771
1007.750811,0.35811539933933095
1007.811076,0.35811539933933095
1007.871341,0.36005445322936774
1007.931606,0.3634185785803846
1007.991871,0.3606670663734925
1008.052136,0.3521493160516654
1008.112401,0.35021781132039137
1008.172666,0.3587247132883214
1008.232931,0.3654228875597436
1008.293196,0.36403691560152307
1008.353461,0.3614252630407402
1008.413726,0.36265620034268936
1008.473991,0.3634185785803846
1008.534256,0.35811539933933095
1008.594521,0.3548003649285613
1008.654785,0.3606670663734925
1008.71505,0.36880397837758666
1008.775315,0.3701969935597902
1008.83558,0.36880397837758666
1008.895845,0.36943517269795
1008.95611,0.3714652347340182
1009.016375,0.36880397837758666
1009.07664,0.3660446348040154
1009.136905,0.36740150862138576
1009.19717,0.3708305719739344
1009.257435,0.37223124183399764
1009.3177,0.3742766683892638
1009.377965,0.3784013023810315
1009.43823,0.3819177529388968
1009.498495,0.3791816125074229
1009.55876,0.37697741518488315
1009.619025,0.37983056776342033
1009.67929,0.38758503852780385
1009.739555,0.3905145697105799
1009.79982,0.38692283445776376
1009.860085,0.3840164072859631
1009.92035,0.38692283445776376
1009.980615,0.3926643905568655
1010.04088,0.393336421087064
1010.101145,0.3905145697105799
1010.16141,0.393336421087064
1010.221675,0.4028826300600499
1010.28194,0.4104012250973655
1010.342205,0.40592778689129083
1010.40247,0.39848716083645436
1010.462735,0.39930889047871804
1010.523,0.40440032021853267
1010.583265,0.4037093865875767
1010.64353,0.3999922928239137
1010.703795,0.4052342435242847
1010.76406,0.42036159400172807
1010.824325,0.4267444169975332
1010.88459,0.4196433899154872
1010.944854,0.41421504816790305
1011.005119,0.42036159400172807
1011.065384,0.4267444169975332
1011.125649,0.4212284314213713
1011.185914,0.41421504816790305
1011.246179,0.4164911775302292
1011.306444,0.4251428707833397
1011.366709,0.42908939577614846
1011.426974,0.43056369938893735
1011.487239,0.433076886399613
1011.547504,0.433076886399613
1011.607769,0.42821066352310605
1011.668034,0.4265993485587862
1011.728299,0.4371014324283818
1011.788564,0.4467884779750393
1011.848829,0.4467884779750393
1011.909094,0.4395033234486756
1011.969359,0.437849515306406
1012.029624,0.44267916669355667
1012.089889,0.44847604961076515
1012.150154,0.4509404446377785
1012.210419,0.45187033941651267
1012.270684,0.4509404446377785
1012.330949,0.45187033941651267
1012.391214,0.46014666654617364
1012.451479,0.4722862572523586
1012.511744,0.4740653962649086
1012.572009,0.465380466694158
1012.632274,0.4610955456892208
1012.692539,0.4713143489716471
1012.752804,0.4837485655083298
1012.813069,0.4837485655083298
1012.873334,0.4766751725714578
1012.933599,0.4740653962649086
1012.993864,0.4730945576521394
1013.054129,0.4730945576521394
1013.114394,0.4792945229822666
1013.174658,0.49277628051157363
1013.234923,0.5009444812029451
1013.295188,0.4992341773638288
1013.355453,0.49463755338396015
1013.415718,0.4973556078437054
1013.475983,0.4992341773638288
1013.536248,0.49548410719747327
1013.596513,0.49176712387549193
1013.656778,0.49633707320233256
1013.717043,0.5019774904684602
1013.777308,0.504735878195646
1013.837573,0.5094263450341258
1013.897838,0.5198265919716876
1013.958103,0.5266389866521446
1014.018368,0.5226830612731723
1014.078633,0.5169857333097563
1014.138898,0.5178705352037313
1014.199163,0.5226830612731723
1014.259428,0.5246572955074048
1014.319693,0.5255552269953413
1014.379958,0.5286228766178058
1014.440223,0.5304391662406028
1014.500488,0.5275403097309223
1014.560753,0.5237608981702401
1014.621018,0.5246572955074048
1014.681283,0.5295328903530521
1014.741548,0.5344537936796876
1014.801813,0.5444277695749393
1014.862078,0.5545934256999013
1014.922343,0.5545934256999013
1014.982608,0.5433128358448431
1015.042873,0.5364671226303811
1015.103138,0.5423845647934938
1015.163403,0.5513750664721382
1015.223668,0.5504275164843982
1015.283933,0.5494870897252475
1015.344198,0.5564989472513239
1015.404463,0.562823049237916
1015.464727,0.5555425917635446
1015.524992,0.5433128358448431
1015.585257,0.545364991118079
1015.645522,0.564948896838399
1015.705787,0.5818398738197776
1015.766052,0.5828356711680914
1015.826317,0.5721523367903372
1015.886582,0.5680533151302868
1015.946847,0.5733321854309914
1016.007112,0.5818398738197776
1016.067377,0.5840317098147362
1016.127642,0.5806425173802667
1016.187907,0.5796504671202567
1016.248172,0.5850371087508381
1016.308437,0.5914843819821193
1016.368702,0.5926981686714611
1016.428967,0.5882519126242561
1016.489232,0.5818398738197776
1016.549497,0.5764826702513717
1016.609762,0.5733321854309914
1016.670027,0.5764826702513717
1016.730292,0.5860383780480669
1016.790557,0.5959550703960048
1016.850822,0.5992358612631329
1016.911087,0.5992358612631329
1016.971352,0.6002614311982817
1017.031617,0.5992358612631329
1017.091882,0.5937184867435756
1017.152147,0.5914843819821193
1017.212412,0.5992358612631329
1017.272677,0.6070828538231863
1017.332942,0.6047984602518091
1017.393207,0.5969809951594579
1017.453472,0.5980027059749625
1017.513737,0.6058396087344594
1017.574002,0.6114696237917702
1017.634267,0.6114696237917702
1017.694532,0.6137730773561535
1017.754796,0.6160913690919047
1017.815061,0.6137730773561535
1017.875326,0.6127244222495216
1017.935591,0.6194768174508387
1017.995856,0.6275951412169658
1018.056121,0.6228808689929465
1018.116386,0.609168723232834
1018.176651,0.6035598933730999
1018.236916,0.609168723232834
1018.297181,0.6160913690919047
1018.357446,0.6137730773561535
1018.417711,0.6114696237917702
1018.477976,0.6148296754630914
1018.538241,0.6171457866030887
1018.598506,0.6160913690919047
1018.658771,0.6171457866030887
1018.719036,0.6252335619086475
1018.779301,0.6297451910895567
1018.839566,0.6218166528710756
1018.899831,0.6068764807382988
1018.960096,0.6002614311982817
1019.020361,0.6081279348437926
1019.080626,0.6218166528710756
1019.140891,0.6263036259435133
1019.201156,0.6182081907617044
1019.261421,0.6114696237917702
1019.321686,0.6137730773561535
1019.381951,0.6205432344325511
1019.442216,0.6216052711460289
1019.502481,0.6171457866030887
1019.562746,0.6160913690919047
1019.623011,0.6182081907617044
1019.683276,0.6171457866030887
1019.743541,0.6114696237917702
1019.803806,0.6114696237917702
1019.864071,0.6194768174508387
1019.924336,0.6228808689929465
1019.984601,0.6148296754630914
1020.044865,0.6047984602518091
1020.10513,0.6047984602518091
1020.165395,0.612516131357415
1020.22566,0.6205432344325511
1020.285925,0.6228808689929465
1020.34619,0.6205432344325511
1020.406455,0.6182081907617044
1020.46672,0.6137730773561535
1020.526985,0.612516131357415
1020.58725,0.6114696237917702
1020.647515,0.6081279348437926
1020.70778,0.6035598933730999
1020.768045,0.6058396087344594
1020.82831,0.610211292892573
1020.888575,0.6068764807382988
1020.94884,0.5990261654106057
1021.009105,0.5980027059749625
1021.06937,0.6025286878874012
1021.129635,0.5990261654106057
1021.1899,0.5892586839389927
1021.250165,0.5892586839389927
1021.31043,0.6002614311982817
1021.370695,0.6058396087344594
1021.43096,0.5990261654106057
1021.491225,0.5957524801143698
1021.55149,0.6081279348437926
1021.611755,0.6205432344325511
1021.67202,0.6158819336324591
1021.732285,0.6058396087344594
1021.79255,0.6035598933730999
1021.852815,0.6045928637287129
1021.91308,0.5990261654106057
1021.973345,0.5935107216342304
1022.03361,0.6002614311982817
1022.093875,0.609168723232834
1022.15414,0.6012887563583091
1022.214405,0.5828356711680914
1022.27467,0.5752963382920984
1022.334934,0.5838331727866065
1022.395199,0.5914843819821193
1022.455464,0.5838331727866065
1022.515729,0.5721523367903372
1022.575994,0.5678602098329032
1022.636259,0.5721523367903372
1022.696524,0.5752963382920984
1022.756789,0.5784576162162518
1022.817054,0.5860383780480669
1022.877319,0.5935107216342304
1022.937584,0.5914843819821193
1022.997849,0.5826375407239784
1023.058114,0.5772729927569193
1023.118379,0.5838331727866065
1023.178644,0.5902671783054669
1023.238909,0.5860383780480669
1023.299174,0.574118188814412
1023.359439,0.5688320815051765
1023.419704,0.574118188814412
1023.479969,0.579453419461436
1023.540234,0.5806425173802667
1023.600499,0.5880519409710714
1023.660764,0.6002614311982817
1023.721029,0.6012887563583091
1023.781294,0.5860383780480669
1023.841559,0.5709806259139082
1023.901824,0.5666916218595117
1023.962089,0.5678602098329032
1024.022354,0.5616648271348381
1024.082619,0.5574513745443765
1024.142884,0.5647568468638197
1024.203149,0.5752963382920984
1024.263414,0.5731315542785903
1024.323679,0.5626317219286608
1024.383944,0.5584054318813906
1024.444209,0.5595569327097104
1024.504474,0.5502404029398986
1024.564738,0.5392316624214641
1024.625003,0.5442426955976429
1024.685268,0.5657234072455566
1024.745533,0.579453419461436
1024.805798,0.5709806259139082
1024.866063,0.5563042067013702
1024.926328,0.5532639974302707
1024.986593,0.5584054318813906
1025.046858,0.5584054318813906
1025.107123,0.5532639974302707
1025.167388,0.5493002958714954
1025.227653,0.5523187244334167
1025.287918,0.5563042067013702
1025.348183,0.5544048959870308
1025.408448,0.5461126531874878
1025.468713,0.5381273698001694
1025.528978,0.5372025862659424
1025.589243,0.5442426955976429
1025.649508,0.551182118966656
1025.709773,0.5502404029398986
1025.770038,0.5421947634129952
1025.830303,0.5362847548129726
1025.890568,0.5362847548129726
1025.950833,0.5401545373974277
1026.011098,0.5461126531874878
1026.071363,0.5481699019674663
1026.131628,0.5442426955976429
1026.191893,0.5410844026566315
1026.252158,0.543128140880579
1026.312423,0.543128140880579
1026.372688,0.5351864971643148
1026.432953,0.5293475862715344
1026.493218,0.5351864971643148
1026.553483,0.5421947634129952
1026.613748,0.5351864971643148
1026.674013,0.5205392424568066
1026.734278,0.5185805040545781
1026.794543,0.5302588475799904
1026.854807,0.5361024489900822
1026.915072,0.5302588475799904
1026.975337,0.5302588475799904
1027.035602,0.5392316624214641
1027.095867,0.5401545373974277
1027.156132,0.5282635352516168
1027.216397,0.5205392424568066
1027.276662,0.5273609765139882
1027.336927,0.533172642571139
1027.397192,0.5293475862715344
1027.457457,0.5273609765139882
1027.517722,0.5372025862659424
1027.577987,0.5461126531874878
