nu,[0]Dinitrogenpentoxide-HITRAN(x-sec)-X=0.01-T=205.44K-P=0.0atm-L=15cm
556.983484,0.9998654490527907
557.103086,0.9998886462002946
557.222688,0.9999619397243107
557.34229,0.9999273436396012
557.461892,0.9999912303384537
557.581494,0.9999209171272152
557.701096,0.9998379331342536
557.820698,0.9999555429882422
557.9403,0.9999354060862767
558.059902,0.9999557249801676
558.179504,0.9999484453289877
558.299106,0.9999400147991842
558.418708,1.0
558.53831,0.9999482803375078
558.657912,0.9998893561214854
558.777514,0.9999283855644361
558.897116,0.9998650990999448
559.016718,0.9999196032319934
559.13632,0.9999507542126136
559.255922,0.9999163524986473
559.375524,0.999852540873166
559.495126,0.9999410837356313
559.614728,0.9998095081458777
559.73433,0.9999463014418192
559.853932,0.9998991750831736
559.973534,0.9999386468821795
560.093136,0.9999065093705213
560.212738,0.9998043391440825
560.33234,0.9999154185772102
560.451942,0.9999336512011789
560.571544,0.9999449045178118
560.691146,0.9999441835577956
560.810748,0.9999842121246298
560.93035,0.9999052554885447
561.049952,0.9999048995223372
561.169554,0.9999087911597792
561.289156,0.9999570739213505
561.408758,0.9999258847466711
561.52836,0.9998173366849752
561.647962,0.9998835867765452
561.767564,0.9998879062829702
561.887166,0.9998977752253084
562.006768,0.999789792096778
562.12637,0.9999100490458297
562.245972,0.9998457119036327
562.365574,0.9998438321954612
562.485176,0.9999319293169141
562.604778,0.9999614147444301
562.72438,0.9999978937022183
562.843982,0.9999189252867322
562.963584,0.9999556619829589
563.083186,0.9999806621869779
563.202788,0.9999112419392298
563.32239,0.9997690666692076
563.441992,0.999876177666618
563.561594,0.9999284145623597
563.681196,0.9998284647138599
563.800798,0.9999026987340752
563.9204,0.9999130677788245
564.040002,0.9997943411506811
564.159604,0.9998660489722402
564.279206,0.9998522409174487
564.398808,0.9998994250579987
564.51841,0.999906557366035
564.638012,0.999845961865092
564.757614,0.9999755632985811
564.877216,0.999891315906544
564.996818,0.9999182013456924
565.11642,0.9998730280616189
565.236022,0.9999354310846621
565.355624,0.9999134477458624
565.475226,0.9999005849420044
565.594828,0.9998141572708998
565.71443,0.9999950251123748
565.834032,0.9999095290927393
565.953634,0.9998525008790651
566.073236,0.9999300314479134
566.192838,0.9998591899146708
566.31244,0.999825985142342
566.432042,0.9997933513547733
566.551644,0.9998586899852008
566.671246,0.9999052504890185
566.790848,0.9997946010972436
566.91045,0.9998817569912557
567.030052,0.9998543206122726
567.149654,0.9998547105555338
567.269256,0.9999265406982667
567.388858,0.9998955354568004
567.50846,0.9998631093703774
567.628062,0.999879537256219
567.747664,0.999923337938686
567.867266,0.9998460718481538
567.986868,0.9998838967405052
568.10647,0.9998548005424618
568.226072,0.9998708383420852
568.345674,0.9998986651347244
568.465276,0.9998243654255581
568.584878,0.9998472116733255
568.70448,0.9998836067742172
568.824082,0.9998141772671831
568.943684,0.9998570602168644
569.063286,0.99985531046854
569.182888,0.9998996750328861
569.30249,0.9998346136778259
569.422092,0.9998836667672354
569.541694,0.9998664489187398
569.661296,0.9998584700163132
569.780898,0.9998790473153658
569.9005,0.9999295064847846
570.020102,0.9998379831261515
570.139704,0.9998924857800681
570.259306,0.9998067486754433
570.378908,0.9998465217789874
570.49851,0.9998593798879349
570.618112,0.9999001419861434
570.737714,0.9997922615806143
570.857316,0.9998009898051565
570.976918,0.9998371932544569
571.09652,0.9998648091391081
571.216122,0.9997796442818884
571.335724,0.9998815670137399
571.455326,0.9998633093430193
571.574928,0.9997856429777502
571.69453,0.9998480015529346
571.814132,0.9997816638388096
571.933734,0.9998732580324419
572.053336,0.99980277945053
572.172938,0.9997784645426042
572.29254,0.9998428023568445
572.412142,0.9998291146025732
572.531744,0.9998288246521719
572.651346,0.9996729634881021
572.770948,0.999813877322975
572.89055,0.9998825568969812
573.010152,0.9998060988012679
573.129754,0.9997875225765258
573.249356,0.9998506711506627
573.368958,0.9998179265773779
573.48856,0.9998403427465761
573.608162,0.9998098680773654
573.727764,0.9998168467746003
573.847366,0.999829484539414
573.966968,0.9997536903392065
574.08657,0.9997664172846914
574.206172,0.9997743654593028
574.325774,0.9998260651284241
574.445376,0.9998029094248998
574.564978,0.9997716460767271
574.68458,0.9998367233310864
574.804182,0.9998168167800953
574.923784,0.9997569795342585
575.043386,0.9997790644098629
575.162988,0.9997698964778773
575.28259,0.9997661873384418
575.402192,0.9998272649204221
575.521794,0.9998284247207221
575.641396,0.9998243054360979
575.760998,0.9997701464203826
575.8806,0.999821455940888
576.000202,0.9998591099259388
576.119804,0.9998060288148434
576.239406,0.9997928214644375
576.359008,0.9997749053376058
576.47861,0.9998104579653616
576.598212,0.9998040891930289
576.717814,0.9997400237996705
576.837416,0.999730236392747
576.957018,0.9997205390564862
577.07662,0.9997934613320479
577.196222,0.9998147071688375
577.315824,0.9997296965385651
577.435426,0.9997313460939253
577.555028,0.999839962807318
577.67463,0.9997510509929479
577.794232,0.9998192063451429
577.913834,0.9997387141410973
578.033436,0.9997264674168603
578.153038,0.999795780855569
578.27264,0.9997701864111893
578.392242,0.9998594798738779
578.511844,0.999772585862516
578.631446,0.9998039292243874
578.751048,0.999746192214647
578.87065,0.999776305023453
578.990252,0.9998261151197285
579.109854,0.9997535003860234
579.229456,0.9998120576633741
579.349058,0.9998167667892557
579.46866,0.9997934913258523
579.588262,0.9998228956848212
579.707864,0.99982646505893
579.827466,0.9998177666065224
579.947068,0.9998139173155308
580.06667,0.9998015296978368
580.186272,0.9997863428279452
580.305874,0.9998026394781506
580.425476,0.9997722059490056
580.545078,0.9998056888808514
580.66468,0.9998167467929205
580.784282,0.9997357449215255
580.903884,0.9997897321093923
581.023486,0.9998431323050238
581.143088,0.9997123813701708
581.26269,0.9998709183317556
581.382292,0.999833783815441
581.501894,0.9998167967837591
581.621496,0.9998196262692978
581.741098,0.9997507310726628
581.8607,0.9997497113274372
581.980302,0.9997677569725881
582.099904,0.9997600587904975
582.219506,0.9997895821409437
582.339108,0.9997739055632003
582.45871,0.9997695065676937
582.578312,0.9998006898649046
582.697914,0.9997258475866426
582.817516,0.9998149871169947
582.937118,0.9997033939962606
583.05672,0.9997769748738018
583.176322,0.9998023595334508
583.295924,0.9997873326169145
583.415526,0.9997503811599682
583.535128,0.9996986554134035
583.65473,0.9998201161810346
583.774332,0.9998058388517159
583.893934,0.9998317941481909
584.013536,0.9997589290622693
584.133138,0.9997562597094923
584.25274,0.9997715960881459
584.372342,0.9997966606762432
584.491944,0.9998502412149666
584.611546,0.9997643677656367
584.731148,0.9998008598310363
584.85075,0.9997467120828021
584.970352,0.9998124975807763
585.089954,0.9997831335189357
585.209556,0.9997956008923445
585.329158,0.9997621282959611
585.44876,0.9997531504723595
585.568362,0.9998172467014189
585.687964,0.9997763650100332
585.807566,0.9997983003441112
585.927168,0.9998552404786708
586.04677,0.9998446520677399
586.166372,0.9998809370885511
586.285974,0.9998006398748713
586.405576,0.9997935813072706
586.525178,0.9997831635124301
586.64478,0.9997832234994217
586.764382,0.9998022495551973
586.883984,0.9997708962482736
587.003586,0.9998164968387651
587.123188,0.9997902819938961
587.24279,0.9997877725234376
587.362392,0.9997472519461723
587.481994,0.9998061087993289
587.601596,0.9998208060571528
587.721198,0.9997857529541769
587.8408,0.9998414825652164
587.960402,0.9998218358731135
588.080004,0.9998222358019278
588.199606,0.999843382265838
588.319208,0.999843382265838
588.43881,0.9998211559944962
588.558412,0.9998527508422216
588.678014,0.9998068286599864
588.797616,0.9998302244135063
588.917218,0.9998184864755735
589.03682,0.9998445120894983
589.156422,0.9998635293129715
589.276024,0.9998722281635165
589.395626,0.9998762576567154
589.515228,0.9997908618724278
589.63483,0.9998402627593518
589.754432,0.9998924057886723
589.874034,0.9997906219226498
589.993636,0.9998633293402857
590.113238,0.9998434422564427
590.23284,0.9998292645769515
590.352442,0.9998448920304851
590.472044,0.9998460518512325
590.591646,0.9998129175021134
590.711248,0.9998526208613724
590.83085,0.9999083941960679
590.950452,0.9998829768477433
591.070054,0.9999474953784159
591.189656,0.9998994850519659
591.309258,0.9997789944253308
591.42886,0.9998930257221561
591.548462,0.999848341501313
591.668064,0.9998646691580446
591.787666,0.9998386630162112
591.907268,0.9998831368290324
592.02687,0.9998724281379822
592.146472,0.9999170754384316
592.266074,0.9999232859426738
592.385676,0.999889806071797
592.505278,0.9998730880540024
592.62488,0.9998707283562991
592.744482,0.9997976804693572
592.864084,0.9999516931668126
592.983686,0.9998605597226993
593.103288,0.9998851965904159
593.22289,0.9999175793967645
593.342492,0.9999104900062585
593.462094,0.9998808570980794
593.581696,0.9999408057520487
593.701298,0.9998659689829594
593.8209,0.9998655190433746
593.940502,0.9998895261026904
594.060104,0.999875197788444
594.179706,0.9999340341758407
594.299308,0.9999594578218564
594.41891,0.9998540906458053
594.538512,0.9999278366039032
594.658114,0.9998556104251782
594.777716,0.99989693531153
594.897318,0.999925540772226
595.01692,0.9999273006427264
595.136522,0.9999686244922216
595.256124,0.9998947155427975
595.375726,0.9999592658296589
595.495328,0.9998843266906732
595.61493,0.9998356835014349
595.734532,0.9999263927091496
595.854134,0.9999357380648867
595.973736,0.9999233489378427
596.093338,0.9999149526167338
596.21294,0.9999739103403411
596.332542,0.9999280005920818
596.452144,0.9999179543659271
596.571746,0.9998798972129173
596.691348,0.9999119368777845
596.81095,0.9998745978635053
596.930552,0.9999104290117206
597.050154,0.9998954854620249
597.169756,0.9999120508677517
597.289358,0.9999672375367012
597.40896,0.9999160615230311
597.528562,0.9999333792192627
597.648164,0.999922332016314
597.767766,0.9999408157514568
597.887368,0.999943577591804
598.00697,0.9999289235260522
598.126572,0.999916556481604
598.246174,0.9999382359074801
598.365776,0.999936853993793
598.485378,0.9999291015134165
598.60498,0.9998923157983599
598.724582,0.9999172104272458
598.844184,0.999901845817437
598.963786,0.9999182743397237
599.083388,0.9998833268068464
599.20299,0.9999203161749246
599.322592,0.999996405306461
599.442194,0.9999362620313507
599.561796,0.999890785964287
599.681398,0.9998988351175119
599.801,0.9999174604065797
599.920602,0.9999544520373399
600.040204,0.999878057435599
600.159806,0.9998929357317878
600.279408,0.9999107089866799
600.39901,0.9999339651803947
600.518612,0.9998556104251782
600.638214,0.9999027267313513
600.757816,0.9999187762988234
600.877418,0.9998879262807285
600.99702,0.9998892761303402
601.116622,0.9999803661927457
601.236224,0.9998944855670394
601.355826,0.9999943213161238
601.475428,0.9999508322087755
601.59503,0.9999545900310639
601.714632,0.9999603907844657
601.834234,0.9999643746345984
601.953836,0.9999630726818302
602.073438,0.9999725303772969
602.19304,0.9998689085932295
602.312642,0.9999971646040198
602.432244,0.9999350191113494
602.551846,0.9998141472727583
602.671448,0.9999418876885858
602.79105,0.9998504511835392
602.910652,0.9999420906768096
603.030254,0.9998867164170697
603.149856,0.9999240678829892
603.269458,0.9998709483278835
603.38906,0.999934834123388
603.508662,0.9999525791244053
603.628264,0.9998904060058605
603.747866,0.9999821581591676
603.867468,1.0
603.98707,0.9999253797842268
604.106672,0.9999250368098803
604.226274,0.9999678645163557
604.345876,0.9999911096395195
604.465478,0.9998888361791555
604.58508,0.999969835454959
604.704682,0.9999148996212427
604.824284,0.9999148406262653
604.943886,0.9998834867881915
605.063488,0.9999239268937055
605.18309,0.9999515641730525
605.302692,0.9998786773601868
605.422294,0.9999300364475635
605.541896,0.999943798579359
605.661498,0.9999717793982087
605.7811,0.9998612396281111
605.900702,0.9998866364261356
606.020304,0.9998903660102452
606.139906,0.9999749503137486
606.259508,0.999936961986979
606.37911,0.9998958754213403
606.498712,0.9999358110601981
606.618314,0.9999777452476407
606.737916,0.9999571489181338
606.857518,0.9999097480729502
606.97712,0.9999493842810188
607.096722,0.9998960354046932
607.216324,0.999912610818657
607.335926,0.9998645091797104
607.455528,0.9999331092372868
607.57513,0.9999298534603835
607.694732,0.9999107939790938
607.814334,0.9998960754005354
607.933936,0.9999080282296626
608.053538,0.9999312613626085
608.17314,0.9998753277722282
608.292742,0.9999384858920704
608.412344,0.999971744399197
608.531946,0.9999570199236699
608.651548,0.9999295354827408
608.77115,0.9998973652673045
608.890752,0.9999456294781304
609.010354,0.9999408967466661
609.129956,0.999968181506219
609.249558,0.9999340401754448
609.36916,0.9999879030731684
609.488762,0.9999868770861062
609.608364,0.9998952454871372
609.727966,0.9999674615293875
609.847568,0.9999009049102427
609.96717,0.9999359690500688
610.086772,0.9999248728221878
610.206374,0.9999592378307998
610.325976,0.9999951161119263
610.445578,0.9998869363921715
610.56518,0.9999029887059
610.684782,0.9999447995236024
610.804384,0.9999360470450774
610.923986,0.9999245398472606
611.043588,0.9998834767893567
611.16319,0.9998893861181666
611.282792,0.9998456819082618
611.402394,0.9999387278772132
611.521996,0.9999187193034548
611.641598,0.9999531520973972
611.7612,0.9999853341075452
611.880802,0.9999036866384297
612.000404,0.9999969739045786
612.120006,0.9999522671392492
612.239608,0.9999113539292951
612.35921,0.9999885130659754
612.478812,0.9999148566249029
612.598414,0.9999141576846624
612.718016,0.9999878540737623
612.837618,0.9999077492553616
612.95722,0.9999474673798864
613.076822,0.9999579668834162
613.196424,0.9999315473429901
613.316026,0.9999132967589432
613.435628,0.9999589738415958
613.55523,0.999922514002195
613.674832,0.9999056384523309
613.794434,0.999924649838966
613.914036,0.9999602087916911
614.033638,0.9999192192629395
614.15324,0.9999360170469964
614.272842,0.9999091611261004
614.392444,0.9999508472080381
614.512046,0.9999313673553277
614.631648,0.9999180083614981
614.75125,0.9999980258019487
614.870852,0.999926512700324
614.990454,0.9999581998736496
615.110056,0.9999402887827857
615.229658,0.9999994548201486
615.34926,0.9999116279050436
615.468862,0.9999979186021661
615.588464,0.9999400937944484
615.708066,0.9999170144434918
615.827668,0.9999864640916112
615.94727,0.9998714982570563
616.066872,0.9998857865228559
616.186474,0.999943453598808
616.306076,0.9999398868068704
616.425678,0.9999992699302666
616.54528,0.9999851741099046
616.664882,0.9999866820886841
616.784484,0.9999288535310301
616.904086,0.9999918004336166
617.023688,0.9999507002152743
617.14329,0.9999171844293987
617.262892,0.999953518080318
617.382494,0.9998851565950088
617.502096,0.9998670188427781
617.621698,0.9998887061936153
617.7413,0.9999704474366856
617.860902,0.9999145016551918
617.980504,0.9999226469918983
618.100106,0.9999414637133153
618.219708,0.9999111229497991
618.33931,0.9999454054903345
618.458912,0.9999606577739256
618.578514,0.9998793872742997
618.698116,0.9999402867829051
618.817718,0.9999522491401086
618.93732,0.999993613620393
619.056922,0.9999325272763866
619.176524,0.9998965153549053
619.296126,0.9999312523632271
619.415728,0.999934884120131
619.53533,0.9999220570377105
619.654932,0.9999410877353956
619.774534,0.9999473343868821
619.894136,0.9999215490774346
620.013738,0.99992771661257
620.13334,0.9999158445412692
620.252942,0.9998962953776961
620.372544,0.9999579788829118
620.492146,0.9999003629640992
620.611748,0.9998998450158454
620.73135,0.9998906359806804
620.850952,0.9999159035363059
620.970554,0.9999572599133836
621.090156,0.9999288695298919
621.209758,0.9999020867938109
621.32936,0.9999429166293176
621.448962,0.9999289955209374
621.568564,0.9999302404333117
621.688166,0.9999312653623335
621.807768,0.9999464014364543
621.92737,0.9999332742262634
622.046972,0.9999286705440666
622.166574,0.9999595938163518
622.286176,0.9998893261248052
622.405778,0.9999062993901764
622.52538,0.9999171594314694
622.644982,0.9999889050615492
622.764584,0.9999067823450356
622.884186,0.9999950154124231
623.003788,0.9999292845004588
623.12339,0.9999287675371523
623.242992,0.9999428206348022
623.362594,0.99993496111512
623.482196,0.9999999124260038
623.601798,0.9999232879425204
623.7214,0.9998918958436754
623.841002,0.9999325582742954
623.960604,0.9999870780834886
624.080206,0.9999504982252533
624.199808,0.9999998510300111
624.31941,0.9999113819268134
624.439012,0.9998815170196628
624.558614,0.9999216800671661
624.678216,0.9999010818927186
624.797818,0.9999355790751169
624.91742,0.999959777808934
625.037022,0.9999061204069648
625.156624,0.9999412687247489
625.276226,0.9999661195739546
625.395828,0.9999673575327769
625.51543,0.9999681465073332
625.635032,0.9999179633651888
625.754634,0.9999591798331657
625.874236,0.9999642386394527
625.993838,0.9999560959638104
626.11344,0.9999451035068676
626.233042,0.9999577908908295
626.352644,0.9999067493481123
626.472246,0.9999186393099605
626.591848,0.9999571349187338
626.71145,0.9999243568610865
626.831052,0.9998870263819999
626.950654,0.9999085061858143
627.070256,0.9998793672767122
627.189858,0.9999927086265822
627.30946,0.9999011498859945
627.429062,0.9999090911324615
627.548664,0.9999721183886994
627.668266,0.9998984251590736
627.787868,0.9999651656067315
627.90747,0.9999150096118877
628.027072,0.9999213280947966
628.146674,0.9999133317559092
628.266276,0.9999478393604134
628.385878,0.9999479453548901
628.50548,0.9999219070494132
628.625082,0.9999214000891349
628.744684,0.9999704754358585
628.864286,0.999956479947025
628.983888,0.9999047005412819
629.10349,1.0
629.223092,0.9999376449441573
629.342694,0.999994385215763
629.462296,0.9999094201026066
629.581898,0.9999425176521735
629.7015,0.9999163394997348
629.821102,0.9999639776488205
629.940704,0.9999175993951164
630.060306,0.9998911759217696
630.179908,0.9999804651908069
630.29951,0.9999563449529093
630.419112,0.999926364711211
630.538714,0.9999302024359633
630.658316,0.9999731893594116
630.777918,0.9999508132097098
630.89752,0.9999228629752133
631.017122,0.9999651396076376
631.136724,0.9999042865808216
631.256326,0.9999029437102664
631.375928,0.9999676765224148
631.49553,0.9999363110282287
631.615132,0.999954909016629
631.734734,0.9999447175281322
631.854336,0.9999203701706232
631.973938,0.9999247628304578
632.09354,0.9999728943673643
632.213142,0.9999481743429958
632.332744,0.9999519821528937
632.452346,0.9999124148358045
632.571948,0.9999571079198916
632.69155,0.9999129647877839
632.811152,0.999934860121694
632.930754,0.9999855201048347
633.050356,0.9999167104687656
633.169958,0.9999863690929016
633.28956,0.9999448265221124
633.409162,0.9999191042722358
633.528764,0.9999287205405014
633.648366,0.9999828451471462
633.767968,0.9999270166634133
633.88757,0.9999883630677097
634.007172,0.999968631492002
634.126774,0.9999066633561356
634.246376,0.9999490672971142
634.365978,0.9999993004902447
634.48558,0.9999396688199989
634.605182,0.9999700224493357
634.724784,0.9999389098660783
634.844386,0.9999518531590964
634.963988,0.9999259177442258
635.08359,0.9999309473842416
635.203192,0.9999527011186273
635.322794,0.9999273086421447
635.442396,0.9999543600415346
635.561998,0.9999786172286147
635.6816,0.9999341681670102
635.801202,0.9999464194354897
635.920804,0.9999088961502078
636.040406,0.9999749863128475
636.160008,0.9999083931961595
636.27961,0.999966656555905
636.399212,0.9998596398514075
636.518814,0.9999732393580724
636.638416,0.9999152835886379
636.758018,0.999921048116864
636.87762,0.9999791242179021
636.997222,0.9999491502928902
637.116824,0.9998961253953403
637.236426,0.9999453414938306
637.356028,0.9999825521522154
637.47563,0.9999517321649294
637.595232,0.9999323352893598
637.714834,0.9999408707482031
637.834436,0.9999965960057936
637.954038,0.9999660065777894
638.07364,0.9999386038848186
638.193242,0.9999242808668383
638.312844,0.9999558769734493
638.432446,0.9999343781532076
638.552048,0.999993858518859
638.67165,0.9999022507777666
638.791252,0.9999370759797992
638.910854,0.9999365470132259
639.030456,0.9999664105641377
639.150058,0.9999974955031362
639.26966,1.0
639.389262,0.9999594938203974
639.508864,0.999955536988509
639.628466,0.9999300864440666
639.748068,0.9999464114359184
639.86767,0.9999972888036753
639.987272,0.9999654465969826
640.106874,0.9999942632164555
640.226476,0.9999595688173623
640.346078,0.9999448925184731
640.46568,0.9999196562277337
640.585282,0.9999412627251013
640.704884,0.9999487753120291
640.824486,0.9999774652539112
640.944088,0.9999630916811287
641.06369,0.9999861660956894
641.183292,0.9999656535898515
641.302894,0.9999269826658953
641.422496,0.9999760422869906
641.542098,0.9999238369005561
641.6617,0.9999773492565319
641.781302,0.9999752973051166
641.900904,0.9999524271316248
642.020506,0.9999870610837085
642.140108,0.9999992183003056
642.25971,0.9999942199167048
642.379312,0.9998962653808078
642.498914,1.0
642.618516,0.9999708764240995
642.738118,0.999951664168214
642.85772,0.9999654005985731
642.977322,0.9999869920846036
643.096924,0.9999332712264637
643.216526,0.9999536720731715
643.336128,0.9998826168899364
643.45573,0.9999771962600092
643.575332,0.9999759382894876
643.694934,1.0
643.814536,0.9999675095278269
643.934138,0.9999613337475588
644.05374,0.9999972927036648
644.173342,0.9999621637158103
644.292944,0.9999240048877749
644.412546,0.9999434415994867
644.532148,0.9999456824752502
644.65175,0.9999680335109391
644.771352,0.9999801781964546
644.890954,0.9999776892488885
645.010556,0.9999723113833369
645.130158,0.9999474343816205
645.24976,0.9999637956553931
645.369362,0.9999715604044129
645.488964,0.9999969028047964
645.608566,0.9999998619900096
645.728168,0.9999975691029547
645.84777,0.9999754973001961
645.967372,0.9999712514132485
646.086974,0.9999999766800003
646.206576,0.9999703414398238
646.326178,0.9999277906072237
646.44578,0.9999679685130191
646.565382,0.9999330612404987
646.684984,0.9999927403263515
646.804586,1.0
646.924188,0.9999532710918294
647.04379,0.9999599178033127
647.163392,0.9999738483419606
647.282994,0.999999921884003
647.402596,0.9999905258448801
647.522198,0.9999627886923579
647.6418,0.9999362460323705
647.761402,0.9999815771697024
647.881004,0.9999664455629628
648.000606,0.9999337921918336
648.120208,0.9999826981496788
648.23981,0.9999739533392201
648.359412,0.9999795162097957
648.479014,1.0
648.598616,0.9999882680688197
648.718218,1.0
648.83782,0.9999453094955801
648.957422,0.9999901669483447
649.077024,0.9999628506900528
649.196626,1.0
649.316228,0.9999320303100441
649.43583,0.9999507522127121
649.555432,0.999999954880001
649.675034,0.9999836611334807
649.794636,0.9999377169396704
649.914238,0.9999783532342946
650.03384,1.0
650.153442,0.9999769662652805
650.273044,0.9999623297095432
650.392646,0.999980388192314
650.512248,0.9999596318148171
650.63185,1.0
650.751452,0.9999671775386688
650.871054,0.9999523541351003
650.990656,0.999990779942505
651.110258,0.9999487353140789
651.22986,0.9999944603153441
651.349462,0.9999911009395969
651.469064,0.9999918114335264
651.588666,0.9999856861024448
651.708268,0.9999906861433743
651.82787,0.9999722453851665
651.947472,0.9999824971531767
652.067074,0.9999530711011952
652.186676,0.9999666515560717
652.306278,0.9999970773042711
652.42588,0.9999778092462184
652.545482,0.9999439845689229
652.665084,0.9999733873541228
652.784686,0.999998879300628
652.904288,0.9999494412781352
653.02389,0.9999644416322138
653.143492,0.9999895970541111
653.263094,0.9999792942143677
653.382696,0.9999889130614605
653.502298,0.9999782412367253
653.6219,0.9999583038693078
653.741502,0.9999999025280047
653.861104,0.9999976990026473
653.980706,0.9999673595327117
654.100308,1.0
654.21991,0.9999782292369865
654.339512,0.9999947299138869
654.459114,1.0
654.578716,0.9999871120830499
654.698318,0.9999776342501171
654.81792,0.9999656925885128
654.937522,0.9999871190829597
655.057124,0.9999835071360088
655.176726,0.9999834251373646
655.296328,0.9999942334166269
655.41593,0.9999813961730534
655.535532,0.9999626136988852
655.655134,1.0
655.774736,0.999936483017289
655.894338,0.9999804621908654
656.01394,1.0
656.133542,0.9999733023563885
656.253144,0.9999977018026409
656.372746,0.9999564769471555
656.492348,0.9999791672170054
656.61195,0.9999975928028974
656.731552,0.9999924235287017
656.851154,0.9999722443851942
656.970756,0.999998892700613
657.090358,0.9999996060400776
657.20996,0.9999841271259754
657.329562,0.9999975222030697
657.449164,0.9999794042120962
657.568766,0.99998829106855
657.688368,0.999964183641421
657.80797,0.9999825501522503
657.927572,0.999976112285316
658.047174,0.999996498006132
658.166776,0.9999926159272624
658.286378,0.9999960973076155
658.40598,0.9999859370988835
658.525582,0.9999893650565514
658.645184,0.9999799592008195
658.764786,0.9999986076009694
658.884388,0.9999656945884441
659.00399,0.9999834761365205
659.123592,0.9999723233830047
659.243194,0.9999824261544218
659.362796,0.9999917368341401
659.482398,0.9999570469225099
659.602,0.9999744013276516
659.721602,0.9999948063134873
659.841204,1.0
659.960806,0.9999845291196753
660.080408,0.9999589748415548
660.20001,0.9999612017526714
