nu,[0]Methyliodide-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
528.288566,0.9850311637358711
528.416568,0.9803898306852888
528.544571,0.9740837435806621
528.672573,0.9830611040338341
528.800576,0.9835566917078704
528.928579,0.9800790963629538
529.056581,0.9771745341075319
529.184584,0.9825048488840084
529.312586,0.9848223592632152
529.440589,0.9856883986855722
529.568591,0.9824557248696747
529.696594,0.9822209460086223
529.824596,0.9855307011579212
529.952599,0.985753456266762
530.080602,0.9817260313807965
530.208604,0.9802545462234968
530.336607,0.9881507617608732
530.464609,0.9869804966272213
530.592612,0.9855612530832094
530.720614,0.9840761467651593
530.848617,0.9877417520163633
530.97662,0.9868739084894486
531.104622,0.9850922375612917
531.232625,0.9854952226912956
531.360627,0.98576627114499
531.48863,0.9857988019686934
531.616632,0.9834416223066318
531.744635,0.9817790460178735
531.872637,0.9797900156710252
532.00064,0.976274970674167
532.128643,0.9758689247497746
532.256645,0.9709765124648534
532.384648,0.9647493039952646
532.51265,0.9594970865156633
532.640653,0.9556275823877898
532.768655,0.9493364615042029
532.896658,0.9388289295726764
533.02466,0.9445789559823209
533.152663,0.9563694371941603
533.280666,0.9754815816793359
533.408668,0.9830827316160253
533.536671,0.9880687486512383
533.664673,0.9894342142300943
533.792676,0.9900171626437305
533.920678,0.9906089737156621
534.048681,0.9908890584606449
534.176684,0.989943904084295
534.304686,0.9899607332737121
534.432689,0.9924574885831002
534.560691,0.9909736839996965
534.688694,0.9873763551707022
534.816696,0.9907981980999953
534.944699,0.9899250953288011
535.072701,0.9873398229214118
535.200704,0.988092462585772
535.328707,0.9874227629499696
535.456709,0.9876015026455179
535.584712,0.9840377685438156
535.712714,0.9868245660275959
535.840717,0.9863529766038862
535.968719,0.9827102138573173
536.096722,0.9826335654499632
536.224724,0.9833836009625623
536.352727,0.9854676292113709
536.48073,0.9826198086763445
536.608732,0.9789859381871315
536.736735,0.9825569230209517
536.864737,0.9819194504601324
536.99274,0.9778881319489527
537.120742,0.9752640735396803
537.248745,0.9786413957799108
537.376748,0.9777170164989002
537.50475,0.973754558910675
537.632753,0.9745270525291291
537.760755,0.9776906184958294
537.888758,0.9742795540914189
538.01676,0.9711114875806393
538.144763,0.9754474404214525
538.272765,0.9743068343008546
538.400768,0.9663801424250726
538.528771,0.9700884752949105
538.656773,0.9742795540914189
538.784776,0.9699255141201829
538.912778,0.9691411616925953
539.040781,0.9699138750838479
539.168783,0.9708299060805318
539.296786,0.9647792116872552
539.424788,0.9656788050579411
539.552791,0.9697102145551842
539.680794,0.9678685464974222
539.808796,0.9634362098633141
539.936799,0.966585036733296
540.064801,0.9707813657987449
540.192804,0.9652327644933085
540.320806,0.9626580678174662
540.448809,0.9689812665926245
540.576812,0.9665618389707887
540.704814,0.9610959798740585
540.832817,0.9685685684839944
540.960819,0.9654905160497298
541.088822,0.9600892788906044
541.216824,0.9635527926978269
541.344827,0.9682180101170959
541.472829,0.9636163892808091
541.600832,0.9613968499994773
541.728835,0.9655532749729159
541.856837,0.9643287649828892
541.98484,0.9602227405757424
542.112842,0.9642313726960192
542.240845,0.9655986570433099
542.368847,0.9610757970704012
542.49685,0.961966165435419
542.624852,0.9646373995665835
542.752855,0.9631693749915179
542.880858,0.958233302372332
543.00886,0.9647367623358336
543.136863,0.9640703595017549
543.264865,0.9587441768584525
543.392868,0.964811049926569
543.52087,0.9649075358557777
543.648873,0.9596410218735226
543.776876,0.9641407392068265
543.904878,0.9660216818907736
544.032881,0.960544469080351
544.160883,0.9621787834514056
544.288886,0.9674224619278803
544.416888,0.9622750061408051
544.544891,0.960034555361343
544.672893,0.967846285776852
544.800896,0.9651893299961899
544.928899,0.9623625771507843
545.056901,0.9677795066870385
545.184904,0.965903834434424
545.312906,0.9625242676453669
545.440909,0.9688688712847536
545.568911,0.9659550286942848
545.696914,0.9637927472163064
545.824916,0.967775635576754
545.952919,0.9701457122034252
546.080922,0.9643683032727829
546.208924,0.9684513787773281
546.336927,0.9696898508544981
546.464929,0.9638303358664218
546.592932,0.9694193451234139
546.720934,0.972031565747629
546.848937,0.966927268407732
546.97694,0.9708600022741088
547.104942,0.9717361130627251
547.232945,0.9687661766273105
547.360947,0.9719625539564084
547.48895,0.9731510182011038
547.616952,0.9674543873958913
547.744955,0.974940339610071
547.872957,0.9738120121245039
548.00096,0.9701282497377681
548.128963,0.9752835790162052
548.256965,0.9747999583088635
548.384968,0.9724807480841344
548.51297,0.9769644641660266
548.640973,0.976485868844015
548.768975,0.9740525733995931
548.896978,0.9790809044289239
549.02498,0.9774579558165845
549.152983,0.9760621659271203
549.280986,0.9793403952496128
549.408988,0.9769625102390522
549.536991,0.9775019424142872
549.664993,0.981506149377471
549.792996,0.9772507566938344
549.920998,0.9810635899087634
550.049001,0.9813864129313187
550.177004,0.9793227672811505
550.305006,0.9824704618160746
550.433009,0.9812392160094241
550.561011,0.9821178182235949
550.689014,0.9834553905857218
550.817016,0.9821217467027248
550.945019,0.9837475202158286
551.073021,0.9848755411065122
551.201024,0.9836216085917567
551.329027,0.9859703458841238
551.457029,0.9854676292113709
551.585032,0.9846657849560796
551.713034,0.9873358735700187
551.841037,0.9846391993387932
551.969039,0.9877308869168493
552.097042,0.9878839970700517
552.225045,0.9872578771169072
552.353047,0.9892452503418021
552.48105,0.988097403060436
552.609052,0.9891552331198668
552.737055,0.989856792853686
552.865057,0.9885579637525691
552.99306,0.9913692605290266
553.121062,0.9899340046947512
553.249065,0.9912909454509311
553.377068,0.9911219447524507
553.50507,0.991458983507008
553.633073,0.9923280805641752
553.761075,0.9913247490485191
553.889078,0.9932172076848224
554.01708,0.9926968982009857
554.145083,0.9936126861699711
554.273085,0.993268856322475
554.401088,0.9930176903899818
554.529091,0.993912901907767
554.657093,0.9935219734728215
554.785096,0.9951358683900744
554.913098,0.9948034490301915
555.041101,0.9943105465921651
555.169103,0.9951516911761725
555.297106,0.9947881291750396
555.425109,0.9961527198192576
555.553111,0.9949812362913518
555.681114,0.9955738245154478
555.809116,0.9955941344286284
555.937119,0.9964454324857256
556.065121,0.9960440454858179
556.193124,0.9966184304285921
556.321126,0.9963911276894742
556.449129,0.9971104827143654
556.577132,0.9966241111698356
556.705134,0.9967316527131928
556.833137,0.9966628806018207
556.961139,0.9976013812941875
557.089142,0.9976446781336703
557.217144,0.997632905995924
557.345147,0.9979669694119468
557.473149,0.9979555926533432
557.601152,0.9976173430439819
557.729155,0.9975547943974935
557.857157,0.9988299850019083
557.98516,0.9983746223593205
558.113162,0.9986633940544812
558.241165,0.9984092665597898
558.369167,0.998888518154034
558.49717,0.9988473647948511
558.625173,0.9985617352954852
558.753175,0.9987533776799871
558.881178,0.9987986222327774
559.00918,0.9984954329975222
559.137183,0.9990939906745177
559.265185,0.9987388958610042
559.393188,0.9990048854551957
559.52119,0.9985644314158102
559.649193,0.9989678330511352
559.777196,0.9991815251334316
559.905198,0.9991206368665743
560.033201,0.9994461534296654
560.161203,0.99862274928147
560.289206,0.9991913471360987
560.417208,0.9993164936969281
560.545211,0.9992609932001313
560.673213,0.9994151610849863
560.801216,0.9992761321188552
560.929219,0.9992242210721928
561.057221,0.9993160639909282
561.185224,0.999399020660469
561.313226,0.9996993651997008
561.441229,0.9992674984103714
561.569231,0.9994366087644759
561.697234,0.9990699827343783
561.825237,0.9986479148918372
561.953239,0.9995423347607004
562.081242,0.9992882833905014
562.209244,0.9994112233970088
562.337247,0.9991697848194858
562.465249,0.9995258924245322
562.593252,0.9990705721858419
562.721254,0.9992454348275893
562.849257,0.9993878374479981
562.97726,0.9994181993116941
563.105262,1.000087525830162
563.233265,0.9993231091940137
563.361267,0.9996181529221594
563.48927,0.9997293366359391
563.617272,0.9996060476196253
563.745275,0.99984007278972
563.873277,0.9996644163208035
564.00128,0.9995956017910073
564.129283,0.9992701964362595
564.257285,0.9996211617773281
564.385288,0.999293539660696
564.51329,0.9996188126703581
564.641293,0.9999744343268074
564.769295,0.9992717453062643
564.897298,0.999289482537161
565.025301,0.9992066948330608
565.153303,0.9994371884378771
565.281306,0.9995759999134531
565.409308,0.9996422640027863
565.537311,0.9996699844671096
565.665313,0.9991419183627867
565.793316,0.9991505809607713
565.921318,0.9993671703212185
566.049321,0.9993857687173157
566.177324,0.9994192686897395
566.305326,0.9995463629244262
566.433329,0.9994098741927679
566.561331,0.9995552089488817
566.689334,0.9992464340735239
566.817336,0.999744772576062
566.945339,0.9992398890308157
567.073341,0.9997681368844079
567.201344,0.9995399558527746
567.329347,0.9988967090734656
567.457349,0.9992844361380163
567.585352,0.9995010445197072
567.713354,0.9993199013719817
567.841357,0.9992116409184417
567.969359,0.9994943478851427
568.097362,0.9993702783579511
568.225365,0.9994729889191498
568.353367,0.9997889822673743
568.48137,0.999003187148334
568.609372,0.9996597678920751
568.737375,0.9995296206630641
568.865377,0.9995931527847829
568.99338,0.9995379267887237
569.121382,0.9991571753763671
569.249385,0.9995003748542317
569.377388,0.998810008601973
569.50539,0.9991920965298902
569.633393,0.9992250204518894
569.761395,0.9992722249568172
569.889398,0.9995736209254044
570.0174,0.9995083209137974
570.145403,0.999423306351741
570.273405,0.9996681650693936
570.401408,0.9995678833892869
570.529411,0.9997394839402035
570.657413,0.9998945955554388
570.785416,0.999239679190461
570.913418,0.999294249159361
571.041421,0.9994835933838188
571.169423,0.9995537795859549
571.297426,0.9993530493628666
571.425429,0.9996236808258298
571.553431,0.9991919766268457
571.681434,0.9995493215860393
571.809436,0.9992782905576317
571.937439,0.9997153505203528
572.065441,0.999733165606631
572.193444,0.9994032081511384
572.321446,0.9998279448031934
572.449449,0.9997911518118198
572.577452,0.9994699905046807
572.705454,0.9995679233720031
572.833457,0.9996412543646096
572.961459,0.9998760476827233
573.089462,0.9995067716771007
573.217464,0.9997232882917487
573.345467,0.9992761021405717
573.473469,0.9993573665773651
573.601472,0.9993032528411075
573.729475,0.999573411014966
573.857477,0.9998405327162592
573.98548,0.9992835667609351
574.113482,0.9997260675263533
574.241485,0.9996300284563566
574.369487,0.9996840899101042
574.49749,0.9996507010190987
574.625493,0.9994898201860021
574.753495,0.9994891805127218
574.881498,0.9993348213294864
575.0095,0.9994663624352
575.137503,0.9996507909876658
575.265505,0.9996515407260402
575.393508,0.9997700664387742
575.52151,0.9994964668154063
575.649513,0.9994827238334708
575.777516,0.9993037125207095
575.905518,0.9997481217266599
576.033521,0.9995423547515473
576.161523,0.9994501412277732
576.289526,0.9997982703501627
576.417528,0.9998394728858562
576.545531,0.9992947288207158
576.673533,0.9993373096762895
576.801536,0.9996620471189442
576.929539,0.9999129677875228
577.057541,0.9995429144954227
577.185544,0.9997330656333193
577.313546,0.9995868553677572
577.441549,0.9994200382428726
577.569551,0.9995051124972367
577.697554,0.9998162968754857
577.825557,0.9996299085007605
577.953559,0.9993466235434182
578.081562,0.9995428745137069
578.209564,0.9996851895632078
578.337567,0.9995869353347089
578.465569,0.9995652845161687
578.593572,0.9998313742189255
578.721574,0.9999065753643531
578.849577,0.999808788283291
578.97758,0.999593952459625
579.105582,0.9993947232539196
579.233585,0.9993976215028195
579.361587,0.999820506110956
579.48959,0.9997392839923267
579.617592,0.9996079768611589
579.745595,0.9995101200303942
579.873597,0.9991075684541117
580.0016,0.9994354494186822
580.129603,0.9996175031705712
580.257605,0.9996072571436747
580.385608,0.9996093363289319
580.51361,0.9994438647005945
580.641613,0.9993638724149979
580.769615,0.9993302943529994
580.897618,0.9993426261649189
581.025621,0.9995890844489301
581.153623,0.9995820373707257
581.281626,0.999541635081311
581.409628,0.9996663156849989
581.537631,0.9992155978043744
581.665633,0.9994737785031229
581.793636,0.9997859129199103
581.921638,0.9998139073173917
582.049641,0.9998144472170475
582.177644,0.9997644077562122
582.305646,0.9994842730328933
582.433649,0.9997107218489952
582.561651,0.9997325657669115
582.689654,0.9997410335376046
582.817656,0.9997903819729294
582.945659,0.9996927472118088
583.073661,0.9996200322060534
583.201664,0.9995960416131687
583.329667,0.9995165269107976
583.457669,0.9996476021067289
583.585672,0.999677022168573
583.713674,0.9999211951052689
583.841677,0.9996633466804502
583.969679,0.9995832768532206
584.097682,0.9995652045509491
584.225685,0.9994795754678494
584.353687,0.9997139009341454
584.48169,0.9997479317745348
584.609692,0.9994511007003694
584.737695,0.9995160871236226
584.865697,0.9995561185445357
584.9937,0.9994785959783454
585.121702,0.9995585274776841
585.249705,0.9997371845420348
585.377708,0.9998328639687829
585.50571,0.9994548986217681
585.633713,0.9994492317285585
585.761715,0.9995511007854152
585.889718,0.9997153305260459
586.01772,0.9997942311733096
586.145723,0.9999340841725436
586.273725,0.9995866654462727
586.401728,0.9996604476609484
586.529731,0.9994937781735268
586.657733,0.9996434335849195
586.785736,0.999587864950991
586.913738,0.9998266550259765
587.041741,0.9998147771558694
587.169743,0.9997697265170093
587.297746,0.9994184491662751
587.425749,0.999733975390823
587.553751,0.9995925430331456
587.681754,0.9996143443842521
587.809756,0.9998161768975373
587.937759,0.9998218558695503
588.065761,0.9995096302705554
588.193764,0.9995100700548895
588.321766,0.9997458423035409
588.449769,0.9999250778068077
588.577772,0.9997657474414162
588.705774,0.9999393178412367
588.833777,0.9997621083007188
588.961779,0.9996799112393417
589.089782,0.9997196493056023
589.217784,0.9998605597226993
589.345787,0.9998629393936632
589.473789,0.9997830835297803
589.601792,1.0000231472678938
589.729795,0.9997840133284803
589.857797,0.9995704023035269
589.9858,0.9996324875492514
590.113802,0.9997178698062104
590.241805,0.9997935413155281
590.369807,0.9997283768962366
590.49781,0.9992842162954646
590.625813,0.9995042829083377
590.753815,0.9994144015297525
590.881818,0.9995060620275447
591.00982,0.9995855359139789
591.137823,0.9998049090327182
591.265825,0.9996687248837227
591.393828,0.9995459331195826
591.52183,0.9996651360794423
591.649833,0.9993925046000968
591.777836,0.9996431136990719
591.905838,0.9997416833694875
592.033841,0.9993800822284697
592.161843,0.9997860228963666
592.289846,0.9995851560715475
592.417848,0.9997646077091137
592.545851,0.9998987251286461
592.673853,0.9996641464114475
592.801856,0.9997444526577859
592.929859,0.9998441021533324
593.057861,0.9996050680061787
593.185864,0.9994655528677744
593.313866,0.9997170300435524
593.441869,0.999754370171947
593.569871,0.9999008259180744
593.697874,0.9998102680013926
593.825877,0.9997445426347907
593.953879,0.9994617349166547
594.081882,0.9995865155082841
594.209884,0.9996894682249755
594.337887,0.9999174984034439
594.465889,0.9997196792971923
594.593892,0.9996347667139213
594.721894,0.9996801411657478
594.849897,0.9999301824373594
594.9779,0.9999374779545845
595.105902,0.9995130985749899
595.233905,0.9995206849081982
595.361907,0.9999308523908061
595.48991,0.9995280014263902
595.617912,0.9995874251324272
595.745915,0.9998285546984257
595.873917,0.9998288346504602
596.00192,0.999492348898446
596.129923,0.9995917133716792
596.257925,0.9997786345049576
596.385928,0.9995199652535641
596.51393,0.999474787972149
596.641933,0.9996111556195796
596.769935,0.999779924220228
596.897938,0.999856830249767
597.025941,0.9996880986513422
597.153943,0.9996105058725395
597.281946,0.9995961215808553
597.409948,0.999603518619524
597.537951,1.0001356491995208
597.665953,0.9999561089632397
597.793956,0.9999095800881267
597.921958,0.999549571473401
598.049961,0.9996516007051345
598.177964,0.9995302303763186
598.305966,0.999612605056806
598.433969,0.9997240880706993
598.561971,0.9997383142456916
598.689974,0.9997645077326579
598.817976,0.9997072928471
598.945979,0.9995929328743134
599.073981,0.9997934513341135
599.201984,0.9998018996244712
599.329987,0.9997652675539725
599.457989,0.9996715839403644
599.585992,0.9997909918452483
599.713994,0.9996952564437535
599.841997,0.9995577978002255
599.969999,0.9995969412500111
600.098002,0.9996679551391009
600.226005,0.9999616917337804
600.354007,0.9996179929832677
600.48201,0.9996603876813234
600.610012,0.9995768495534142
600.738015,0.9996754026931088
600.866017,0.9998034293225478
600.99402,0.9998436922173346
601.122022,0.9997809739896996
601.250025,0.9996884585391225
601.378028,0.9995637351911785
601.50603,0.9996721937402165
601.634033,0.9994625045024869
601.762035,0.9997134310687223
601.890038,0.999579008641741
602.01804,0.9998006998629115
602.146043,0.9994750178513766
602.274045,0.9998355335260936
602.402048,0.9995020040411705
602.530051,0.9996830202487001
602.658053,0.999753240450147
602.786056,0.9995884547080053
602.914058,0.9995763697566415
603.042061,0.9997191894346694
603.170063,0.9994937281988391
603.298066,0.9997743554615591
603.426069,0.999728616831076
603.554071,0.9998932157018491
603.682074,0.999812137648342
603.810076,0.9998699284600364
603.938079,0.9996304383047524
604.066081,0.999730306373866
604.194084,0.9997900720379589
604.322086,1.0000178491592944
604.450089,0.9994686512157906
604.578092,0.9995581276543531
604.706094,0.9997373944868655
604.834097,0.9995716217801617
604.962099,0.99968949821566
605.090102,0.9999551950037738
605.218104,0.9996989153350877
605.346107,0.9994622246530248
605.474109,0.9996855094625197
605.602112,0.9995132984776297
605.730115,0.9996081068102044
605.858117,0.9996825803882681
605.98612,0.999762358241277
606.114122,0.9997945611054603
606.242125,0.9995201951431826
606.370127,0.999685149575801
606.49813,0.9998756377336279
606.626133,0.9996385853260236
606.754135,0.9999432856083219
606.882138,0.999817566642989
607.01014,0.9997878825000988
607.138143,0.9995638051606424
607.266145,0.9995583775439163
607.394148,0.9997900820358597
607.52215,0.9997376244264927
607.650153,0.9997726558465995
607.778156,0.9999202531799467
607.906158,0.9995483120417343
608.034161,0.9995692727896105
608.162163,0.9995997001413762
608.290166,0.9996791714764811
608.418168,0.9998318741347376
608.546171,0.9998133274254937
608.674173,0.9996968959453184
608.802176,0.999550890879706
608.930179,0.9995164969253023
609.058181,0.9996421240528792
609.186184,0.9997179597808227
609.314186,0.9998157669729888
609.442189,0.9996292587415311
609.570191,0.999853320758452
609.698194,0.9997640678363713
609.826197,0.9994830736524853
609.954199,0.9997175498965432
610.082202,0.9996738332039586
610.210204,0.9997338054360617
610.338207,0.9997301264224271
610.466209,0.9995906338132118
610.594212,0.9994979560662514
610.722214,0.9997722159467277
610.850217,0.9997678669470474
610.97822,0.999747711830014
611.106222,0.9997321758712869
611.234225,0.9995821573205774
611.362227,0.9996083467161788
611.49023,0.9994689610511206
611.618232,0.9997933313589065
611.746235,0.9998952154902803
611.874237,0.9996892782839946
612.00224,0.9996504411099503
612.130243,0.9998054289314061
612.258245,0.9995485319423871
612.386248,0.9996686549069145
612.51425,0.9996670054549947
612.642253,0.9997321658739652
612.770255,0.9995953618880916
612.898258,0.999616043730082
613.026261,0.9997241580513879
613.154263,0.9997272771956269
613.282266,0.9997318159677684
613.410268,0.9998564802999377
613.538271,0.9998350935985556
613.666273,0.9995100400695879
613.794276,0.9996555793264228
613.922278,0.9996817406552532
614.050281,0.9997839433436018
614.178284,0.9997442727038006
614.306286,0.9998070186233019
614.434289,0.9998009598111273
614.562291,0.9995714918358592
614.690294,0.9996756925990177
614.818296,0.9999749373140744
614.946299,0.9998496613019948
615.074301,0.9998222857930408
615.202304,0.9997231183388042
615.330307,0.9999100660443007
615.458309,0.9996501312183615
615.586312,0.9995423647469709
615.714314,0.9996625469500928
615.842317,0.9997123113903066
615.970319,0.9998466817544437
616.098322,0.9998364233801145
616.226325,0.9998315841835361
616.354327,0.9996649861296831
616.48233,0.9997431229985481
616.610332,0.9998911159283008
616.738335,0.9999657295872441
616.866337,0.999589794157432
616.99434,0.9996945666542645
617.122342,0.9996953664102377
617.250345,0.9997258375893843
617.378348,0.9998020295987265
617.50635,0.9997963707352536
617.634353,0.9999579288850142
617.762355,0.9997028041714322
617.890358,0.9997910718285309
618.01836,0.9996393450516372
618.146363,0.9997686567639743
618.274365,0.9998883462337458
618.402368,0.9999303334268285
618.530371,0.9997930614147434
618.658373,0.9997773747846718
618.786376,0.9997917416887734
618.914378,0.9999393698380825
619.042381,0.9998488714210744
619.170383,0.999820866046403
619.298386,1.0000318005056255
619.426389,0.9999757452941501
619.554391,0.9996035685997012
619.682394,0.9997391140366628
619.810396,0.9998221858108173
619.938399,0.9999284155622882
620.066401,0.999949736263264
620.194404,0.9998774775064938
620.322406,0.9997180497554431
620.450409,0.9996164135880866
620.578412,0.9998006898649046
620.706414,0.9998278448204039
620.834417,1.0000168171414066
620.962419,0.9997767549228915
621.090422,0.9997703663698391
621.218424,0.9998314642037532
621.346427,0.9998429423348466
621.474429,0.999951676167634
621.602432,0.9998428723458431
621.730435,1.0001040254102678
621.858437,0.9999306324060429
621.98644,0.9996809908942289
622.114442,0.999819246337912
622.242445,0.9997439927754435
622.370447,0.999802679470257
622.49845,1.0000328305389103
622.626453,0.9999187393018294
622.754455,0.9997134010773199
622.882458,0.9999408027522262
623.01046,0.9995900140672109
623.138463,0.999877237535928
623.266465,1.0001181469788045
623.394468,1.0000266143541556
623.52247,0.999864899126945
623.650473,0.9996957263006343
623.778476,0.999727667089341
623.906478,0.9998592599048165
624.034481,1.0000318145060707
624.162483,0.9998353535557137
624.290486,0.999960832767056
624.418488,0.9997625581937687
624.546491,0.9999141286871522
624.674493,0.9997807240444874
624.802496,1.0000020330020665
624.930499,0.999872808089577
625.058501,0.9999515331745545
625.186504,0.999568822983539
625.314506,0.9996964760727103
625.442509,0.9999397098175261
625.570511,0.9999542740454633
625.698514,0.9999214380861488
625.826517,0.9998623094802098
625.954519,0.9999632436755302
626.082522,0.9998364433768431
626.210524,0.9996911277108701
626.338527,0.9998039492204662
626.466529,1.0000910001402616
626.594532,1.0000081772334335
626.722534,1.0000878528588364
626.850537,0.9998482615134489
626.97854,0.9999394368340225
627.106542,0.9998949055228115
627.234545,1.0001315286491343
627.362547,1.000053634438275
627.49055,0.9999529581065045
627.618552,0.9999223130177899
627.746555,0.9998270949498015
627.874557,0.9996589081850444
628.00256,0.9999162765050075
