nu,[0]2-Fluoroethanol-PNNL(x-sec)-X=0.01-T=298.18K-P=1.0atm-L=15cm
544.779096,0.9745231544287152
544.913898,0.9723582232291038
545.048701,0.9710648753479378
545.183504,0.9787441585214173
545.318306,0.9697848851164846
545.453109,0.9722687703874606
545.587912,0.9674708342602749
545.722714,0.9749422894927001
545.857517,0.9681783139924571
545.99232,0.9615862638355774
546.127123,0.9658246335672802
546.261925,0.9694009263308356
546.396728,0.9665947026319928
546.531531,0.9726256585111577
546.666333,0.9697451247512879
546.801136,0.9677340221191199
546.935939,0.9694658783687689
547.070741,0.9686906158124436
547.205544,0.9671545230171786
547.340347,0.9666246675322279
547.47515,0.9705319070445576
547.609952,0.9699798314698452
547.744755,0.9696113091575606
547.879558,0.9772937566731216
548.01436,0.980046754286421
548.149163,0.9791582548756762
548.283966,0.9802751317851152
548.418768,0.9634410270564064
548.553571,0.9680631076280067
548.688374,0.9742863740721674
548.823176,0.9738198026517629
548.957979,0.9716078523611934
549.092782,0.9704542675976133
549.227585,0.9740837435806621
549.362387,0.9720014332361471
549.49719,0.972158910223623
549.631993,0.967981793742197
549.766795,0.9697499734890336
549.901598,0.9685133616490006
550.036401,0.9678811288703119
550.171203,0.9801055588557976
550.306006,0.9701670556438705
550.440809,0.9746293832419131
550.575612,0.9659685521593506
550.710414,0.974866246959817
550.845217,0.9730177056437289
550.98002,0.9733573480871576
551.114822,0.9673276591720223
551.249625,0.972824094385265
551.384428,0.9680708521638458
551.51923,0.9663753105364402
551.654033,0.9737195043775396
551.788836,0.9734176981135705
551.923638,0.965637281762081
552.058441,0.9738538869413274
552.193244,0.9696433068587219
552.328047,0.9689706078573151
552.462849,0.9639141927533638
552.597652,0.9671071336066008
552.732455,0.9736834774223805
552.867257,0.9687962088442829
553.00206,0.9722230748291064
553.136863,0.9706804097865055
553.271665,0.9714426930652299
553.406468,0.9737866933413343
553.541271,0.9703378200724928
553.676074,0.9669823848328345
553.810876,0.9688989066853099
553.945679,0.9664207312434137
554.080482,0.9738675209911827
554.215284,0.9659675861912814
554.350087,0.970411568549225
554.48489,0.9715524722919557
554.619692,0.9679304920666351
554.754495,0.966942739367794
554.889298,0.9681618551010203
555.0241,0.9698256169370219
555.158903,0.9688533695068277
555.293706,0.9705454945863687
555.428509,0.9692070655322955
555.563311,0.9721948807687522
555.698114,0.9655561716370858
555.832917,0.9683429182968053
555.967719,0.967234800174045
556.102522,0.9686257157153617
556.237325,0.9687361453413224
556.372127,0.9638582873514564
556.50693,0.9648766593086577
556.641733,0.9689095646319019
556.776536,0.9723621126697757
556.911338,0.9663695123019718
557.046141,0.9677078936532586
557.180944,0.970009901310701
557.315746,0.9683361399201016
557.450549,0.9684194204091444
557.585352,0.9636279527468611
557.720154,0.969760640797412
557.854957,0.9693282239877328
557.98976,0.9685985945750195
558.124562,0.9666652666208392
558.259365,0.9693253160074228
558.394168,0.9732931086221095
558.528971,0.9667706388775845
558.663773,0.9634516249659925
558.798576,0.9685705056230686
558.933379,0.9676778951735341
559.068181,0.9704785292575727
559.202984,0.9683419499543712
559.337787,0.9675869377264548
559.472589,0.9630932876163845
559.607392,0.9691120878938537
559.742195,0.9631857490100716
559.876998,0.9701301899962078
560.0118,0.9699507325113877
560.146603,0.9695153223893774
560.281406,0.9670781208277865
560.416208,0.9692419576147084
560.551011,0.9720986382396399
560.685814,0.9677785389080157
560.820616,0.9686169981231495
560.955419,0.9669059962418217
561.090222,0.9664381269731371
561.225025,0.9615247242839786
561.359827,0.9692448653449429
561.49463,0.9723241912868533
561.629433,0.9669562766609059
561.764235,0.9680088976118741
561.899038,0.9671903083965557
562.033841,0.9656025194456629
562.168643,0.9687487389930703
562.303446,0.9652945413670749
562.438249,0.968577285640338
562.573051,0.9713096145323676
562.707854,0.9724661609823168
562.842657,0.9673344304893361
562.97746,0.9658333260280983
563.112262,0.972850360990411
563.247065,0.9721083592746274
563.381868,0.9685404804027875
563.51667,0.9674495501360474
563.651473,0.9693117455479922
563.786276,0.9693417946778632
563.921078,0.9685927830008867
564.055881,0.9694658783687689
564.190684,0.9652366254320883
564.325487,0.9661569343936927
564.460289,0.9720548947851542
564.595092,0.9663985038222115
564.729895,0.9675830673864446
564.864697,0.9717011311923324
564.9995,0.9684717164698274
565.134303,0.9652626871728069
565.269105,0.9697140934038001
565.403908,0.9679043582961567
565.538711,0.9686877097449553
565.673513,0.9680272899556555
565.808316,0.9667397027121217
565.943119,0.9633851490973137
566.077922,0.9650995715623321
566.212724,0.9702466126042242
566.347527,0.9717166785348098
566.48233,0.9644512425132006
566.617132,0.964613283933041
566.751935,0.9666952337085919
566.886738,0.9664381269731371
567.02154,0.9705833465987671
567.156343,0.9641715922041265
567.291146,0.9647242208394431
567.425949,0.9689347566080766
567.560751,0.9688853421955679
567.695554,0.9700147513723326
567.830357,0.9678124117496487
567.965159,0.9714475502908383
568.099962,0.9707425353207276
568.234765,0.9654422427307703
568.369567,0.9692274190943834
568.50437,0.9691896199621266
568.639173,0.9664313619299261
568.773975,0.9655117570747332
568.908778,0.9641860548864793
569.043581,0.9653862487045344
569.178384,0.9663830415698487
569.313186,0.9670713513046341
569.447989,0.9664951485047473
569.582792,0.9658903118754
569.717594,0.9684610633395386
569.852397,0.9610825246245271
569.9872,0.9685453231172964
570.122002,0.9694552143027593
570.256805,0.9677185384986353
570.391608,0.9633485411572033
570.526411,0.9654663790885418
570.661213,0.9694862373659833
570.796016,0.967851125020379
570.930819,0.9629873531812474
571.065621,0.9707706872624532
571.200424,0.9664255633591502
571.335227,0.9655272053864327
571.470029,0.9700234815443807
571.604832,0.9675017938223216
571.739635,0.963300374934311
571.874437,0.9662554874271201
572.00924,0.9673412018540493
572.144043,0.9698091300416729
572.278846,0.9667899744837175
572.413648,0.9681763776377655
572.548451,0.9691382542734713
572.683254,0.9687303329418876
572.818056,0.9679546906314175
572.952859,0.9682412476281878
573.087662,0.9679759858688581
573.222464,0.9677291834611059
573.357267,0.9646123193202394
573.49207,0.9701922803152366
573.626873,0.9674988913212939
573.761675,0.9639382909094083
573.896478,0.9652260078876053
574.031281,0.9649046411375122
574.166083,0.9677340221191199
574.300886,0.9671651617754449
574.435689,0.9665773040839328
574.570491,0.9661636975159043
574.705294,0.9708677691851946
574.840097,0.9718070523882326
574.974899,0.9680582673245693
575.109702,0.9698799286922852
575.244505,0.9680815010017881
575.379308,0.9677833778128074
575.51411,0.9690355310629447
575.648913,0.9738422007648012
575.783716,0.9697819757661933
575.918518,0.9654267957784626
576.053321,0.963292668562137
576.188124,0.9648834134689124
576.322926,0.9692923595069423
576.457729,0.9659579265637178
576.592532,0.9664806511862498
576.727335,0.9685482287576241
576.862137,0.9675375920509562
576.99694,0.9709687446838248
577.131743,0.9669166322662784
577.266545,0.9657029473298447
577.401348,0.9683487283717453
577.536151,0.9686973966704874
577.670953,0.9672212589816311
577.805756,0.9692807280684169
577.940559,0.9660081576818969
578.075362,0.967851125020379
578.210164,0.9663675795648798
578.344967,0.968591814408588
578.47977,0.9701680258114113
578.614572,0.9657763435428626
578.749375,0.9698227074645352
578.884178,0.9652433821121148
579.01898,0.9648737646830218
579.153783,0.9666807333888389
579.288586,0.9662728801824281
579.423388,0.967456322306601
579.558191,0.9643548022110447
579.692994,0.9650484226404976
579.827797,0.9660545271863248
579.962599,0.9703611084596341
580.097402,0.9658400868850435
580.232205,0.9671806365418311
580.367007,0.965496309010205
580.50181,0.9644628159975516
580.636613,0.9683758425157359
580.771415,0.9660381043989567
580.906218,0.9656479038306016
581.041021,0.9678820967519247
581.175824,0.9654856886092181
581.310626,0.9639942009516567
581.445429,0.9667242350006203
581.580232,0.9683787476476212
581.715034,0.9699546123220774
581.849837,0.9687109585289735
581.98464,0.9701166082686202
582.119442,0.9702796015498616
582.254245,0.9701903399326164
582.389048,0.967939203480265
582.52385,0.9706212000874227
582.658653,0.9720004612351999
582.793456,0.9701893697427615
582.928259,0.9692283883222871
583.063061,0.9717740115101495
583.197864,0.9713620666677473
583.332667,0.9689153781067301
583.467469,0.9716836407293855
583.602272,0.9701680258114113
583.737075,0.9702737798897173
583.871877,0.9715048673871431
584.00668,0.9718012215634108
584.141483,0.9683206466658093
584.276286,0.9704804702165721
584.411088,0.972180297954912
584.545891,0.9715145824843925
584.680694,0.9710677885469337
584.815496,0.9722901605356998
584.950299,0.9758172050673466
585.085102,0.9729778127356078
585.219904,0.970659055052393
585.354707,0.969871199812207
585.48951,0.9717409717554372
585.624312,0.9733213345315332
585.759115,0.9742532488985801
585.893918,0.9766753254792702
586.028721,0.9736162955802385
586.163523,0.9754806061982418
586.298326,0.9734819458017964
586.433129,0.9725410437596623
586.567931,0.9756981626300647
586.702734,0.9745104857100545
586.837537,0.972836741180696
586.972339,0.9743399612963766
587.107142,0.9746030686038147
587.241945,0.9748126307906924
587.376748,0.9774853250225144
587.51155,0.973943485620402
587.646353,0.9719790774602751
587.781156,0.9745572633360226
587.915958,0.9743233976578258
588.050761,0.9733875226326513
588.185564,0.9774472038382065
588.320366,0.9760748548177549
588.455169,0.9752357912916422
588.589972,0.9755479166822545
588.724774,0.9758396491211687
588.859577,0.9772566202159652
588.99438,0.9737000301821946
589.129183,0.9737389789623724
589.263985,0.9737087935219013
589.398788,0.9789223061692124
589.533591,0.9783537175003307
589.668393,0.9751177948998215
589.803196,0.9743009884773863
589.937999,0.9750300382473892
590.072801,0.9754913365439268
590.207604,0.9779947275646906
590.342407,0.9760631419897743
590.47721,0.9777375487718348
590.612012,0.9783008878259998
590.746815,0.9785229873348769
590.881618,0.976975210834239
591.01642,0.9764028710726186
591.151223,0.9784251399285953
591.286026,0.9764995397418749
591.420828,0.9749247406894289
591.555631,0.974266888539542
591.690434,0.9715583016242775
591.825237,0.9758269632881882
591.960039,0.9761558723928877
592.094842,0.9774853250225144
592.229645,0.9759050325679809
592.364447,0.9777707924136317
592.49925,0.975739142813473
592.634053,0.9765971945785096
592.768855,0.9756435250628235
592.903658,0.977596764701508
593.038461,0.9783664361813296
593.173263,0.9789644007334043
593.308066,0.9790564277122734
593.442869,0.9782363220980957
593.577672,0.979749845103885
593.712474,0.977822615638933
593.847277,0.9771266537284394
593.98208,0.9769498098089721
594.116882,0.9795666490122189
594.251685,0.9802702304217096
594.386488,0.9776837746854533
594.52129,0.9786531395471226
594.656093,0.9784799332706304
594.790896,0.9778206599956574
594.925699,0.9764692687253461
595.060501,0.9763179277179247
595.195304,0.97800059555066
595.330107,0.9781394814958969
595.464909,0.9786590114835757
595.599712,0.9790427210182325
595.734515,0.9809743171840523
595.869317,0.9800957578492142
596.00412,0.9789409058697262
596.138923,0.981858573341414
596.273725,0.9793354985598782
596.408528,0.9785924649334032
596.543331,0.9780172217021063
596.678134,0.978136547081854
596.812936,0.9801761289965298
596.947739,0.9791572757179109
597.082542,0.9791347553595545
597.217344,0.9788263764838391
597.352147,0.9788547628603577
597.48695,0.9798125511005421
597.621752,0.9801212406701935
597.756555,0.9794089514767202
597.891358,0.9795255080769261
598.026161,0.9784544931230887
598.160963,0.9785239658583534
598.295766,0.9823368549187426
598.430569,0.979855663801263
598.565371,0.9795989752450163
598.700174,0.9805849476750917
598.834977,0.9799281758032953
598.969779,0.9799438547795396
599.104582,0.9791651090074498
599.239385,0.9790730718130191
599.374187,0.9799634538526252
599.50899,0.9793962192431107
599.643793,0.9790711136688335
599.778596,0.9803202254783242
599.913398,0.9795460783285826
600.048201,0.9770826840183475
600.183004,0.9760133640388813
600.317806,0.9796842040632624
600.452609,0.9795617511912185
600.587412,0.9791161519759354
600.722214,0.9807379308593072
600.857017,0.9803476748289267
600.99182,0.9837307966501355
601.126623,0.9810243481500075
601.261425,0.9803192451585889
601.396228,0.9811989860262881
601.531031,0.980786968981793
601.665833,0.9811675881611037
601.800636,0.980448655839867
601.935439,0.9782226268854531
602.070241,0.9808673968107454
602.205044,0.9807801034970394
602.339847,0.9812392160094241
602.474649,0.9805359196534188
602.609452,0.9804496362890129
602.744255,0.9823751668031613
602.879058,0.9832400374372141
603.01386,0.9786521608944725
603.148663,0.9804888550588347
603.283466,0.9795196309415091
603.418268,0.9806084819962467
603.553071,0.9814953528692087
603.687874,0.9814276320262567
603.822676,0.9823348902469974
603.957479,0.9805869088469483
604.092282,0.983546856190131
604.227085,0.9813854315453965
604.361887,0.982231750498453
604.49669,0.982278898754026
604.631493,0.9807565650570178
604.766295,0.9802623882912348
604.901098,0.9814688528524331
605.035901,0.9836117724248518
605.170703,0.9821571037220286
605.305506,0.980990993889196
605.440309,0.9842257377080913
605.575112,0.9828733572933481
605.709914,0.9825588881367627
605.844717,0.9822327327306947
605.97952,0.9815346134685303
606.114322,0.9815287242785171
606.249125,0.9822484485801448
606.383928,0.9815267612230316
606.51873,0.9816759646299091
606.653533,0.9822455018392191
606.788336,0.9838006440162499
606.923138,0.983662921566884
607.057941,0.9837071873943282
607.192744,0.9817250496552561
607.327547,0.9823142614309055
607.462349,0.9820991581623197
607.597152,0.9814825935125575
607.731955,0.9820746059902692
607.866757,0.983242987161751
608.00156,0.9842483751603882
608.136363,0.9813206622443249
608.271165,0.9843094004514127
608.405968,0.9826807329931168
608.540771,0.9818300998556546
608.675574,0.9840850034903355
608.810376,0.9814698343217767
608.945179,0.982100140261969
609.079982,0.9832951004210597
609.214784,0.9845230187680597
609.349587,0.9832764179916353
609.48439,0.9843743670157155
609.619192,0.9831151738814632
609.753995,0.9829903261823769
609.888798,0.9797537641111034
610.0236,0.9761744195306604
610.158403,0.9791288805686468
610.293206,0.98227595192175
610.428009,0.9832990336093278
610.562811,0.9825362895422205
610.697614,0.9839088680393038
610.832417,0.9839118197703355
610.967219,0.9839167393417333
611.102022,0.9834494898710805
611.236825,0.981627863686125
611.371627,0.984444260076948
611.50643,0.9823329255791816
611.641233,0.9828222492075906
611.776036,0.9838419645110229
611.910838,0.9827259373465266
612.045641,0.9810645709728438
612.180444,0.9826198086763445
612.315246,0.9835094821197076
612.450049,0.9836117724248518
612.584852,0.9815189090403506
612.719654,0.984802663012993
612.854457,0.9839019807013333
612.98926,0.983472109469472
613.124062,0.9825972086806458
613.258865,0.9832803511051735
613.393668,0.983349183138844
613.528471,0.982397761691838
613.663273,0.9839157554254859
613.798076,0.984467887022712
613.932879,0.9830276805244998
614.067681,0.9836284939671157
614.202484,0.9865709847007231
614.337287,0.9826286522944188
614.472089,0.9849769885116979
614.606892,0.9844403223077832
614.741695,0.983695382978906
614.876498,0.9842710131333526
615.0113,0.9830896132192323
615.146103,0.9838203202258916
615.280906,0.9845417248831239
615.415708,0.9839511770302662
615.550511,0.9819174866231952
615.685314,0.982280863313788
615.820116,0.9836048871665432
615.954919,0.9829441267227421
616.089722,0.9816239371825233
616.224524,0.9829156217563911
616.359327,0.9831859607222783
616.49413,0.982681715674341
616.628933,0.9829352802654108
616.763735,0.9844846231190478
616.898538,0.9844708404308031
617.033341,0.9840289122437522
617.168143,0.983460307874968
617.302946,0.9833098499581873
617.437749,0.9829362632011824
617.572551,0.9835311195663253
617.707354,0.9841863694659531
617.842157,0.9838321261405697
617.97696,0.9834858781753852
618.111762,0.9839374018102146
618.246565,0.9850094932886446
618.381368,0.9822513953299107
618.51617,0.9832941171264509
618.650973,0.9833314830128491
618.785776,0.983814417321679
618.920578,0.9837337478469523
619.055381,0.9825372720790013
619.190184,0.9830896132192323
619.324986,0.9835724287408336
619.459789,0.9827013695051922
619.594592,0.9825038663796507
619.729395,0.9840456408774533
619.864197,0.984132240704187
619.999,0.9844816696696086
620.133803,0.9843851951933076
620.268605,0.9837032525734483
620.403408,0.9823830258359317
620.538211,0.9819960431643449
620.673013,0.9830768331373312
620.807816,0.9840161199510431
620.942619,0.9845348331151709
621.077422,0.9838458998867516
621.212224,0.9827888338191824
621.347027,0.9828831860760648
621.48183,0.9824704618160746
621.616632,0.9841440503619333
621.751435,0.984664800290787
621.886238,0.9827229891731367
622.02104,0.9830807654525283
622.155843,0.9838173687693581
622.290646,0.9836452157936483
622.425449,0.9843094004514127
622.560251,0.9827770404239371
622.695054,0.9837947412300941
622.829857,0.9835871824379172
622.964659,0.9837770330841258
623.099462,0.9829087413711203
623.234265,0.9834249039411591
623.369067,0.9819773854167739
623.50387,0.9838724640846637
623.638673,0.9831348363815651
623.773475,0.9830611040338341
623.908278,0.9849454697523683
624.043081,0.9828615628838272
624.177884,0.9825313768730545
624.312686,0.9836924318971837
624.447489,0.9836737419185331
624.582292,0.9824969888766574
624.717094,0.984070242325992
624.851897,0.9835193172637045
624.9867,0.9841351931053377
625.121502,0.9844737938477546
625.256305,0.9792032971913658
625.391108,0.9843635389572327
625.525911,0.9832115238895768
625.660713,0.9840249761359754
625.795516,0.9834445726359242
625.930319,0.9823771315554596
626.065121,0.9850252535666192
626.199924,0.9836225922138572
626.334727,0.9832990336093278
626.469529,0.9825333419377732
626.604332,0.9833836009625623
626.739135,0.9846391993387932
626.873937,0.9839718402219466
627.00874,0.9831741625615388
627.143543,0.983360983399843
627.278346,0.9822975622304048
627.413148,0.9830620870954296
627.547951,0.9845988299591982
627.682754,0.9835989855549251
627.817556,0.9848656924003448
627.952359,0.9854222987430359
628.087162,0.9833501664885188
628.221964,0.9841292883118935
628.356767,0.9845830765039469
628.49157,0.9844107895411076
628.626373,0.9835409549266977
628.761175,0.9826011390773414
628.895978,0.9829166046725044
629.030781,0.9861054330747712
629.165583,0.9846382147000862
629.300386,0.983973808167595
629.435189,0.9834612913357677
629.569991,0.9836717745730166
629.704794,0.9839393696869861
629.839597,0.9847396376593931
629.974399,0.9837760493075846
630.109202,0.9850311637358711
630.244005,0.9854193424805741
630.378808,0.9828202835650578
630.51361,0.9850232835180821
630.648413,0.9841410979342108
630.783216,0.9845259723415464
630.918018,0.9849976732456456
631.052821,0.9858155606907756
631.187624,0.9844934835205276
631.322426,0.9848420559073662
631.457229,0.9857899298194004
631.592032,0.9848262985605308
631.726835,0.9832026750256817
631.861637,0.9856716421252257
631.99644,0.9838901739484055
632.131243,0.9836914482052437
632.266045,0.9862701264336075
632.400848,0.9852488796797824
632.535651,0.9849060727215241
632.670453,0.9858037309750258
632.805256,0.9852104557227469
632.940059,0.9838281908199358
633.074861,0.9842985731075582
633.209664,0.9834013020266886
633.344467,0.9844373689912462
633.47927,0.9858303480350908
633.614072,0.9853010992542118
633.748875,0.9858323196977585
633.883678,0.9848696318709933
634.01848,0.9853198201529456
634.153283,0.9855415420552587
634.288086,0.985348394842061
634.422888,0.9858283763763663
634.557691,0.9841263359284571
634.692494,0.9853365707322678
634.827297,0.9839305142725083
634.962099,0.9838114658828542
635.096902,0.9848607680841935
635.231705,0.9856046187323824
635.366507,0.9815071308841111
635.50131,0.9831446677790858
635.636113,0.9831407352082798
635.770915,0.9832193896132307
635.905718,0.9843054632216853
636.040521,0.9827907993988156
636.175324,0.9853710581157691
636.310126,0.9847642564580682
636.444929,0.9841893220294903
636.579732,0.9851680925839648
636.714534,0.9859082317089501
636.849337,0.9834485064220824
636.98414,0.9845879994316368
637.118942,0.9836383303012369
637.253745,0.9849799434470958
637.388548,0.9841952271831379
637.52335,0.9848174351637291
637.658153,0.983518333744879
637.792956,0.9844078363131689
637.927759,0.9840535132740699
638.062561,0.9832528196407849
638.197364,0.9823604312861759
638.332167,0.9837003014681172
638.466969,0.9837465364688002
638.601772,0.9832488866373723
638.736575,0.9832793678253141
638.871377,0.985394707304953
639.00618,0.9837898222686854
639.140983,0.985317849515276
639.275786,0.985139523123539
639.410588,0.9833875345048332
639.545391,0.9829628028385724
639.680194,0.9833629501237766
639.814996,0.9849710786674963
639.949799,0.9809066322913222
640.084602,0.9824026736929264
640.219404,0.9835124326525798
640.354207,0.9822504130790064
640.48901,0.9836530849868513
640.623812,0.9836707909017338
640.758615,0.9830404599674128
640.893418,0.9837406340072887
641.028221,0.9841578284750849
641.163023,0.9828438715349179
641.297826,0.9829136559271135
641.432629,0.9828920320645465
641.567431,0.9834524402239756
641.702234,0.9830502904211648
641.837037,0.9820726418430213
641.971839,0.9815817282607228
642.106642,0.9824468828079402
642.241445,0.9811018521348784
642.376248,0.9812549159624796
642.51105,0.9827603333562603
642.645853,0.9815169460044955
642.780656,0.9810871357174697
642.915458,0.98039571304192
643.050261,0.9812902417753151
643.185064,0.9812323473589524
643.319866,0.9809870699330684
643.454669,0.9805800447626106
643.589472,0.9815856545954884
643.724274,0.9819381071069286
643.859077,0.9802427832395202
643.99388,0.9821197824611956
644.128683,0.9822877393038972
644.263485,0.9815316688691068
644.398288,0.9803025798730766
644.533091,0.9813098677764099
