nu,[0]Nitrobenzene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
559.163183,0.9456970541118944
559.282186,0.9573751098610656
559.401188,0.9520992456424157
559.52019,0.9528764756935938
559.639193,0.9516261698863946
559.758195,0.9517222889834858
559.877198,0.9589743030749398
559.9962,0.9578290132297397
560.115202,0.9469263128158597
560.234205,0.9541351031528797
560.353207,0.9508052707706994
560.472209,0.9597801799104081
560.591212,0.9565138598828152
560.710214,0.9543793930070541
560.829217,0.9619632795412515
560.948219,0.9535599331168726
561.067221,0.9520287929050215
561.186224,0.9517517928317516
561.305226,0.9567032683778942
561.424228,0.9584901433125165
561.543231,0.9605022060535049
561.662233,0.9558502695565338
561.781236,0.958535193407921
561.900238,0.9620027208442539
562.01924,0.9634044169929739
562.138243,0.9579066005220542
562.257245,0.9639527500922156
562.376248,0.9540263379508547
562.49525,0.9638515403670594
562.614252,0.9712979588869273
562.733255,0.9590164988725759
562.852257,0.9618074541121664
562.971259,0.9566736110362657
563.090262,0.9620354294928065
563.209264,0.9689095646319019
563.328267,0.9578912741390573
563.447269,0.961098863166323
563.566271,0.9594750183364584
563.685274,0.9607942431115288
563.804276,0.9622682702393377
563.923278,0.9670084937096932
564.042281,0.9690287478379686
564.161283,0.9708939829688471
564.280286,0.9593618069638972
564.399288,0.9574162778758956
564.51829,0.9603130057557535
564.637293,0.9726626189884258
564.756295,0.9617766767660749
564.875298,0.9632348727359155
564.9943,0.9644927148082766
565.113302,0.96612698399296
565.232305,0.9639932369579377
565.351307,0.9639527500922156
565.470309,0.9680640756915984
565.589312,0.9605992216755227
565.708314,0.971099834312708
565.827317,0.9657917960879793
565.946319,0.9706474072136196
566.065321,0.9619603936557417
566.184324,0.97081146048755
566.303326,0.9683187100264525
566.422328,0.962866987285125
566.541331,0.9677291834611059
566.660333,0.9657521994360766
566.779336,0.9728960860319076
566.898338,0.9747044325937857
567.01734,0.9685840657050676
567.136343,0.9724437945178295
567.255345,0.9736133747357331
567.374347,0.9622778929701536
567.49335,0.9709823383414058
567.612352,0.9658323601952553
567.731355,0.9702922152666708
567.850357,0.9661327807722543
567.969359,0.9720208734592134
568.088362,0.9728026924906102
568.207364,0.967249308804862
568.326367,0.9699992312604719
568.445369,0.9674979238228864
568.564371,0.9705823760159058
568.683374,0.9693156228027289
568.802376,0.9768403975574739
568.921378,0.9698692600717471
569.040381,0.9687148333805573
569.159383,0.9689832045570956
569.278386,0.9742902712254581
569.397388,0.9769986585206701
569.51639,0.9721793257751001
569.635393,0.9690878603945013
569.754395,0.9773778075503313
569.873397,0.9710930366376597
569.9924,0.9661240856163557
570.111402,0.9668441162382435
570.230405,0.9761197552937796
570.349407,0.970151533095161
570.468409,0.9766880223410308
570.587412,0.9722502974563166
570.706414,0.9703911901202597
570.825417,0.9667822401948588
570.944419,0.9701301899962078
571.063421,0.969399956930394
571.182424,0.9703329683955216
571.301426,0.9724457394073635
571.420428,0.9736114275109308
571.539431,0.9706532311155346
571.658433,0.9708240811185702
571.777436,0.9727822638485694
571.896438,0.9724807480841344
572.01544,0.9696743359410042
572.134443,0.9748418756082862
572.253445,0.9742123311214057
572.372447,0.9716875274717219
572.49145,0.9772820292184063
572.610452,0.9797371084386871
572.729455,0.9724097595806362
572.848457,0.975548892230659
572.967459,0.9663579159374025
573.086462,0.9745972210029459
573.205464,0.9694872068527054
573.324466,0.9709706866232561
573.443469,0.9734537152347132
573.562471,0.9744364257274555
573.681474,0.9753830630148626
573.800476,0.9706212000874227
573.919478,0.9729583533739473
574.038481,0.9706144057628022
574.157483,0.9727355714205319
574.276486,0.9741197853459431
574.395488,0.9701845188080401
574.51449,0.9793041603253387
574.633493,0.974368217564968
574.752495,0.9743000141768849
574.871497,0.9766255163078155
574.9905,0.9749042674848438
575.109502,0.9766216098135632
575.228505,0.9759372379654417
575.347507,0.9753723338601797
575.466509,0.9766694654448974
575.585512,0.9748779454249712
575.704514,0.9791474841941115
575.823516,0.9750817162088702
575.942519,0.9768999866391734
576.061521,0.9728464695967498
576.180524,0.9734108842135324
576.299526,0.9777277714452338
576.418528,0.9745611615728724
576.537531,0.974712230260437
576.656533,0.9772927793798535
576.775536,0.9789360111774336
576.894538,0.9755537699873146
577.01354,0.9764468101904396
577.132543,0.9770699820260184
577.251545,0.9807104705816888
577.370547,0.9781414377768162
577.48955,0.9792884915841238
577.608552,0.9733096547455977
577.727555,0.9771999409757065
577.846557,0.9778372830881732
577.965559,0.9812794476420234
578.084562,0.9782764306095206
578.203564,0.9742912455162164
578.322566,0.9753781861117397
578.441569,0.9760777830467118
578.560571,0.974972513172139
578.679574,0.9772048269876263
578.798576,0.9736377153743582
578.917578,0.9743925770748998
579.036581,0.9753030848828435
579.155583,0.9785180947321717
579.274585,0.9785435365333767
579.393588,0.9822209460086223
579.51259,0.9766225864356614
579.631593,0.9788175670860931
579.750595,0.9730955501739201
579.869597,0.9763413596293717
579.9886,0.977479460128159
580.107602,0.9807722572875962
580.226605,0.9784613423285129
580.345607,0.9814129107221864
580.464609,0.9825195865672739
580.583612,0.982002917160706
580.702614,0.9783449123564965
580.821616,0.9787549247663753
580.940619,0.97817762967956
581.059621,0.9789458005864923
581.178624,0.9827053003185319
581.297626,0.9777316823641414
581.416628,0.9785288584904143
581.535631,0.9788743401513871
581.654633,0.9790505533913302
581.773635,0.9793394159097072
581.892638,0.9799360152600595
582.01164,0.9796744072702058
582.130643,0.9793139534159074
582.249645,0.9790711136688335
582.368647,0.9810380825870224
582.48765,0.9801614264648641
582.606652,0.9779067119999697
582.725655,0.9788185459041496
582.844657,0.9787784151664533
582.963659,0.9802770923373393
583.082662,0.9767270906432853
583.201664,0.9838872222823112
583.320666,0.9808899570203135
583.439669,0.9799605139666735
583.558671,0.9774002874984234
583.677674,0.9728347955091593
583.796676,0.9793599822533872
583.915678,0.9767847192416602
584.034681,0.9753664816437333
584.153683,0.9776534669582103
584.272685,0.9801035986466401
584.391688,0.9794128691203614
584.51069,0.9778695522509534
584.629693,0.975215311555063
584.748695,0.9763189040363406
584.867697,0.9763198803557328
584.9867,0.977203849783288
585.105702,0.9798586033726637
585.224704,0.9788958756237598
585.343707,0.9819430168097385
585.462709,0.9801300618010546
585.581712,0.9798399862360629
585.700714,0.9807879497692523
585.819716,0.9814452978826255
585.938719,0.9813923012674612
586.057721,0.9807614688521026
586.176724,0.9761285404111102
586.295726,0.9812451034623826
586.414728,0.9813265501859622
586.533731,0.9792845744379918
586.652733,0.9769117095093501
586.771735,0.9769234325202022
586.890738,0.9772644383001992
587.00974,0.9802810134535508
587.128743,0.9791367136310235
587.247745,0.9799144569048664
587.366747,0.9828428886915378
587.48575,0.9788870656005243
587.604752,0.979545098782994
587.723754,0.980403556238997
587.842757,0.9778646629154155
587.961759,0.9799154368198134
588.080762,0.9765229760120628
588.199764,0.981184268151882
588.318766,0.9820274675405135
588.437769,0.9800055931871301
588.556771,0.9819508723852952
588.675774,0.980816393032221
588.794776,0.9802270994804587
588.913778,0.9786824995817074
589.032781,0.9777971925814276
589.151783,0.9764399750866911
589.270785,0.9796087712837488
589.389788,0.9753157639053605
589.50879,0.9798997582982527
589.627793,0.9756230367639251
589.746795,0.9849238011903888
589.865797,0.9792424661066266
589.9848,0.9806957600349595
590.103802,0.9807751996087816
590.222804,0.9789986650870526
590.341807,0.9815297058077321
590.460809,0.9809468502877094
590.579812,0.9792062348056638
590.698814,0.9811087198718804
590.817816,0.9816141209922324
590.936819,0.9829283997425308
591.055821,0.9816700745917915
591.174823,0.9813000547267975
591.293826,0.981965601758851
591.412828,0.9798301878851925
591.531831,0.9811518896052819
591.650833,0.9823663254664461
591.769835,0.9822229104524788
591.888838,0.9769332018033737
592.00784,0.981044949877636
592.126843,0.9809468502877094
592.245845,0.9804329687868703
592.364847,0.9801300618010546
592.48385,0.9824115153567771
592.602852,0.9810547603761872
592.721854,0.9852695701235045
592.840857,0.9801751488208909
592.959859,0.9838754157064833
593.078862,0.9797704200666685
593.197864,0.9824783216112083
593.316866,0.9812411784898186
593.435869,0.9804976794982402
593.554871,0.9850961779381227
593.673873,0.978883150060093
593.792876,0.982380078691275
593.911878,0.9823368549187426
594.030881,0.9793550854657178
594.149883,0.978950695327732
594.268885,0.9814757231584491
594.387888,0.9825598706961421
594.50689,0.9846953253727323
594.625893,0.9825058313893484
594.744895,0.9822838101607982
594.863897,0.9830866639548165
594.9829,0.9824056209053683
595.101902,0.9840761467651593
595.220904,0.9839423215095229
595.339907,0.9838458998867516
595.458909,0.9813294941700287
595.577912,0.9823122968043473
595.696914,0.9806712429474235
595.815916,0.9819724755421215
595.934919,0.9842375484878083
596.053921,0.98304832432255
596.172923,0.9855366143598677
596.291926,0.9813245875348244
596.410928,0.9818438455732724
596.529931,0.9841361772410229
596.648933,0.9836039035621478
596.767935,0.9797988338208479
596.886938,0.9828841689597424
597.00594,0.9812617847709322
597.124942,0.9817044336456822
597.243945,0.9835999691544024
597.362947,0.9827898166085076
597.48195,0.984486592090263
597.600952,0.9814413721092855
597.719954,0.9832479033889773
597.838957,0.983149583514714
597.957959,0.9846096606058963
598.076962,0.9806212299893744
598.195964,0.9834445726359242
598.314966,0.9829293826714219
598.433969,0.9843664920522793
598.552971,0.984664800290787
598.671973,0.9868314738237354
598.790976,0.9858175323238686
598.909978,0.9841283041830973
599.028981,0.9858875278534756
599.147983,0.9887240554417908
599.266985,0.9896281623423775
599.385988,0.9857238841066587
599.50499,0.9852607027372767
599.623992,0.9869469398608043
599.742995,0.9858825984281598
599.861997,0.986978522668202
599.981,0.9877911403386619
600.100002,0.9896529033556974
600.219004,0.988564883682535
600.338007,0.9883019603938232
600.457009,0.9875136100230623
600.576012,0.9869272011193951
600.695014,0.9867436497307952
600.814016,0.9877407642751052
600.933019,0.9869370704407529
601.052021,0.9877822502584043
601.171023,0.9846175375146887
601.290026,0.9888357875728022
601.409028,0.98817052497374
601.528031,0.9873970902918788
601.647033,0.9877308869168493
601.766035,0.9867140478653335
601.885038,0.9884452745681068
602.00404,0.9887814031000723
602.123042,0.9901878563159421
602.242045,0.9900590412554368
602.361047,0.9874306623636707
602.48005,0.9870189896171981
602.599052,0.9878622638611824
602.718054,0.9880657844494386
602.837057,0.9881250701750596
602.956059,0.986411173146287
603.075062,0.9898508537307462
603.194064,0.9900399333003329
603.313066,0.988741852634963
603.432069,0.9854479200558788
603.551071,0.9903971051163388
603.670073,0.9887774479823702
603.789076,0.9875738501905801
603.908078,0.9893679243584763
604.027081,0.9901716173682582
604.146083,0.9886696771141592
604.265085,0.9873990650880342
604.384088,0.987949199565517
604.50309,0.9871848227370459
604.622092,0.9879393201229186
604.741095,0.9877397765348347
604.860097,0.9890375306505613
604.9791,0.9904775286264247
605.098102,0.9898261077687288
605.217104,0.9895638386023694
605.336107,0.9895262358909586
605.455109,0.9895559221233265
605.574111,0.9887636051949982
605.693114,0.9904893153791463
605.812116,0.9905925297431838
605.931119,0.9907085349203874
606.050121,0.9891245697829242
606.169123,0.9911117362489936
606.288126,0.9876311311350224
606.407128,0.9896726966116964
606.526131,0.9892858102285381
606.645133,0.9909593149854542
606.764135,0.9905916382103083
606.883138,0.9888239216145471
607.00214,0.9901039909562602
607.121142,0.990641069966367
607.240145,0.9914526381898185
607.359147,0.9879719226584216
607.47815,0.9891502873560656
607.597152,0.9885490667709318
607.716154,0.9913893855292834
607.835157,0.9894579609361951
607.954159,0.9937512054329916
608.073161,0.9883918999644075
608.192164,0.9935213773598162
608.311166,0.9921698168571913
608.430169,0.9899874625743545
608.549171,0.9910862650046789
608.668173,0.9918935360370865
608.787176,0.9931357672128972
608.906178,0.9940436100482397
609.025181,0.9926547094793289
609.144183,0.9906273992139298
609.263185,0.9909568375902634
609.382188,0.9918401736003102
609.50119,0.9923708508261401
609.620192,0.9918583244415667
609.739195,0.9946172392543118
609.858197,0.994601325505794
609.9772,0.9925080059549253
610.096202,0.9926188752911276
610.215204,0.9949791468329495
610.334207,0.9929262376721593
610.453209,0.9925248787344447
610.572211,0.9936127855312447
610.691214,0.9932761072115918
610.810216,0.992486667262189
610.929219,0.9938939183526341
611.048221,0.9926074602396985
611.167223,0.9940446040923469
611.286226,0.9942104245613521
611.405228,0.9922467129976847
611.52423,0.9925458212303286
611.643233,0.994849211041365
611.762235,0.9938720529269509
611.881238,0.9948141929654581
612.00024,0.9956227083903209
612.119242,0.9941080261612304
612.238245,0.9930935598397037
612.357247,0.9959010238300868
612.47625,0.993370373587035
612.595252,0.9953010746559678
612.714254,0.9939192629706946
612.833257,0.9962012336380146
612.952259,0.9968902453348479
613.071261,0.9975644707259294
613.190264,0.9956368463331592
613.309266,0.9962499490694221
613.428269,0.9943714996968648
613.547271,0.9973325639466933
613.666273,0.9958956459790784
613.785276,0.994392580596115
613.904278,0.9941974999098432
614.02328,0.9931356678993255
614.142283,0.9954844260000598
614.261285,0.9961975477002691
614.380288,0.9965370100288947
614.49929,0.997267141076392
614.618292,0.996156305975504
614.737295,0.9941599199546123
614.856297,0.9961087904529632
614.9753,0.9956660189201331
615.094302,0.9948738836077374
615.213304,0.9966707542696784
615.332307,0.9978677764251604
615.451309,0.9950257129466599
615.570311,0.9972376224058946
615.689314,0.9957102274727957
615.808316,0.9941847742632887
615.927319,0.997211594843611
616.046321,0.9980584871790674
616.165323,0.995706145069232
616.284326,0.9950428275361076
616.403328,0.9952788796894778
616.52233,0.9955446546297305
616.641333,0.9953340196667758
616.760335,0.997413750121631
616.879338,0.9956822484085114
616.99834,0.9956130508968885
617.117342,0.9951491037851391
617.236345,0.995001733115936
617.355347,0.9972076060052093
617.474349,0.9958097038932847
617.593352,0.9957397009317339
617.712354,0.9995488318069917
617.831357,0.9981572000447202
617.950359,0.9990410101249838
618.069361,0.9953444707288504
618.188364,0.9976760046683877
618.307366,0.9987270109388589
618.426369,0.9950862123491702
618.545371,0.9961735396286681
618.664373,0.997219073958619
618.783376,0.997569059533049
618.902378,0.9976930650739336
619.02138,0.9980235557433199
619.140383,0.9965221617380653
619.259385,0.9974661157180973
619.378388,0.9974571385634531
619.49739,0.9978792519705736
619.616392,0.996836713766009
619.735395,0.9976262218778457
619.854397,0.9978054116380538
619.973399,0.9964800097421448
620.092402,0.9961278163125572
620.211404,0.9972567695520569
620.330407,0.9988761320132031
620.449409,0.9983121260641152
620.568411,0.9972528802582397
620.687414,0.9947639561172045
620.806416,0.9989852152426549
620.925419,0.9974235248242782
621.044421,0.9976368965355291
621.163423,0.9965755767574442
621.282426,0.9976075664419255
621.401428,0.9976911694589108
621.52043,0.9982507317562567
621.639433,0.9976797958444087
621.758435,0.997934436219038
621.877438,0.9986524088175656
621.99644,0.9961485359866203
622.115442,0.9966894918559914
622.234445,0.9978178842836531
622.353447,0.9968719027230863
622.472449,0.9975351427616131
622.591452,0.9988203962800782
622.710454,0.9963375232887759
622.829457,0.9992501113071673
622.948459,0.9969559425667156
623.067461,0.999192636093768
623.186464,0.997653357680126
623.305466,0.9989963040400869
623.424468,0.9970398897912083
623.543471,0.9994616049866376
623.662473,0.9991627906554716
623.781476,0.9982967521757531
623.900478,0.99986500911209
624.01948,0.9973369522196288
624.138483,1.0009556463392535
624.257485,0.9973546052399119
624.376488,0.9986727815345064
624.49549,0.9991843328374621
624.614492,0.9977955334133758
624.733495,0.9975378361101347
624.852497,0.9989226807255316
624.971499,0.9987088342726679
625.090502,0.9970545463853139
625.209504,0.9978051122964752
625.328507,0.9984282365160684
625.447509,0.9992383102330382
625.566511,0.9966557046549138
625.685514,0.9985799092844504
625.804516,0.9967380318161833
625.923518,0.9986184552128804
626.042521,0.9992468837345203
626.161523,0.9992445554919936
626.280526,0.9983711280542573
626.399528,0.998395688286097
626.51853,0.9986391268288537
626.637533,0.9979242573397009
626.756535,1.0012087299258872
626.875538,0.9983074340081491
626.99454,0.9994155608511307
627.113542,1.0000235852781283
627.232545,0.9988702386614097
627.351547,0.9987621667483825
627.470549,0.9984365235048225
627.589552,0.9990784149206163
627.708554,0.9966171348254746
627.827557,1.0008116191847474
627.946559,0.9990271934833561
628.065561,0.9973348578142284
628.184564,0.9962895009775004
628.303566,0.9991044612344055
628.422568,0.9969445773337523
628.541571,0.9987916306668922
628.660573,0.9976643319274188
628.779576,0.9985967854275203
628.898578,0.9985245894898485
629.01758,0.998679472664558
629.136583,0.9988714373064153
629.255585,0.9997545501277499
629.374587,0.9975185838156829
629.49359,0.9985651304111569
629.612592,0.9981822541048685
629.731595,0.9983737238225647
629.850597,0.9986460174626015
629.969599,0.9977353681567117
630.088602,0.998245840339655
630.207604,0.9988907157111914
630.326607,0.9982246777521641
630.445609,0.9978833432838938
630.564611,0.999048073369894
630.683614,0.9980262504105581
630.802616,0.9974347957737895
630.921618,0.9977534273303104
631.040621,0.9954215133723966
631.159623,0.9972860893320803
631.278626,0.9998050490054152
631.397628,0.9971263368970811
631.51663,0.9967782011682724
631.635633,0.9994648432474837
631.754635,0.9976973551633371
631.873637,0.9999584398636464
631.99264,0.9977900455530337
632.111642,0.9973087279832559
632.230645,0.9968495730425587
632.349647,1.0002063712916258
632.468649,0.9979653726660732
632.587652,0.9984035756431895
632.706654,0.9992481427863871
632.825657,0.9984594878089516
632.944659,0.9956754777922424
633.063661,0.9979775479178886
633.182664,0.9978042142722782
633.301666,0.9981674811168281
633.420668,0.9966607876119691
633.539671,0.9970934322708928
633.658673,0.9982947555842454
633.777676,0.9978148908344905
633.896678,0.9971555531267677
634.01568,0.9983573506277545
634.134683,0.9995663540515953
634.253685,0.9982295690650688
634.372687,0.9980550937859798
634.49169,0.9980709629881308
634.610692,0.9977658993261018
634.729695,0.9974315042443944
634.848697,0.9969909363344367
634.967699,0.998119869663521
635.086702,0.9975899089442688
635.205704,0.9984358245995006
635.324706,0.997165325299072
635.443709,1.0003477004337877
635.562711,0.9985306805084219
635.681714,0.9973825315598253
635.800716,0.9966012887390077
635.919718,0.9974078653978653
636.038721,0.9978405350067111
636.157723,0.9957098291887844
636.276726,0.9975177858011351
636.395728,0.9993127462671032
636.51473,0.9983281990187318
636.633733,0.9966907875531731
636.752735,0.9979047980064119
636.871737,0.9983864032493714
636.99074,0.9983705290317602
637.109742,0.9977811652611457
637.228745,0.9989908095755244
637.347747,0.998027547845527
637.466749,0.9963798685333457
637.585752,0.9986575019578381
637.704754,0.9981495142638701
637.823756,0.9983978847590274
637.942759,0.9970775786113566
638.061761,0.9992391695783546
638.180764,0.9995316796962035
638.299766,0.9982228809493612
638.418768,0.9983182157866579
638.537771,0.9981134817167966
638.656773,0.9979327397319384
638.775776,0.9963254676776807
638.894778,0.9975935002744053
639.01378,0.9985616354393166
639.132783,0.998599581502434
639.251785,0.9981746679485647
639.370787,0.9978870354590945
639.48979,0.9976096614200147
639.608792,0.9968727999082025
639.727795,0.9974430745169511
639.846797,0.9987923298212784
639.965799,0.9984997265371152
640.084802,0.9988980076400316
640.203804,0.9980866328252577
640.322806,0.9975531983110993
640.441809,0.9967859760685637
640.560811,0.9985003256371309
640.679814,0.9982473377095386
640.798816,0.9992624821001204
640.917818,0.9990115088795429
641.036821,0.9966636779324441
641.155823,0.9989328697888391
641.274825,0.9976660279582247
641.393828,0.9969044012768387
641.51283,0.9987583714593599
641.631833,0.9971180607828307
641.750835,0.998450601559054
641.869837,0.9978072076894111
641.98884,0.9963901312988448
642.107842,0.9965299346412412
642.226845,0.9979648736835116
642.345847,0.9976333050491663
642.464849,0.9953878686938429
642.583852,0.9980937192655075
642.702854,0.9972991538654231
642.821856,0.9969121771614946
642.940859,0.9971151691446473
643.059861,0.9971631315377695
643.178864,0.9961724438383771
643.297866,0.9967676353753389
643.416868,0.997362783581206
643.535871,0.9967139110476758
643.654873,0.9957358175544729
643.773875,0.9963830569540265
643.892878,0.9957727600385831
644.01188,0.9968846627651053
644.130883,0.9948098157926388
644.249885,0.9964288916288359
644.368887,0.9962529378237525
644.48789,0.9945365790670231
644.606892,0.9941860667043353
644.725895,0.9949581529944371
644.844897,0.996004403721684
644.963899,0.9963738902720694
645.082902,0.9955715346982847
645.201904,0.9958830977729929
645.320906,0.9956990755806987
645.439909,0.9938792088314932
645.558911,0.9944797926496259
645.677914,0.9954524714628583
645.796916,0.9941005703789935
645.915918,0.9948652282426009
646.034921,0.9948262302900186
646.153923,0.9955379845028894
646.272925,0.9947164075365221
646.391928,0.9932489911440009
646.51093,0.995427784547685
646.629933,0.9935684713892228
646.748935,0.9936882036037462
646.867937,0.9953346168673668
646.98694,0.9942128106692344
647.105942,0.9930236485139985
647.224944,0.9938853709016904
647.343947,0.9940114035570222
647.462949,0.9952274251015104
647.581952,0.9911098531384837
647.700954,0.9931681439666465
647.819956,0.9950330761641796
647.938959,0.9942767406082859
648.057961,0.9936510403598884
648.176964,0.9927803875208011
648.295966,0.9937663105661129
648.414968,0.9940175664468291
648.533971,0.9928461117579032
648.652973,0.9934337526386401
648.771975,0.992333935317122
648.890978,0.9922741986123088
649.00998,0.9929133297149714
649.128983,0.9924202721250913
649.247985,0.9927952793383023
649.366987,0.9912929280348046
649.48599,0.9922714202484424
649.604992,0.9925917771657232
649.723994,0.9918863944293369
649.842997,0.990444843407289
649.961999,0.9909161101011941
650.081002,0.9903743262448792
650.200004,0.9912048060105844
650.319006,0.9914116920414051
650.438009,0.9898280874229239
650.557011,0.9921461042819348
650.676014,0.9904051273653803
650.795016,0.9904879286950755
650.914018,0.9912648748418957
651.033021,0.9901592403003979
651.152023,0.9894787397715518
651.271025,0.9913466575675612
651.390028,0.9892195302996553
651.50903,0.9889109419484878
651.628033,0.990074090267236
651.747035,0.9870258987743076
651.866037,0.9899023273134417
651.98504,0.9905308177509293
652.104042,0.9875669371978242
652.223044,0.9893669349910467
652.342047,0.9881764540146769
652.461049,0.9845161271310491
652.580052,0.9899924125240422
652.699054,0.9861922141711941
652.818056,0.9866933270878973
652.937059,0.9867604245154259
653.056061,0.988922808950993
653.175064,0.9873131651060749
653.294066,0.9863608674592624
653.413068,0.9863214138136422
653.532071,0.9855513975199565
653.651073,0.9850094932886446
653.770075,0.9845919377915112
653.889078,0.9841273200552851
654.00808,0.9840377685438156
654.127083,0.985889499630503
654.246085,0.9853424827694283
654.365087,0.9827613161170851
654.48409,0.9839797120281556
654.603092,0.9811832869681044
654.722094,0.9852587322178418
654.841097,0.983788838479355
654.960099,0.9825392371555105
655.079102,0.9842099902222682
655.198104,0.9824734092318812
655.317106,0.9819783673946503
655.436109,0.982286757016649
655.555111,0.9821197824611956
655.674113,0.9800585149180361
655.793116,0.9801251611629972
655.912118,0.9804192428213891
656.031121,0.979891919131543
656.150123,0.9812323473589524
656.269125,0.9817711918169222
656.388128,0.9807457767941378
656.50713,0.9790554486563353
656.626133,0.9768902176881519
656.745135,0.9781101377516105
656.864137,0.9768042551314033
656.98314,0.9758864905485118
657.102142,0.9768902176881519
657.221144,0.9772145990847566
657.340147,0.9746849387000733
657.459149,0.9755401123301385
657.578152,0.9753635555486775
657.697154,0.9755615744486922
657.816156,0.9740740027919303
657.935159,0.9741519318292736
658.054161,0.9742094084887963
658.173163,0.9733252278246579
658.292166,0.9722250192772005
658.411168,0.9709687446838248
658.530171,0.9711988915476409
658.649173,0.9707823365805961
658.768175,0.9694193451234139
658.887178,0.9683710006486281
659.00618,0.967876289476766
659.125183,0.9678724179793511
659.244185,0.9676837012583234
659.363187,0.9674959888289737
659.48219,0.9666700999592556
659.601192,0.9668450830828432
659.720194,0.9634940177701258
659.839197,0.9643017641554831
659.958199,0.9639662455251846
660.077202,0.9622403648641307
660.196204,0.9624020348253244
660.315206,0.9638534680720678
660.434209,0.9613372452425439
660.553211,0.9585265666300009
660.672213,0.9575589435296263
660.791216,0.9599519959396879
660.910218,0.9592677941135196
661.029221,0.9572506591862527
661.148223,0.9576020346516282
661.267225,0.9568697492300061
661.386228,0.9546934354845082
661.50523,0.9548987166400709
661.624232,0.9530947093933325
661.743235,0.9522277877169723
661.862237,0.9513863903050793
661.98124,0.950257764631641
662.100242,0.950009779718511
662.219244,0.9470522623909252
662.338247,0.9462154381217938
662.457249,0.9444080026630302
662.576252,0.9419340664577948
662.695254,0.9366130958506972
662.814256,0.9331577632365431
662.933259,0.9327715158812825
663.052261,0.9360569128744592
663.171263,0.9344632300982667
663.290266,0.9324413732033622
663.409268,0.9270470125289663
663.528271,0.9262278650864042
663.647273,0.9240085076217447
663.766275,0.925523273812057
663.885278,0.9255612210441962
664.00428,0.9224427173582836
664.123282,0.9224888406472241
664.242285,0.9198202577845099
664.361287,0.9204652778383321
664.48029,0.9210757486662564
664.599292,0.9223606236096648
664.718294,0.9197062071438304
664.837297,0.9215078345085906
664.956299,0.9190148480596545
665.075302,0.9166541789922207
665.194304,0.9156921972330845
665.313306,0.9154880206396377
665.432309,0.9173575224452412
665.551311,0.9153140944392285
665.670313,0.9137886231264623
665.789316,0.9120130315770221
665.908318,0.9104539114875934
666.027321,0.9103118917552284
666.146323,0.9090319835500985
666.265325,0.9072048499120106
666.384328,0.9066706635887279
666.50333,0.9057227819031601
666.622332,0.905518111683056
666.741335,0.9027406284425245
666.860337,0.9026864656297185
666.97934,0.9008378538496514
667.098342,0.9014957055696253
667.217344,0.8976994095106342
667.336347,0.8965241932189121
667.455349,0.8963807608228948
667.574351,0.8944198349542517
667.693354,0.8922490333474622
667.812356,0.892954188583451
667.931359,0.8897542304081422
668.050361,0.8890160407879739
668.169363,0.8870180033312618
668.288366,0.8843697805672812
668.407368,0.88540509875358
668.526371,0.8831678551602432
668.645373,0.8818970086778821
668.764375,0.8815972146628022
