nu,[0]Perfluorobut-1-ene-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
942.905699,0.007357022350835449
942.965964,0.007232286797099398
943.026229,0.007433191277626431
943.086494,0.007232286797099398
943.146759,0.006729866312068458
943.207024,0.006684258463573382
943.267289,0.006917505854304815
943.327554,0.006684258463573382
943.387819,0.006241716838926444
943.448084,0.006220531037944748
943.508349,0.006458875807101504
943.568614,0.006262974794224308
943.628879,0.005828474364007551
943.689144,0.005808691201603788
943.749409,0.005970049859126627
943.809674,0.005768749190720068
943.869939,0.005423575471152593
943.930204,0.005536459842948399
943.990469,0.005768749190720068
944.050734,0.005555315843450668
944.110999,0.005187517603423718
944.171264,0.005241225153804783
944.231529,0.005461127547579474
944.291794,0.005241225153804783
944.352059,0.004910890446265791
944.412324,0.004961734012730921
944.472589,0.005152362147735361
944.532854,0.004961734012730921
944.593119,0.00468073560897205
944.653384,0.004761940622599164
944.713649,0.004910890446265791
944.773914,0.004664848131917471
944.834179,0.00441609260452338
944.894443,0.004617046795643433
944.954708,0.004844070012248967
945.014973,0.004585757382007865
945.075238,0.004282150252940399
945.135503,0.004446669010784396
945.195768,0.004729196330025487
945.256033,0.004523360897721676
945.316298,0.004209548001987494
945.376563,0.004326484329088362
945.436828,0.004538766499456151
945.497093,0.00437084030013178
945.557358,0.004109721558880349
945.617623,0.004209548001987494
945.677888,0.004401103385779476
945.738153,0.004209548001987494
945.798418,0.00399864390137639
945.858683,0.004137762897981135
945.918948,0.004311368102763762
945.979213,0.004109721558880349
946.039478,0.0039038188993243844
946.099743,0.004067608680460027
946.160008,0.004238270474129117
946.220273,0.004067608680460027
946.280538,0.003890568453589025
946.340803,0.00405380229510172
946.401068,0.004166412188363053
946.461333,0.0039442360248635126
946.521598,0.0037721882811025255
946.581863,0.003985071598101926
946.642128,0.004137762897981135
946.702393,0.003917114473249693
946.762658,0.003759384619505683
946.822923,0.00399864390137639
946.883188,0.004166412188363053
946.943453,0.003930848394247772
947.003718,0.003785414071718637
947.063983,0.004012262429018883
947.124248,0.004166412188363053
947.184512,0.0039038188993243844
947.244777,0.0037208616915777866
947.305042,0.003930848394247772
947.365307,0.004109721558880349
947.425572,0.003917114473249693
947.485837,0.0037721882811025255
947.546102,0.00399864390137639
947.606367,0.004166412188363053
947.666632,0.00397114822762035
947.726897,0.0038638159335937835
947.787162,0.004137762897981135
947.847427,0.004311368102763762
947.907692,0.004067608680460027
947.967957,0.003917114473249693
948.028222,0.004166412188363053
948.088487,0.00437084030013178
948.148752,0.004238270474129117
948.209017,0.004209548001987494
948.269282,0.004523360897721676
948.329547,0.004713144366305114
948.389812,0.004538766499456151
948.450077,0.00447700940047112
948.510342,0.00481124207764022
948.570607,0.005064499305340173
948.630872,0.004944892763435172
948.691137,0.004995588779771829
948.751402,0.005405166627319041
948.811667,0.005651128608811322
948.871932,0.00551766784398357
948.932197,0.005631947398077511
948.992462,0.006156788406343648
949.052727,0.00650359615795309
949.112992,0.006393330125127213
949.173257,0.0065709293691369585
949.233522,0.007182555787490189
949.293787,0.007561391839364742
949.354052,0.007407961342477088
949.414317,0.007561391839364742
949.474581,0.00818133449889035
949.534846,0.00852459299051829
949.595111,0.008350782766684512
949.655376,0.008583616077629487
949.715641,0.009318999554352558
949.775906,0.00967606469621992
949.836171,0.00941453977660817
949.896436,0.00957787047817291
949.956701,0.010326932402703702
950.016966,0.010687291004980556
950.077231,0.01050609199567034
950.137496,0.010834714436436152
950.197761,0.011682071066074636
950.258026,0.012006585356623911
950.318291,0.011762956088848043
950.378556,0.012214884865280388
950.438821,0.013261369752158346
950.499086,0.013536033516778399
950.559351,0.01317018126294628
950.619616,0.013583492639103346
950.679881,0.01469570506995409
950.740146,0.015105445062444248
950.800411,0.014797456072197731
950.860676,0.015313813726096408
950.920941,0.0166257929057263
950.981206,0.01702793582186533
951.041471,0.016912538653313134
951.101736,0.017622126130578966
951.162001,0.019197024229637545
951.222266,0.019730295142243906
951.282531,0.01946183326163176
951.342796,0.020209550283324797
951.403061,0.021940961522591857
951.463326,0.02270659200399419
951.523591,0.022629520686665423
951.583856,0.02373985494430976
951.644121,0.025773717701912172
951.704386,0.026399769498114758
951.76465,0.026218238092153606
951.824915,0.0274140396728279
951.88518,0.02976268057466979
951.945445,0.030906152650384596
952.00571,0.030906152650384596
952.065975,0.03242258600904289
952.12624,0.035056297841564395
952.186505,0.03652713024925868
952.24677,0.03696809631707658
952.307035,0.0388907051137673
952.3673,0.04160645314780712
952.427565,0.0427194909656188
952.48783,0.043352105810149914
952.548095,0.04603285031891861
952.60836,0.04949913917315605
952.668625,0.05069641910358322
952.72889,0.05118544831143675
952.789155,0.05436688728831322
952.84942,0.05872439798005807
952.909685,0.06060365949644612
952.96995,0.0614826658497615
953.030215,0.06499142115679964
953.09048,0.07003220999361975
953.150745,0.07241802836660428
953.21101,0.07367439221016059
953.271275,0.07769223206730236
953.33154,0.08290996657517266
953.391805,0.08553753444625935
953.45207,0.08719572277636402
953.512335,0.09195094965823365
953.5726,0.09813609884770125
953.632865,0.101276589006418
953.69313,0.10323988686262116
953.753395,0.10860910882495796
953.81366,0.11563691960351102
953.873925,0.11928973466215034
953.93419,0.1222239819332326
953.994454,0.12885081715431398
954.054719,0.13653148931633907
954.114984,0.1398898432524752
954.175249,0.14260167855475597
954.235514,0.14965838732190537
954.295779,0.15737874346347086
954.356044,0.1604937946140987
954.416309,0.16321286661616022
954.476574,0.17128952937661712
954.536839,0.18104674887278735
954.597104,0.18633670497143315
954.657369,0.19040536109685047
954.717634,0.19982765678496514
954.777899,0.2102201424423724
954.838164,0.21429536613460878
954.898429,0.2179259397130401
954.958694,0.22706930493819327
955.018959,0.23830593252313853
955.079224,0.24348498539081817
955.139489,0.24761008697677306
955.199754,0.2567634617999375
955.260019,0.2668949883514288
955.320284,0.2733779524618987
955.380549,0.27800949811328896
955.440814,0.2862184352679895
955.501079,0.295289218862396
955.561344,0.3018273843555924
955.621609,0.30841777585342084
955.681874,0.3181920969897066
955.742139,0.3268022601554029
955.802404,0.3315422587848797
955.862669,0.3371592190887332
955.922934,0.345452543919518
955.983199,0.35299548941205877
956.043464,0.35554622857763796
956.103729,0.3615337068854158
956.163994,0.3713389580224661
956.224259,0.38035129225608805
956.284523,0.3840164072859631
956.344788,0.3895823543300935
956.405053,0.3991731485333936
956.465318,0.4049547283400813
956.525583,0.4049547283400813
956.585848,0.40690318358767524
956.646113,0.41792219506124234
956.706378,0.4260153076106589
956.766643,0.4270389722551389
956.826908,0.42806509664527975
956.887173,0.43635462767896765
956.947438,0.4460251225326159
957.007703,0.44817118956119395
957.067968,0.44817118956119395
957.128233,0.4535771058292931
957.188498,0.4634716782233057
957.248763,0.4701845508341831
957.309028,0.47244686188106416
957.369293,0.4760225747166372
957.429558,0.48060959079539184
957.489823,0.48524080796380964
957.550088,0.4934518466730309
957.610353,0.4994039458431386
957.670618,0.5006039547478435
957.730883,0.49701752099292856
957.791148,0.4994039458431386
957.851413,0.5080324273879887
957.911678,0.5129278946131399
957.971943,0.5141603999750433
958.032208,0.5178705352037313
958.092473,0.5253765685918125
958.152738,0.5291676386850253
958.213003,0.5266389866521446
958.273268,0.5266389866521446
958.333533,0.5329913946865513
958.393798,0.5381273698001694
958.454063,0.5381273698001694
958.514328,0.5394150323578101
958.574592,0.5434975936160716
958.634857,0.54480355436679
958.695122,0.5474194233969728
958.755387,0.554022488554536
958.815652,0.559361122052126
958.875917,0.5566881890626743
958.936182,0.5526999558629935
958.996447,0.5580258452617887
959.056712,0.5674685214361557
959.116977,0.5701989180485595
959.177242,0.5661082299873873
959.237507,0.5661082299873873
959.297772,0.5743134221864014
959.358037,0.5800447634834683
959.418302,0.5800447634834683
959.478567,0.5828356711680914
959.538832,0.5884519522793628
959.599097,0.5898659330630629
959.659362,0.5884519522793628
959.719627,0.5884519522793628
959.779892,0.5926981686714611
959.840157,0.5926981686714611
959.900422,0.5926981686714611
959.960687,0.5955499587017219
960.020952,0.5998473936701291
960.081217,0.5998473936701291
960.141482,0.5969809951594579
960.201747,0.5984154702293766
960.262012,0.6041818803315689
960.322277,0.6070828538231863
960.382542,0.6085416024705395
960.442807,0.6129327839725722
960.503072,0.6160913690919047
960.563337,0.6175717641411949
960.623602,0.6190557164055539
960.683867,0.6220281064781279
960.744132,0.6235227668086352
960.804397,0.6190557164055539
960.864661,0.6114696237917702
960.924926,0.6114696237917702
960.985191,0.6175717641411949
961.045456,0.6280220510458848
961.105721,0.6417220583197274
961.165986,0.651023199952976
961.226251,0.646359130567587
961.286516,0.634080094820338
961.346781,0.6325601272833978
961.407046,0.646359130567587
961.467311,0.6525875320805368
961.527576,0.6432640408986379
961.587841,0.6371246243014712
961.648106,0.6432640408986379
961.708371,0.651023199952976
961.768636,0.6448097286802025
961.828901,0.6386555597875291
961.889166,0.6432640408986379
961.949431,0.6479122554853506
962.009696,0.6386555597875291
962.069961,0.6265228705781665
962.130226,0.6310438032945398
962.190491,0.6479122554853506
962.250756,0.6575266391062551
962.311021,0.6557209248437998
962.371286,0.6541556231140867
962.431551,0.6575266391062551
962.491816,0.6575266391062551
962.552081,0.6541556231140867
962.612346,0.6557209248437998
962.672611,0.6638626521988805
962.732876,0.6670501823430265
962.793141,0.6606837469444323
962.853406,0.6525875320805368
962.913671,0.6541556231140867
962.973936,0.6638626521988805
963.034201,0.675096253836148
963.094465,0.6767184306789213
963.15473,0.6686530254229811
963.214995,0.6622712922294193
963.27526,0.6622712922294193
963.335525,0.6670501823430265
963.39579,0.6702597199462108
963.456055,0.6718702751672806
963.51632,0.675096253836148
963.576585,0.6799676877198824
963.63685,0.6799676877198824
963.697115,0.6783445054217263
963.75738,0.6865268109394582
963.817645,0.6931422734984555
963.87791,0.6865268109394582
963.938175,0.6734779655496634
963.99844,0.6767184306789213
964.058705,0.6948008647591702
964.11897,0.6964703894628649
964.179235,0.675096253836148
964.2395,0.6541556231140867
964.299765,0.6591000071996544
964.36003,0.675096253836148
964.420295,0.683239378396919
964.48056,0.6816015700449367
964.540825,0.6848811222096098
964.60109,0.6914807266957649
964.661355,0.6931422734984555
964.72162,0.6914807266957649
964.781885,0.6931422734984555
964.84215,0.6964703894628649
964.902415,0.6948008647591702
964.96268,0.6914807266957649
965.022945,0.6931422734984555
965.08321,0.6948008647591702
965.143475,0.6898231628239717
965.20374,0.6881695723355037
965.264005,0.6914807266957649
965.32427,0.6948008647591702
965.384534,0.6914807266957649
965.444799,0.6881695723355037
965.505064,0.6914807266957649
965.565329,0.6981439258379284
965.625594,0.6981439258379284
965.685859,0.6931422734984555
965.746124,0.6914807266957649
965.806389,0.6948008647591702
965.866654,0.6964703894628649
965.926919,0.6948008647591702
965.987184,0.6948008647591702
966.047449,0.6948008647591702
966.107714,0.6948008647591702
966.167979,0.6931422734984555
966.228244,0.6948008647591702
966.288509,0.6981439258379284
966.348774,0.7017416237796373
966.409039,0.7017416237796373
966.469304,0.7034278263103683
966.529569,0.7034278263103683
966.589834,0.7017416237796373
966.650099,0.699821483523935
966.710364,0.6981439258379284
966.770629,0.699821483523935
966.830894,0.699821483523935
966.891159,0.7017416237796373
966.951424,0.699821483523935
967.011689,0.6981439258379284
967.071954,0.699821483523935
967.132219,0.7051110294417734
967.192484,0.7051110294417734
967.252749,0.6981439258379284
967.313014,0.6931422734984555
967.373279,0.6981439258379284
967.433544,0.7068053282577494
967.493809,0.7051110294417734
967.554074,0.699821483523935
967.614339,0.699821483523935
967.674603,0.7034278263103683
967.734868,0.7034278263103683
967.795133,0.6981439258379284
967.855398,0.699821483523935
967.915663,0.7051110294417734
967.975928,0.7068053282577494
968.036193,0.7034278263103683
968.096458,0.7034278263103683
968.156723,0.7068053282577494
968.216988,0.7085036982743704
968.277253,0.7051110294417734
968.337518,0.7034278263103683
968.397783,0.7034278263103683
968.458048,0.7051110294417734
968.518313,0.7051110294417734
968.578578,0.7051110294417734
968.638843,0.7068053282577494
968.699108,0.7068053282577494
968.759373,0.7068053282577494
968.819638,0.7085036982743704
968.879903,0.7101351322102374
968.940168,0.7101351322102374
969.000433,0.7085036982743704
969.060698,0.7118628589192887
969.120963,0.713566245888708
969.181228,0.7118628589192887
969.241493,0.7118628589192887
969.301758,0.7170211076309502
969.362023,0.7222239558715343
969.422288,0.7187440249630628
969.482553,0.7118628589192887
969.542818,0.713566245888708
969.603083,0.7187440249630628
969.663348,0.7170211076309502
969.723613,0.7101351322102374
969.783878,0.7101351322102374
969.844143,0.7187440249630628
969.904408,0.7239593750356218
969.964672,0.7187440249630628
970.024937,0.7118628589192887
970.085202,0.7101351322102374
970.145467,0.7118628589192887
970.205732,0.713566245888708
970.265997,0.713566245888708
970.326262,0.7118628589192887
970.386527,0.7118628589192887
970.446792,0.7152808615946725
970.507057,0.7187440249630628
970.567322,0.7187440249630628
970.627587,0.713566245888708
970.687852,0.713566245888708
970.748117,0.7187440249630628
970.808382,0.7204710822627464
970.868647,0.7187440249630628
970.928912,0.7187440249630628
970.989177,0.725720735503205
971.049442,0.7309867099796659
971.109707,0.725720735503205
971.169972,0.7204710822627464
971.230237,0.7204710822627464
971.290502,0.725720735503205
971.350767,0.725720735503205
971.411032,0.7222239558715343
971.471297,0.7239593750356218
971.531562,0.7274645570171953
971.591827,0.725720735503205
971.652092,0.7239593750356218
971.712357,0.725720735503205
971.772622,0.7309867099796659
971.832887,0.7309867099796659
971.893152,0.7292125687290453
971.953417,0.7292125687290453
972.013682,0.7327431850105461
972.073947,0.734503880644198
972.134212,0.7362908954177682
972.194477,0.7380601157819822
972.254741,0.7416335690838747
972.315006,0.7398557827150533
972.375271,0.7362908954177682
972.435536,0.7380601157819822
972.495801,0.7452243239147724
972.556066,0.7470075401434964
972.616331,0.7416335690838747
972.676596,0.734503880644198
972.736861,0.7327431850105461
972.797126,0.7362908954177682
972.857391,0.7434081931450024
972.917656,0.7452243239147724
972.977921,0.7434081931450024
973.038186,0.7398557827150533
973.098451,0.7380601157819822
973.158716,0.7434081931450024
973.218981,0.7452243239147724
973.279246,0.7470075401434964
973.339511,0.7470075401434964
973.399776,0.7488025113436949
973.460041,0.7488025113436949
973.520306,0.7488025113436949
973.580571,0.7488025113436949
973.640836,0.7488025113436949
973.701101,0.7488025113436949
973.761366,0.7434081931450024
973.821631,0.7416335690838747
973.881896,0.7434081931450024
973.942161,0.7470075401434964
974.002426,0.7506243140400727
974.062691,0.7524279759222698
974.122956,0.7524279759222698
974.183221,0.7506243140400727
974.243486,0.7506243140400727
974.303751,0.7506243140400727
974.364016,0.7488025113436949
974.424281,0.7488025113436949
974.484545,0.7488025113436949
974.54481,0.7524279759222698
974.605075,0.7542359717916887
974.66534,0.7506243140400727
974.725605,0.7452243239147724
974.78587,0.7470075401434964
974.846135,0.7524279759222698
974.9064,0.7524279759222698
974.966665,0.7488025113436949
975.02693,0.7488025113436949
975.087195,0.7542359717916887
975.14746,0.7578877434647177
975.207725,0.7578877434647177
975.26799,0.7597316501205835
975.328255,0.7615571958594977
975.38852,0.7615571958594977
975.448785,0.7597316501205835
975.50905,0.7597316501205835
975.569315,0.7633871281699657
975.62958,0.767083206843572
975.689845,0.7707971807593921
975.75011,0.7726415892115537
975.810375,0.7763824750541957
975.87064,0.7763824750541957
975.930905,0.7726415892115537
975.99117,0.7726415892115537
976.051435,0.7763824750541957
976.1117,0.7820160612225335
976.171965,0.7858023352893118
976.23223,0.7896069412958283
976.292495,0.7915042738432757
976.35276,0.7896069412958283
976.413025,0.7876905258163072
976.47329,0.7896069412958283
976.533555,0.7915042738432757
976.59382,0.7953364868301955
976.654085,0.8011076070903074
976.71435,0.8069125345849786
976.774614,0.8049863163749772
976.834879,0.7991552873277282
976.895144,0.7972475868012254
976.955409,0.8030245440985001
977.015674,0.8069125345849786
977.075939,0.8049863163749772
977.136204,0.8030245440985001
977.196469,0.8088514504363247
977.256734,0.8147206379693122
977.316999,0.8127676529576325
977.377264,0.8049863163749772
977.437529,0.8030245440985001
977.497794,0.8088514504363247
977.558059,0.8127676529576325
977.618324,0.8108193494898811
977.678589,0.8088514504363247
977.738854,0.8088514504363247
977.799119,0.8069125345849786
977.859384,0.8069125345849786
977.919649,0.8069125345849786
977.979914,0.8108193494898811
978.040179,0.8088514504363247
978.100444,0.8049863163749772
978.160709,0.8069125345849786
978.220974,0.8127676529576325
978.281239,0.8186652572376042
978.341504,0.8206324134982523
978.401769,0.8226289751029447
978.462034,0.8226289751029447
978.522299,0.8167028164911012
978.582564,0.8108193494898811
978.642829,0.8167028164911012
978.703094,0.8246056557111151
978.763359,0.8246056557111151
978.823624,0.8147206379693122
978.883889,0.8127676529576325
978.944154,0.8206324134982523
979.004419,0.8266118840346915
979.064683,0.8246056557111151
979.124948,0.8206324134982523
979.185213,0.8226289751029447
979.245478,0.8266118840346915
979.305743,0.8266118840346915
979.366008,0.8246056557111151
979.426273,0.8266118840346915
979.486538,0.8305808530513136
979.546803,0.8326099448180142
979.607068,0.8285981351042578
979.667333,0.8266118840346915
979.727598,0.8305808530513136
979.787863,0.8346022624573485
979.848128,0.838643142253956
979.908393,0.838643142253956
979.968658,0.83660771346584
980.028923,0.838643142253956
980.089188,0.8427035867105999
980.149453,0.8488184120996842
980.209718,0.8508580228426019
980.269983,0.8467582874234993
980.330248,0.838643142253956
980.390513,0.8346022624573485
980.450778,0.838643142253956
980.511043,0.8447285042477897
980.571308,0.8488184120996842
980.631573,0.8488184120996842
980.691838,0.8508580228426019
980.752103,0.8529025345300837
980.812368,0.8549776078820227
980.872633,0.8549776078820227
980.932898,0.8570320184475012
980.993163,0.8570320184475012
981.053428,0.8611814960180431
981.113693,0.8632508137965481
981.173958,0.8632508137965481
981.234223,0.8653510640446446
981.294488,0.8674304008043818
981.354752,0.869506038861762
981.415017,0.8716302240486337
981.475282,0.869506038861762
981.535547,0.8674304008043818
981.595812,0.869506038861762
981.656077,0.8737159116880344
981.716342,0.8758503815067505
981.776607,0.8758503815067505
981.836872,0.8758503815067505
981.897137,0.8758503815067505
981.957402,0.8779461673850648
982.017667,0.8758503815067505
982.077932,0.8737159116880344
982.138197,0.8758503815067505
982.198462,0.8843167199722809
982.258727,0.8929006129394214
982.318992,0.8950461480227192
982.379257,0.8885983014252438
982.439522,0.8821969046402571
982.499787,0.8821969046402571
982.560052,0.8843167199722809
982.620317,0.8907334985603319
982.680582,0.8950461480227192
982.740847,0.8971968385743043
982.801112,0.8971968385743043
982.861377,0.8929006129394214
982.921642,0.8907334985603319
982.981907,0.8907334985603319
983.042172,0.8950461480227192
983.102437,0.8993796779677823
983.162702,0.9015407814817923
983.222967,0.8993796779677823
983.283232,0.8993796779677823
983.343497,0.8993796779677823
983.403762,0.8971968385743043
983.464027,0.8929006129394214
983.524292,0.8864416289710567
983.584556,0.8864416289710567
983.644821,0.8971968385743043
983.705086,0.9124737144706087
983.765351,0.9212986759705495
983.825616,0.9212986759705495
983.885881,0.9168907062811089
983.946146,0.9168907062811089
984.006411,0.9190920485492667
984.066676,0.9212986759705495
984.126941,0.9168907062811089
984.187206,0.9124737144706087
984.247471,0.9102563644234322
984.307736,0.9124737144706087
984.368001,0.9146635374185089
984.428266,0.9168907062811089
984.488531,0.9168907062811089
984.548796,0.9212986759705495
984.609061,0.9257593123405123
984.669326,0.9279819470454289
984.729591,0.9279819470454289
984.789856,0.9235420011281996
984.850121,0.9190920485492667
984.910386,0.9124737144706087
984.970651,0.9124737144706087
985.030916,0.9212986759705495
985.091181,0.9279819470454289
985.151446,0.9257593123405123
985.211711,0.9190920485492667
985.271976,0.9146635374185089
985.332241,0.9168907062811089
985.392506,0.9212986759705495
985.452771,0.9235420011281996
985.513036,0.9279819470454289
985.573301,0.9302415456988831
985.633566,0.9235420011281996
985.693831,0.9146635374185089
985.754096,0.9124737144706087
985.814361,0.9212986759705495
985.874625,0.9279819470454289
985.93489,0.9257593123405123
985.995155,0.9212986759705495
986.05542,0.9212986759705495
986.115685,0.9235420011281996
986.17595,0.9235420011281996
986.236215,0.9235420011281996
986.29648,0.9257593123405123
986.356745,0.9302415456988831
986.41701,0.9302415456988831
986.477275,0.9324749416970268
986.53754,0.9369887530163612
986.597805,0.9369887530163612
986.65807,0.9324749416970268
986.718335,0.9257593123405123
986.7786,0.9257593123405123
986.838865,0.9302415456988831
986.89913,0.9324749416970268
986.959395,0.9302415456988831
987.01966,0.9235420011281996
987.079925,0.9212986759705495
987.14019,0.9257593123405123
987.200455,0.9347454806114387
987.26072,0.9392383482327522
987.320985,0.9347454806114387
987.38125,0.9257593123405123
987.441515,0.9235420011281996
987.50178,0.9324749416970268
987.562045,0.9415253557695866
987.62231,0.9415253557695866
987.682575,0.9369887530163612
987.74284,0.9347454806114387
987.803105,0.9324749416970268
987.86337,0.9302415456988831
987.923635,0.9302415456988831
987.9839,0.9324749416970268
988.044165,0.9347454806114387
988.10443,0.9347454806114387
988.164694,0.9324749416970268
988.224959,0.9324749416970268
988.285224,0.9324749416970268
988.345489,0.9302415456988831
988.405754,0.9302415456988831
988.466019,0.9369887530163612
988.526284,0.9415253557695866
988.586549,0.9415253557695866
988.646814,0.9369887530163612
988.707079,0.9347454806114387
988.767344,0.9369887530163612
988.827609,0.9415253557695866
988.887874,0.9415253557695866
988.948139,0.9415253557695866
989.008404,0.9415253557695866
989.068669,0.9415253557695866
989.128934,0.9437858428134617
989.189199,0.9437858428134617
989.249464,0.9437858428134617
989.309729,0.9437858428134617
989.369994,0.9437858428134617
989.430259,0.9415253557695866
989.490524,0.9415253557695866
989.550789,0.9415253557695866
989.611054,0.9437858428134617
989.671319,0.9460517570098231
989.731584,0.9415253557695866
989.791849,0.9369887530163612
989.852114,0.9369887530163612
989.912379,0.9415253557695866
989.972644,0.9392383482327522
990.032909,1.0
990.093174,1.0
990.153439,1.0
990.213704,1.0
990.273969,1.0
990.334234,1.0
990.394499,1.0
990.454763,1.0
990.515028,1.0
990.575293,1.0
990.635558,1.0
990.695823,1.0
990.756088,1.0
990.816353,1.0
990.876618,1.0
990.936883,1.0
990.997148,1.0
991.057413,1.0
991.117678,1.0
991.177943,1.0
991.238208,1.0
991.298473,1.0
991.358738,1.0
991.419003,1.0
991.479268,1.0
991.539533,1.0
991.599798,1.0
991.660063,1.0
991.720328,1.0
991.780593,1.0
991.840858,1.0
991.901123,1.0
991.961388,1.0
992.021653,1.0
992.081918,1.0
992.142183,1.0
992.202448,1.0
992.262713,1.0
992.322978,1.0
992.383243,1.0
992.443508,1.0
992.503773,1.0
992.564038,1.0
992.624303,1.0
992.684568,1.0
992.744832,1.0
992.805097,1.0
992.865362,1.0
992.925627,1.0
992.985892,1.0
993.046157,1.0
993.106422,1.0
993.166687,1.0
993.226952,1.0
993.287217,1.0
993.347482,1.0
993.407747,1.0
993.468012,1.0
993.528277,1.0
993.588542,1.0
993.648807,1.0
993.709072,1.0
993.769337,1.0
993.829602,1.0
993.889867,1.0
993.950132,1.0
994.010397,1.0
994.070662,1.0
994.130927,1.0
994.191192,1.0
994.251457,1.0
994.311722,1.0
994.371987,1.0
994.432252,1.0
994.492517,1.0
994.552782,1.0
994.613047,1.0
994.673312,1.0
994.733577,1.0
994.793842,1.0
994.854107,1.0
994.914372,1.0
994.974636,1.0
995.034901,1.0
995.095166,1.0
995.155431,1.0
995.215696,1.0
995.275961,1.0
995.336226,1.0
995.396491,1.0
995.456756,1.0
995.517021,1.0
995.577286,1.0
995.637551,1.0
995.697816,1.0
995.758081,1.0
995.818346,1.0
995.878611,1.0
995.938876,1.0
995.999141,1.0
996.059406,1.0
996.119671,1.0
996.179936,1.0
996.240201,1.0
996.300466,1.0
996.360731,1.0
996.420996,1.0
996.481261,1.0
996.541526,1.0
996.601791,1.0
996.662056,1.0
996.722321,1.0
996.782586,1.0
996.842851,1.0
996.903116,1.0
996.963381,1.0
997.023646,1.0
997.083911,1.0
997.144176,1.0
997.204441,1.0
997.264705,1.0
997.32497,1.0
997.385235,1.0
997.4455,1.0
997.505765,1.0
997.56603,1.0
997.626295,1.0
997.68656,1.0
997.746825,1.0
997.80709,1.0
997.867355,1.0
997.92762,1.0
997.987885,1.0
998.04815,1.0
998.108415,1.0
998.16868,1.0
998.228945,1.0
998.28921,1.0
998.349475,1.0
998.40974,1.0
998.470005,1.0
998.53027,1.0
998.590535,1.0
998.6508,1.0
998.711065,1.0
998.77133,1.0
998.831595,1.0
998.89186,1.0
998.952125,1.0
999.01239,1.0
999.072655,1.0
999.13292,1.0
999.193185,1.0
999.25345,1.0
999.313715,1.0
999.37398,1.0
999.434245,1.0
999.49451,1.0
999.554774,1.0
999.615039,1.0
999.675304,1.0
999.735569,1.0
999.795834,1.0
999.856099,1.0
999.916364,1.0
999.976629,1.0
1000.036894,1.0
1000.097159,1.0
1000.157424,1.0
1000.217689,1.0
1000.277954,1.0
1000.338219,1.0
1000.398484,1.0
1000.458749,1.0
1000.519014,1.0
1000.579279,1.0
1000.639544,1.0
1000.699809,1.0
1000.760074,1.0
1000.820339,1.0
1000.880604,1.0
1000.940869,1.0
1001.001134,1.0
1001.061399,1.0
1001.121664,1.0
1001.181929,1.0
1001.242194,1.0
1001.302459,1.0
1001.362724,1.0
1001.422989,1.0
1001.483254,1.0
1001.543519,1.0
1001.603784,1.0
1001.664049,1.0
1001.724314,1.0
1001.784579,1.0
1001.844843,1.0
1001.905108,1.0
1001.965373,1.0
1002.025638,1.0
1002.085903,1.0
1002.146168,1.0
1002.206433,1.0
1002.266698,1.0
1002.326963,1.0
1002.387228,1.0
1002.447493,1.0
1002.507758,1.0
1002.568023,1.0
1002.628288,1.0
1002.688553,1.0
1002.748818,1.0
1002.809083,1.0
1002.869348,1.0
1002.929613,1.0
1002.989878,1.0
1003.050143,1.0
1003.110408,1.0
1003.170673,1.0
1003.230938,1.0
1003.291203,1.0
1003.351468,1.0
1003.411733,1.0
1003.471998,1.0
1003.532263,1.0
1003.592528,1.0
1003.652793,1.0
1003.713058,1.0
1003.773323,1.0
1003.833588,1.0
1003.893853,1.0
1003.954118,1.0
1004.014383,1.0
1004.074647,1.0
1004.134912,1.0
1004.195177,1.0
1004.255442,1.0
1004.315707,1.0
1004.375972,1.0
1004.436237,1.0
1004.496502,1.0
1004.556767,1.0
1004.617032,1.0
1004.677297,1.0
1004.737562,1.0
1004.797827,1.0
1004.858092,1.0
1004.918357,1.0
1004.978622,1.0
1005.038887,1.0
1005.099152,1.0
1005.159417,1.0
1005.219682,1.0
1005.279947,1.0
1005.340212,1.0
1005.400477,1.0
1005.460742,1.0
1005.521007,1.0
1005.581272,1.0
1005.641537,1.0
1005.701802,1.0
1005.762067,1.0
1005.822332,1.0
1005.882597,1.0
1005.942862,1.0
1006.003127,1.0
1006.063392,1.0
1006.123657,1.0
1006.183922,1.0
1006.244187,1.0
1006.304452,1.0
1006.364716,1.0
1006.424981,1.0
1006.485246,1.0
1006.545511,1.0
1006.605776,1.0
1006.666041,1.0
1006.726306,1.0
1006.786571,1.0
1006.846836,1.0
1006.907101,1.0
1006.967366,1.0
1007.027631,1.0
1007.087896,1.0
1007.148161,1.0
1007.208426,1.0
1007.268691,1.0
1007.328956,1.0
1007.389221,1.0
1007.449486,1.0
1007.509751,1.0
1007.570016,1.0
1007.630281,1.0
1007.690546,1.0
1007.750811,1.0
1007.811076,1.0
1007.871341,1.0
1007.931606,1.0
1007.991871,1.0
1008.052136,1.0
1008.112401,1.0
1008.172666,1.0
1008.232931,1.0
1008.293196,1.0
1008.353461,1.0
1008.413726,1.0
1008.473991,1.0
1008.534256,1.0
1008.594521,1.0
1008.654785,1.0
1008.71505,1.0
1008.775315,1.0
1008.83558,1.0
1008.895845,1.0
1008.95611,1.0
1009.016375,1.0
1009.07664,1.0
1009.136905,1.0
1009.19717,1.0
