nu,[0]4-Methylvalericacid-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
511.968239,0.6780800026460057
512.104242,0.7364234397075715
512.240245,0.558617666267485
512.376248,0.45088182619025724
512.51225,0.8116224581190536
512.648253,0.6804506362045877
512.784256,0.6758527852189361
512.920258,0.8852988565163913
513.056261,0.8809450740457394
513.192264,0.8135320137447002
513.328267,0.9596131926874134
513.464269,0.7033152868615545
513.600272,0.8297340925024952
513.736275,0.6986747168966189
513.872277,0.8943125110136224
514.00828,0.7762582637953527
514.144283,0.7390793418459942
514.280286,0.8401036515961191
514.416288,0.759974803151032
514.552291,0.8370093815609344
514.688294,0.7103908268801121
514.824296,0.5747615614072823
514.960299,0.7938902908616943
515.096302,0.9150816341829433
515.232305,0.6026251001902416
515.368307,0.7020855614331328
515.50431,0.6428074855259363
515.640313,0.7690110040661542
515.776316,0.6586519715441458
515.912318,0.7053225944837754
516.048321,0.9688930933093098
516.184324,0.8248943182036034
516.320326,0.8536704923403382
516.456329,0.7152164892139296
516.592332,0.791852612352619
516.728335,0.6964773542015832
516.864337,0.6792405114027303
517.00034,0.6563179024690307
517.136343,0.9980288452821826
517.272345,0.8272486202973993
517.408348,0.8512324827477905
517.544351,0.6634976281309914
517.680354,0.7426725832207823
517.816356,0.8725284656944393
517.952359,0.6728990234800627
518.088362,0.6914807266957649
518.224364,0.7261127305295084
518.360367,0.880997932335915
518.49637,0.7500390553556809
518.632373,0.8821616174698197
518.768375,0.7291469425510819
518.904378,0.7698573815929236
519.040381,0.885413952848838
519.176384,0.8603293482197445
519.312386,0.762647001675023
519.448389,0.8201483831772739
519.584392,0.9882298169839809
519.720394,0.787344018222209
519.856397,0.8606563354957156
519.9924,0.9612084346821816
520.128403,0.9177566597735799
520.264405,0.9848558437926639
520.400408,1.0
520.536411,0.805670845627614
520.672413,0.9352803079723914
520.808416,0.9839000128993396
520.944419,0.8392891461530747
521.080422,0.7305336386860929
521.216424,0.961650692273583
521.352427,0.8912324490126131
521.48843,0.7557081668603727
521.624432,0.7107532186038557
521.760435,0.875867898689552
521.896438,1.0
522.032441,0.8972416995377478
522.168443,0.8911611532685598
522.304446,0.847020823183541
522.440449,0.9955818886960863
522.576452,0.8746600346072652
522.712454,0.9436291873663165
522.848457,0.8720399865405791
522.98446,0.8145088381386113
523.120462,0.8666327318196371
523.256465,0.9831122245403655
523.392468,0.870793860552258
523.528471,0.9643509447995507
523.664473,0.9375201762835805
523.800476,0.92537335118576
523.936479,0.9586981582424189
524.072481,0.9690122744892792
524.208484,0.953218619759553
524.344487,0.9772312118741494
524.48049,0.736909639606096
524.616492,1.0
524.752495,0.9333752143274455
524.888498,0.811314100176688
525.0245,0.996685405437452
525.160503,0.9926000157116637
525.296506,0.9443598390830761
525.432509,0.9745202308636373
525.568511,0.9249339032211009
525.704514,0.9765366474294267
525.840517,0.8204026685882612
525.97652,0.923051730503971
526.112522,0.8258352339464277
526.248525,0.9218516210430652
526.384528,0.9869795096472181
526.52053,0.8954042380951682
526.656533,0.9828055413713711
526.792536,0.9522106477710532
526.928539,0.840422951646893
527.064541,0.8874261254736904
527.200544,1.0
527.336547,0.9482681102431872
527.472549,0.9275830005878349
527.608552,0.9459070221634986
527.744555,0.9979966094710911
527.880558,0.9935130318152977
528.01656,0.9384525346441446
528.152563,0.8971071233762815
528.288566,0.855302561110221
528.424568,0.8775160791432707
528.560571,0.9979143779384564
528.696574,0.9618247668021541
528.832577,0.9999927844260323
528.968579,1.0
529.104582,0.891410713328253
529.240585,0.9874968224343867
529.376588,0.866355453712318
529.51259,0.9303578331599104
529.648593,0.9402485723552816
529.784596,0.9963242720878368
529.920598,0.8061382702581174
530.056601,0.9428679857982556
530.192604,0.8808481754171166
530.328607,0.94870251650912
530.464609,0.8470885875599345
530.600612,0.9469007461505652
530.736615,1.0
530.872617,0.9530584924825013
531.00862,0.9119482809504545
531.144623,0.9802800331730275
531.280626,0.9964631693722816
531.416628,1.0
531.552631,1.0
531.688634,0.8834151767830994
531.824636,0.9152298894160306
531.960639,0.9784329673610244
532.096642,0.9925237869576786
532.232645,0.9765366474294267
532.368647,0.988161631479036
532.50465,0.8492514198974581
532.640653,0.9808713202881796
532.776656,0.9545301968643403
532.912658,0.9493516510091027
533.048661,0.9382911346889798
533.184664,0.9605262189088156
533.320666,0.9431565475496062
533.456669,0.9229446627132845
533.592672,0.9353906775604097
533.728675,0.9527440350683091
533.864677,0.9898073012513436
534.00068,0.9261241333745989
534.136683,0.9953512390942637
534.272685,0.9055751611211305
534.408688,0.9246786566894536
534.544691,0.9624597806797722
534.680694,0.9447367138403845
534.816696,0.9227250280211238
534.952699,0.8745988105477097
535.088702,0.9951325844471272
535.224704,0.8838216412440785
535.360707,0.9622365159103692
535.49671,1.0
535.632713,0.9944388209261921
535.768715,0.9423731100219694
535.904718,0.9508651733896707
536.040721,0.9921838065502362
536.176724,0.9715155539994607
536.312726,0.943305578057219
536.448729,0.9436603276433113
536.584732,0.9922546510031407
536.720734,0.9578136880881295
536.856737,1.0
536.99274,0.9544204322032898
537.128743,0.8907245912698828
537.264745,1.0
537.400748,0.909728568807591
537.536751,0.9233000648189444
537.672753,1.0
537.808756,0.9874257252227018
537.944759,0.953624777397005
538.080762,0.9656759080258716
538.216764,0.8923293393741806
538.352767,0.9282288230763995
538.48877,0.9818153725146122
538.624772,0.9430103696138187
538.760775,0.9537544791862528
538.896778,0.9987056384095117
539.032781,0.9993567869502605
539.168783,0.9526287600143473
539.304786,0.9003335258765078
539.440789,0.9587039104486249
539.576792,0.9940918223324655
539.712794,1.0
539.848797,0.9479305868786643
539.9848,0.9602928393943801
540.120802,0.9499204829962292
540.256805,0.947236955589093
540.392808,0.9479372224159968
540.528811,1.0
540.664813,0.9311322129744319
540.800816,0.9683196783456468
540.936819,0.9384910119868451
541.072821,0.9455211708174831
541.208824,0.9515224482868069
541.344827,0.9378502414736978
541.48083,0.892847040509834
541.616832,0.9880559038409973
541.752835,0.9562326861425747
541.888838,0.9644271315335263
542.02484,0.9701961610921195
542.160843,0.9967539797522755
542.296846,0.9369484633662152
542.432849,0.9226641301789253
542.568851,0.971605909147432
542.704854,0.9625512187021741
542.840857,0.9709434998246477
542.97686,0.9964749277070543
543.112862,0.9581480234033912
543.248865,0.9244512137165406
543.384868,0.9212480059368098
543.52087,0.9382986410480828
543.656873,0.9826915425406321
543.792876,0.9074389389594765
543.928879,0.9207884178586093
544.064881,0.9390448850604072
544.200884,0.906698770814959
544.336887,0.9610998242656668
544.472889,0.954645702006081
544.608892,0.9954261918645039
544.744895,0.9356788222611044
544.880898,0.948252938074801
545.0169,0.9218119822755999
545.152903,0.9434763318195968
545.288906,0.8960133200414647
545.424908,0.9541398738403223
545.560911,0.9415790242444025
545.696914,0.9540749945348225
545.832917,0.9325915083500029
545.968919,0.9185977100161362
546.104922,0.9536953482416215
546.240925,0.9159651141704639
546.376928,0.9363003193132725
546.51293,0.9140902231333581
546.648933,0.9308612929212359
546.784936,0.925947260557016
546.920938,0.9443315087128613
547.056941,0.9037341894922045
547.192944,0.939359517794943
547.328947,0.9398387133334941
547.464949,0.9226299922376645
547.600952,0.8814209128506385
547.736955,0.9107152492603668
547.872957,0.9196372317649038
548.00896,0.9117294396250359
548.144963,0.9161987150574247
548.280966,0.8790530767624336
548.416968,0.8741616204490686
548.552971,0.9416232794985323
548.688974,0.8932131828504938
548.824976,0.8881452318340829
548.960979,0.8939459180408017
549.096982,0.9031288903830895
549.232985,0.8885094460379447
549.368987,0.9129054166270645
549.50499,0.9055208282414658
549.640993,0.9397381559710822
549.776996,0.9069381708898736
549.912998,0.9454824052441793
550.049001,0.8920706013845838
550.185004,0.8801085736260071
550.321006,0.8872131687594046
550.457009,0.9115954252477091
550.593012,0.9320684712394457
550.729015,0.8732704301805138
550.865017,0.9003785436782373
551.00102,0.890617710731891
551.137023,0.8328680939119499
551.273025,0.9118242644175606
551.409028,0.8675344986982271
551.545031,0.8475546144287337
551.681034,0.8713426335297432
551.817036,0.8577179183856531
551.953039,0.8998834716365057
552.089042,0.8752725109732089
552.225045,0.8462757727294199
552.361047,0.8554993033237637
552.49705,0.8594178822729269
552.633053,0.8456582168506478
552.769055,0.9495472375939372
552.905058,0.8983909042472654
553.041061,0.8691235403605041
553.177064,0.8055580596044319
553.313066,0.8345021161947496
553.449069,0.8400112452768842
553.585072,0.9173437621856066
553.721074,0.8393646855754515
553.857077,0.8128977061860866
553.99308,0.8298751592885577
554.129083,0.8426530260122334
554.265085,0.8100008353661093
554.401088,0.8344437030910984
554.537091,0.8186652572376042
554.673093,0.8060012384002114
554.809096,0.860673548794558
554.945099,0.8418276305565738
555.081102,0.8182232973386082
555.217104,0.7832604557913968
555.353107,0.8275382079893933
555.48911,0.8518200358433934
555.625113,0.8125807378935087
555.761115,0.8506198159467278
555.897118,0.8382826032242334
556.033121,0.8300494513720366
556.169123,0.8186652572376042
556.305126,0.7949309686378409
556.441129,0.7800478617211956
556.577132,0.8192712937338081
556.713134,0.8184442474558132
556.849137,0.8205995888582095
556.98514,0.7989395445267385
557.121142,0.8377462740018279
557.257145,0.811630574384216
557.393148,0.8121176988515731
557.529151,0.8077036964748786
557.665153,0.8030566657226923
557.801156,0.797941494007609
557.937159,0.8319524427091365
558.073161,0.7878953519792667
558.209164,0.780633117060805
558.345167,0.7761495952453973
558.48117,0.777462397066443
558.617172,0.8358300299711933
558.753175,0.8087382191596378
558.889178,0.7928985479665598
559.025181,0.7728193172150093
559.161183,0.7653745171893704
559.297186,0.7858023352893118
559.433189,0.7773457864528978
559.569191,0.8006511058694736
559.705194,0.8010515315204789
559.841197,0.7828845809897861
559.9772,0.7792915821502165
560.113202,0.7394933421867043
560.249205,0.7887073022744242
560.385208,0.7691494385056119
560.52121,0.8117036244231132
560.657213,0.7719542441110956
560.793216,0.7878953519792667
560.929219,0.7991393043818117
561.065221,0.7730975822539083
561.201224,0.7792604111103555
561.337227,0.781570439082012
561.473229,0.7651219852687565
561.609232,0.7570091033920655
561.745235,0.7849384279566372
561.881238,0.7749939934855886
562.01724,0.7783258594601593
562.153243,0.7423161859230306
562.289246,0.7770970755970921
562.425249,0.7396708418879412
562.561251,0.7699420705627068
562.697254,0.7839970667727628
562.833257,0.7933188955792597
562.969259,0.7699035744215902
563.105262,0.7688033991229849
563.241265,0.7604385292030207
563.377268,0.7662552041821
563.51327,0.7825323621835159
563.649273,0.7771514742963161
563.785276,0.7954478417330131
563.921278,0.7545754543568433
564.057281,0.7409663991432064
564.193284,0.7673056932325237
564.329287,0.7684498308863174
564.465289,0.7682731077491533
564.601292,0.7535650004033516
564.737295,0.7459699209750842
564.873297,0.7605678147419447
565.0093,0.7460296009559296
565.145303,0.7470598325015175
565.281306,0.775296300089004
565.417308,0.7500540562867969
565.553311,0.7718616151596506
565.689314,0.7571756637157756
565.825317,0.744166856354471
565.961319,0.7461713600467984
566.097322,0.7733450130670484
566.233325,0.7455522947655908
566.369327,0.7461489752417708
566.50533,0.7443826960380553
566.641333,0.7612374089971787
566.777336,0.7684037252796462
566.913338,0.774870004366025
567.049341,0.7565777311558988
567.185344,0.7371676031209399
567.321346,0.7303875465680544
567.457349,0.748899861997825
567.593352,0.7637536419477569
567.729355,0.7689802442411922
567.865357,0.7539267984281246
568.00136,0.7755056583521217
568.137363,0.7206079847737029
568.273365,0.7315717333257867
568.409368,0.7417596575078312
568.545371,0.7534369052416803
568.681374,0.7542510566619727
568.817376,0.7573574076834712
568.953379,0.733366281496296
569.089382,0.732230444261238
569.225385,0.7376100363995229
569.361387,0.7489597763833282
569.49739,0.7463131460744534
569.633393,0.7341587449335406
569.769395,0.7364234397075715
569.905398,0.7423755735933796
570.041401,0.7384587758730415
570.177404,0.7413221483877835
570.313406,0.753203375999958
570.449409,0.7465669356859078
570.585412,0.7312426001063187
570.721414,0.7400703720059839
570.857417,0.7504666994842318
570.99342,0.7534670433206475
571.129423,0.739730017922302
571.265425,0.7406552585996542
571.401428,0.7173366663361319
571.537431,0.7232791729681455
571.673433,0.7356947412675053
571.809436,0.7318936957149814
571.945439,0.7462907570159087
572.081442,0.7333956167342567
572.217444,0.7365191809777812
572.353447,0.7331536361097334
572.48945,0.7305190281594249
572.625453,0.747515678018091
572.761455,0.7470523619405454
572.897458,0.746387781120751
573.033461,0.744501806798028
573.169463,0.7288553420980401
573.305466,0.7212856747437756
573.441469,0.7365633734544009
573.577472,0.7483758155320881
573.713474,0.7542661418339571
573.849477,0.7311767912337528
573.98548,0.7451199998122818
574.121482,0.7352975733522092
574.257485,0.7545528174327681
574.393488,0.7448964973393855
574.529491,0.7483458810981595
574.665493,0.7413740427544523
574.801496,0.7470000701054451
574.937499,0.7615800429180777
575.073501,0.7503841526874456
575.209504,0.7509997200407719
575.345507,0.7541002215346558
575.48151,0.7390349984157997
575.617512,0.748884884150364
575.753515,0.7393676390036058
575.889518,0.7791513222891957
576.025521,0.7579104804380745
576.161523,0.7511574465426836
576.297526,0.7309574710960483
576.433529,0.7260764258006077
576.569531,0.7463653898231885
576.705534,0.7640821266329403
576.841537,0.7569788236335291
576.97754,0.7360258784013429
577.113542,0.7594354125471181
577.249545,0.7426205979594622
577.385548,0.7338504630044054
577.52155,0.7518939416639606
577.657553,0.7715066404671158
577.793556,0.7623191339609131
577.929559,0.7697111225854667
578.065561,0.7510522918611671
578.201564,0.7464997476852014
578.337567,0.7552699832091363
578.473569,0.778987717690599
578.609572,0.763707818103969
578.745575,0.7584639570831908
578.881578,0.7521947594001626
579.01758,0.7544094660162718
579.153583,0.7647471673338684
579.289586,0.7551793562488776
579.425589,0.7585246366269068
579.561591,0.7624868626198604
579.697594,0.7624792377893586
579.833597,0.7612906974808836
579.969599,0.7773146932433079
580.105602,0.770165386142364
580.241605,0.7713446410831483
580.377608,0.7491470397343676
580.51361,0.7405293579075543
580.649613,0.744449693495539
580.785616,0.7643878206183147
580.921618,0.7858337680113736
581.057621,0.7702501089945111
581.193624,0.7486153341139875
581.329627,0.7408182206817179
581.465629,0.7475007278540328
581.601632,0.7605297873019015
581.737635,0.7667150952581353
581.873637,0.7685958502255836
582.00964,0.7662245545869287
582.145643,0.7519164988205662
582.281646,0.7616181228722145
582.417648,0.7594050357381564
582.553651,0.772494801254901
582.689654,0.7776567869634343
582.825657,0.7805784746551172
582.961659,0.7800712635080722
583.097662,0.7621590637507416
583.233665,0.7558744409465608
583.369667,0.7878165663834142
583.50567,0.7704272868942572
583.641673,0.7725334269605983
583.777676,0.7528946259138907
583.913678,0.7709821942835092
584.049681,0.7661019684653461
584.185684,0.7699805686286786
584.321686,0.7668301111484002
584.457689,0.7570318140058249
584.593692,0.7603929042600305
584.729695,0.7611460659887891
584.865697,0.7790578297401861
585.0017,0.7626546281831721
585.137703,0.7741032626614701
585.273705,0.7592379850065483
585.409708,0.7427691369324563
585.545711,0.7383627824718844
585.681714,0.7560936763220283
585.817716,0.770165386142364
585.953719,0.7823993429888966
586.089722,0.7654663676423501
586.225725,0.7465146778294561
586.361727,0.7495366974972676
586.49773,0.7609329749244534
586.633733,0.7811563165014762
586.769735,0.762151442198212
586.905738,0.7729816263134832
587.041741,0.7539418771148795
587.177744,0.7556477126252255
587.313746,0.7458356584732964
587.449749,0.7548848937238651
587.585752,0.7445985983242247
587.721754,0.7594581959512439
587.857757,0.7444720273213496
587.99376,0.7531883120830776
588.129763,0.7493493367439633
588.265765,0.7461713600467984
588.401768,0.7453659299884672
588.537771,0.7472391483783624
588.673773,0.7401739891110929
588.809776,0.7456119413350031
588.945779,0.7568879916247225
589.081782,0.7559197947736187
589.217784,0.7425834678578245
589.353787,0.741411112383323
589.48979,0.7377059319373298
589.625793,0.7422568030035052
589.761795,0.7329777003502027
589.897798,0.7519390566538966
590.033801,0.7528870970052762
590.169803,0.7285930013990439
590.305806,0.7369317472268968
590.441809,0.7238652664340588
590.577812,0.7222167336680867
590.713814,0.7332342874454476
590.849817,0.7583046963751628
590.98582,0.7504516903003345
591.121822,0.7371970904148066
591.257825,0.7219423434467367
591.393828,0.7197797619106365
591.529831,0.7285930013990439
591.665833,0.7292052766398185
591.801836,0.7305701662812094
591.937839,0.7217979694159317
592.073841,0.7177815529698656
592.209844,0.7165623609366671
592.345847,0.7133450746357979
592.48185,0.7156958448279017
592.617852,0.7169709179100767
592.753855,0.714673131184332
592.889858,0.7123684610166264
593.025861,0.7038992808736385
593.161863,0.6987725382043161
593.297866,0.7059506110187698
593.433869,0.7084682739750716
593.569871,0.7049136259913025
593.705874,0.690154357422472
593.841877,0.7109309291213958
593.97788,0.713045532612679
594.113882,0.7061977369771464
594.249885,0.7053084881729494
594.385888,0.6898990475454656
594.52189,0.6885550552211457
594.657893,0.6900301408179657
594.793896,0.7048290414313586
594.929899,0.7141658933519297
595.065901,0.7073992941642415
595.201904,0.7011734432085724
595.337907,0.6927195856445237
595.473909,0.6753798538145858
595.609912,0.6877843052598454
595.745915,0.7071658909108223
595.881918,0.7065085323513844
596.01792,0.6966166636028992
596.153923,0.6905064259145919
596.289926,0.6827612781866371
596.425929,0.684922216309753
596.561931,0.6945438359924634
596.697934,0.6948217090977765
596.833937,0.6945785640524573
596.969939,0.6962197052485242
597.105942,0.6895541842447027
597.241945,0.6792065502261967
597.377948,0.6740169634925337
597.51395,0.6852990271422036
597.649953,0.6822971583361035
597.785956,0.68169700094475
597.921958,0.6850660650787702
598.057961,0.6784326959396906
598.193964,0.6789552902885679
598.329967,0.6764680911752343
598.465969,0.6684190378143032
598.601972,0.671339707251819
598.737975,0.669181470021198
598.873977,0.6759947292074293
599.00998,0.6831232375748411
599.145983,0.6792133423256594
599.281986,0.6652382711633613
599.417988,0.6631261734762488
599.553991,0.6636170684533615
599.689994,0.6638692908585957
599.825997,0.6641149679436714
599.961999,0.6821675341907034
600.098002,0.669181470021198
600.234005,0.6630200817760549
600.370007,0.6525157514000177
600.50601,0.6485021239873049
600.642013,0.6547446281874145
600.778016,0.6795462384162805
600.914018,0.6609943412894498
601.050021,0.6612125054171765
601.186024,0.6491249849517599
601.322026,0.6558914344495473
601.458029,0.6671302331678611
601.594032,0.6565213925581302
601.730035,0.6632986086969599
601.866037,0.6606308943588084
602.00204,0.6624103838048917
602.138043,0.6570073981885285
602.274045,0.6529922618036761
602.410048,0.6525288018455497
602.546051,0.6559767058785486
602.682054,0.6600629960209465
602.818056,0.6534625855283976
602.954059,0.6558061741051114
603.090062,0.6535998270812172
603.226065,0.6636436136670004
603.362067,0.6535802193805218
603.49807,0.6472970311204829
603.634073,0.6377684452468629
603.770075,0.6498134222431124
603.906078,0.6570402493797108
604.042081,0.6500213958122266
604.178084,0.6512641231049932
604.314086,0.6461652519116692
604.450089,0.6398509630380205
604.586092,0.6347208392375686
604.722094,0.6446872264698318
604.858097,0.652731117131371
604.9941,0.6658572305270358
605.130103,0.6590406908682813
605.266105,0.642813913632932
605.402108,0.6330917010200288
605.538111,0.6387322030532075
605.674113,0.6480418508955567
605.810116,0.6546464238586952
605.946119,0.6527768099087987
606.082122,0.6353749385052784
606.218124,0.6441330337920759
606.354127,0.633997669765756
606.49013,0.6403438380120726
606.626133,0.6384448382237695
606.762135,0.6386044693863894
606.898138,0.6474524010515977
607.034141,0.6386874933638512
607.170143,0.6330030743858951
607.306146,0.6354511880727816
607.442149,0.6376855407378907
607.578152,0.6376791639143675
607.714154,0.6414782502640304
607.850157,0.6313909728492277
607.98616,0.63533681715262
608.122162,0.6438754321023317
608.258165,0.6393392869653086
608.394168,0.642139313250797
608.530171,0.6298207650468342
608.666173,0.6257902674759764
608.802176,0.6307851283671727
608.938179,0.6476660956016063
609.074181,0.6393712547288443
609.210184,0.6339342731686621
609.346187,0.6324083310691242
609.48219,0.6231363025095262
609.618192,0.6233108051034519
609.754195,0.6370418034837818
609.890198,0.6439140657872567
610.026201,0.6375516408343177
610.162203,0.6296381435063738
610.298206,0.614264292277809
610.434209,0.6151187133291369
610.570211,0.6238221295780202
610.706214,0.6343020616954623
610.842217,0.6356672782099679
610.97822,0.6335920410721333
611.114222,0.627952972419664
611.250225,0.6213566787593624
611.386228,0.6283487074357295
611.52223,0.6213877473700092
611.658233,0.6324020070174338
611.794236,0.6274382620423754
611.930239,0.6340040097741536
612.066241,0.6233419714228586
612.202244,0.6269803992513362
612.338247,0.6223516452062755
612.474249,0.6240155444159403
612.610252,0.625152286828594
612.746255,0.6175902915720292
612.882258,0.621710953024829
613.01826,0.6230926844949989
613.154263,0.6235102964780027
613.290266,0.6173000923371526
613.426269,0.6124303851014029
613.562271,0.6121670966468838
613.698274,0.6160051223376455
613.834277,0.6231736918093446
613.970279,0.6268550157102579
614.106282,0.6269114352005108
614.242285,0.6218477444810029
614.378288,0.6091199916842632
614.51429,0.6100160565183333
614.650293,0.6117326122684709
614.786296,0.6270995368449068
614.922298,0.626422634937939
615.058301,0.6149403547655131
615.194304,0.6082374077243281
615.330307,0.6081948325959343
615.466309,0.6089860000257156
615.602312,0.6087059308865443
615.738315,0.6092235508851322
615.874317,0.6116163941132143
616.01032,0.6119834740626546
616.146323,0.6107546226891426
616.282326,0.612693786794302
616.418328,0.6044840468070585
616.554331,0.6087120179762886
616.690334,0.6058032594484248
616.826337,0.6130124704139951
616.962339,0.6077996344080723
617.098342,0.6103211408113098
617.234345,0.6027516647500953
617.370347,0.6082739030636408
617.50635,0.6051674998581993
617.642353,0.5948059863329467
617.778356,0.5911828018567772
617.914358,0.6041395890801569
618.050361,0.6104126958488876
618.186364,0.6057002816476796
618.322366,0.5970108449554546
618.458369,0.5896948967439396
618.594372,0.5974946196421662
618.730375,0.5938728736195531
618.866377,0.6038255181593516
619.00238,0.6001413909164703
619.138383,0.6003754917056144
619.274385,0.5946691966875023
619.410388,0.5845634205623652
619.546391,0.5847154268116675
619.682394,0.5874054394770137
619.818396,0.5984872843945679
619.954399,0.594550274740756
620.090402,0.5897007937223918
620.226405,0.5833954620690533
620.362407,0.585230202855501
620.49841,0.5859739173718839
620.634413,0.5824860746548325
620.770415,0.5885990836580886
620.906418,0.5845984954198342
621.042421,0.5913187895391883
621.178424,0.584879170054159
621.314426,0.5841251623643111
621.450429,0.5745431935064763
621.586432,0.5792158922558613
621.722434,0.5795983009257298
621.858437,0.5765922123648907
621.99444,0.5784402627480687
622.130443,0.5769094253072542
622.266445,0.5820901187643274
622.402448,0.5757337296968811
622.538451,0.5669126746945379
622.674453,0.5645084085116452
622.810456,0.573194602217134
622.946459,0.5754631984237528
623.082462,0.5755840583852736
623.218464,0.5691393337798373
623.354467,0.5629018499807327
623.49047,0.5624685823856787
623.626473,0.5538175381519334
623.762475,0.568087399351711
623.898478,0.570084889668168
624.034481,0.5755034822575602
624.170483,0.568280581906664
624.306486,0.559898366565402
624.442489,0.5492673388424639
624.578492,0.5528879057976652
624.714494,0.5633917876822133
624.850497,0.5615356590794928
624.9865,0.5628568196339722
625.122502,0.5509892389809843
625.258505,0.5597416169687314
625.394508,0.5508900698434578
625.530511,0.5456159167224577
625.666513,0.5465059958841612
625.802516,0.5522800634758556
625.938519,0.5556092608746228
626.074521,0.5470582457792553
626.210524,0.5425527300728514
626.346527,0.5451523402411593
626.48253,0.5477315414134931
626.618532,0.5459433845030013
626.754535,0.5425527300728514
626.890538,0.5361667851440531
627.026541,0.5431227096263266
627.162543,0.5462819743534005
627.298546,0.5410302969216976
627.434549,0.5418858004606564
627.570551,0.5328102084157693
627.706554,0.5341919754714841
627.842557,0.5418749628530236
627.97856,0.5438401049798008
628.114562,0.5436334850001909
628.250565,0.5421242826750987
628.386568,0.5338128337801269
628.52257,0.5249774340900051
628.658573,0.5291623470350967
628.794576,0.5349831649309634
628.930579,0.5456650243647735
629.066581,0.5417395110444919
629.202584,0.5383372804042986
629.338587,0.5231118371575032
629.474589,0.5218422186044999
629.610592,0.5329807349652551
629.746595,0.5355719701959121
629.882598,0.541106046465611
630.0186,0.5339302855227764
630.154603,0.531649947305535
630.290606,0.528866099077927
630.426609,0.5305452646833415
630.562611,0.531256671874385
630.698614,0.5329274395565734
630.834617,0.539442003783708
630.970619,0.53371141897642
631.106622,0.5337754681895732
631.242625,0.5325385444896668
631.378628,0.5382942151444997
631.51463,0.5362579412455767
631.650633,0.5303012699846703
631.786636,0.5350473667627881
631.922638,0.5355291261520809
632.058641,0.5441284166312788
632.194644,0.5436606673539941
632.330647,0.539803551031046
632.466649,0.5368535180443318
632.602652,0.5371596117780436
632.738655,0.539819745380491
632.874657,0.5487238332566656
633.01066,0.5518549715083897
633.146663,0.5451795985396232
633.282666,0.5526999558629935
633.418668,0.5438292282864685
633.554671,0.5419725091252383
633.690674,0.542032129380296
633.826677,0.5576911301791979
633.962679,0.5648020292188388
634.098682,0.5633467181420043
634.234685,0.5529100217562134
634.370687,0.5578863562373279
634.50669,0.5552593372777787
634.642693,0.5628568196339722
634.778696,0.5650562473267717
634.914698,0.5656781511832436
635.050701,0.5671451565466857
635.186704,0.5708664412075767
635.322706,0.5713461704762758
635.458709,0.5632284277521201
635.594712,0.571883488376372
635.730715,0.5732404596195829
635.866717,0.5778043282871227
636.00272,0.5808806296220667
636.138723,0.5843880778389201
636.274725,0.5830163782343016
636.410728,0.5849727582082203
636.546731,0.580009961841719
