nu,[0]HFE-338mec3-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
870.703642,0.7714603514573719
870.944696,0.7714603514573719
871.18575,0.7836521839431695
871.426804,0.7682654250564893
871.667858,0.778411480013744
871.908912,0.7764212951484426
872.149966,0.7830176826818777
872.39102,0.7888966147435577
872.632074,0.7850797295904348
872.873128,0.7883130471952704
873.114182,0.780242898065153
873.355236,0.7779679118990586
873.59629,0.7827828126093455
873.837344,0.7921456520281863
874.078398,0.7783180762404809
874.319452,0.7782947270484333
874.560506,0.7802897140435022
874.80156,0.7866357273844956
875.042614,0.7821255511352198
875.283668,0.7884470718050627
875.524722,0.7780145913741427
875.765776,0.7835738226429054
876.00683,0.801372016225755
876.247884,0.7907289796111324
876.488938,0.7844597615236882
876.729992,0.7949150701774532
876.971046,0.7994750133836075
877.2121,0.7977739438872459
877.453154,0.7934537712556159
877.694208,0.8299415519569722
877.935262,0.8077925487682773
878.176316,0.8103411071690397
878.41737,0.803723479444656
878.658424,0.8188863267000928
878.899478,0.8281839395942123
879.140532,0.8269674035760498
879.381586,0.8232626433447386
879.62264,0.8254306738071227
879.863694,0.8396837047657775
880.104748,0.8297838780415966
880.345802,0.835821671712685
880.586856,0.8442809167616994
880.82791,0.8603379515562433
881.068964,0.8707416144880225
881.310018,0.8701758163429232
881.551072,0.8839100278274583
881.792126,0.8798621777224281
882.03318,0.8957176844284102
882.274234,0.8864504934316687
882.515288,0.9009279421393758
882.756342,0.8879765002700406
882.997396,0.9023254632487562
883.23845,0.8993706842159714
883.479504,0.9080062655674235
883.720558,0.9152289741865988
883.961612,0.9140783400376977
884.202666,0.9054674040886277
884.44372,0.9319491741103062
884.684774,0.9324749416970268
884.925828,0.9319454463210654
885.166882,0.9337056876436434
885.407936,0.9389124890657506
885.64899,0.9355815167235649
885.890044,0.9361112057498842
886.131098,0.9249986508604674
886.372152,0.9213981816007616
886.613206,0.9300508657273797
886.85426,0.9351970717290496
887.095314,0.9351082322271785
887.336368,0.9183001325682407
887.577422,0.9352110997903358
887.818476,0.92217432558043
888.05953,0.9270043693471905
888.300584,0.9318038013785128
888.541638,0.9359108993853991
888.782692,0.9216257950607221
889.023746,0.9195940098307342
889.2648,0.9201100468050866
889.505854,0.9203124932836798
889.746908,0.9190378237180505
889.987962,0.9099896983771396
890.229016,0.9176410297192948
890.47007,0.9167504327342478
890.711124,0.9167806859977042
890.952178,0.9023435099384874
891.193232,0.8908760273220985
891.434286,0.8976904325614239
891.67534,0.8814737996919989
891.916394,0.8779549468906361
892.157448,0.8658098216686199
892.398502,0.8719266287107474
892.639556,0.8644947904166225
892.88061,0.8717609783885714
893.121664,0.862310383037384
893.362718,0.8579838521579577
893.603772,0.8379641163513466
893.844826,0.8413395120988874
894.08588,0.8373191323324709
894.326934,0.826752420000196
894.567988,0.8265870860501421
894.809042,0.8168008267095757
895.050096,0.801331948626642
895.29115,0.8063237033842688
895.532204,0.7924229515309784
895.773258,0.7880608273774911
896.014312,0.787824444588469
896.255366,0.7644336852634773
896.49642,0.7629368626057483
896.737474,0.759974803151032
896.978528,0.7496866198285004
897.219582,0.7451870636300916
897.460636,0.7379346562266635
897.70169,0.7330656629518952
897.942744,0.7303218146468441
898.183798,0.7234093749371054
898.424852,0.7217979694159317
898.665906,0.7190171995924411
898.90696,0.7018890049951171
899.148014,0.7043640077420121
899.389068,0.7055906680004217
899.630122,0.6991919275314552
899.871176,0.6958508065715272
900.11223,0.6937455696721818
900.353284,0.6831027441851162
900.594338,0.6900370411538755
900.835392,0.6911005168633705
901.076446,0.6956559956204931
901.3175,0.6931907951558386
901.558554,0.6877361620435094
901.799608,0.6968674907479735
902.040662,0.6995695931328573
902.281716,0.6991290030896197
902.52277,0.6814107483216121
902.763824,0.6941272346837586
903.004878,0.7004235888679539
903.245932,0.6900370411538755
903.486986,0.6911074279030943
903.72804,0.6938288241357105
903.969094,0.6920964184847294
904.210148,0.699338773254498
904.451202,0.6937594447223253
904.692256,0.6861561865391451
904.93331,0.6921033394835192
905.174364,0.6997794954945771
905.415418,0.691307878121063
905.656472,0.6955586105982169
905.897526,0.7279157248901341
906.13858,0.731388863252167
906.379634,0.7156457478721777
906.620688,0.7319156528552083
906.861742,0.7332269551392347
907.102796,0.7423458791643284
907.34385,0.7423458791643284
907.584904,0.7433487228683936
907.825958,0.7466863959521841
908.067012,0.7624029936778487
908.308066,0.7646171713653921
908.54912,0.7638300211308472
908.790174,0.7703656551766073
909.031228,0.7723789357248447
909.272282,0.7807970672295529
909.513336,0.7881396374006643
909.75439,0.7971758377471692
909.995444,0.7960207704086336
910.236498,0.8002828910566735
910.477552,0.8024305257497634
910.718606,0.7979654326115065
910.95966,0.8118659813831526
911.200714,0.8110058593880799
911.441768,0.803844047008914
911.682822,0.812702634146183
911.923876,0.8051875881119899
912.16493,0.8100089354149632
912.405984,0.8130440409429331
912.647038,0.824341824116594
912.888092,0.8097173846804948
913.129146,0.8143215226479465
913.3702,0.8160578760510893
913.611254,0.8209935712090612
913.852308,0.8048414318780257
914.093362,0.8118172708855991
914.334416,0.8208293889135962
914.57547,0.8114682645008686
914.816524,0.8135482845476826
915.057578,0.8070093698991314
915.298632,0.8058078213139741
915.539686,0.8021176388616299
915.78074,0.8138981855333587
916.021794,0.7998988474468063
916.262848,0.8082207922936343
916.503902,0.8137191476274331
916.744956,0.80276761735486
916.98601,0.7994910030437712
917.227064,0.7954876151194261
917.468118,0.8001068481860668
917.709172,0.7938664745102154
917.950226,0.7984204025622127
918.19128,0.8007471897670966
918.432334,0.7940411443475853
918.673388,0.7945653844830695
918.914442,0.7903179074297646
919.155496,0.7987717848377718
919.39655,0.791037424055938
919.637604,0.7983325811481972
919.878658,0.7848913330638206
920.119712,0.7909899632343335
920.360766,0.8004509681112685
920.60182,0.8024385500951425
920.842874,0.8063075770714648
921.083928,0.7951774354384988
921.324982,0.8005790505124851
921.566036,0.7962994264402375
921.80709,0.8104464583606508
922.048144,0.8092559772848272
922.289198,0.8036993681019446
922.530252,0.8104383539365894
922.771306,0.8203534459048412
923.01236,0.8152748364092458
923.253414,0.8260830216829137
923.494468,0.824778841082642
923.735522,0.8287307214124963
923.976576,0.839717292785724
924.21763,0.8339598660696054
924.458684,0.852101182841925
924.699738,0.8502456255556341
924.940792,0.8507304037108497
925.181846,0.8664680872423215
925.4229,0.8584730423596504
925.663954,0.8732616975198754
925.905008,0.8701497114600082
926.146062,0.8841133505150714
926.387116,0.8875503738284386
926.62817,0.8759379709242991
926.869224,0.8893895059472984
927.110278,0.8843963120586686
927.351332,0.9057055733337859
927.592386,0.8997215071888488
927.83344,0.9136406013596027
928.074494,0.9096648900365575
928.315548,0.9145702464956103
928.556602,0.9119327779614541
928.797656,0.9351101024455132
929.03871,0.9368276048099854
929.279764,0.934570699549103
929.520818,0.9394985532919495
929.761872,0.9387303577101845
930.002926,0.9498919858091992
930.24398,0.9434810492130493
930.485034,0.9374508023574024
930.726088,0.9521525646930912
930.967142,0.9528126351084059
931.208196,0.9678782252312808
931.44925,0.9643143001599009
931.690304,0.9543087715449979
931.931358,0.9619055634759783
932.172412,0.9792444245935172
932.413466,0.9765249290599679
932.65452,0.9764077530991789
932.895574,0.9616478073258337
933.136628,0.9794373547481585
933.377682,0.9673934396893582
933.618736,0.9662825429595436
933.85979,0.9740837435806621
934.100844,0.9843802732796364
934.341898,0.9894500453041702
934.582952,0.9684843066839778
934.824006,0.9787451372660652
935.06506,0.9668257463745492
935.306114,0.9739181634189659
935.547168,0.9740291964183564
935.788222,0.9783018661273768
936.029276,0.9856726277973606
936.27033,0.9886311197486252
936.511384,0.9825156564967878
936.752438,0.9898726306890739
936.993492,0.9839826639717196
937.234546,0.9794020956380554
937.4756,0.9887270216184063
937.716654,0.9954978651305247
937.957708,0.9786942438421677
938.198762,0.986876869115615
938.439816,0.9755605988876056
938.68087,0.9899597433134739
938.921924,0.978611058366874
939.162978,0.9863174685358775
939.404032,0.9916727651086806
939.645086,0.9901260705214449
939.88614,0.969501749269876
940.127194,1.0
940.368248,1.0
940.609302,1.0
940.850356,1.0
941.09141,1.0
941.332464,1.0
941.573518,1.0
941.814572,1.0
942.055626,1.0
942.29668,1.0
942.537734,1.0
942.778788,1.0
943.019842,1.0
943.260896,1.0
943.50195,1.0
943.743004,1.0
943.984058,1.0
944.225112,1.0
944.466166,1.0
944.70722,1.0
944.948274,1.0
945.189328,1.0
945.430382,1.0
945.671436,1.0
945.91249,1.0
946.153544,1.0
946.394598,1.0
946.635652,1.0
946.876706,1.0
947.11776,1.0
947.358814,1.0
947.599868,1.0
947.840922,1.0
948.081976,1.0
948.32303,1.0
948.564084,1.0
948.805138,1.0
949.046192,1.0
949.287246,1.0
949.5283,1.0
949.769354,1.0
950.010408,1.0
950.251462,1.0
950.492516,1.0
950.73357,1.0
950.974624,1.0
951.215678,1.0
951.456732,1.0
951.697786,1.0
951.93884,1.0
952.179894,1.0
952.420948,1.0
952.662002,1.0
952.903056,1.0
953.14411,1.0
953.385164,1.0
953.626218,1.0
953.867272,1.0
954.108326,1.0
954.34938,1.0
954.590434,1.0
954.831488,1.0
955.072542,1.0
955.313596,1.0
955.55465,1.0
955.795704,1.0
956.036758,1.0
956.277812,1.0
956.518866,1.0
956.75992,1.0
957.000974,1.0
957.242028,1.0
957.483082,1.0
957.724136,1.0
957.96519,1.0
958.206244,1.0
958.447298,1.0
958.688352,1.0
958.929406,1.0
959.17046,1.0
959.411514,1.0
959.652568,1.0
959.893622,1.0
960.134676,1.0
960.37573,1.0
960.616784,1.0
960.857838,1.0
961.098892,1.0
961.339946,1.0
961.581,1.0
961.822054,1.0
962.063108,1.0
962.304162,1.0
962.545216,1.0
962.78627,1.0
963.027324,1.0
963.268378,1.0
963.509432,1.0
963.750486,1.0
963.99154,1.0
964.232594,1.0
964.473648,1.0
964.714702,1.0
964.955756,1.0
965.19681,1.0
965.437864,1.0
965.678918,1.0
965.919972,1.0
966.161026,1.0
966.40208,1.0
966.643134,1.0
966.884188,1.0
967.125242,1.0
967.366296,1.0
967.60735,1.0
967.848404,1.0
968.089458,1.0
968.330512,1.0
968.571566,1.0
968.81262,1.0
969.053674,1.0
969.294728,1.0
969.535782,1.0
969.776836,1.0
970.01789,1.0
970.258944,1.0
970.499998,1.0
970.741052,1.0
970.982106,1.0
971.22316,1.0
971.464214,1.0
971.705268,1.0
971.946322,1.0
972.187376,1.0
972.42843,1.0
972.669484,1.0
972.910538,1.0
973.151592,1.0
973.392646,1.0
973.6337,1.0
973.874754,1.0
974.115808,1.0
974.356862,1.0
974.597916,1.0
974.83897,1.0
975.080024,1.0
975.321078,1.0
975.562132,1.0
975.803186,1.0
976.04424,1.0
976.285294,1.0
976.526348,1.0
976.767402,1.0
977.008456,1.0
977.24951,1.0
977.490564,1.0
977.731618,1.0
977.972672,1.0
978.213726,1.0
978.45478,1.0
978.695834,1.0
978.936888,1.0
979.177942,1.0
979.418996,1.0
979.66005,1.0
979.901104,1.0
980.142158,1.0
980.383212,1.0
980.624266,1.0
980.86532,1.0
981.106374,1.0
981.347428,1.0
981.588482,1.0
981.829536,1.0
982.07059,1.0
982.311644,1.0
982.552698,1.0
982.793752,1.0
983.034806,1.0
983.27586,1.0
983.516914,1.0
983.757968,1.0
983.999022,1.0
984.240076,1.0
984.48113,1.0
984.722184,1.0
984.963238,1.0
985.204292,1.0
985.445346,1.0
985.6864,1.0
985.927454,1.0
986.168508,1.0
986.409562,1.0
986.650616,1.0
986.89167,1.0
987.132724,1.0
987.373778,1.0
987.614832,1.0
987.855886,1.0
988.09694,1.0
988.337994,1.0
988.579048,1.0
988.820102,1.0
989.061156,1.0
989.30221,1.0
989.543264,1.0
989.784318,1.0
990.025372,1.0
990.266426,1.0
990.50748,1.0
990.748534,1.0
990.989588,1.0
991.230642,1.0
991.471696,1.0
991.71275,1.0
991.953804,1.0
992.194858,1.0
992.435912,1.0
992.676966,1.0
992.91802,1.0
993.159074,1.0
993.400128,1.0
993.641182,1.0
993.882236,1.0
994.12329,1.0
994.364344,1.0
994.605398,1.0
994.846452,1.0
995.087506,1.0
995.32856,1.0
995.569614,1.0
995.810668,1.0
996.051722,1.0
996.292776,1.0
996.53383,1.0
996.774884,1.0
997.015938,1.0
997.256992,1.0
997.498046,1.0
997.7391,1.0
997.980154,1.0
998.221208,1.0
998.462262,1.0
998.703316,1.0
998.94437,1.0
999.185424,1.0
999.426478,1.0
999.667532,1.0
999.908586,1.0
1000.14964,1.0
1000.390694,1.0
1000.631748,1.0
1000.872802,1.0
1001.113856,1.0
1001.35491,1.0
1001.595964,1.0
1001.837018,1.0
1002.078072,1.0
1002.319126,1.0
1002.56018,1.0
1002.801234,1.0
1003.042288,1.0
1003.283342,1.0
1003.524396,1.0
1003.76545,1.0
1004.006504,1.0
1004.247558,1.0
1004.488612,1.0
1004.729666,1.0
1004.97072,1.0
1005.211774,1.0
1005.452828,1.0
1005.693882,1.0
1005.934936,1.0
1006.17599,1.0
1006.417044,1.0
1006.658098,1.0
1006.899152,1.0
1007.140206,1.0
1007.38126,1.0
1007.622314,1.0
1007.863368,1.0
1008.104422,1.0
1008.345476,1.0
1008.58653,1.0
1008.827584,1.0
1009.068638,1.0
1009.309692,1.0
1009.550746,1.0
1009.7918,1.0
1010.032854,0.9640800002535537
1010.273908,0.9817839549253757
1010.514962,0.9572678898531937
1010.756016,0.9556008251900855
1010.99707,0.9601987353072952
1011.238124,0.9612266978159398
1011.479178,0.9457084025446343
1011.720232,0.9530861315795482
1011.961286,0.9572382150085706
1012.20234,0.9542534232413646
1012.443394,0.9572334288294612
1012.684448,0.9614910715075558
1012.925502,0.9420094241973808
1013.166556,0.9509574117849793
1013.40761,0.9501769961543562
1013.648664,0.9356881790961111
1013.889718,0.9559190932535653
1014.130772,0.9388984054840417
1014.371826,0.9538784753281215
1014.61288,0.9449190656225366
1014.853934,0.9513702168739188
1015.094988,0.9342371173573281
1015.336042,0.9464255212674232
1015.577096,0.949851141331972
1015.81815,0.9389716424158727
1016.059204,0.9364604403578342
1016.300258,0.9380284499488467
1016.541312,0.9490412637703021
1016.782366,0.9462750515721994
1017.02342,0.9332314856118343
1017.264474,0.9372980103295068
1017.505528,0.9403698722447901
1017.746582,0.9456147820470734
1017.987636,0.9471943308851546
1018.22869,0.9451723378690885
1018.469744,0.9510391976391341
1018.710798,0.9400436205070712
1018.951852,0.9295246058829632
1019.192906,0.935946464675312
1019.43396,0.9372408368946842
1019.675014,0.923549389493762
1019.916068,0.936032575711109
1020.157122,0.9305727706436939
1020.398176,0.923057268830969
1020.63923,0.9148272768459484
1020.880284,0.9224768483702457
1021.121338,0.9276247427620532
1021.362392,0.9283810650868877
1021.603446,0.9205573289685958
1021.8445,0.9072765219261609
1022.085554,0.9378014745290927
1022.326608,0.9111852995915412
1022.567662,0.9171859926270818
1022.808716,0.9009099237607174
1023.04977,0.9058169819707966
1023.290824,0.9009189329050006
1023.531878,0.9182248350446108
1023.772932,0.9193292048896448
1024.013986,0.9028760496931307
1024.25504,0.9140408635940285
1024.496094,0.8999464656842863
1024.737148,0.9055407499188248
1024.978202,0.90597641978974
1025.219256,0.8974121916568983
1025.46031,0.8956281171384064
1025.701364,0.8912859245638043
1025.942418,0.8902437298348694
1026.183472,0.8861580130307566
1026.424526,0.8769020328291539
1026.66558,0.8889182544018371
1026.906634,0.881967563260722
1027.147688,0.8797653982058496
1027.388742,0.8688889086813089
1027.629796,0.8661908618128383
1027.87085,0.8595554001352262
1028.111904,0.8505007375081804
1028.352958,0.8646331206492126
1028.594012,0.865887748059205
1028.835066,0.8673176421817466
1029.07612,0.8550716605916939
1029.317174,0.8577522277885721
1029.558228,0.8475291881716966
1029.799282,0.8374531141119006
1030.040336,0.8358049554464139
1030.28139,0.8385592821328065
1030.522444,0.8242676366909077
1030.763498,0.8274968321133993
1031.004552,0.833618012609265
1031.245606,0.8154052908191457
1031.48666,0.8103249005089636
1031.727714,0.8129952597639266
1031.968768,0.8136703259432406
1032.209822,0.7980851364039583
1032.450876,0.8046322003070203
1032.69193,0.798228804658266
1032.932984,0.7832134615738899
1033.174038,0.779743702370053
1033.415092,0.775784890647926
1033.656146,0.7693494433591276
1033.8972,0.7632039372429954
1034.138254,0.7605754204581205
1034.379308,0.7670755360498576
1034.620362,0.7471195996787728
1034.861416,0.7378977604162552
1035.10247,0.7406626651892732
1035.343524,0.7385990963704826
1035.584578,0.7231706892286842
1035.825632,0.7160036602167434
1036.066686,0.7111797984961883
1036.30774,0.7095743469951168
1036.548794,0.6940855882990816
1036.789848,0.6992688428737499
1037.030902,0.6817788094932782
1037.271956,0.6781071263885827
1037.51301,0.6715344239994858
1037.754064,0.6525679547482358
1037.995118,0.6522352299433513
1038.236172,0.6327815620767754
1038.477226,0.6325411507642286
1038.71828,0.6183936810410836
1038.959334,0.606003207513659
1039.200388,0.6039704536752761
1039.441442,0.5877403560196625
1039.682496,0.5709806259139082
1039.92355,0.5616311282561864
1040.164604,0.5494651106812423
1040.405658,0.5350848213893581
1040.646712,0.5267495924525442
1040.887766,0.5138057516667975
1041.12882,0.4926875887635783
1041.369874,0.4756086151751448
1041.610928,0.46894959015062965
1041.851982,0.4544988025597897
1042.093036,0.4410531011557826
1042.33409,0.42107681647838674
1042.575144,0.4094501978732869
1042.816198,0.3950630130876048
1043.057252,0.3920209487228728
1043.298306,0.37747912871261824
1043.53936,0.3624024298324904
1043.780414,0.35334866145806276
1044.021468,0.33147595696352583
1044.262522,0.3244252901524974
1044.503576,0.31866974328035047
1044.74463,0.29900349999232845
1044.985684,0.28444937073627596
1045.226738,0.27881689581863917
1045.467792,0.2738704759144561
1045.708846,0.2610091016618089
1045.9499,0.25377683513274724
1046.190954,0.24217371009939204
1046.432008,0.23659629190085324
1046.673062,0.22270661533913302
1046.914116,0.22009412130649258
1047.15517,0.21275798072740473
1047.396224,0.20742198207776844
1047.637278,0.19873162153251292
1047.878332,0.1959687639605875
1048.119386,0.18440884548546607
1048.36044,0.19000592938863187
1048.601494,0.1784226687364842
1048.842548,0.17301101776662062
1049.083602,0.16716064213006226
1049.324656,0.16602780577238666
1049.56571,0.15770958608791516
1049.806764,0.15467950691853943
1050.047818,0.15223955180522328
1050.288872,0.14871850322534613
1050.529926,0.14729763666610557
1050.77098,0.14461214246442028
1051.012034,0.142359461643921
1051.253088,0.14193302323642926
1051.494142,0.13903911257517326
1051.735196,0.13510540870382476
1051.97625,0.13437780579275824
1052.217304,0.13495687446306018
1052.458358,0.1317037759238012
1052.699412,0.1293931286432913
1052.940466,0.13058903817552123
1053.18152,0.12863195684911993
1053.422574,0.12672954882783016
1053.663628,0.12636256551922104
1053.904682,0.12518032265006093
1054.145736,0.12551876621442354
1054.38679,0.12788805091202776
1054.627844,0.12779856060165215
1054.868898,0.12813126919295934
1055.109952,0.1304715609138607
1055.351006,0.13215233087324832
1055.59206,0.13441812518210203
1055.833114,0.1322845493023179
1056.074168,0.13130925667079874
1056.315222,0.13018483898961133
1056.556276,0.13202024459652065
1056.79733,0.1342300714751574
1057.038384,0.13175646797187776
1057.279438,0.12931551605221103
1057.520492,0.12897973241835742
1057.761546,0.12860623303021773
1058.0026,0.12709759793269185
1058.243654,0.12272612895713378
1058.484708,0.12319337545326038
1058.725762,0.12131073104044088
1058.966816,0.11832739056658453
1059.20787,0.11373319139794354
1059.448924,0.10961292309154728
1059.689978,0.11028360542384638
1059.931032,0.10510451951270054
1060.172086,0.10014861962907447
1060.41314,0.10021874820495281
1060.654194,0.09854913723631141
1060.895248,0.09606790440572242
1061.136302,0.09366787481677047
1061.377356,0.08953729827596157
1061.61841,0.0868476365218824
1061.859464,0.08453412330839377
1062.100518,0.08162660732517005
1062.341572,0.07844166903693564
1062.582626,0.0748177591792055
1062.82368,0.07424387472414223
1063.064734,0.07069361650802802
1063.305788,0.0686248887694265
1063.546842,0.06618509450009609
1063.787896,0.06426115188974367
1064.02895,0.06324115519291906
1064.270004,0.06297609934801507
1064.511058,0.05830893140604179
1064.752112,0.05925530305109388
1064.993166,0.05576549332924191
1065.23422,0.05416068514881253
1065.475274,0.05301396020602796
1065.716328,0.05222468516459977
1065.957382,0.05204221826985771
1066.198436,0.04926211262393382
1066.43949,0.0504435696584476
1066.680544,0.04875244153612863
1066.921598,0.048913590342485824
1067.162652,0.0494348321008845
1067.403706,0.04902131869898101
1067.64476,0.04841720757672895
1067.885814,0.04925718665897379
1068.126868,0.048845159228962896
1068.367922,0.050317618239175264
1068.608976,0.050262299290112146
1068.85003,0.051308440919477415
1069.091084,0.05201100230462185
1069.332138,0.05219335975206454
1069.573192,0.05194862653480329
1069.814246,0.05271791173825687
1070.0553,0.05365396004756988
1070.296354,0.053040473813980575
1070.537408,0.05377212869752812
1070.778462,0.0543886383931595
1071.019516,0.056061835055775944
1071.26057,0.05537649794816748
1071.501624,0.05419319131077522
1071.742678,0.05545962502481089
1071.983732,0.058818432224160826
1072.224786,0.059474953775638516
1072.46584,0.05998864408037871
1072.706894,0.06105989568978934
1072.947948,0.06320322188093491
1073.189002,0.0637554887889297
1073.430056,0.0642290293451042
1073.67111,0.06773853897183281
1073.912164,0.07026369803178631
1074.153218,0.07245424643455005
1074.394272,0.0734904362703703
1074.635326,0.07774663566878852
1074.87638,0.08060456446448645
1075.117434,0.08345898211291843
1075.358488,0.08552898112048817
1075.599542,0.0896717050032197
1075.840596,0.09584720213049865
1076.08165,0.09975880065361863
1076.322704,0.10056007187027226
1076.563758,0.10356042709255245
1076.804812,0.11069241058708815
1077.045866,0.11121388943217815
1077.28692,0.11605396274132523
1077.527974,0.12011568006602676
1077.769028,0.1216508770695662
1078.010082,0.1246432028977449
1078.251136,0.12998970811586932
1078.49219,0.13057597992462705
1078.733244,0.13338708023546064
1078.974298,0.13506488316034912
1079.215352,0.13716098088780554
1079.456406,0.13894181925300622
1079.69746,0.14540970052212338
1079.938514,0.14179116115605483
1080.179568,0.14425106364484558
1080.420622,0.14562797874064326
1080.661676,0.14738604176698333
1080.90273,0.14842136345770965
1081.143784,0.15122295620629655
1081.384838,0.14886729611261568
1081.625892,0.14802116628567583
1081.866946,0.14961349653966283
1082.108,0.14568624158393137
1082.349054,0.14944901217645445
1082.590108,0.14631404122463545
1082.831162,0.14519174947549096
1083.072216,0.14263020174269064
1083.31327,0.14191883064374705
1083.554324,0.13822119703446015
1083.795378,0.13624507403008293
1084.036432,0.13345379045174266
1084.277486,0.1320070432321402
1084.51854,0.1265522515964917
1084.759594,0.12459335558671264
1085.000648,0.11974389801773234
1085.241702,0.12029598878385629
1085.482756,0.11361951505419052
1085.72381,0.10904441529278498
1085.964864,0.1058851778304694
1086.205918,0.10007854012602176
1086.446972,0.09446744511239571
1086.688026,0.09079963619916878
1086.92908,0.08820426157145046
1087.170134,0.08330056059500436
1087.411188,0.07938863952468679
1087.652242,0.07426615122786798
1087.893296,0.07081389786627842
1088.13435,0.06605285659308223
1088.375404,0.0638639652987795
1088.616458,0.06021703459503214
1088.857512,0.056202164982735586
1089.098566,0.05342908598147367
1089.33962,0.048742692022805234
1089.580674,0.046868943892416026
1089.821728,0.04408216500434575
1090.062782,0.0421297979025045
1090.303836,0.04040102997133632
1090.54489,0.03661490064420104
1090.785944,0.03511945600297177
1091.026998,0.03328328366759506
1091.268052,0.0318537552396636
1091.509106,0.03032751174642531
1091.75016,0.029325436489527623
1091.991214,0.027258224142823608
1092.232268,0.025524921253745655
1092.473322,0.024497113125166604
1092.714376,0.02410827828896136
1092.95543,0.022692972135161044
1093.196484,0.021568960751830152
1093.437538,0.020902218025924055
1093.678592,0.019912651410167275
1093.919646,0.019528116111713973
1094.1607,0.01929517913546789
1094.401754,0.01828818602519614
1094.642808,0.017641521134619163
1094.883862,0.01698881657385532
1095.124916,0.016567704344836544
1095.36597,0.016277035981532836
1095.607024,0.015737639743509113
1095.848078,0.015120558062747433
1096.089132,0.01501808706417052
1096.330186,0.014720709015905293
1096.57124,0.014704525138752105
1096.812294,0.01435581776173962
1097.053348,0.013887029555246035
1097.294402,0.014063113124549288
1097.535456,0.013927360392404931
1097.77651,0.013451024564987752
1098.017564,0.013848200258874729
1098.258618,0.014437879576972705
1098.499672,0.015283216705863457
1098.740726,0.012888755685642876
1098.98178,0.014348641647036918
1099.222834,0.014127952461062873
1099.463888,0.014258529356422233
1099.704942,0.014663410056340817
1099.945996,0.014992578005005159
1100.18705,0.01460341315280771
1100.428104,0.014664876470665954
1100.669158,0.014806337209915936
1100.910212,0.014745755504715786
1101.151266,0.014941689798761051
1101.39232,0.015453805427185779
1101.633374,0.015069235463194093
1101.874428,0.014968609060466145
1102.115482,0.014867167809993245
1102.356536,0.01456549359539639
1102.59759,0.015421386487589232
1102.838644,0.015055679252487086
1103.079698,0.015013582313797607
1103.320752,0.014910345173559257
1103.561806,0.014682484885366562
1103.80286,0.014475466906226673
1104.043914,0.014325702176871548
1104.284968,0.013702184586385712
1104.526022,0.013710408364024115
1104.767076,0.01317281556262005
1105.00813,0.0130678534463814
1105.249184,0.012217328086567433
1105.490238,0.012155178329914935
1105.731292,0.011220643809589084
1105.972346,0.010802259000622146
1106.2134,0.010648885927978706
1106.454454,0.010133586256768827
1106.695508,0.009736242656242611
1106.936562,0.009511059496074326
1107.177616,0.009159167396554539
1107.41867,0.008724675531080455
1107.659724,0.007899150949751358
1107.900778,0.007864471037330024
1108.141832,0.00717968333970305
1108.382886,0.007315938168747222
1108.62394,0.006775785350780921
1108.864994,0.006553867143282531
1109.106048,0.006202517630000625
1109.347102,0.00579418761064243
1109.588156,0.005417071084000025
1109.82921,0.0052991968905013
1110.070264,0.0051688761148636015
1110.311318,0.004919738009487128
1110.552372,0.005009095094797412
1110.793426,0.0046267527816326245
1111.03448,0.004542853228057682
1111.275534,0.0043243216276442325
1111.516588,0.004052586336816052
1111.757642,0.0041601672549514915
1111.998696,0.003965989089091065
1112.23975,0.003991053690947071
1112.480804,0.0039202494186392515
1112.721858,0.0038426232791817713
1112.962912,0.003853783060553243
1113.203966,0.003912416755076424
1113.44502,0.003799066121321898
1113.686074,0.003760888674144359
1113.927128,0.0037960280838018777
1114.168182,0.0038345622373518453
1114.409236,0.0038576387711477854
1114.65029,0.004039234843984208
1114.891344,0.003985071598101926
1115.132398,0.004102330713830436
1115.373452,0.004078198223469691
1115.614506,0.004233187599894644
1115.85556,0.004331679226598386
1116.096614,0.004372588985965683
1116.337668,0.004450227769306635
1116.578722,0.004581173916740449
1116.819776,0.004756229721078266
1117.06083,0.005004588937287142
1117.301884,0.005102625845939482
1117.542938,0.005367999352150918
1117.783992,0.005476440132327121
1118.025046,0.005685705846682392
1118.2661,0.005932556772246109
1118.507154,0.006008380706099483
1118.748208,0.006218665158529275
1118.989262,0.006509452029242055
1119.230316,0.006800902194084793
1119.47137,0.006825429564761164
1119.712424,0.007504893534049993
1119.953478,0.007207018039430657
1120.194532,0.007515407743226768
1120.435586,0.00818051640634577
1120.67664,0.007843265605744172
1120.917694,0.008247047677124498
1121.158748,0.008566466001267283
1121.399802,0.008581899526074842
1121.640856,0.008496508199042463
1121.88191,0.008888473091009468
1122.122964,0.008822941157334376
1122.364018,0.009349803050696725
1122.605072,0.009098915940255688
1122.846126,0.008893807775109258
1123.08718,0.009050819254575656
1123.328234,0.009074382002936743
1123.569288,0.009026415003153303
1123.810342,0.008497357892346322
1124.051396,0.008480380159953269
1124.29245,0.0081015490082542
1124.533504,0.00803056815081683
1124.774558,0.007988118729949771
1125.015612,0.007573499750053255
1125.256666,0.007585627048905264
1125.49772,0.007353344759134568
1125.738774,0.006954265963572944
1125.979828,0.006603866289665408
1126.220882,0.006532275028294275
1126.461936,0.006314542325465296
1126.70299,0.005801724952747123
1126.944044,0.005557538414272578
